ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
EOG,LONG,0.3375222337298083,3.3752223372980827,0.0,2.0251,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,2e-06,0.0,134668.27863881277,0.0,58.055556,0,0,0.0,0.0,,,,,
ASTS,LONG,0.31593486938010146,3.1593486938010145,0.0,1.8956,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.57,0.0,0.0,0.0,0.0,1.954601945207986,2,1.0,3.909203890415972,1e-05,3e-06,221719.10511186207,56717.201590697616,0.148219,0,1,0.0,0.0,0.039819,,,,
COHR,LONG,0.31230236825025715,3.1230236825025717,0.0,1.8738,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5.08876004142057,4,1.0,9.91295175913177,4e-06,4e-06,30932.12604897949,9361.124758975531,0.341877,0,0,0.39156,0.0,4.052174,,,,
INTC,LONG,0.31106414019076667,3.1106414019076665,0.0,1.8664,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,15.97417041137484,12,1.0,1.0217455794917738,3e-06,3e-06,23574.690209957073,16480.682445486615,0.389965,0,2,0.20502,0.222927,0.093915,,,,
KOD,LONG,0.3088757833933558,3.088757833933558,0.0,1.8533,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,3.6e-05,0.0,3689.486680420471,0.0,5.578947,0,0,0.0,0.0,,,,,
UBER,LONG,0.3081031632279345,3.081031632279345,0.0,1.8486,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,12714.130153748612,4,1.0,73.60940900422173,3e-06,4e-06,50785.85305929496,2069.810928235366,0.13776,0,0,0.000158,0.0,2.456979,,,,
TEM,LONG,0.30418464852515603,3.0418464852515603,0.0,1.8251,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,68721122.67259313,2,1.0,99.0,2.2e-05,1.4e-05,16585.825022753586,0.000482699478056351,0.605081,0,0,0.0,0.0,0.38,,,,
WFC,LONG,0.2998388216504068,2.9983882165040683,0.0,1.799,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.66,0.0,0.0,0.0,0.0,53575.102471979626,11,1.0,0.001015060428726396,6e-06,2e-06,10.905996942818105,8953.487426443124,0.091601,2,3,0.433542,0.294217,0.427923,,,,
ENPH,LONG,0.2940468434653767,2.940468434653767,0.0,1.7643,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,34.49353023176419,3,1.0,0.4440966560376861,3.3e-05,3.7e-05,147.04812417710232,662.2347733445838,0.179042,0,0,0.059895,0.0,0.193093,,,,
XLE,LONG,0.2867568104074715,2.8675681040747145,0.0,1.7205,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.057719734505499,7,0.7,2.0958188565597804,0.0,0.0,49236.88375406076,58732.2749768574,0.185924,2,0,0.674222,0.255632,0.069845,,,,
BMNR,LONG,0.2841162852947143,2.841162852947143,0.0,1.7047,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,13.238488998731333,2,1.0,13.238488998731333,6e-06,6e-06,41894.83376175404,3164.623528090622,0.111763,0,0,0.0,0.0,0.307424,,,,
DDOG,LONG,0.28333514985766517,2.8333514985766515,0.0,1.7,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.46,0.0,0.0,0.0,0.0,431.76979625616553,4,1.0,0.008346415758234253,9e-06,4e-06,398.6094594009864,143274.48006926817,0.561713,1,1,0.556009,0.0,1.183752,,,,
HPE,LONG,0.28255303949820343,2.8255303949820343,6.86,4.3508,price_validation_failed,"momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",confirmation_volume,4.4,POSITIVE,structural_breakout,1625698.04,24.18,35.0,17.0,44.66,29.74,197921.0,192967.0,0.975,148126.0,93146.0,149616.0,75.1,0.491,1.99,0.64,1.0,2.0,1.03,0.19,2.1573200607342353,2,1.0,99.0,8e-06,0.0,503.24200421797156,0.0,1.928909,0,0,0.316724,0.0,,,,,
UNH,LONG,0.2811641602343466,2.811641602343466,0.0,1.687,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5.7221035563744405,11,1.0,1.274183085596527,1e-06,3e-06,9727.480107972755,4362.450047040452,0.080079,1,4,0.402469,0.436536,0.047055,,,,
TSLA,LONG,0.2804120292410507,2.8041202924105066,0.0,1.6825,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4.637734020360673,5,0.7,0.08625426694166878,0.0,1e-06,100066.81496542694,290034.3905104984,0.133191,0,0,0.0,0.490952,0.130563,,,,
NBIS,LONG,0.2791144162087549,2.791144162087549,0.0,1.6747,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.5306411883443958,6,1.0,0.20975255807465157,1.2e-05,3.7e-05,23347.173919894758,22261.634503246845,0.816077,0,0,0.0,0.615217,0.34094,,,,
ABVX,LONG,0.2764092645401732,2.7640926454017323,0.0,1.6585,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,27.7333659264584,5,1.0,0.8645189279379473,1.1e-05,1.6e-05,14106.114944671075,10877.814615593605,0.417877,0,1,0.189008,0.065211,0.607955,,,,
FIGR,LONG,0.2713464347376148,2.7134643473761475,0.0,1.6281,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.71,0.0,0.0,0.0,0.0,1879.0428878562007,2,1.0,99.0,2.5e-05,0.0,0.46866202199093604,0.0,0.141986,0,0,0.000532,0.0,,,,,
HUT,SHORT,0.6883291214669756,6.883291214669756,6.32,6.6176,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target,6.4,NEUTRAL,retest_and_confirm,,,100.0,35.0,107.68,27.31,131649.0,91752.0,0.697,108853.0,29098.0,85450.0,51.5,1.011,1.53,0.65,0.18,1.4,1.8,0.76,10406.340843562682,7,1.0,0.05964701961411487,6e-06,0.000172,2194.730305365957,6132.5509068872125,0.304511,0,0,0.0,0.567058,11.795663,,,,
ARM,SHORT,0.6349855548983473,6.349855548983473,0.0,3.8099,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,87.51860711573227,19,1.0,0.9573968097493005,3e-06,5e-06,25941.35873379208,12505.718295997776,1.860088,0,8,0.35922,0.568978,10.053869,,,,
EEFT,SHORT,0.6000000000000001,6.000000000000001,5.79,5.837,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",5.5,NEUTRAL,retest_and_confirm,,,75.0,60.0,12.61,9.91,1573.0,1332.0,0.847,450.0,1053.0,1402.0,98.4,0.498,1.95,0.45,0.15,1.4,1.65,0.19,0.0,1,1.0,0.0,0.0,0.00023,0.0,581866.1582868657,,0,0,0.0,0.0,11.538462,,,,
DOW,SHORT,0.5800170385106813,5.800170385106814,0.0,3.4801,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,53.43935316162751,12,1.0,1.5496614847336465,1.8e-05,6e-05,8654.491719863485,5584.7627402000035,2.084008,1,0,0.032893,0.247108,168.856062,,,,
FXI,SHORT,0.5190168152026338,5.190168152026338,5.73,5.1741,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.3,NEGATIVE,trend_continuation,-67049043.25,,40.0,35.0,14.25,0.03,1805977.0,1990986.0,1.102,641456.0,1805426.0,1350081.0,98.9,0.297,2.25,0.09,0.0,1.4,1.76,0.23,39.3207340281121,5,1.0,0.00705826808193485,1.4e-05,0.000112,125.66542560219459,11869.335285788364,0.028107,0,1,0.439295,0.018935,0.744987,,,,
CRM,SHORT,0.5134609154569691,5.1346091545696915,5.33,5.3463,price_validation_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.9,NEGATIVE,ema_rally,-65832251.27,,220.0,180.0,21.79,0.35,407620.0,354550.0,0.87,199270.0,212791.0,350109.0,54.8,0.418,1.71,0.3,0.11,1.2,1.84,0.17,8.254985809621775,14,1.0,0.09283903816144862,3e-06,1.2e-05,3230.0164339853413,13916.630322551553,0.305931,1,6,0.48106,0.68557,0.786405,,,,
MELI,SHORT,0.49863193053747623,4.986319305374762,6.64,5.0852,price_validation_failed,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, trend_aligned",room_to_target,3.0,NEUTRAL,flag_breakdown,,,2000.0,1600.0,24.53,0.37,26149.0,22024.0,0.842,17520.0,9415.0,21238.0,66.1,0.425,2.55,0.18,0.0,1.6,1.75,0.56,508.89369821004647,6,1.0,2.566747506121373e-06,0.0,3e-06,0.40174655817540084,31303.94066555322,,1,1,0.0,0.394536,3.064087,,,,
AMAT,SHORT,0.496377736796258,4.96377736796258,0.0,2.9783,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.71,0.0,0.0,0.0,0.0,19.231856452979347,17,1.0,0.07555627233513237,2e-06,5e-06,10438.076670906881,75354.38408998678,1.171232,1,2,0.380078,0.733192,0.527175,,,,
GEV,SHORT,0.48105084419677624,4.810508441967762,0.0,2.8863,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,31.63409474965277,23,1.0,0.4620870542249244,6e-06,8e-06,5217.93439388084,8686.232715030575,1.436419,3,3,0.228257,0.598239,1.516425,,,,
INOD,SHORT,0.4697577666666667,4.697577666666667,0.0,2.8185,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,470460.41938631725,3,1.0,0.0,0.0,0.00018,0.0,40.302867689351224,,0,0,0.0,1e-05,0.718185,,,,
SHEL,SHORT,0.4575842626434531,4.575842626434531,0.0,2.7455,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15356.154216091685,6,1.0,1.0936233278223475e-05,1e-06,3e-06,0.5810255021311896,26564.242337814037,4.222328,1,1,0.001,0.004954,12.479674,,,,
U,SHORT,0.4555338960332949,4.555338960332949,6.4,5.1577,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.8,POSITIVE,ema_rally,1197789.97,19.08,40.0,15.0,108.88,21.67,380883.0,202951.0,0.533,180593.0,156020.0,247221.0,59.1,0.782,2.24,0.86,0.43,1.2,0.67,1.0,121254.95435994366,3,1.0,0.0,0.0,3.8e-05,0.0,55180.563721602106,,0,1,0.0,0.443186,0.18615,,,,
AAPL,SHORT,0.4552953066160825,4.552953066160825,0.0,2.7318,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,8.668515584181081,23,1.0,1.5835196898398627,1e-06,0.0,125385.71361829936,72583.18597966472,0.237097,2,1,0.746851,0.376422,0.737797,,,,
DIS,SHORT,0.4432067188118168,4.432067188118168,0.0,2.6592,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2835.479514646696,11,1.0,0.8748994890657871,2e-06,6e-06,8246.809923996165,5386.29050834632,0.338885,1,1,0.00181,0.029324,13.805617,,,,
JNUG,SHORT,0.42331562196744477,4.233156219674448,5.84,4.7486,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,4.4,NEUTRAL,trend_continuation,,,400.0,152.0,132.01,11.84,16385.0,2898.0,0.177,2355.0,2205.0,14723.0,97.4,1.291,2.44,0.18,0.15,1.4,0.98,0.69,1.454908309138835,3,1.0,0.0,0.0,0.001074,0.0,0.0006184153508131492,,0,0,0.0,0.570441,,,,,
NBIS,SHORT,0.4220759974803835,4.220759974803835,0.0,2.5325,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.72,0.0,0.0,0.0,0.0,2.5306411883443958,6,1.0,0.20975255807465157,1.2e-05,3.7e-05,23347.173919894758,22261.634503246845,0.816077,0,0,0.0,0.615217,0.34094,,,,
MSFT,SHORT,0.4181063654902395,4.181063654902395,0.0,2.5086,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.909884482596356,11,1.0,2.308572622535714,1e-06,0.0,234111.1003422864,121691.3506070124,0.456443,2,2,0.658738,0.57434,0.181087,,,,
MORN,SHORT,0.41707519177902125,4.170751917790213,0.0,2.5025,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,2.5e-05,0.0,152831.98396924077,,0,0,0.0,0.0,122.0,,,,
GOOG,SHORT,0.4030015222569799,4.030015222569799,0.0,2.418,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,51.632146875886775,16,1.0,3.845003711934779,1e-06,1e-06,121012.89988790725,31472.765426022022,0.289496,1,1,0.025376,0.693102,0.321576,,,,
BTDR,SHORT,0.40211092916182806,4.021109291618281,0.0,2.4127,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5.083404233652959,5,1.0,26.857723554777813,0.000353,2.3e-05,20399.654432955143,3038.180714214132,3.650195,1,0,0.324981,0.0,12.120879,,,,
VRT,SHORT,0.39885389210448186,3.9885389210448183,0.0,2.3931,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2480.0775737826148,9,1.0,99.0,1.5e-05,8e-06,20998.151636258182,8.087199552564527,430.423637,0,0,0.255374,0.347327,5.027447,,,,
BA,SHORT,0.39671650499552735,3.9671650499552733,0.0,2.3803,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,43739.38836823103,10,1.0,1.5530897897391515e-05,2e-06,9e-06,0.5885371962798861,16240.543762731017,0.25203,0,4,0.387391,0.055591,0.682038,,,,
SQQQ,SHORT,0.3957643547549,3.957643547549,0.0,2.3746,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,84.7526175776891,3,1.0,0.0,0.0,0.0,0.0,9292.499354973685,,0,1,0.0,0.11958,16.88273,,,,
UPRO,SHORT,0.39575185714285716,3.9575185714285714,0.0,2.3745,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1637.8350285275194,5,1.0,0.00027630452625440995,0.0,0.0,0.46707269414835506,422.6068067722256,13.8,1,2,0.0,0.110526,20.05822,,,,
S,SHORT,0.39455310765140533,3.945531076514053,7.67,5.6938,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none,7.1,NEUTRAL,structural_breakdown,,,15.0,10.0,19.28,20.48,184728.0,34606.0,0.187,28087.0,55322.0,135925.0,58.4,0.542,1.82,0.59,1.0,2.0,1.63,0.62,0.0,1,1.0,0.0,0.0,2.2e-05,0.0,80374.51148940563,,0,1,0.0,0.0,16.393443,12.57,13.4,11.16,1.73
