ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
YPF,LONG,0.5312224686496962,5.312224686496963,7.17,6.0471,poor_rr (0.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.2,NEUTRAL,trend_continuation,,,50.0,40.0,4.25,16.6,90160.0,44553.0,0.494,28661.0,30830.0,75222.0,21.3,0.423,1.65,0.58,1.0,1.4,1.72,0.82,False,sustained_trend,5.0,False,47.96,42.2,50.0,0.35,2,1.0,99.0,6.7e-05,0.0,10160.529056958085,0.0,20.363035,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.531945,0.0,0.0,0.0,1.0,0.5312224686496962,0.5312224686496962,n/a,2026-05-19,2026-05-19,False,
NXE,LONG,0.521516373854376,5.21516373854376,1.52,4.2036,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.7,NEUTRAL,unknown,,,13.0,10.0,23.46,5.03,153119.0,75332.0,0.492,92384.0,20819.0,115248.0,16.2,0.643,0.0,0.14,1.0,0.0,0.07,0.31,False,default,2.5,False,,,,,1,1.0,99.0,9.2e-05,0.0,0.01860540541515555,0.0,2.32849,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.255265,0.0,0.0,0.0,1.0,0.521516373854376,0.521516373854376,n/a,2026-05-19,2026-05-19,False,
BWA,LONG,0.5065163738543761,5.065163738543761,6.03,5.4216,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.4,NEUTRAL,trend_continuation,,,65.0,60.0,6.33,1.85,26677.0,7091.0,0.266,14735.0,7467.0,11566.0,89.4,0.446,2.29,0.92,1.0,1.4,0.27,0.15,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,5.6e-05,0.0,4.678959188512175e-18,0.0,833.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.173028,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-19,2026-05-19,False,
BTU,LONG,0.48125140514297327,4.812514051429733,1.95,4.2713,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.4,NEUTRAL,unknown,,,45.0,5.0,89.55,78.94,78355.0,57567.0,0.735,26868.0,9812.0,99242.0,24.2,0.579,0.0,0.42,1.0,0.0,0.5,0.03,False,default,2.5,False,,,,,1,1.0,99.0,0.000352,0.0,6.115657008328805e-13,0.0,10.859914,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.437035,0.0,0.0,0.0,1.0,0.48125140514297327,0.48125140514297327,n/a,2026-05-19,2026-05-19,False,
AS,LONG,0.48024003083387967,4.802400308338797,4.88,5.2252,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,6.8,NEUTRAL,trend_continuation,,,42.5,30.0,25.63,11.32,45122.0,27972.0,0.62,58787.0,1225.0,13082.0,24.4,0.459,0.0,0.84,0.87,1.4,0.76,1.0,False,default,2.5,False,,,,,1,1.0,99.0,2.1e-05,0.0,4.7429721546064405e-17,0.0,40.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.071483,0.0,0.0,0.0,1.0,0.48024003083387967,0.48024003083387967,n/a,2026-05-19,2026-05-19,False,
JETS,LONG,0.4600186727719024,4.600186727719024,1.56,3.9681,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.0,NEGATIVE,unknown,-7232957.59,,27.0,23.0,8.83,7.3,70780.0,202142.0,2.856,151320.0,2738.0,118864.0,80.5,0.447,0.0,0.4,1.0,0.0,0.01,0.15,False,default,2.5,False,,,,,1,1.0,99.0,0.000944,0.0,0.662248920836026,0.0,1.66299,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.407533,0.0,0.0,0.0,1.0,0.4600186727719024,0.4600186727719024,n/a,2026-05-19,2026-05-19,False,
SMMT,LONG,0.45914238230433785,4.591423823043378,0.0,2.7549,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.03139437198383588,8.1e-05,0.000161,1.2823650699734189e-27,4.084697316556211e-26,21.771014,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.381442,0.157717,0.0,0.0,,,,,,,False,6.218905
NRG,LONG,0.4285451979310553,4.285451979310553,2.9,4.3327,price_validation_failed,"confirmation_volume, hammer_at_support, room_to_target","momentum_aligned, not_extended, trend_aligned",6.6,NEUTRAL,unknown,,,175.0,40.0,41.46,67.67,16803.0,29382.0,1.749,18346.0,662.0,27177.0,32.5,0.449,0.0,0.0,1.0,1.2,0.3,0.4,True,default,2.5,False,,,,,1,1.0,99.0,2.1e-05,0.0,287870.22048967035,0.0,143.071429,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.435271,0.0,0.0,0.0,1.0,0.4285451979310553,0.4285451979310553,n/a,2026-05-19,2026-05-19,False,
QCOM,LONG,0.3631180648882971,3.631180648882971,4.77,3.9866,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",3.7,POSITIVE,unknown,45268961.97,195.33,220.0,130.0,12.47,33.54,564676.0,410038.0,0.726,420626.0,101414.0,452674.0,96.3,0.651,2.62,0.74,1.0,0.0,0.32,0.09,False,default,2.5,False,,,,,5,1.0,99.0,1.1e-05,3e-06,76328.10865722653,0.021470473185107947,12.849845,0,1,0.055628,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.153183,0.495014,0.0,0.0,1.0,0.3631180648882971,0.3631180648882971,n/a,2026-05-19,2026-05-19,False,18.804878
LRCX,LONG,0.3539758191216261,3.5397581912162615,0.0,2.1239,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,1.1097555135492614,4e-06,3e-06,4.849448761972891e-11,1.310950574995533e-10,19.356057,2,0,0.569427,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.505764,0.745201,0.0,0.0,,,,,,,False,
