ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
PWR,LONG,0.6180854945260792,6.180854945260792,0.0,3.7085,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,16,1.0,0.588134565855118,5.3e-05,4.1e-05,0.0015816383755228938,0.004482076232625638,21.648377,5.418333,0,1,1.9e-05,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.45148,0.418218,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
GFS,LONG,0.5084801342590993,5.0848013425909935,1.58,4.6364,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",8.1,NEGATIVE,unknown,-1142658.66,,55.0,45.0,19.12,2.53,44200.0,58422.0,1.322,16915.0,30685.0,55022.0,30.5,0.571,2,1.0,99.0,8.7e-05,0.0,5.896692982335304e-29,0.0,16.062134,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.333085,0.0,0.0,0.0,False,0.0,0.28,1.0,0.0,0.23,0.06,False,default,2.5,False,1.0,0.5084801342590993,0.5084801342590993,n/a,2026-08-24,2026-08-24,,,,
NAMS,LONG,0.5065163738543761,5.065163738543761,3.6,4.8126,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.0,NEGATIVE,ema_pullback,-286907.52,26.98,35.0,25.0,29.75,7.32,5137.0,19392.0,3.775,5144.0,58.0,19327.0,89.4,0.896,1,1.0,99.0,0.000165,0.0,3.347340697497599e-08,0.0,2.792287,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.801354,0.0,0.0,0.0,False,0.0,0.65,1.0,1.2,0.47,0.29,False,default,2.5,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-24,2026-08-24,,,,
KRE,LONG,0.5065163738543761,5.065163738543761,3.24,4.7646,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.3,NEGATIVE,ema_pullback,-58997555.35,,80.0,65.0,6.81,13.22,581922.0,1167729.0,2.007,438450.0,448205.0,862996.0,4.7,0.224,1,1.0,99.0,0.003009,0.0,1.2895709432976882e-16,0.0,5.623862,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.451141,0.0,0.0,0.0,False,0.0,0.59,1.0,1.2,0.37,0.08,False,default,2.5,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-24,2026-08-24,,,,
NVMI,LONG,0.49158770464579726,4.915877046457973,1.76,4.8259,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",9.2,NEGATIVE,unknown,-561292.99,,580.0,350.0,59.81,3.56,6391.0,5239.0,0.82,2049.0,5153.0,4428.0,35.8,0.614,1,0.7,99.0,5.7e-05,0.0,470543.7811016275,0.0,87.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.1e-05,0.0,0.784665,0.0,0.0,0.0,False,0.0,0.34,1.0,0.0,0.4,0.02,False,default,2.5,False,1.0,0.49158770464579726,0.49158770464579726,n/a,2026-08-24,2026-08-24,,,,
DKS,LONG,0.4641312761679483,4.641312761679483,2.06,4.1187,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",5.9,NEGATIVE,unknown,-2315665.27,,200.0,160.0,11.86,10.51,17070.0,22168.0,1.299,26245.0,2480.0,10513.0,90.0,0.54,1,1.0,99.0,5.5e-05,0.0,6.09368826897304e-24,0.0,127.290909,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.044698,0.0,0.0,0.0,False,0.0,0.02,1.0,0.0,0.26,0.78,False,default,2.5,False,1.0,0.4641312761679483,0.4641312761679483,n/a,2026-08-24,2026-08-24,,,,
NVTS,LONG,0.4527583547845706,4.5275835478457065,2.15,3.7688,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.3,POSITIVE,unknown,840469.98,12.49,15.0,7.0,20.19,43.91,354202.0,158973.0,0.449,202963.0,12906.0,297306.0,7.3,0.9,5,1.0,99.0,0.001318,0.000512,18.44519750855991,2.486781533792195e-24,973.986615,4.429656,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.449381,0.055534,0.0,0.0,False,0.0,0.78,1.0,0.0,0.35,0.02,False,default,2.5,False,1.0,0.4527583547845706,0.4527583547845706,n/a,2026-08-24,2026-08-24,,,,
TEAM,LONG,0.4066341566012242,4.066341566012242,6.23,5.1822,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.4,NEGATIVE,trend_continuation,-33317.87,172.0,200.0,130.0,16.35,24.37,99180.0,72155.0,0.728,70020.0,15864.0,85451.0,9.3,0.598,4,1.0,0.07318766155459538,5.4e-05,2.5e-05,2.2833578559447782,93.59601635481171,63.824916,20.307692,2,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.53733,0.393092,0.0,0.0,False,2.99,0.38,0.08,1.4,1.38,0.0,False,sustained_trend,5.0,False,1.0,0.4066341566012242,0.4066341566012242,n/a,2026-08-24,2026-08-24,,,,
CMG,LONG,0.39801276605395475,3.9801276605395475,6.59,5.0071,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.2,POSITIVE,trend_continuation,2148018.59,37.7,40.0,29.0,6.09,23.09,420713.0,310654.0,0.738,305988.0,11616.0,413763.0,24.7,0.358,2,1.0,99.0,4.6e-05,0.0,0.1541328785026316,0.0,2.148266,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.265183,0.0,0.0,0.0,False,1.69,0.54,1.0,1.4,1.84,0.11,False,sustained_trend,5.0,False,1.0,0.39801276605395475,0.39801276605395475,n/a,2026-08-24,2026-08-24,,,,
XLI,LONG,0.388152658716153,3.88152658716153,2.76,4.0688,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.5,NEGATIVE,ema_pullback,-42603036.72,,195.0,170.0,9.1,4.89,139412.0,409920.0,2.94,262657.0,147245.0,139430.0,21.1,0.173,1,0.7,99.0,6.2e-05,0.0,6.59609909016472e-08,0.0,4.647305,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.397079,0.0,0.0,0.0,False,0.0,0.38,1.0,1.2,0.11,0.07,False,default,2.5,False,1.0,0.388152658716153,0.388152658716153,n/a,2026-08-24,2026-08-24,,,,
