ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
UTHR,LONG,0.5065163738543761,5.065163738543761,4.64,4.9646,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.2,NEUTRAL,ema_pullback,,,550.0,480.0,4.56,8.74,32823.0,30486.0,0.929,58375.0,0.0,4934.0,21.3,0.331,0.0,0.87,1.0,1.2,1.53,0.04,False,default,2.5,False,2,1.0,99.0,9.9e-05,3e-05,9758.707014112195,1.5989057141361202e-34,541.823529,25.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282089,0.505954,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-19,2026-08-19,False,,,,
REAL,LONG,0.4808020881400903,4.808020881400903,5.21,5.367,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,7.0,NEUTRAL,retest_and_confirm,,,12.5,10.0,10.08,11.93,74619.0,26284.0,0.352,50203.0,0.0,50700.0,25.6,0.71,0.0,0.88,0.98,1.4,1.51,0.43,False,default,2.5,False,1,0.7,99.0,0.00058,0.0,2.524759382191342e-09,0.0,34.486207,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.194798,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-08-19,2026-08-19,False,,,,
AXTI,LONG,0.4763816177073065,4.763816177073065,6.77,5.7129,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.5,NEGATIVE,trend_continuation,-299829.8,,100.0,45.0,31.58,40.79,166228.0,115316.0,0.694,163433.0,4282.0,113829.0,4.6,1.219,2.19,0.93,1.0,1.4,0.24,1.0,False,sustained_trend,5.0,False,1,1.0,99.0,0.000204,0.0,916299.1396164132,0.0,1.195006,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9.6e-05,0.0,0.568154,0.0,0.0,0.0,1.0,0.4763816177073065,0.4763816177073065,n/a,2026-08-19,2026-08-19,False,,,,
RIOT,LONG,0.45167722837194374,4.516772283719438,4.55,4.9434,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.6,POSITIVE,bounce_and_fail,3814585.37,19.5,25.0,15.0,28.13,23.12,604036.0,328446.0,0.544,567359.0,31202.0,333921.0,47.6,0.867,0.0,0.82,1.0,1.0,1.1,0.64,False,default,2.5,False,1,1.0,99.0,0.00012,0.0,749433.3329997013,0.0,3900.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.000126,0.0,0.0,0.0,1.0,0.45167722837194374,0.45167722837194374,n/a,2026-08-19,2026-08-19,False,,,,
SILJ,LONG,0.4381901264711736,4.381901264711736,0.0,2.6291,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,0.000659,0.001437,40747.66731577711,1.6785335252679255e-09,3.562044,43.268537,0,0,0.0,0.025523,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.6e-05,0.0,0.368656,0.450771,0.0,0.0,,,,,,,False,,,,
TTWO,LONG,0.4368967220250867,4.368967220250867,5.31,4.8575,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",5.4,POSITIVE,retest_and_confirm,14944279.71,246.25,290.0,200.0,17.79,18.76,155873.0,114543.0,0.735,160121.0,10786.0,99509.0,52.0,0.407,1.52,0.85,0.0,1.4,1.41,0.13,False,default,2.5,False,1,1.0,99.0,0.000155,0.0,1.384833010722342e-09,0.0,4.954082,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.542599,0.0,0.0,0.0,1.0,0.4368967220250867,0.4368967220250867,n/a,2026-08-19,2026-08-19,False,,,,
BIDU,LONG,0.4358159274859121,4.358159274859121,3.53,4.5781,price_validation_failed,"confirmation_volume, hammer_at_support, room_to_target","momentum_aligned, not_extended, trend_aligned",6.7,NEGATIVE,unknown,-19839113.13,92.08,150.0,90.0,62.76,2.34,329243.0,185571.0,0.564,274002.0,41606.0,199206.0,7.2,0.413,0.0,0.0,1.0,1.2,0.33,1.0,True,default,2.5,False,1,1.0,99.0,4.3e-05,0.0,1055921.9461432172,0.0,6.53913,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.6e-05,0.0,0.856621,0.0,0.0,0.0,1.0,0.4358159274859121,0.4358159274859121,n/a,2026-08-19,2026-08-19,False,,,,
CRCL,LONG,0.38569506018341326,3.8569506018341326,7.56,4.9165,"wall_proximity (0.6%, 0.1 ATR to call wall)","confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,3.6,POSITIVE,flag_breakout,15695927.82,79.58,80.0,65.0,0.62,18.25,472800.0,336167.0,0.711,347903.0,80272.0,380792.0,40.8,0.841,1.74,0.36,1.0,1.6,1.87,1.0,False,consolidation_break,3.0,False,4,1.0,99.0,0.000134,0.0,0.03856999631728124,0.0,2.526018,,3,0,0.473826,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.691588,0.0,0.0,0.0,1.0,0.38569506018341326,0.38569506018341326,n/a,2026-08-19,2026-08-19,False,,,,
DDOG,LONG,0.3829577213041515,3.829577213041515,0.0,2.2977,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,2.445645428563891,4.4e-05,4.2e-05,1.0698290954476715e-10,4.374424366478531e-11,9.021545,2.757799,2,1,0.328278,0.068689,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.327175,0.116433,0.0,0.0,,,,,,,False,,,,
XLI,LONG,0.38127767586186456,3.8127767586186456,3.82,4.4324,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned","continuation_pattern, momentum_aligned",6.9,NEGATIVE,unknown,-297322.63,,195.0,170.0,6.62,7.05,154889.0,437714.0,2.826,305595.0,2191.0,284817.0,19.7,0.168,1.55,0.87,0.59,0.0,0.21,0.59,False,default,2.5,False,1,0.7,99.0,6.1e-05,0.0,0.09943476803522558,0.0,4.647305,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.397079,0.0,0.0,0.0,1.0,0.38127767586186456,0.38127767586186456,n/a,2026-08-19,2026-08-19,False,,,,
