ticker,direction,pattern,flow_score_raw,flow_score_scaled,price_score,final_score,options_context_score,gamma_regime,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,regime_score,agg_premium_alignment,agg_volume_unusualness,source,checks_passed,checks_failed
IREN,SHORT,structural_breakdown,0.7151503674747557,7.151503674747557,7.58,7.7975,7.2,NEGATIVE,-11465122.54,,50.0,25.0,33.51,33.24,941030,706400,0.751,498396,382652,766382,21.0,0.975,37.45,41.12,29.29,25.21,2.22,5,0.252,0.5988,0.4267,fresh,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
