ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
WGMI,LONG,0.5065163738543761,5.065163738543761,4.53,5.1916,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned,6.5,NEUTRAL,pullback_to_support,,,55.0,1.0,20.77,97.8,10719.0,11536.0,1.076,6036.0,4716.0,11503.0,38.5,0.804,0.0,0.66,1.0,1.4,0.73,0.74,False,default,2.5,False,1,1.0,99.0,0.005087,0.0,6.856251917954531e-06,0.0,3.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.193538,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-21,2026-08-21,False,,,,,
KRE,LONG,0.5065163738543761,5.065163738543761,3.41,4.6756,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",5.6,NEGATIVE,ema_pullback,-166914825.24,,80.0,65.0,7.2,12.9,796050.0,1376568.0,1.729,854828.0,323116.0,994674.0,3.3,0.22,0.0,0.47,1.0,1.2,0.19,0.55,False,default,2.5,False,1,1.0,99.0,0.002919,0.0,7.562906645993563e-13,0.0,5.623862,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.451141,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-21,2026-08-21,False,,,,,
UCO,LONG,0.49150912843931166,4.9150912843931165,6.96,5.8055,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.3,NEUTRAL,trend_continuation,,,55.0,35.0,20.43,23.36,60113.0,57773.0,0.961,46405.0,31486.0,39995.0,25.4,0.711,1.84,0.58,1.0,1.4,1.89,0.26,False,sustained_trend,5.0,False,2,1.0,99.0,0.003887,0.0,4.029287973196416e-42,0.0,6.689534,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.638125,0.0,0.0,0.0,1.0,0.49150912843931166,0.49150912843931166,n/a,2026-08-21,2026-08-21,False,,,,,
SIRI,LONG,0.48904653007000487,4.890465300700049,3.72,4.5812,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.1,POSITIVE,bounce_and_fail,25659698.24,28.77,33.0,13.0,14.72,54.81,274571.0,101180.0,0.369,210598.0,6721.0,158432.0,18.8,0.309,0.0,0.77,1.0,1.0,0.94,0.0,False,default,2.5,False,1,1.0,99.0,6.6e-05,0.0,1.4802870553834826e-16,0.0,31.23155,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.295396,0.0,0.0,0.0,1.0,0.48904653007000487,0.48904653007000487,n/a,2026-08-21,2026-08-21,False,,,,,
MRNA,LONG,0.45974561489915033,4.597456148991503,7.56,4.7267,"wall_proximity (0.9%, 0.1 ATR to call wall)","confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,0.8,POSITIVE,trend_continuation,13110664.85,148.68,150.0,50.0,0.91,66.36,394872.0,603584.0,1.529,507234.0,53625.0,437597.0,99.2,1.043,2.51,0.13,1.0,1.4,1.51,1.0,False,sustained_trend,5.0,False,3,0.7,99.0,5.8e-05,0.0,956404.0393958717,0.0,33.128759,2,0,0.345002,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.2e-05,0.0,0.588673,0.0,0.0,0.0,1.0,0.45974561489915033,0.45974561489915033,n/a,2026-08-21,2026-08-21,False,,,,,
CIFR,LONG,0.4105334048762349,4.105334048762349,2.99,4.1697,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.1,POSITIVE,unknown,1637462.85,15.74,20.0,15.0,27.19,4.61,1230716.0,473417.0,0.385,779859.0,150563.0,773711.0,38.6,1.047,0.0,0.55,1.0,0.0,0.43,1.0,False,default,2.5,False,1,0.7,99.0,9.4e-05,0.0,658215.1896556875,0.0,4.451049,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4.6e-05,0.0,0.503976,0.0,0.0,0.0,1.0,0.4105334048762349,0.4105334048762349,n/a,2026-08-21,2026-08-21,False,,,,,
ASST,LONG,0.4085509334813899,4.085509334813898,7.22,5.4888,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",none,6.4,POSITIVE,unknown,1916611.52,,27.0,5.0,42.56,73.6,190222.0,78818.0,0.414,98237.0,62309.0,108494.0,48.1,1.085,1.84,0.02,1.0,1.4,1.96,1.0,False,sustained_trend,5.0,False,1,1.0,99.0,0.000566,0.0,3.9977493867908984e-67,0.0,627.75,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558563,0.0,0.0,0.0,1.0,0.4085509334813899,0.4085509334813899,n/a,2026-08-21,2026-08-21,False,18.94,16.67,22.8,1.7,
BURL,LONG,0.38993855974323827,3.8993855974323828,1.34,3.5117,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.8,NEUTRAL,unknown,,,480.0,305.0,46.1,7.16,7287.0,32412.0,4.448,23019.0,12405.0,4275.0,62.4,0.44,0.0,0.28,0.62,0.0,0.21,0.24,False,default,2.5,False,2,1.0,99.0,4.6e-05,0.0,3.97736822012535,0.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.106936,0.0,0.0,0.0,1.0,0.38993855974323827,0.38993855974323827,n/a,2026-08-21,2026-08-21,False,,,,,
XLI,LONG,0.38163605703097225,3.8163605703097225,3.44,4.3202,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",6.9,NEGATIVE,trend_continuation,-63749880.5,180.15,195.0,170.0,8.24,5.64,158838.0,435802.0,2.744,307152.0,3081.0,284407.0,20.0,0.171,0.0,0.55,1.0,1.4,0.16,0.33,False,default,2.5,False,1,0.7,99.0,6.2e-05,0.0,0.0003868393740252202,0.0,4.647305,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.397079,0.0,0.0,0.0,1.0,0.38163605703097225,0.38163605703097225,n/a,2026-08-21,2026-08-21,False,,,,,
IBIT,LONG,0.3752284073993747,3.7522840739937466,0.0,2.2514,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.9362804430851959,2.7e-05,2.8e-05,1520062.9167167381,1623512.4080001975,6.064815,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9e-06,8e-06,0.395924,0.327884,0.0,0.0,,,,,,,False,,,,,2.770983
