ticker,direction,pattern,flow_score_raw,flow_score_scaled,price_score,final_score,options_context_score,gamma_regime,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,regime_score,agg_premium_alignment,agg_volume_unusualness,source,checks_passed,checks_failed
USAR,LONG,retest_and_confirm,0.7120798095238097,7.120798095238097,7.33,7.4443,6.1,POSITIVE,5268330.01,20.65,25.0,15.0,21.04,27.38,356613,146737,0.411,250040,127614,125696,34.8,1.036,20.66,18.18,25.0,25.0,1.75,5,0.8177,0.5527,0.4267,watchlist,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none
