ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
NXE,LONG,0.6915163738543759,6.915163738543759,5.67,6.2186,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,5.3,POSITIVE,retest_and_confirm,1338448.14,12.34,15.0,9.0,21.55,27.07,177789.0,81586.0,0.459,74175.0,72906.0,112294.0,67.4,0.72,1.51,0.99,0.4,1.4,0.95,0.42,False,default,2.5,False,1,1.0,99.0,8.2e-05,0.0,620337.9273756803,0.0,2.32849,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.9e-05,0.0,0.255265,0.0,0.0,0.0,1.0,0.6915163738543759,0.6915163738543759,n/a,2026-05-13,2026-05-13,False,,,,,
BWA,LONG,0.5065163738543761,5.065163738543761,7.56,5.6406,poor_rr (0.4:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.2,NEUTRAL,trend_continuation,,,70.0,55.0,4.34,18.02,44965.0,13497.0,0.3,29490.0,20073.0,8899.0,96.2,0.498,2.31,0.25,1.0,1.4,1.6,1.0,False,sustained_trend,5.0,False,1,1.0,99.0,5.4e-05,0.0,1.5600497707578476e-10,0.0,833.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.173028,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-13,2026-05-13,False,67.09,59.04,70.0,0.36,
ORA,LONG,0.5065163738543761,5.065163738543761,7.65,5.7876,poor_rr (0.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.8,NEUTRAL,trend_continuation,,,140.0,105.0,4.21,21.85,21904.0,8370.0,0.382,12648.0,9325.0,8301.0,70.6,0.391,2.14,0.22,1.0,1.4,1.89,1.0,False,sustained_trend,5.0,False,1,1.0,99.0,8.3e-05,0.0,5.737929518249037e-31,0.0,20.689655,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.250847,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-13,2026-05-13,False,134.35,118.23,140.0,0.35,
CENX,LONG,0.5018353239875968,5.018353239875967,6.48,5.8332,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.9,NEUTRAL,trend_continuation,,,65.0,45.0,3.34,28.46,35294.0,12002.0,0.34,6233.0,26621.0,14442.0,52.3,0.771,1.52,0.89,0.45,1.4,1.41,0.81,False,sustained_trend,5.0,False,1,1.0,99.0,0.000133,0.0,3.1872702688328445e-26,0.0,26.338346,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.196359,0.0,0.0,0.0,1.0,0.5018353239875968,0.5018353239875968,n/a,2026-05-13,2026-05-13,False,,,,,
TLN,LONG,0.4096821889824436,4.096821889824436,0.0,2.4581,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,3.2e-05,4.8e-05,430433.5504185929,0.000451818299101048,31.2,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.1e-05,0.0,0.826075,0.772291,0.0,0.0,,,,,,,False,,,,,6.429739
LRCX,LONG,0.37025141294983827,3.7025141294983825,0.0,2.2215,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,1.1097555135492672,4e-06,3e-06,0.0016168940836227793,0.004370946746058219,19.356057,2,0,0.569427,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.505764,0.745201,0.0,0.0,,,,,,,False,,,,,
NOK,LONG,0.3694853916475155,3.6948539164751546,0.0,2.2169,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.45891867657003893,1.3e-05,1.1e-05,3.438261169860158e-05,0.00014984184978296126,30.2612,2,1,0.110384,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.556028,0.651732,0.0,0.0,,,,,,,False,,,,,39.515528
WIX,LONG,0.3679104321253332,3.679104321253332,3.72,3.9756,price_validation_failed,"confirmation_volume, retest_and_confirm, room_to_target","momentum_aligned, not_extended, trend_aligned",5.1,NEUTRAL,retest_and_confirm,,,120.0,55.0,112.26,2.72,32966.0,29059.0,0.881,20415.0,19188.0,22422.0,83.3,0.826,0.0,0.0,1.0,1.4,0.32,1.0,True,default,2.5,False,1,1.0,99.0,0.000156,0.0,2.708985791592372e-20,0.0,9.5,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.533409,0.0,0.0,0.0,1.0,0.3679104321253332,0.3679104321253332,n/a,2026-05-13,2026-05-13,False,,,,,
BE,LONG,0.35461662248637943,3.546166224863794,0.0,2.1277,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,99.0,2.3e-05,4.5e-05,1724.7296265830907,1.8585120110242792,1.940484,2,1,0.456576,5.2e-05,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.167876,0.296827,0.0,0.0,,,,,,,False,,,,,6.232361
MRNA,LONG,0.34501034911092204,3.4501034911092203,5.47,4.7061,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.7,NEGATIVE,trend_continuation,-3150760.3,,60.0,25.0,17.86,50.89,417959.0,334095.0,0.799,193891.0,256721.0,301442.0,95.9,0.862,1.89,0.98,0.29,1.4,0.54,0.37,False,sustained_trend,5.0,False,1,1.0,99.0,0.000129,0.0,12720.186952367154,0.0,28.475771,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.606771,0.0,0.0,0.0,1.0,0.34501034911092204,0.34501034911092204,n/a,2026-05-13,2026-05-13,False,,,,,
GOOG,LONG,0.3437455742966792,3.437455742966792,0.0,2.0625,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,9.793566460334967,3e-06,3e-06,0.04844871571339339,0.009893988244142943,46.37039,2,2,0.298925,0.4963,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.381089,0.591697,0.0,0.0,,,,,,,False,,,,,22.397059
GLW,LONG,0.3409744462957054,3.409744462957054,6.49,4.9519,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,6.5,NEGATIVE,trend_continuation,-1513331.89,203.74,250.0,120.0,22.68,41.11,267322.0,183616.0,0.687,171562.0,97548.0,181828.0,96.3,0.773,2.36,0.56,0.0,1.4,1.67,0.51,False,sustained_trend,5.0,False,4,0.7,99.0,1.5e-05,0.0,51737.77812473511,0.0,3.226793,2,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.400511,0.0,0.0,0.0,1.0,0.3409744462957054,0.3409744462957054,n/a,2026-05-13,2026-05-13,False,,,,,
DHR,LONG,0.3344867544873556,3.344867544873556,3.05,4.1074,price_validation_failed,"confirmation_volume, hammer_at_support, not_extended, room_to_target","momentum_aligned, trend_aligned",7.6,NEUTRAL,unknown,,,200.0,160.0,20.47,3.62,45660.0,41562.0,0.91,31361.0,31314.0,24547.0,45.9,0.292,0.0,0.07,1.0,1.2,0.39,0.39,False,default,2.5,False,1,1.0,99.0,5e-06,0.0,1.8995079605714617e-09,0.0,61.490741,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.208096,0.0,0.0,0.0,1.0,0.3344867544873556,0.3344867544873556,n/a,2026-05-13,2026-05-13,False,,,,,
