ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,bullish_score_z_shadow,bearish_score_z_shadow
FCEL,LONG,0.6964994530821067,6.964994530821067,6.76,6.5305,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, volume_capitulation_reversal",not_extended,5.1,NEUTRAL,unknown,,,10.0,7.0,4.71,26.7,52514.0,14344.0,0.273,15354.0,25006.0,26498.0,78.0,1.189,1.84,0.0,1.0,1.4,1.52,1.0,1,1.0,99.0,0.001853,0.0,558528.7585030943,0.0,27.572549,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.4e-05,0.0,0.076847,0.0,0.0,0.0,,,
GTES,LONG,0.5114994530821066,5.1149945308210665,5.97,5.1485,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.0,NEUTRAL,trend_continuation,,,26.0,24.0,2.08,5.77,9754.0,3786.0,0.388,12528.0,35.0,977.0,98.4,0.5,2.07,0.55,0.98,1.4,0.97,0.0,1,1.0,99.0,0.000216,0.0,1086959.1436251253,0.0,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.000102,0.0,0.614079,0.0,0.0,0.0,,,
JBTM,LONG,0.5114994530821066,5.1149945308210665,4.34,4.9795,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.6,NEUTRAL,trend_continuation,,,220.0,125.0,64.72,6.41,1819.0,1104.0,0.607,1082.0,479.0,1362.0,85.3,0.521,0.0,0.76,1.0,1.4,1.18,0.0,1,1.0,99.0,8.6e-05,0.0,523259.64766676654,0.0,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.8e-05,0.0,0.501872,0.0,0.0,0.0,,,
LOGI,LONG,0.5114994530821066,5.1149945308210665,5.62,5.1435,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.5,NEUTRAL,trend_continuation,,,130.0,90.0,32.1,8.55,9158.0,12419.0,1.356,7523.0,7321.0,6733.0,92.3,0.417,1.8,0.4,1.0,1.4,0.69,0.33,1,1.0,99.0,4.7e-05,0.0,2.6153999487127586e-08,0.0,6.024096,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.393726,0.0,0.0,0.0,,,
WEN,LONG,0.5114994530821066,5.1149945308210665,5.16,4.9455,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,4.2,POSITIVE,support_ema_confluence,262834.43,7.11,8.0,6.0,12.68,15.49,158034.0,102382.0,0.648,148186.0,2803.0,109427.0,92.5,0.499,0.0,0.8,1.0,1.6,1.31,0.45,1,1.0,99.0,0.000345,0.0,3.683093702683794e-30,0.0,100.671141,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.079619,0.0,0.0,0.0,,,
WULF,LONG,0.467586287755653,4.67586287755653,5.09,4.9249,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.3,POSITIVE,trend_continuation,12728639.06,19.79,25.0,11.0,26.42,44.37,1470020.0,721134.0,0.491,791715.0,632377.0,767062.0,64.9,1.018,1.91,0.43,0.24,1.4,0.99,0.13,1,1.0,99.0,9.8e-05,0.0,825875.7296152617,0.0,11.544776,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.9e-05,0.0,0.302276,0.0,0.0,0.0,,,
RSP,LONG,0.44633531913836205,4.463353191383621,5.29,4.4387,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.1,NEUTRAL,trend_continuation,,,205.0,180.0,0.87,11.43,73629.0,158852.0,2.157,33263.0,111847.0,87371.0,78.9,0.169,2.25,0.0,0.12,1.4,1.38,0.13,2,1.0,99.0,2.3e-05,9e-06,0.07608175050870104,5.365519436631331e-13,2.634082,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.224336,0.307276,0.0,0.0,79.545455,,
LCID,LONG,0.40751647423214316,4.075164742321432,2.37,3.3886,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.2,POSITIVE,unknown,23270.53,7.17,10.0,5.0,39.77,30.11,237541.0,292428.0,1.231,269047.0,60190.0,200732.0,96.8,1.049,0.0,0.0,1.0,0.0,0.37,1.0,1,1.0,99.0,0.000255,0.0,31692.757276415578,0.0,82.306931,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2e-06,0.0,0.16589,0.0,0.0,0.0,,,
FIG,LONG,0.3973087734439445,3.973087734439445,3.55,3.6315,price_validation_failed,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned",2.9,POSITIVE,bounce_and_fail,531222.84,19.09,20.0,17.5,4.88,8.23,195243.0,129526.0,0.663,120612.0,90271.0,113886.0,96.1,1.075,0.0,0.56,1.0,1.0,0.39,0.61,1,1.0,99.0,0.000102,0.0,539806.72976977,0.0,2.166197,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4e-05,0.0,0.525296,0.0,0.0,0.0,,,
FN,LONG,0.3887036028480267,3.8870360284802667,4.84,4.3155,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.6,NEUTRAL,trend_continuation,,,820.0,610.0,17.29,12.75,3622.0,5623.0,1.552,4041.0,2413.0,2791.0,98.9,0.967,2.02,0.09,0.0,1.4,1.23,0.11,1,1.0,99.0,2.3e-05,0.0,481864.7591643438,0.0,4.6875,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5e-06,0.0,0.247044,0.0,0.0,0.0,,,
SATS,LONG,0.3873291920892019,3.873291920892019,5.41,5.2396,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",8.4,NEGATIVE,trend_continuation,-2211618.34,125.41,150.0,100.0,19.67,20.22,332751.0,140366.0,0.422,75654.0,212602.0,184861.0,62.5,0.632,2.05,0.95,0.5,1.4,0.21,0.3,3,1.0,8.536101779553884e-09,0.000236,9.2e-05,4.908626173316898e-27,1.1500861400397768e-18,2.79202,0,0,0.477696,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.236975,0.063842,0.0,0.0,1.587619,,
IWM,LONG,0.34792813922054194,3.4792813922054195,0.0,2.0876,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,1.4655233362543276,1.7e-05,1.3e-05,233438.5388545953,637147.2444819105,23.641631,0,1,0.599104,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5e-06,4e-06,0.442457,0.430218,0.0,0.0,8.695279,,
PDD,LONG,0.33165477924189063,3.3165477924189064,3.24,4.2503,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",8.1,NEGATIVE,ema_pullback,-1984787.66,,125.0,90.0,25.78,9.44,663304.0,393562.0,0.593,278812.0,335053.0,443001.0,67.5,0.386,0.0,0.66,0.72,1.2,0.06,0.6,6,1.0,99.0,2.8e-05,1.3e-05,6.021349269430549,7.020492847419883e-21,2.443749,1,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.1561,0.150757,0.0,0.0,2.610623,,
STX,LONG,0.3209162175526199,3.209162175526199,6.07,4.3456,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.6,NEUTRAL,trend_continuation,,,600.0,200.0,7.36,64.21,69859.0,79691.0,1.141,40631.0,28565.0,80354.0,99.6,0.847,2.44,0.0,0.0,1.4,2.0,0.23,5,1.0,0.000457031582931237,3.5e-05,8e-06,0.001299962017258983,4.266538897338862,4.099745,1,0,3.3e-05,0.48894,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.094002,0.55101,0.0,0.0,118.75,,
LITE,LONG,0.31476206271131535,3.1476206271131533,5.62,3.9598,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,3.5,NEUTRAL,ema_pullback,,,890.0,800.0,4.65,5.93,74151.0,75981.0,1.025,53043.0,42925.0,54164.0,80.9,1.073,2.09,0.77,0.43,1.2,0.8,0.33,6,1.0,14.228964629612758,9e-05,4.9e-05,0.3468827809655219,0.02437863822105532,13.5,1,0,0.153539,0.277727,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.584221,0.8145,0.0,0.0,6.2475,,
HUT,LONG,0.3077165054721587,3.0771650547215867,5.24,4.4906,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.9,NEUTRAL,trend_continuation,,,100.0,35.0,29.18,54.79,133397.0,70596.0,0.529,65399.0,55516.0,83078.0,53.2,1.031,2.26,0.0,0.0,1.4,1.32,0.26,1,1.0,99.0,0.00015,0.0,0.00019984946880115658,0.0,2.684549,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.459926,0.0,0.0,0.0,,,
