ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
BIRK,LONG,0.5065163738543761,5.065163738543761,3.41,4.8556,price_validation_failed,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned",6.5,NEUTRAL,bounce_and_fail,,,45.0,27.5,25.87,23.08,19888.0,73122.0,3.677,32580.0,46978.0,13452.0,24.7,0.476,0.0,0.47,1.0,1.0,0.48,0.47,False,default,2.5,False,1,1.0,99.0,0.00016,0.0,1.08982122960128e-05,0.0,1842.235294,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.02616,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-21,2026-08-21,False,,,,,
UCO,LONG,0.49330376879060645,4.933037687906064,6.87,5.7875,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.3,NEUTRAL,trend_continuation,,,55.0,35.0,20.07,23.59,60113.0,57773.0,0.961,46405.0,31486.0,39995.0,26.0,0.714,1.84,0.57,1.0,1.4,1.92,0.13,False,sustained_trend,5.0,False,2,1.0,99.0,0.003887,0.0,2.8345849191301066e-42,0.0,6.689534,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.638125,0.0,0.0,0.0,1.0,0.49330376879060645,0.49330376879060645,n/a,2026-08-21,2026-08-21,False,,,,,
SIRI,LONG,0.48904653007000487,4.890465300700049,3.57,4.5762,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.3,POSITIVE,bounce_and_fail,23994632.54,28.7,33.0,13.0,15.0,54.7,274571.0,101180.0,0.369,210598.0,6721.0,158432.0,23.5,0.313,0.0,0.74,1.0,1.0,0.83,0.0,False,default,2.5,False,1,1.0,99.0,6.6e-05,0.0,1.0413749007482643e-16,0.0,31.23155,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.295396,0.0,0.0,0.0,1.0,0.48904653007000487,0.48904653007000487,n/a,2026-08-21,2026-08-21,False,,,,,
SLS,LONG,0.48594600069352223,4.8594600069352225,7.94,5.7917,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.9,POSITIVE,trend_continuation,2164125.24,15.32,30.0,5.0,95.46,67.42,679231.0,342459.0,0.504,268491.0,199278.0,553921.0,72.4,1.617,2.21,0.53,1.0,1.4,1.8,1.0,False,sustained_trend,5.0,False,1,1.0,99.0,0.00061,0.0,1194505.8232719204,0.0,11.36456,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6e-06,0.0,0.013829,0.0,0.0,0.0,1.0,0.48594600069352223,0.48594600069352223,n/a,2026-08-21,2026-08-21,False,15.35,13.51,18.48,1.7,
MRNA,LONG,0.46655282464227726,4.665528246422773,7.5,5.7628,poor_rr (0.6:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.9,NEGATIVE,trend_continuation,-1182539.31,140.32,150.0,50.0,6.84,64.39,394872.0,603584.0,1.529,507234.0,53625.0,437597.0,95.7,0.958,2.5,0.23,1.0,1.4,1.37,1.0,False,sustained_trend,5.0,False,4,0.7,3.2232309857200194,7.2e-05,2.2e-05,898589.811677409,836356.2670424113,14.475056,1,1,0.509566,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.6e-05,1e-06,0.404187,0.077846,0.0,0.0,1.0,0.46655282464227726,0.46655282464227726,n/a,2026-08-21,2026-08-21,False,140.4,123.55,150.0,0.57,13.398148
BNO,LONG,0.4626400392288417,4.626400392288417,5.95,5.3982,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.5,POSITIVE,trend_continuation,4522470.48,54.05,60.0,50.0,11.01,7.49,330930.0,38112.0,0.115,117240.0,126533.0,125269.0,30.2,0.496,1.84,0.55,0.0,1.4,1.89,0.26,False,sustained_trend,5.0,False,6,1.0,15.858789716004257,0.014792,0.008102,2.921554103111223e-12,9.211150899374341e-14,1070.00935,0,0,0.0,0.072319,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.52239,0.46446,0.0,0.0,1.0,0.4626400392288417,0.4626400392288417,n/a,2026-08-21,2026-08-21,False,,,,,171.947854
NVTS,LONG,0.4489067175894099,4.4890671758941,4.09,4.2915,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",4.1,POSITIVE,trend_continuation,1734244.87,12.96,15.0,7.0,15.7,46.01,402693.0,177821.0,0.442,274613.0,8689.0,297212.0,4.8,0.88,0.0,0.92,1.0,1.4,0.44,0.33,False,default,2.5,False,1,1.0,99.0,0.0001,0.0,228301.74447435685,0.0,2904.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-05,0.0,0.449381,0.0,0.0,0.0,1.0,0.4489067175894099,0.4489067175894099,n/a,2026-08-21,2026-08-21,False,,,,,
DASH,LONG,0.43793682429720554,4.379368242972055,6.1,5.1397,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.6,NEUTRAL,trend_continuation,,,250.0,145.0,12.44,34.79,137704.0,79482.0,0.577,96140.0,1622.0,119424.0,10.4,0.388,2.39,0.67,0.0,1.4,1.48,0.16,False,sustained_trend,5.0,False,4,1.0,99.0,3.6e-05,3e-06,1432.6319289142155,0.0005744052533351153,56.515568,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.263561,0.626534,0.0,0.0,1.0,0.43793682429720554,0.43793682429720554,n/a,2026-08-21,2026-08-21,False,,,,,
AXTI,LONG,0.41106634240266354,4.110663424026636,3.2,4.2953,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.4,NEGATIVE,ema_pullback,-440350.67,,100.0,45.0,44.03,35.19,177467.0,119466.0,0.673,171102.0,6748.0,119083.0,1.0,1.161,0.0,0.9,1.0,1.2,0.08,0.02,False,default,2.5,False,6,1.0,99.0,0.000862,0.000114,501.55763520418543,1.8605970028594322e-08,5.971029,2,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.568154,0.206201,0.0,0.0,1.0,0.41106634240266354,0.41106634240266354,n/a,2026-08-21,2026-08-21,False,,,,,1.199161
CIFR,LONG,0.40831452504386245,4.0831452504386245,2.83,4.0706,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",5.9,POSITIVE,unknown,1434911.81,15.88,20.0,15.0,25.75,5.69,1230716.0,473417.0,0.385,779859.0,150563.0,773711.0,34.7,1.039,0.0,0.58,1.0,0.0,0.53,0.72,False,default,2.5,False,1,0.7,99.0,9.4e-05,0.0,463051.2543535797,0.0,4.451049,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.3e-05,0.0,0.503976,0.0,0.0,0.0,1.0,0.40831452504386245,0.40831452504386245,n/a,2026-08-21,2026-08-21,False,,,,,
