ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
NN,LONG,0.5346383320662336,5.346383320662335,6.3,6.1232,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,7.8,NEUTRAL,retest_and_confirm,,,20.0,12.0,7.64,35.41,278320.0,23310.0,0.084,35957.0,152823.0,113595.0,31.5,0.218,1.67,0.95,1.0,1.4,1.28,0.0,False,sustained_trend,5.0,False,2,1.0,99.0,0.001197,0.0,5.502745689893763e-26,0.0,2.723989,0,0,0.468929,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.138796,0.0,0.0,0.0,1.0,0.5346383320662336,0.5346383320662336,n/a,2026-05-05,2026-05-05,False,,,,,
BWA,LONG,0.5114994530821066,5.1149945308210665,6.84,5.4295,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,4.1,NEUTRAL,retest_and_confirm,,,60.0,42.5,3.99,26.34,39109.0,12503.0,0.32,32116.0,12314.0,7182.0,98.9,0.596,1.62,0.47,1.0,1.4,1.97,0.38,False,default,2.5,False,1,1.0,99.0,6.1e-05,0.0,0.5911382270828718,0.0,833.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.173028,0.0,0.0,0.0,1.0,0.5114994530821066,0.5114994530821066,n/a,2026-05-05,2026-05-05,False,,,,,
ORA,LONG,0.5114994530821066,5.1149945308210665,5.54,4.8795,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.3,NEUTRAL,trend_continuation,,,120.0,105.0,4.51,8.55,18394.0,7882.0,0.429,13020.0,8878.0,4378.0,98.8,0.446,1.56,0.87,0.0,1.4,1.7,0.0,False,sustained_trend,5.0,False,1,1.0,99.0,9.2e-05,0.0,2.1742315829426833e-21,0.0,20.689655,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.250847,0.0,0.0,0.0,1.0,0.5114994530821066,0.5114994530821066,n/a,2026-05-05,2026-05-05,False,,,,,
FCEL,LONG,0.4994781161324559,4.994781161324559,7.22,5.9634,poor_rr (0.8:1),"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,6.5,NEUTRAL,trend_continuation,,,15.0,7.0,10.05,48.64,103331.0,25848.0,0.25,44074.0,49527.0,35578.0,88.8,1.286,2.83,0.51,0.02,1.4,1.6,0.87,False,sustained_trend,5.0,False,1,1.0,99.0,0.001231,0.0,8.273298155794869e-12,0.0,27.572549,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.076847,0.0,0.0,0.0,1.0,0.4994781161324559,0.4994781161324559,n/a,2026-05-05,2026-05-05,False,13.63,11.99,15.0,0.84,
MTSI,LONG,0.48986619597571024,4.898661959757103,0.0,2.9392,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7,1.2997093073093258,3.5e-05,2.6e-05,32185.967831109985,24763.974259553295,52.875,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,1e-06,0.419099,0.445556,0.0,0.0,,,,,,,False,,,,,205.125
DVN,LONG,0.4819522106486856,4.819522106486856,6.08,5.1338,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,4.5,POSITIVE,trend_continuation,25260825.01,51.33,55.0,35.0,7.16,31.81,296049.0,146293.0,0.494,134824.0,125920.0,181598.0,81.8,0.401,1.92,0.69,0.15,1.4,1.47,0.44,False,sustained_trend,5.0,False,1,1.0,99.0,4.9e-05,0.0,1037082.4926883848,0.0,4.212394,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-05,0.0,0.31465,0.0,0.0,0.0,1.0,0.4819522106486856,0.4819522106486856,n/a,2026-05-05,2026-05-05,False,,,,,
AS,LONG,0.4807047925294022,4.807047925294022,4.1,5.0335,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",7.0,NEUTRAL,ema_pullback,,,40.0,30.0,14.3,14.27,31542.0,17293.0,0.548,13589.0,22858.0,12388.0,71.3,0.546,0.0,0.97,0.73,1.2,1.01,0.19,False,default,2.5,False,1,1.0,99.0,2e-05,0.0,5.992256050151651,0.0,40.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.071483,0.0,0.0,0.0,1.0,0.4807047925294022,0.4807047925294022,n/a,2026-05-05,2026-05-05,False,,,,,
SMMT,LONG,0.46721759153547077,4.672175915354708,0.0,2.8033,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.031394371983836315,7.6e-05,0.000152,1.6201359819471763e-10,5.160593697435064e-09,21.771014,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.381442,0.157717,0.0,0.0,,,,,,,False,,,,,6.218905
MDGL,LONG,0.45878066402943907,4.5878066402943904,0.0,2.7527,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7,0.043934007888331766,6.8e-05,0.000166,1.1304271282919042e-29,2.5730116204402315e-28,21.428571,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.472482,0.359725,0.0,0.0,,,,,,,False,,,,,6.410256
CORZ,LONG,0.40142303288626413,4.0142303288626415,5.8,5.1271,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.9,POSITIVE,trend_continuation,19910225.89,21.98,27.0,12.0,22.95,45.36,1217622.0,622118.0,0.511,443495.0,609392.0,786853.0,53.8,0.868,1.7,0.6,0.0,1.4,1.99,0.11,False,sustained_trend,5.0,False,1,1.0,99.0,0.000152,0.0,998425.3906997625,0.0,1.800708,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.5e-05,0.0,0.230266,0.0,0.0,0.0,1.0,0.40142303288626413,0.40142303288626413,n/a,2026-05-05,2026-05-05,False,,,,,
