ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
CPRI,LONG,0.676516373854376,6.765163738543761,5.37,6.1136,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.6,NEUTRAL,unknown,,,22.5,12.5,20.35,33.14,107281.0,16189.0,0.151,91040.0,7982.0,24448.0,95.2,0.723,0.0,0.86,1.0,1.2,1.63,0.68,False,consolidation_break,3.0,False,1,1.0,99.0,0.000471,0.0,934707.9059961064,0.0,682.272727,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000141,0.0,0.332689,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-05-26,2026-05-26,False,,,,,
ACMR,LONG,0.5624138641612948,5.624138641612948,8.09,6.3591,poor_rr (1.6:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.6,NEUTRAL,trend_continuation,,,100.0,65.0,18.85,22.75,29979.0,6974.0,0.233,11879.0,8586.0,16488.0,94.0,0.961,2.51,0.22,1.0,1.4,1.96,1.0,False,sustained_trend,5.0,False,1,1.0,99.0,0.000112,0.0,420531.2809251831,0.0,8.258621,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.8e-05,0.0,0.299295,0.0,0.0,0.0,1.0,0.5624138641612948,0.5624138641612948,n/a,2026-05-26,2026-05-26,False,84.14,74.04,100.0,1.57,
WBD,LONG,0.49635764369564583,4.963576436956458,4.01,4.9848,price_validation_failed,"not_extended, retest_and_confirm, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.5,NEGATIVE,retest_and_confirm,-31894489.39,27.02,29.0,20.0,7.31,25.99,668940.0,1467301.0,2.193,324622.0,513228.0,1298391.0,6.2,0.106,0.0,0.81,1.0,1.4,0.57,0.22,False,default,2.5,False,2,0.7,99.0,5.5e-05,0.0,5.608369874170731e-22,0.0,12.706656,0,0,1e-06,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.350035,0.0,0.0,0.0,1.0,0.49635764369564583,0.49635764369564583,n/a,2026-05-26,2026-05-26,False,,,,,
OKLO,LONG,0.4909305479577312,4.909305479577312,7.61,6.4177,weak_relative_strength (-3.0% vs SPY),"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none,8.4,NEGATIVE,support_ema_confluence,-3171929.9,,200.0,40.0,183.21,43.36,358684.0,254782.0,0.71,218573.0,81874.0,313019.0,41.8,0.975,1.81,0.73,1.0,1.6,1.72,0.74,False,default,2.5,False,4,1.0,0.9841202517350692,0.0004,0.000174,500477.66083510226,1525660.0805218478,3.056138,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7.2e-05,5e-06,0.547277,0.036306,0.0,0.0,1.0,0.4909305479577312,0.4909305479577312,n/a,2026-05-26,2026-05-26,False,,,,,2.840027
HUT,LONG,0.4885822289002605,4.885822289002605,6.28,5.3669,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.2,POSITIVE,trend_continuation,1165899.64,113.16,130.0,70.0,15.04,38.05,143551.0,91556.0,0.638,91857.0,36466.0,106784.0,17.1,0.951,2.27,0.59,0.0,1.4,1.77,0.25,False,sustained_trend,5.0,False,2,1.0,99.0,0.000176,0.0,645124.9135234008,0.0,16.174184,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9e-06,0.0,0.079199,0.0,0.0,0.0,1.0,0.4885822289002605,0.4885822289002605,n/a,2026-05-26,2026-05-26,False,,,,,
ENPH,LONG,0.4781520101105189,4.781520101105189,7.42,5.1168,poor_rr (0.4:1),"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,2.5,POSITIVE,trend_continuation,3209606.78,66.64,70.0,30.0,4.93,55.03,254515.0,182453.0,0.717,172243.0,52207.0,212518.0,100.0,1.041,2.75,0.13,1.0,1.4,1.82,0.32,False,sustained_trend,5.0,False,1,0.7,99.0,0.000231,0.0,1418242.2211524597,0.0,22.935185,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.1e-05,0.0,0.065338,0.0,0.0,0.0,1.0,0.4781520101105189,0.4781520101105189,n/a,2026-05-26,2026-05-26,False,66.71,58.7,70.0,0.41,
LUNR,LONG,0.4779453018091204,4.779453018091204,8.0,5.6297,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.2,POSITIVE,trend_continuation,334045.5,44.0,55.0,20.0,24.87,54.59,184762.0,126415.0,0.684,126765.0,33903.0,150509.0,97.8,1.315,2.44,0.38,1.0,1.4,1.8,0.99,False,sustained_trend,5.0,False,1,1.0,99.0,0.000151,0.0,680747.0118892661,0.0,6.587444,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4.7e-05,0.0,0.424431,0.0,0.0,0.0,1.0,0.4779453018091204,0.4779453018091204,n/a,2026-05-26,2026-05-26,False,44.04,38.76,53.03,1.7,
RKLB,LONG,0.4665266556869972,4.665266556869972,7.98,5.7266,poor_rr (0.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.0,NEGATIVE,trend_continuation,-730049.87,143.85,150.0,60.0,4.23,58.31,521809.0,405453.0,0.777,252085.0,149024.0,526153.0,95.5,1.05,2.78,0.42,1.0,1.4,1.86,0.52,False,sustained_trend,5.0,False,4,1.0,99.0,6.6e-05,3.6e-05,3869161.7180770393,2.5819426634257467e-09,2.170326,0,1,0.0,0.309477,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7e-06,0.0,0.134544,0.20568,0.0,0.0,1.0,0.4665266556869972,0.4665266556869972,n/a,2026-05-26,2026-05-26,False,143.91,126.64,150.0,0.35,6.575528
IREN,LONG,0.4534578606492145,4.534578606492145,6.17,5.2983,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.9,POSITIVE,trend_continuation,13431908.64,59.52,110.0,45.0,84.72,24.43,1099651.0,907669.0,0.825,721008.0,176965.0,1109347.0,37.7,1.041,1.83,0.74,0.22,1.4,1.75,0.23,False,sustained_trend,5.0,False,1,1.0,99.0,0.000214,0.0,3260532.1585582197,0.0,1.688464,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.4e-05,0.0,0.212383,0.0,0.0,0.0,1.0,0.4534578606492145,0.4534578606492145,n/a,2026-05-26,2026-05-26,False,,,,,
ON,LONG,0.44748491551688785,4.4748491551688785,7.65,5.5124,poor_rr (1.2:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.9,NEUTRAL,trend_continuation,,,145.0,100.0,14.51,21.03,124704.0,109381.0,0.877,88236.0,32722.0,113127.0,98.4,0.722,2.65,0.35,1.0,1.4,1.8,0.46,False,sustained_trend,5.0,False,5,1.0,2.252149046012634,5e-05,1.6e-05,4.474379254213089,7.9468617090593545,34.198198,2,0,0.494303,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.663223,0.590283,0.0,0.0,1.0,0.44748491551688785,0.44748491551688785,n/a,2026-05-26,2026-05-26,False,126.63,111.43,145.0,1.21,12.189189
