ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
TAN,LONG,0.5114994530821066,5.1149945308210665,5.75,5.4425,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.8,NEUTRAL,trend_continuation,,,65.0,55.0,4.94,11.2,31278.0,24437.0,0.781,9495.0,18068.0,28152.0,17.5,0.381,1.79,0.59,0.0,1.4,1.92,0.04,False,sustained_trend,5.0,False,1,1.0,99.0,0.001208,0.0,1.490956453140667e-12,0.0,4367.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.366905,0.0,0.0,0.0,1.0,0.5114994530821066,0.5114994530821066,n/a,2026-05-08,2026-05-08,False,,,,,
LOGI,LONG,0.5114994530821066,5.1149945308210665,7.32,5.6135,"wall_proximity (0.6%, 0.2 ATR to call wall)","confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",none,4.3,NEUTRAL,unknown,,,110.0,100.0,0.56,8.58,13389.0,17610.0,1.315,13931.0,9009.0,8059.0,49.7,0.335,1.8,0.41,1.0,1.4,1.9,0.8,False,sustained_trend,5.0,False,1,1.0,99.0,4.5e-05,0.0,6.244145627157567e-29,0.0,6.024096,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.393726,0.0,0.0,0.0,1.0,0.5114994530821066,0.5114994530821066,n/a,2026-05-08,2026-05-08,False,,,,,
ALAB,LONG,0.4607709727477606,4.607709727477606,5.71,5.1769,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.8,POSITIVE,ema_pullback,3017970.71,199.51,210.0,80.0,5.11,59.96,133624.0,119691.0,0.896,96094.0,48336.0,108885.0,49.1,0.856,2.56,0.66,0.66,1.2,0.48,0.15,False,default,2.5,False,1,1.0,99.0,6.4e-05,0.0,1431970.3528257222,0.0,10.919679,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.5e-05,0.0,0.352783,0.0,0.0,0.0,1.0,0.4607709727477606,0.4607709727477606,n/a,2026-05-08,2026-05-08,False,,,,,
INSM,LONG,0.4405761506310673,4.405761506310673,0.0,2.6435,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,2.5e-05,3.3e-05,307031.29035475035,1.3361337175001103e-22,83.666667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.117039,0.283682,0.0,0.0,,,,,,,False,2.690252,,,,
AXTI,LONG,0.41919060927306623,4.191906092730663,0.0,2.5151,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,7,1.0,0.10333632043437217,0.00048,0.000955,1254.6577434378669,16188.664200724235,21.178571,4,1,0.401768,0.000975,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,5e-06,0.423265,0.661775,0.0,0.0,,,,,,,False,10.914286,,,,
LRCX,LONG,0.39606737928690766,3.9606737928690765,5.97,4.4913,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.6,POSITIVE,trend_continuation,21724851.03,294.02,370.0,240.0,25.83,18.38,285680.0,311448.0,1.09,176544.0,155601.0,264983.0,79.2,0.648,1.94,0.56,0.0,1.4,1.82,0.25,False,sustained_trend,5.0,False,5,1.0,1.109755515251882,6e-06,3e-06,740.6196029540662,2669.4874421451905,15.783247,2,0,0.569427,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.505764,0.745201,0.0,0.0,1.0,0.39606737928690766,0.39606737928690766,n/a,2026-05-08,2026-05-08,False,,,,,
MRVL,LONG,0.39176162705792666,3.9176162705792668,6.31,4.6518,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.0,POSITIVE,trend_continuation,100317816.08,170.0,180.0,75.0,5.8,55.92,625061.0,811086.0,1.298,391475.0,473294.0,571378.0,99.3,0.883,2.73,0.59,0.07,1.4,1.34,0.18,False,sustained_trend,5.0,False,10,1.0,2.1633332819154005,4.5e-05,2.1e-05,131.47620329029016,40.516550513160574,13.36178,3,1,0.41228,0.637549,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.654919,0.118098,0.0,0.0,1.0,0.39176162705792666,0.39176162705792666,n/a,2026-05-08,2026-05-08,False,15.880033,,,,
QCOM,LONG,0.37154430629551627,3.7154430629551625,7.85,4.5127,"wall_proximity (0.4%, 0.1 ATR to call wall)","confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,1.5,POSITIVE,trend_continuation,148313042.83,219.16,220.0,120.0,0.42,45.23,567090.0,388655.0,0.685,360142.0,252536.0,343067.0,100.0,0.733,2.9,0.11,1.0,1.4,1.72,0.73,False,sustained_trend,5.0,False,2,1.0,99.0,9e-06,0.0,521211.46284452034,0.0,3.447382,1,0,0.454261,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.106059,0.0,0.0,0.0,1.0,0.37154430629551627,0.37154430629551627,n/a,2026-05-08,2026-05-08,False,,,,,
RCL,LONG,0.3682404915703316,3.6824049157033163,4.5,4.4712,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",6.4,NEUTRAL,support_ema_confluence,,,290.0,260.0,5.36,5.54,55747.0,73484.0,1.318,36571.0,49483.0,43177.0,66.6,0.483,0.0,0.86,0.71,1.6,1.16,0.18,False,default,2.5,False,2,1.0,0.017094517386111178,4.4e-05,8e-06,1.1637513002451772e-07,6.8077458635403936e-06,9.443396,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.209031,0.256004,0.0,0.0,1.0,0.3682404915703316,0.3682404915703316,n/a,2026-05-08,2026-05-08,False,23.977636,,,,
APH,LONG,0.36739529079020106,3.6739529079020103,3.59,4.294,price_validation_failed,"confirmation_volume, not_extended, pullback_to_support, room_to_target","momentum_aligned, trend_aligned",6.9,NEUTRAL,pullback_to_support,,,150.0,115.0,17.16,10.18,65537.0,103340.0,1.577,61622.0,72334.0,34921.0,60.5,0.462,0.0,0.14,1.0,1.4,0.05,1.0,False,default,2.5,False,1,0.7,99.0,8e-06,0.0,1039475.9094859172,0.0,85.481481,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.532009,0.0,0.0,0.0,1.0,0.36739529079020106,0.36739529079020106,n/a,2026-05-08,2026-05-08,False,,,,,
