ticker,direction,pattern,flow_score_raw,flow_score_scaled,price_score,final_score,options_context_score,gamma_regime,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,regime_score,agg_premium_alignment,agg_volume_unusualness,source,checks_passed,checks_failed
FAS,SHORT,structural_breakdown,0.6736286428571429,6.736286428571429,8.6,7.4997,4.6,NEUTRAL,,,167.91,80.0,49.76,28.65,34697,20418,0.588,25619,2170,27326,100.0,0.784,112.12,116.6,98.65,84.78,3.01,5,0.255,0.544,0.0767,watchlist,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
