ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,source
CMG,SHORT,0.8362250035184836,9.660309101350752,8.0,8.9962,33.37,37.37,25.36,21.36,2.0,5,fresh
QQQ,SHORT,0.6333769520732364,6.745554048301519,8.0,7.2473,582.06,619.41,507.35,470.0,2.0,5,fresh
IWM,SHORT,0.6194694154961434,6.545714502273194,8.0,7.1274,242.22,268.75,189.15,162.62,2.0,5,fresh
HOOD,SHORT,0.6142320609095153,6.470458143450809,8.0,7.0823,70.89,79.4,53.88,45.37,2.0,5,fresh
ORCL,SHORT,0.5531448496253373,5.592686547920819,9.0,6.9556,149.68,167.64,113.76,95.8,2.0,5,fresh
LEU,SHORT,0.5437743954002175,5.458041040569686,9.0,6.8748,186.76,209.17,141.94,119.53,2.0,5,fresh
AMAT,LONG,0.5695544864685985,5.245936483784978,8.0,6.3476,357.06,314.21,442.75,485.6,2.0,5,fresh
