ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
KORU,LONG,0.9518367737780606,9.518367737780606,6.49,7.2262,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,2.6,NEUTRAL,trend_continuation,,,450.0,320.0,1.84,27.58,5808.0,8480.0,1.46,7793.0,5739.0,756.0,76.4,1.496,1.8,0.22,1.0,1.4,1.9,0.18,147865033.42919782,36,1.0,7.999408202569656,0.003806,0.000313,54485.86944804364,74923.61294126134,122.263389,25.767857,30,1,0.629685,0.381616
TSEM,LONG,0.8212100948661405,8.212100948661405,0.0,4.9273,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5535268.383864384,18,1.0,99.0,0.000412,4.4e-05,36042.20468753123,0.16660763506730247,186.585831,0.440824,10,1,0.342829,0.489346
USO,LONG,0.7558355234546307,7.5583552345463065,6.05,6.7942,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.0,NEGATIVE,ema_pullback,-8265538.36,,150.0,80.0,20.56,35.7,738451.0,1094509.0,1.482,763587.0,401279.0,668094.0,83.4,0.721,2.35,0.88,0.8,1.2,0.82,0.0,0.6425186731288378,8,1.0,3.437336305129581,0.000519,0.000131,97078.73296018662,47070.718109695765,16.75703,0.491349,4,1,0.445236,0.609312
EWY,LONG,0.7227941006971289,7.227941006971289,4.34,5.516,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",3.0,POSITIVE,unknown,40849697.69,144.48,150.0,110.0,3.82,23.86,373841.0,311120.0,0.832,271859.0,191288.0,221814.0,76.2,0.521,1.83,0.05,0.42,0.0,1.93,0.12,20.76730922903413,11,1.0,99.0,6.9e-05,5e-06,92661.02268798495,2006.911544942199,3.790161,0.10291,5,0,0.546965,0.623392
DAVE,LONG,0.7178519200000001,7.178519200000001,5.81,6.7723,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,7.2,NEUTRAL,retest_and_confirm,,,240.0,160.0,14.03,23.98,16838.0,3695.0,0.219,8630.0,4689.0,7214.0,49.0,0.692,0.0,0.42,1.0,1.4,1.98,1.0,2126.4125428295915,20,1.0,99.0,0.001028,0.000187,0.016244478153228277,4.041086264637446e-06,2.856607,4.043407,2,1,0.120377,0.313317
IRDM,LONG,0.7169470387915752,7.1694703879157515,0.0,4.3017,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,174338923899354.56,6,1.0,99.0,0.000271,1.1e-05,37850.26189114539,7.714749284636896e-12,14.435633,0.462908,3,1,0.260777,0.0
SMR,LONG,0.6980397234283745,6.980397234283745,3.85,6.2052,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",7.8,NEGATIVE,unknown,-45998.89,10.16,20.0,10.0,96.93,1.53,293804.0,181806.0,0.619,128627.0,163880.0,183103.0,74.1,1.096,0.0,0.76,1.0,0.0,1.08,1.0,89978.33502988481,10,1.0,1.5605691892086868,0.000415,6.1e-05,11022.886699156978,28253.50333808992,3.616889,0.464494,0,0,0.286008,0.0
RGTI,LONG,0.6878051501158085,6.878051501158085,5.62,6.105,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,4.9,POSITIVE,flag_breakout,744525.15,16.41,20.0,14.0,22.02,14.59,290603.0,274899.0,0.946,160990.0,100800.0,303712.0,63.4,1.03,0.0,0.61,1.0,1.6,1.41,1.0,3.250388591465173,3,1.0,99.0,8.8e-05,0.0,120777.64573450276,0.0,4.021271,,0,0,0.449684,0.0
DUOL,LONG,0.6854716000000001,6.854716000000001,4.22,5.9334,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",6.2,NEUTRAL,pullback_to_support,,,100.0,60.0,6.83,35.9,76941.0,47576.0,0.618,33486.0,42999.0,48032.0,82.0,0.94,0.0,0.75,1.0,1.4,0.76,0.31,43301.13657425417,15,1.0,99.0,0.00047,7.1e-05,95.61831493399438,0.0035825146224768237,2.75786,3.376371,0,0,7e-05,0.431275
URA,LONG,0.6709449523809524,6.709449523809524,0.0,4.0257,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,876.609876540266,10,1.0,99.0,0.000149,0.000386,0.871065749350977,0.011531829358850132,3.722177,8.564394,0,0,0.439896,0.139525
