ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
ESI,LONG,0.5065163738543761,5.065163738543761,5.39,5.6296,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,7.4,POSITIVE,trend_continuation,1513546.68,36.21,50.0,30.0,38.08,17.15,25198.0,9463.0,0.376,12281.0,13675.0,8705.0,43.6,0.432,0.0,0.99,1.0,1.4,1.65,0.35,False,default,2.5,False,1,1.0,99.0,6.7e-05,0.0,1.0493268015466041e-09,0.0,1507.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.62425,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-09-08,2026-09-08,False,,,,,
NAMS,LONG,0.5065163738543761,5.065163738543761,5.29,5.3396,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.1,NEGATIVE,bounce_and_fail,-495803.75,25.6,30.0,25.0,17.05,2.46,7784.0,22559.0,2.898,8950.0,1874.0,19519.0,7.1,0.519,0.0,0.67,1.0,1.0,1.63,1.0,False,default,2.5,False,1,1.0,99.0,0.000181,0.0,1.7105493560641554e-26,0.0,2.792287,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.801354,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-09-08,2026-09-08,False,,,,,
MRNA,LONG,0.5030485358853976,5.0304853588539755,4.41,4.7382,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",4.5,POSITIVE,unknown,1022018.98,140.27,200.0,50.0,42.52,64.37,391006.0,505166.0,1.292,296975.0,140670.0,458527.0,20.4,0.713,2.72,0.55,0.9,0.0,0.24,0.0,False,default,2.5,False,8,1.0,9.127237699197948e-10,0.000139,7.1e-05,8.909136026804413e-13,0.0005856625840425279,10.13593,1,1,0.559943,0.354308,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.315506,0.723928,0.0,0.0,1.0,0.5030485358853976,0.5030485358853976,n/a,2026-09-08,2026-09-08,False,8.442556,,,,
COPX,LONG,0.46663901463976054,4.666390146397605,6.35,5.3182,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.4,POSITIVE,flag_breakout,3923770.33,,125.0,75.0,32.44,20.53,214737.0,93654.0,0.436,96949.0,91888.0,119554.0,19.8,0.463,1.87,0.44,0.26,1.6,1.58,0.61,False,default,2.5,False,1,1.0,99.0,0.000306,0.0,439234.74251149985,0.0,2.062622,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000101,0.0,0.520286,0.0,0.0,0.0,1.0,0.46663901463976054,0.46663901463976054,n/a,2026-09-08,2026-09-08,False,,,,,
DASH,LONG,0.43931157265445525,4.393115726544552,2.81,4.0796,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",5.2,POSITIVE,ema_pullback,17046418.19,,250.0,150.0,24.73,25.16,130820.0,71712.0,0.548,68871.0,42688.0,90973.0,16.7,0.419,0.0,0.14,1.0,1.2,0.05,0.42,False,default,2.5,False,4,1.0,99.0,3.8e-05,3e-06,1.7744577071276432e-19,7.114582665818354e-26,56.515568,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.263561,0.626534,0.0,0.0,1.0,0.43931157265445525,0.43931157265445525,n/a,2026-09-08,2026-09-08,False,,,,,
AEO,LONG,0.42611364553718595,4.26113645537186,5.36,4.0786,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,1.7,POSITIVE,trend_continuation,1012920.49,,17.5,15.0,1.63,12.89,75351.0,48892.0,0.649,53829.0,30291.0,40123.0,82.3,0.743,0.0,0.83,0.56,1.4,1.58,1.0,False,default,2.5,False,1,1.0,99.0,0.000205,0.0,0.322134382242708,0.0,16.335404,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.809555,0.0,0.0,0.0,1.0,0.42611364553718595,0.42611364553718595,n/a,2026-09-08,2026-09-08,False,,,,,
DDOG,LONG,0.4086239212439983,4.086239212439983,3.32,4.6391,price_validation_failed,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned",8.0,NEGATIVE,bounce_and_fail,-5747548.2,210.13,300.0,180.0,42.7,14.38,137520.0,127912.0,0.93,88376.0,36907.0,140149.0,31.5,0.573,0.0,0.38,1.0,1.0,0.41,0.54,False,default,2.5,False,7,1.0,99.0,5.5e-05,2e-05,24074.45599359128,2.9405513181076536e-35,8.153038,3,0,0.0,0.060707,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.258615,0.1083,0.0,0.0,1.0,0.4086239212439983,0.4086239212439983,n/a,2026-09-08,2026-09-08,False,4.123298,,,,
LEU,LONG,0.3957119152447587,3.9571191524475866,0.0,2.3743,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,0.000323,0.000365,1.3348525909251688e-09,3.9830709068342264e-28,3.49,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.445337,0.297887,0.0,0.0,,,,,,,False,48.043765,,,,
RBLX,LONG,0.375622747337553,3.7562274733755303,5.21,4.6011,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,5.8,POSITIVE,support_ema_confluence,2662498.57,44.8,50.0,35.0,11.56,21.91,268165.0,153069.0,0.571,125426.0,69662.0,226146.0,31.5,0.649,0.0,0.41,1.0,1.6,1.71,0.49,False,consolidation_break,3.0,False,2,1.0,99.0,6.2e-05,0.0,9.694779385981532e-38,0.0,3.1104,1,0,0.112709,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.362202,0.0,0.0,0.0,1.0,0.375622747337553,0.375622747337553,n/a,2026-09-08,2026-09-08,False,,,,,
NVDA,LONG,0.3724063565790517,3.724063565790517,5.04,4.154,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",3.9,POSITIVE,ema_pullback,1185978303.13,225.53,250.0,180.0,10.75,20.26,8142490.0,7208108.0,0.885,3730547.0,2060542.0,9559509.0,8.7,0.344,1.75,0.69,0.04,1.2,1.08,0.28,False,default,2.5,False,11,1.0,99.0,1e-06,1e-06,29630.416180329004,6.996527585001638,7.111885,2,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.35998,0.613095,0.0,0.0,1.0,0.3724063565790517,0.3724063565790517,n/a,2026-09-08,2026-09-08,False,5.339886,,,,
