ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
HNGE,LONG,0.676516373854376,6.765163738543761,7.95,7.1276,poor_rr (1.4:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.8,NEUTRAL,trend_continuation,,,75.0,35.0,16.35,45.7,19761.0,9488.0,0.48,9047.0,7666.0,12536.0,23.3,0.593,2.74,0.44,1.0,1.4,1.63,0.73,False,sustained_trend,5.0,False,64.46,56.72,75.0,1.36,1,1.0,99.0,0.000121,0.0,321266.28082532296,0.0,2.056,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6.6e-05,0.0,0.705486,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-06-05,2026-06-05,False,
FIGR,LONG,0.5305195095434101,5.305195095434101,1.96,4.5206,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.4,NEUTRAL,unknown,,,40.0,25.0,40.65,12.1,83337.0,37494.0,0.45,48715.0,40571.0,31545.0,16.3,0.826,0.0,0.12,1.0,0.0,0.09,0.76,False,default,2.5,False,,,,,1,1.0,99.0,9.1e-05,0.0,450341.619500712,0.0,7.264493,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-05,0.0,0.124673,0.0,0.0,0.0,1.0,0.5305195095434101,0.5305195095434101,n/a,2026-06-05,2026-06-05,False,
ACMR,LONG,0.4673269896267149,4.673269896267149,5.98,5.2306,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.5,NEUTRAL,trend_continuation,,,100.0,75.0,26.06,5.46,37023.0,10964.0,0.296,16895.0,13338.0,17754.0,91.8,0.971,2.68,0.93,0.71,1.4,0.06,0.21,False,sustained_trend,5.0,False,,,,,2,1.0,99.0,0.000219,0.0,5.384257341973166e-06,0.0,154.37931,1,0,0.039691,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.074323,0.0,0.0,0.0,1.0,0.4673269896267149,0.4673269896267149,n/a,2026-06-05,2026-06-05,False,
IOT,LONG,0.4474023305752322,4.474023305752322,3.72,4.613,price_validation_failed,"confirmation_volume, not_extended, trend_aligned","continuation_pattern, momentum_aligned, room_to_target",6.3,NEUTRAL,unknown,,,38.0,20.0,7.8,43.26,128031.0,72637.0,0.567,124863.0,38438.0,37367.0,64.4,0.716,1.97,0.55,0.0,0.0,0.2,1.0,False,default,2.5,False,,,,,1,1.0,99.0,4e-05,0.0,33049.5757158918,0.0,98.384615,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.298555,0.0,0.0,0.0,1.0,0.4474023305752322,0.4474023305752322,n/a,2026-06-05,2026-06-05,False,
LULU,LONG,0.4412834941221386,4.412834941221385,3.71,4.9594,price_validation_failed,"confirmation_volume, room_to_target, trend_continuation","momentum_aligned, not_extended, trend_aligned",8.2,NEGATIVE,trend_continuation,-26639072.79,,150.0,100.0,32.47,11.68,266637.0,225491.0,0.846,200845.0,36078.0,255205.0,35.6,0.429,0.0,0.0,1.0,1.4,0.31,1.0,True,default,2.5,False,,,,,2,1.0,2.7573764057210144,6.3e-05,2.2e-05,598171.3360405612,216934.95846249833,18.518519,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.4e-05,1e-05,0.537043,0.649716,0.0,0.0,1.0,0.4412834941221386,0.4412834941221386,n/a,2026-06-05,2026-06-05,False,51.851852
UEC,LONG,0.40982869508257486,4.098286950825749,3.56,4.4771,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",6.8,NEUTRAL,trend_continuation,,,15.0,10.0,17.83,21.45,156260.0,57684.0,0.369,88040.0,47583.0,78321.0,55.5,0.862,0.0,0.57,1.0,1.4,0.01,0.59,False,default,2.5,False,,,,,1,1.0,99.0,0.000109,0.0,5.779581949599608e-07,0.0,6.326279,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.481814,0.0,0.0,0.0,1.0,0.40982869508257486,0.40982869508257486,n/a,2026-06-05,2026-06-05,False,
CLX,LONG,0.4096758804030539,4.096758804030539,5.56,4.8964,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.9,NEUTRAL,trend_continuation,,,100.0,85.0,7.45,8.67,68906.0,34446.0,0.5,28901.0,28109.0,46342.0,82.4,0.342,0.0,0.92,1.0,1.4,2.0,0.24,False,default,2.5,False,,,,,1,1.0,99.0,2.4e-05,0.0,241788.0243631542,0.0,1.510938,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9e-06,0.0,0.391445,0.0,0.0,0.0,1.0,0.4096758804030539,0.4096758804030539,n/a,2026-06-05,2026-06-05,False,
CRWD,LONG,0.40514211556154445,4.0514211556154445,6.85,5.3407,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.3,NEGATIVE,trend_continuation,-4061660.19,,750.0,350.0,9.07,49.1,234876.0,241912.0,1.03,198999.0,66761.0,211028.0,73.4,0.528,2.88,0.79,0.95,1.4,0.29,0.55,False,sustained_trend,5.0,False,,,,,9,1.0,0.003284505558662766,2.6e-05,1.2e-05,436.89173959824956,166269.98028895218,8.200254,1,1,0.468715,0.053935,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.374298,0.204118,0.0,0.0,1.0,0.40514211556154445,0.40514211556154445,n/a,2026-06-05,2026-06-05,False,10.063674
AAPL,LONG,0.3870293610587311,3.8702936105873107,0.0,2.3222,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1.0,3.9306252636245115e-08,1e-06,1e-06,1.3700710685089904e-05,217.8519600284948,33.360396,3,2,0.507711,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.528441,0.543557,0.0,0.0,,,,,,,False,46.481168
TSM,LONG,0.3847379600988666,3.847379600988666,5.66,4.8417,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.1,NEGATIVE,trend_continuation,-97574027.07,,500.0,400.0,18.85,4.92,810002.0,1068535.0,1.319,648928.0,290721.0,938888.0,83.6,0.454,2.2,0.96,0.53,1.4,0.01,0.56,False,sustained_trend,5.0,False,,,,,5,1.0,1.5493370109234708e-28,4e-06,0.0,2.119372070171039e-23,547168.7709590835,69.036017,3,0,0.676903,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.457346,0.695746,0.0,0.0,1.0,0.3847379600988666,0.3847379600988666,n/a,2026-06-05,2026-06-05,False,2.307692
