ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi
U,LONG,0.30424695981312877,3.0424695981312877,6.11,4.1742,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,4.1,POSITIVE,retest_and_confirm,4771698.14,25.95,30.0,20.0,15.32,23.12,395086.0,219561.0,0.556,220493.0,105099.0,289055.0,93.2,0.911,1.94,0.24,1.0,1.4,1.37,0.16,1,1.0,99.0,7.5e-05,0.0,1.6638556362323378e-05,0.0,17.873832,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.263663,0.0,0.0,0.0,
SOXL,LONG,0.29095688745088416,2.9095688745088415,0.0,1.7457,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,1.8e-05,0.0,26840.029191959376,0.0,3.786008,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.416554,0.0,0.0,0.0,
CAT,LONG,0.20601440991757244,2.0601440991757243,5.46,3.5881,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",4.6,NEUTRAL,trend_continuation,,,900.0,700.0,8.39,15.7,110088.0,139231.0,1.265,92102.0,55329.0,101888.0,92.6,0.44,2.06,0.0,0.05,1.4,1.49,0.45,2,1.0,99.0,2e-06,0.0,2.379477967520868e-07,0.0,1.835526,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.32078,0.0,0.0,0.0,
DG,SHORT,0.49513831544772274,4.951383154477227,6.71,5.9287,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,7.2,NEUTRAL,ema_rally,,,145.0,110.0,20.14,8.86,42932.0,49808.0,1.16,22032.0,32653.0,38055.0,60.6,0.362,2.0,0.65,1.0,1.2,1.69,0.17,1,1.0,0.0,0.0,7.6e-05,0.0,4.887784870972002e-22,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.385257,0.0,0.0,4.862237
XLE,SHORT,0.272039296,2.72039296,3.46,3.8982,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.5,NEGATIVE,ema_rally,-18110981.13,56.78,60.0,45.0,5.5,20.87,1765672.0,2931559.0,1.66,656329.0,1455929.0,2584973.0,84.4,0.282,0.0,0.89,1.0,1.2,0.27,0.09,1,1.0,0.0,0.0,0.0,0.0,199.1478319265836,,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.483158,0.0,0.0,1.485872
LITE,LONG,0.3323058817829109,3.323058817829109,5.54,3.7835,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,2.3,NEUTRAL,retest_and_confirm,,,890.0,800.0,0.95,9.26,84803.0,97602.0,1.151,80075.0,44958.0,57372.0,82.4,1.076,1.98,0.62,0.26,1.4,1.18,0.09,7,1.0,99.0,0.000105,5.2e-05,480.05356394055434,8.036729740243063e-06,34.375,1,0,0.0,0.277727,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.001432,0.8145,0.0,0.0,6.2475
ALAB,LONG,0.31790219603895165,3.1790219603895165,0.0,1.9074,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,4.8e-05,0.0,9.938857343288322e-08,0.0,23.857143,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.632484,0.0,0.0,0.0,
ORCL,LONG,0.3037559865041824,3.037559865041824,6.01,4.2618,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,4.7,POSITIVE,trend_continuation,35575023.9,173.34,200.0,150.0,15.41,13.44,1422464.0,1129383.0,0.794,871134.0,588029.0,1092684.0,64.3,0.548,2.19,0.5,1.0,1.4,0.44,0.49,1,1.0,99.0,1e-06,0.0,2522.3240366329605,0.0,14.0,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.499918,0.0,0.0,0.0,
MCHP,LONG,0.29220414140923523,2.9220414140923525,0.0,1.7532,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,1.7e-05,0.0,2.3781011036951505e-22,0.0,1.597451,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.442268,0.0,0.0,0.0,
RDDT,LONG,0.2799537259659537,2.799537259659537,5.63,4.3688,watchlist_reeval_failed,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.4,NEGATIVE,retest_and_confirm,-5926712.52,,220.0,115.0,42.08,25.73,230306.0,188042.0,0.816,99883.0,74725.0,243740.0,79.3,0.865,1.7,0.77,1.0,1.4,0.49,0.26,1,1.0,99.0,2.7e-05,0.0,9.290951078790566e-24,0.0,12.844828,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.167754,0.0,0.0,0.0,
AMD,LONG,0.2651186698414665,2.651186698414665,0.0,1.5907,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,1e-06,0.0,350729.6747019491,0.0,15.388462,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.086405,0.0,0.0,0.0,2.519774
BMNR,LONG,0.22545523588180225,2.2545523588180223,4.1,3.1373,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",3.9,POSITIVE,trend_continuation,8676776.65,22.16,25.0,18.0,12.84,18.75,1133989.0,508941.0,0.449,641231.0,243265.0,758434.0,0.0,0.826,0.0,0.82,1.0,1.4,0.62,0.26,1,0.7,99.0,9.3e-05,0.0,65013.9074722867,0.0,2.739009,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.105305,0.0,0.0,0.0,
WDAY,LONG,0.22064352943046645,2.2064352943046646,4.48,3.4672,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,5.1,NEUTRAL,trend_continuation,,,200.0,100.0,67.0,16.5,88220.0,64815.0,0.735,41724.0,32312.0,78999.0,99.9,0.733,0.0,0.64,1.0,1.4,0.64,0.8,1,1.0,99.0,2.9e-05,0.0,14.388214094259594,0.0,1.930159,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.461269,0.0,0.0,0.0,
CEG,LONG,0.17950719609694235,1.7950719609694235,5.13,3.4165,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",4.9,NEUTRAL,retest_and_confirm,,,350.0,200.0,11.64,36.21,85669.0,121080.0,1.413,73303.0,60201.0,73245.0,88.8,0.572,0.0,0.47,1.0,1.4,1.96,0.3,1,0.7,99.0,5e-06,0.0,440198.01377919444,0.0,1.892857,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.217091,0.0,0.0,0.0,
SPY,SHORT,0.35125440469841274,3.5125440469841274,1.28,3.6403,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.5,NEGATIVE,unknown,-4945936.26,,800.0,600.0,12.05,15.96,5758653.0,12551234.0,2.18,8734930.0,4662626.0,4912331.0,66.3,0.159,0.0,0.0,1.0,0.0,0.08,0.19,2,1.0,0.0,0.0,0.0,0.0,1155.2286030664536,,0,0,0.0,0.480203,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.377635,0.0,0.0,2.022669
LRCX,SHORT,0.27815220740683944,2.7815220740683944,3.79,3.3678,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, shooting_star_at_resistance",trend_aligned,4.2,POSITIVE,unknown,10556517.13,267.65,370.0,240.0,38.17,10.37,258000.0,282782.0,1.096,171703.0,150707.0,218372.0,78.0,0.633,0.0,0.32,1.0,1.2,0.71,0.55,2,1.0,0.0,0.0,5e-06,0.0,5.367678699469173,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.230452,0.0,0.0,48.555804
CVNA,SHORT,0.2631456341540499,2.631456341540499,1.55,3.0807,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.5,NEGATIVE,unknown,-826742.0,409.3,600.0,200.0,46.64,51.12,187655.0,198854.0,1.06,161277.0,75501.0,149731.0,80.9,0.842,0.0,0.0,1.0,0.0,0.46,0.1,1,0.7,0.0,0.0,5e-06,0.0,8.318275001278642e-05,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.095211,0.0,0.0,9.722222
TEAM,SHORT,0.19937469402264868,1.9937469402264867,5.82,3.6229,watchlist_reeval_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.4,NEUTRAL,ema_rally,,,75.0,50.0,4.82,30.12,114379.0,76945.0,0.673,76700.0,44210.0,70414.0,99.5,0.991,1.75,0.71,1.0,1.2,0.82,0.34,1,1.0,0.0,0.0,7.6e-05,0.0,9.230358426969711e-07,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.341933,0.0,0.0,1.432015
MRVL,LONG,0.596614195575698,5.96614195575698,0.0,3.5797,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11,1.0,99.0,8e-05,2e-06,23800.080869561534,918.1441154800987,105.727082,7,0,0.397656,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.657598,0.197832,0.0,0.0,50.90184
SNDK,LONG,0.16608101331870567,1.6608101331870566,5.74,2.7324,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",0.9,POSITIVE,trend_continuation,210758940.15,989.18,1000.0,250.0,1.02,74.74,292796.0,334324.0,1.142,302658.0,97181.0,227281.0,94.1,1.162,2.42,0.0,0.0,1.4,1.77,0.15,2,1.0,0.527079214827763,1.7e-05,4e-06,11417.970528649512,21662.72204905791,1.647541,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.792956,0.504428,0.0,0.0,1.317073
ON,SHORT,0.32521229658445133,3.252122965844513,0.0,1.9513,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.6e-05,0.0,132.69235596791353,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.188261,0.0,0.0,14.234694
PBR,LONG,0.323290418305991,3.23290418305991,5.54,4.0785,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.0,POSITIVE,trend_continuation,9632357.17,20.85,25.0,10.0,19.73,52.11,733795.0,830114.0,1.131,170265.0,293827.0,1099817.0,88.8,0.402,2.05,0.84,0.43,1.4,0.82,0.0,1,1.0,99.0,4e-06,0.0,376477.462563858,0.0,9.518189,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.503891,0.0,0.0,0.0,
VRT,SHORT,0.2646694708705344,2.646694708705344,2.92,3.1593,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",4.8,POSITIVE,bounce_and_fail,51681197.84,323.01,350.0,220.0,8.19,31.99,226152.0,240241.0,1.062,176448.0,119957.0,169988.0,63.7,0.655,0.0,0.0,1.0,1.0,0.41,0.51,2,1.0,99.0,3e-06,8e-06,936.7761984255108,0.00026605332586498575,182.958333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.003145,0.162898,0.0,0.0,4.735915
HUT,LONG,0.2955415233368789,2.9554152333687886,3.65,4.0327,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",7.3,NEUTRAL,unknown,,,100.0,35.0,30.13,54.45,146414.0,84187.0,0.575,85252.0,57596.0,87753.0,53.3,1.035,2.34,0.12,0.29,0.0,0.66,0.25,1,1.0,99.0,0.00015,0.0,4.4179534135303514e-08,0.0,2.684549,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459926,0.0,0.0,0.0,
NVDA,LONG,0.2902491967379641,2.902491967379641,6.6,3.9312,watchlist_reeval_failed,"flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,2.5,POSITIVE,flag_breakout,2466844456.5,208.27,210.0,150.0,0.84,27.97,8358444.0,7057590.0,0.844,3744753.0,3693596.0,7977685.0,61.5,0.428,2.16,0.06,1.0,1.6,1.61,0.17,2,1.0,99.0,1e-06,0.0,882702.725583056,0.0,3.613197,0,0,0.405032,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.490434,0.0,0.0,0.0,
QBTS,LONG,0.243945730298456,2.43945730298456,3.66,3.7177,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.0,NEGATIVE,ema_pullback,-796136.13,,30.0,5.0,62.43,72.93,324734.0,220532.0,0.679,184073.0,101568.0,259625.0,73.3,1.069,0.0,0.9,1.0,1.2,0.28,0.28,1,1.0,99.0,3.6e-05,0.0,2.496426418720547e-06,0.0,2.417592,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.109074,0.0,0.0,0.0,
DPZ,SHORT,0.3736854613614979,3.736854613614979,6.22,4.7744,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,5.2,NEUTRAL,retest_and_confirm,,,410.0,340.0,11.36,7.65,6309.0,12504.0,1.982,9416.0,3782.0,5615.0,96.9,0.411,1.54,0.86,0.8,1.4,1.26,0.36,1,1.0,0.0,0.0,2.9e-05,0.0,2.8312272647139226e-25,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.621069,0.0,0.0,27.272727
LEN,SHORT,0.3164335685680316,3.1643356856803164,6.25,4.7172,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.3,NEUTRAL,ema_rally,,,100.0,80.0,6.36,14.91,48889.0,59449.0,1.216,41429.0,15995.0,50914.0,60.8,0.412,1.99,0.72,1.0,1.2,1.22,0.12,1,1.0,0.0,0.0,2.6e-05,0.0,423396.05254715716,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-05,0.0,0.483122,0.0,0.0,1.408197
SCHW,SHORT,0.3047190480994228,3.047190480994228,5.89,4.7306,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,7.2,NEGATIVE,trend_continuation,-45794486.08,,100.0,85.0,13.01,3.94,217481.0,267616.0,1.231,185531.0,115355.0,184211.0,50.2,0.281,1.88,0.13,0.0,1.4,1.79,0.68,1,1.0,0.0,0.0,3e-06,0.0,355984.9938705348,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.0,0.350784,0.0,0.0,3.177936
MO,SHORT,0.2541510723845256,2.5415107238452563,3.62,3.1968,watchlist_reeval_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",4.2,POSITIVE,trend_continuation,14933012.52,66.86,70.0,60.0,4.67,10.29,157514.0,132482.0,0.841,77308.0,82050.0,130638.0,98.8,0.277,0.0,0.61,1.0,1.4,0.33,0.27,1,0.7,0.0,0.0,5e-06,0.0,1.1158621123716594e-15,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.466527,0.0,0.0,4.50774
