ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
MPWR,LONG,0.6212859536350872,6.212859536350872,3.34,5.0084,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.5,NEUTRAL,bounce_and_fail,,,1600.0,1100.0,18.73,18.37,5706.0,7157.0,1.254,4892.0,3229.0,4742.0,97.0,0.766,0.0,0.5,1.0,1.0,0.61,0.23,False,default,2.5,False,13,1.0,0.004229332209303084,0.000148,6.1e-05,0.0005644526191026194,0.30028816137623043,11.041331,10.652778,0,0,0.0,5.5e-05,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.795294,0.403663,0.0,0.0,1.0,0.6212859536350872,0.6212859536350872,n/a,2026-06-30,2026-06-30,False,,,,
EXE,LONG,0.5613111119496141,5.613111119496141,5.78,5.9806,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,7.2,NEUTRAL,trend_continuation,,,120.0,80.0,29.93,13.38,90853.0,91191.0,1.004,54668.0,66854.0,60522.0,57.2,0.332,0.0,0.65,1.0,1.4,1.81,0.92,False,consolidation_break,3.0,False,4,1.0,99.0,0.000392,0.0,1.094823262885707e-10,0.0,28.20529,,0,0,0.213793,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.374862,0.0,0.0,0.0,1.0,0.5613111119496141,0.5613111119496141,n/a,2026-06-30,2026-06-30,False,,,,
ABVX,LONG,0.5334767643801797,5.334767643801797,5.46,5.5654,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,6.3,NEUTRAL,retest_and_confirm,,,150.0,60.0,13.46,54.62,137781.0,66704.0,0.484,136715.0,29466.0,38304.0,19.1,0.781,0.0,0.12,1.0,1.4,1.94,1.0,False,consolidation_break,3.0,False,2,1.0,99.0,0.000152,0.0,478458.8749885054,0.0,13.138408,,1,0,0.456125,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6.8e-05,0.0,0.534913,0.0,0.0,0.0,1.0,0.5334767643801797,0.5334767643801797,n/a,2026-06-30,2026-06-30,False,,,,
VSAT,LONG,0.5119131992512014,5.119131992512013,7.41,6.1226,poor_rr (2.0:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.7,NEUTRAL,trend_continuation,,,105.0,60.0,23.49,29.44,107616.0,56102.0,0.521,12257.0,73513.0,77948.0,76.0,0.888,1.69,0.49,1.0,1.4,1.91,0.92,False,sustained_trend,5.0,False,4,0.7,99.0,0.000708,0.000172,3.935248788200448e-10,2.199921002749555e-35,4.69826,566.833333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.228335,0.136637,0.0,0.0,1.0,0.5119131992512014,0.5119131992512014,n/a,2026-06-30,2026-06-30,False,85.03,74.83,105.0,1.96
FWONK,LONG,0.4808020881400903,4.808020881400903,6.81,6.007,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.8,NEUTRAL,trend_continuation,,,115.0,80.0,21.75,15.3,12124.0,9771.0,0.806,2203.0,9697.0,9995.0,49.4,0.325,1.65,0.68,1.0,1.4,1.95,0.14,False,sustained_trend,5.0,False,1,0.7,99.0,0.000267,0.0,3.368273070592851e-43,0.0,361.363636,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.2377,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-06-30,2026-06-30,False,,,,
KLAC,LONG,0.43085497450342897,4.30854974503429,0.0,2.5851,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,1.3302505921544445,7e-06,5e-06,584724.4907188809,879119.3090496942,983.25,583.0,4,1,0.596642,0.458439,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,3e-06,0.659152,0.607306,0.0,0.0,,,,,,,False,,,,
SMCI,LONG,0.4201578730642079,4.201578730642079,0.0,2.5209,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.9107263577243095,5.1e-05,5.7e-05,693364.1776757572,380665.4829933279,5.488912,3.847449,0,2,0.0,0.467507,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.6e-05,1.1e-05,0.382423,0.247082,0.0,0.0,,,,,,,False,,,,
BABA,LONG,0.3815994657863928,3.815994657863928,3.31,4.541,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, room_to_target","not_extended, trend_aligned",8.2,NEGATIVE,bounce_and_fail,-19481134.25,96.14,100.0,90.0,4.03,6.38,1225699.0,757522.0,0.618,416156.0,518647.0,1048418.0,50.4,0.445,0.0,0.0,1.0,1.0,0.86,0.45,True,default,2.5,False,1,0.7,99.0,3.3e-05,0.0,700971.699221603,0.0,1.845511,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.8e-05,0.0,0.561204,0.0,0.0,0.0,1.0,0.3815994657863928,0.3815994657863928,n/a,2026-06-30,2026-06-30,False,,,,
NRG,LONG,0.3696354605752622,3.6963546057526218,5.96,5.2962,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,8.3,NEUTRAL,support_ema_confluence,,,160.0,40.0,6.83,73.29,47241.0,33021.0,0.699,12800.0,33822.0,33640.0,41.1,0.47,1.86,0.21,0.46,1.6,1.83,0.0,False,default,2.5,False,1,1.0,99.0,1.8e-05,0.0,1.5161160529824274e-45,0.0,143.071429,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.435271,0.0,0.0,0.0,1.0,0.3696354605752622,0.3696354605752622,n/a,2026-06-30,2026-06-30,False,,,,
ON,LONG,0.3664368199231875,3.664368199231875,0.0,2.1986,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,0.5371514322479375,4.8e-05,5.6e-05,24687.751211143357,68940.75784502803,43.722317,9.540816,2,1,0.268665,0.296985,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,3e-06,0.622577,0.634444,0.0,0.0,,,,,,,False,,,,
