ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_score_z_shadow,bearish_score_z_shadow,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio
JPM,LONG,0.4696878616338542,4.696878616338542,6.24,5.1204,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.5,POSITIVE,trend_continuation,194085442.1,310.25,320.0,250.0,3.13,19.43,354514.0,399489.0,1.127,126041.0,187453.0,288234.0,27.4,0.227,1.92,0.41,1.0,1.4,1.13,0.39,14,1.0,10.159061372185928,2e-06,0.0,10467.796677774668,3778.0971829665996,3.138029,0.549446,1,0,0.150157,0.428877,,,,,,,,,,,,,,
ARRY,LONG,0.46274423150424887,4.627442315042488,5.33,5.2127,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,6.5,NEUTRAL,retest_and_confirm,,,9.0,5.0,14.94,36.14,72226.0,24644.0,0.341,12490.0,13786.0,31936.0,72.7,0.899,0.0,0.58,1.0,1.4,1.35,1.0,1,0.7,99.0,5.7e-05,0.0,39952.359504778084,0.0,16.207407,,1,0,0.0,0.0,,,,,,,,,,,,,,
BX,LONG,0.4209048664819141,4.209048664819141,6.16,5.3125,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",6.8,NEGATIVE,trend_continuation,-2782179.18,,140.0,100.0,8.46,22.53,170867.0,267622.0,1.566,49141.0,81330.0,245713.0,76.7,0.417,2.0,0.0,1.0,1.4,1.55,0.21,22,1.0,73.55466861093741,3e-05,4e-06,27108.73127452548,1253.0773107130985,0.21383,7.691045,1,2,0.324558,0.48984,,,,,,,,,,,,,,
EAT,SHORT,0.6211747198937296,6.211747198937296,2.46,4.9039,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",5.3,NEUTRAL,unknown,,,160.0,40.0,1.18,74.71,6643.0,13923.0,2.096,4734.0,763.0,10421.0,93.2,0.575,0.0,0.44,1.0,0.0,0.45,0.57,7,1.0,0.22590549761296486,8e-06,6.9e-05,38827.389202825354,28645.74612916741,4.428571,3.790753,0,1,0.0,0.244838,,,,,,,,,,,,,,
RVMD,SHORT,0.45203956133766615,4.520395613376661,0.0,2.7122,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.06115765189607717,2e-06,3.5e-05,2506.527438952538,40984.69057006608,1.344828,44.448276,1,1,0.0,0.0,,,,,,,,,,,,,,
APA,SHORT,0.3912185932335045,3.9121859323350447,4.7,4.2061,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,4.2,POSITIVE,trend_continuation,1625257.26,35.72,40.0,17.5,11.92,51.04,169621.0,92830.0,0.547,27614.0,71739.0,113049.0,85.3,0.53,0.0,0.58,1.0,1.4,1.27,0.44,6,1.0,99.0,1.9e-05,4.8e-05,5205.311820983592,0.004572726868251583,2.993042,1.02335,0,0,0.478479,0.001352,,,,,,,,,,,,,,
BWXT,SHORT,0.3874848179658023,3.874848179658023,2.71,3.6904,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",4.7,NEUTRAL,unknown,,,240.0,200.0,1.79,15.18,12584.0,7692.0,0.611,6733.0,13.0,7817.0,83.2,0.528,0.0,0.27,1.0,0.0,0.87,0.57,1,1.0,0.0,0.0,3e-05,0.0,643984.9676025393,,18.56,0,0,0.0,0.0,,,,,,,,,,,,,,
QBTS,LONG,0.5219694231510242,5.219694231510243,7.06,5.6478,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.6,POSITIVE,trend_continuation,3535259.01,21.66,30.0,5.0,38.31,76.95,396043.0,248452.0,0.627,120430.0,87452.0,254502.0,74.6,1.067,2.13,0.0,1.0,1.4,1.82,0.71,5,1.0,99.0,0.00013,0.0,31139.17258961976,0.0,1.706365,1.753676,1,0,0.70358,0.0,3.0,3.0,0.3248371133098492,0.4821498517100328,0.0,0.0,0.0,0.041043,0.0,0.0,,,,
LMND,LONG,0.5072593051955466,5.072593051955466,6.11,5.6493,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",6.4,NEUTRAL,trend_continuation,,,75.0,50.0,5.72,29.52,81960.0,55446.0,0.677,21284.0,27338.0,68116.0,76.8,0.943,1.64,0.0,1.0,1.4,1.81,0.26,3,1.0,0.4543217939391995,0.000228,3e-05,6626.034976346727,29168.90655363748,1.510479,0.312413,0,0,0.0,0.0,,,,,,,,,,,,,,
ENPH,LONG,0.49177613498113476,4.9177613498113475,3.37,4.7699,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, trend_continuation","room_to_target, trend_aligned",6.5,NEGATIVE,trend_continuation,-14134.14,32.47,50.0,30.0,53.94,7.64,217026.0,162650.0,0.749,95454.0,92115.0,143453.0,82.4,0.874,0.0,0.39,0.02,1.4,1.0,0.56,3,1.0,99.0,7.4e-05,0.0,18875.57965004007,0.0,1.451559,,0,0,0.301031,0.0,,,,,,,,,,,,,,
C,LONG,0.48239940092687783,4.8239940092687785,5.7,5.822,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",8.5,NEGATIVE,trend_continuation,-8916054.8,,140.0,100.0,5.92,24.35,844917.0,748984.0,0.886,324321.0,357308.0,693512.0,57.0,0.315,2.16,0.0,0.0,1.4,1.75,0.38,11,1.0,2.4775667208812964,6e-06,2e-06,28946.296104912803,31155.61825070721,9.682971,0.522464,1,0,0.633093,0.517832,,,,,,,,,,,,,,
JAZZ,LONG,0.4764931118734032,4.764931118734032,5.75,5.0475,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.7,NEUTRAL,trend_continuation,,,210.0,170.0,3.23,16.43,5725.0,3270.0,0.571,2671.0,2384.0,2428.0,76.6,0.398,2.37,0.0,0.0,1.4,1.87,0.11,3,1.0,99.0,3.4e-05,0.0,20943.50587094614,0.0,2.920471,,1,0,0.159178,0.0,,,,,,,,,,,,,,
NUAI,LONG,0.4625,4.625,3.88,4.2365,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,3.8,POSITIVE,trend_continuation,242608.0,4.63,5.0,2.5,8.46,45.77,213763.0,68248.0,0.319,122805.0,1835.0,112579.0,4.7,1.23,0.0,0.96,0.31,1.4,0.79,0.41,1,1.0,99.0,0.000399,0.0,19132.72380571758,0.0,0.226657,,1,0,0.0,0.0,,,,,,,,,,,,,,
STNE,LONG,0.45339945310648666,4.533994531064867,6.43,5.396,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.0,NEUTRAL,trend_continuation,,,20.0,12.0,32.45,20.53,104825.0,98019.0,0.935,7700.0,70254.0,88051.0,87.7,0.581,1.6,0.56,1.0,1.4,1.3,0.57,2,1.0,0.8788145430294105,4.9e-05,3.1e-05,6.151394770536775e-30,6.999650630873677e-30,38.904762,89.119048,1,1,0.0,0.0,,,,,,,,,,,,,,
ADBE,LONG,0.3906480644157723,3.9064806441577233,4.89,4.7402,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,6.6,POSITIVE,ema_pullback,25619772.21,244.41,400.0,220.0,63.63,10.0,341252.0,226625.0,0.664,80970.0,116681.0,284364.0,53.2,0.406,0.0,0.95,1.0,1.2,1.28,0.46,18,1.0,3.8329655323933305,1.7e-05,5e-06,6786.668261143977,4603.573220225769,0.414559,0.163153,1,2,0.440722,0.16005,,,,,,,,,,,,,,
SEI,SHORT,0.7554913744686688,7.554913744686687,3.38,6.2715,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",7.4,NEUTRAL,bounce_and_fail,,,70.0,60.0,6.67,8.56,23170.0,42603.0,1.839,17760.0,1808.0,11789.0,48.6,0.926,0.0,0.46,1.0,1.0,0.78,0.14,7,1.0,0.00010213561676440089,4.5e-05,0.000755,20.838467737626427,153020.5749799439,5.404584,35.571289,0,0,7e-06,0.08424,,,,,,,,,,,,,,
TTWO,SHORT,0.6591666666666667,6.591666666666667,3.45,5.4708,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.7,NEUTRAL,ema_rally,,,290.0,185.0,36.77,12.75,88462.0,70960.0,0.802,14359.0,49368.0,68373.0,87.9,0.433,0.0,0.35,1.0,1.2,0.59,0.32,9,1.0,8.297436825421562e-12,2e-05,0.000284,2.704434520449616e-07,16296.806937799212,39.182662,9.708077,0,1,0.0,0.0,,,,,,,,,,,,,,
POET,SHORT,0.647676798955921,6.47676798955921,3.88,5.6224,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",6.1,POSITIVE,pullback_to_resistance,2085647.78,,10.0,5.0,37.74,31.13,722646.0,84919.0,0.118,53185.0,88844.0,496557.0,53.3,0.963,0.0,0.39,1.0,1.4,0.83,0.26,3,1.0,0.24957457808686573,6e-05,0.000198,9146.117401796206,18323.415533558175,0.103746,2.266304,0,1,0.0,0.344235,,,,,,,,,,,,,,
EWI,SHORT,0.6000000000000001,6.000000000000001,2.6,4.96,watchlist_reeval_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",5.9,NEUTRAL,bounce_and_fail,,,60.0,52.0,2.18,11.44,1351.0,6763.0,5.006,69.0,7591.0,253.0,82.7,0.271,0.0,0.0,1.0,1.0,0.36,0.23,1,1.0,0.0,0.0,0.000318,0.0,42906.06932058575,,592.285714,0,0,0.0,0.0,,,,,,,,,,,,,,
HPQ,SHORT,0.5805846810623791,5.805846810623791,2.79,4.5999,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.3,POSITIVE,ema_rally,6832142.98,19.88,20.0,18.0,0.6,9.46,178618.0,174119.0,0.975,99098.0,53981.0,133957.0,67.8,0.436,0.0,0.44,0.78,1.2,0.17,0.2,10,1.0,0.1874588223346963,2.8e-05,7.1e-05,35.62398806871223,285.0545065713773,3.763966,3.823282,0,0,0.611641,0.350719,,,,,,,,,,,,,,
BAX,SHORT,0.5532305259434824,5.532305259434825,2.17,4.3572,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended","momentum_aligned, room_to_target, trend_aligned",4.7,NEUTRAL,ema_rally,,,20.0,17.5,6.89,6.47,64041.0,42089.0,0.657,27120.0,11705.0,59986.0,91.8,0.555,0.0,0.14,0.0,1.2,0.4,0.43,2,1.0,0.0,0.0,7.1e-05,0.0,47318.322329437884,,23.022574,0,0,0.0,0.0,,,,,,,,,,,,,,
GSAT,SHORT,0.5373571598339604,5.373571598339604,2.96,4.4148,watchlist_reeval_failed,"not_extended, room_to_target, volume_capitulation_reversal","confirmation_volume, momentum_aligned, trend_aligned",4.2,NEUTRAL,unknown,,,90.0,60.0,12.47,25.02,90839.0,56455.0,0.621,40782.0,13864.0,45835.0,0.0,0.151,0.0,0.06,1.0,1.4,0.24,0.26,3,1.0,99.0,7e-06,7.8e-05,192.44640413957745,0.1308136978903812,1.144263,7.709447,0,0,1.9e-05,0.0,,,,,,,,,,,,,,
EOSE,SHORT,0.47370950446240295,4.73709504462403,5.63,4.7775,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",momentum_aligned,3.6,POSITIVE,unknown,2702275.67,7.14,10.0,5.5,39.66,23.18,1088668.0,391516.0,0.36,261322.0,149218.0,971983.0,84.2,1.259,2.06,0.21,1.0,1.4,0.52,0.44,2,1.0,0.2624852978650618,3.1e-05,8.8e-05,11249.245675998305,42856.66956395138,0.20878,0.390922,0,0,0.0,0.0,,,,,,,,,,,,,,
VSCO,LONG,0.5973581348682141,5.973581348682141,6.56,5.9748,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,5.1,NEUTRAL,support_ema_confluence,,,55.0,50.0,0.51,8.63,21763.0,11744.0,0.54,3086.0,6367.0,14147.0,39.1,0.621,1.64,0.12,1.0,1.6,1.9,0.3,4,1.0,99.0,8.8e-05,0.0,5.041102980744422,0.0,11.366577,,0,0,0.0,0.0,,,,,,,,,,,,,,
CROX,LONG,0.5829850615348807,5.829850615348807,6.22,5.7409,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.8,NEUTRAL,trend_continuation,,,110.0,85.0,3.9,19.71,30762.0,27327.0,0.888,9071.0,17271.0,18517.0,81.8,0.627,2.71,0.0,0.0,1.4,1.82,0.29,7,1.0,99.0,8.8e-05,8e-06,1889.6988869101615,11.088582100933575,1.482671,0.678445,4,0,1e-06,0.0,,,,,,,,,,,,,,
LYFT,LONG,0.5684518065185522,5.684518065185522,4.29,4.6693,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",2.7,POSITIVE,trend_continuation,7818867.97,14.95,15.0,12.0,0.33,19.73,427713.0,240416.0,0.562,69565.0,168056.0,307803.0,83.7,0.782,0.0,0.05,1.0,1.4,1.68,0.16,7,1.0,99.0,0.000107,5.5e-05,3945.3044291147207,2.7261801661544837e-05,1.233696,0.241976,1,0,0.491179,0.001652,,,,,,,,,,,,,,
NBIS,LONG,0.39999131795184617,3.9999131795184617,5.52,5.296,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,8.2,NEGATIVE,trend_continuation,-1212308.66,,200.0,10.0,27.28,93.64,433462.0,378085.0,0.872,188531.0,129726.0,336748.0,38.5,0.871,2.38,0.0,0.25,1.4,1.12,0.37,7,1.0,3.9215212063301905,3.2e-05,1.7e-05,40587.17760344257,25874.638608307163,0.927909,1.190474,1,0,0.49019,0.067573,3.0,3.0,0.6362860878710958,0.6052144744037568,1e-06,0.0,0.478637,0.28083,0.0,0.0,,,,
HUBS,LONG,0.3715169082861874,3.7151690828618738,4.92,4.5336,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.0,NEUTRAL,trend_continuation,,,300.0,190.0,34.84,14.6,21884.0,12995.0,0.594,2820.0,9323.0,14121.0,92.9,0.873,0.0,0.8,1.0,1.4,1.44,0.28,3,1.0,99.0,2.4e-05,5e-06,2965.1525798258267,19.066251527700544,2.010161,6.454545,1,0,0.0,0.0,,,,,,,,,,,,,,
SPOT,LONG,0.3663107787014866,3.663107787014866,6.25,5.0866,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.9,NEGATIVE,trend_continuation,-5629327.9,535.95,600.0,350.0,11.81,34.78,81847.0,76209.0,0.931,30369.0,42483.0,56787.0,96.1,0.577,1.65,0.14,1.0,1.4,1.79,0.27,17,1.0,12.886334212709489,1.7e-05,2e-06,9132.029700877489,1700.7840181957938,0.373502,0.98946,1,3,0.070174,0.433177,,,,,,,,,,,,,,
MU,LONG,0.3617139828586425,3.6171398285864247,5.28,4.7526,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.8,NEGATIVE,trend_continuation,-5749944.03,454.93,500.0,300.0,9.87,34.08,1369766.0,1500055.0,1.095,640922.0,614633.0,1021765.0,65.1,0.689,1.98,0.24,0.05,1.4,1.49,0.11,13,1.0,37.184277456787676,1.6e-05,0.0,102727.133995764,9208.832426119214,0.445204,0.349223,4,3,0.683548,0.605581,3.0,3.0,0.581751508390585,0.5055445051856932,0.0,0.0,0.071032,0.352143,0.0,0.0,,,,
DPST,SHORT,0.4425,4.425,2.61,4.1755,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",5.9,NEUTRAL,unknown,,,155.0,80.0,28.49,33.68,21226.0,15274.0,0.72,6862.0,6388.0,14247.0,24.4,0.737,0.0,0.08,1.0,0.0,0.68,0.86,2,1.0,99.0,6.7e-05,0.000194,0.00014794812323829385,8.257918134750956e-08,57.0,,0,1,0.0,0.0,,,,,,,,,,,,,,
DDOG,SHORT,0.28415539366718895,2.8415539366718896,2.52,3.3968,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.1,NEGATIVE,ema_rally,-4730940.61,,130.0,75.0,2.68,40.76,140672.0,153337.0,1.09,72755.0,65777.0,84639.0,94.2,0.742,0.0,0.42,0.5,1.2,0.17,0.22,7,1.0,0.7142099739149396,4e-06,9e-06,3929.8556773288255,2200.9525606523443,0.165327,0.145162,0,1,0.001472,0.245998,3.0,3.0,0.5815912091580266,0.3266757171056233,0.0,0.0,0.103003,0.0,0.0,0.0,,,,
TE,LONG,0.484058718272251,4.84058718272251,5.16,5.6483,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,8.4,NEUTRAL,trend_continuation,,,7.0,5.0,39.17,0.6,175299.0,37248.0,0.212,29187.0,59799.0,72520.0,42.2,1.235,0.0,0.79,1.0,1.4,1.28,0.68,2,1.0,99.0,7.8e-05,0.0,3802.901641195029,0.0,3.184172,,0,0,0.427726,0.0,,,,,,,,,,,,,,
ON,LONG,0.44214492029627755,4.421449202962775,0.0,2.6529,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0,99.0,3.1e-05,5e-06,41515.87620847033,107.19703071106373,1.526173,1.317685,0,1,0.592765,0.369787,3.0,3.0,0.6308812735285149,0.6959471461665897,0.0,0.0,0.136631,0.559785,0.0,0.0,,,,
ASTS,SHORT,0.2906002214597998,2.906002214597998,5.06,4.291,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,6.6,NEGATIVE,retest_and_confirm,-4230085.44,85.64,100.0,80.0,16.92,6.47,631101.0,306916.0,0.486,191673.0,174006.0,381247.0,69.8,1.082,0.0,0.73,0.52,1.4,1.85,0.55,5,1.0,0.028308640788656074,3e-06,1.2e-05,6143.341347919806,54253.23484960098,0.02069,0.192683,0,0,0.0,0.47427,,,,,,,,,,,,,,
QQQ,SHORT,0.27869709844373286,2.7869709844373287,1.31,3.0065,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.1,POSITIVE,unknown,7166435357.27,649.01,650.0,600.0,0.18,7.53,4342827.0,6410394.0,1.476,3073850.0,2205145.0,3241106.0,51.7,0.193,0.0,0.0,1.0,0.0,0.05,0.25,4,1.0,0.23484087630157627,1e-06,2e-06,221349.30942722416,314183.3921947123,0.035318,2.193649,0,0,0.0,0.30428,3.0,3.0,0.588282937964239,0.4381188514560893,0.0,0.0,0.35259,0.0,0.0,0.0,,,,
OGN,LONG,0.6586518837513776,6.586518837513776,6.62,6.0593,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.9,NEUTRAL,trend_continuation,,,10.0,5.0,2.46,48.77,96702.0,50002.0,0.517,39444.0,25795.0,63539.0,98.8,1.08,2.95,0.0,0.0,1.4,1.98,0.3,6,1.0,99.0,0.000149,1.8e-05,1403.7639137530523,0.0028712635713409457,8.875528,162.220339,2,0,0.0,0.0,,,,,,,,,,,,,,
BULL,LONG,0.45755855385871935,4.575585538587194,7.21,5.6108,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.8,POSITIVE,trend_continuation,3206380.51,6.73,10.0,5.0,48.81,25.6,902522.0,138023.0,0.153,209721.0,187648.0,553437.0,55.8,0.791,2.16,0.0,1.0,1.4,1.96,0.69,3,1.0,99.0,8.4e-05,0.0,3432.318638618957,0.0,0.531202,,0,0,0.476849,0.0,,,,,,,,,,,,,,
TLT,LONG,0.44356330567428526,4.435633056742852,4.97,4.4288,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.6,POSITIVE,ema_pullback,1338852964.38,87.06,90.0,85.0,3.37,2.38,5054375.0,3032227.0,0.6,1664557.0,1519419.0,3898834.0,15.7,0.103,0.0,0.85,1.0,1.2,1.67,0.25,4,1.0,1.9816039540242913,2e-05,1.2e-05,406564.6751580711,205169.49127620042,4.30939,0.070837,0,1,0.240546,0.168021,,,,,,,,,,,,,,
ROKU,LONG,0.3491094235551687,3.491094235551687,6.72,4.5815,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.1,NEUTRAL,trend_continuation,,,120.0,80.0,3.28,31.15,89804.0,75585.0,0.842,39152.0,28442.0,57017.0,77.3,0.678,1.89,0.0,1.0,1.4,1.93,0.5,4,1.0,0.009031427468920373,6e-06,3e-06,8.724395039262735,2898.0119928834433,1.693914,0.061785,2,0,0.493776,0.0,2.0,3.0,0.4328738531599878,0.6133431166161348,0.0,0.0,0.459017,0.287721,0.0,0.0,,,,
GOOGL,LONG,0.34832048068147325,3.4832048068147325,6.18,4.4756,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.4,POSITIVE,trend_continuation,686394581.47,341.71,350.0,250.0,2.44,26.83,1713201.0,1366192.0,0.797,559731.0,616152.0,1432928.0,63.1,0.351,2.43,0.0,0.16,1.4,1.95,0.25,14,1.0,1.1225235960129512,2e-06,0.0,31500.801779164347,37416.64690886481,0.142287,0.043434,2,2,0.749347,0.610973,2.0,2.0,0.29466780063439973,0.33093946391314955,0.0,0.0,0.383266,0.0,0.0,0.0,,,,
DIA,LONG,0.3189176600381052,3.1891766003810518,6.92,4.6306,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.8,NEGATIVE,trend_continuation,-23852500.73,,500.0,420.0,1.17,15.02,193061.0,361552.0,1.873,82749.0,170169.0,239300.0,71.3,0.154,1.9,0.14,1.0,1.4,1.74,0.73,2,1.0,2.909232923956273,0.0,0.0,629.6045916118093,216.4160134540236,2.672515,4.0,1,1,0.0,0.0,,,,,,,,,,,,,,
SOXL,LONG,0.3073576808308999,3.0735768083089994,0.0,1.8441,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.6353590958097788,2.2e-05,4e-06,14647.268277890233,46107.054654571286,0.657923,26.5,1,1,0.39068,0.0,,,,,,,,,,,,,,
ERAS,SHORT,0.5576434027289965,5.576434027289965,1.66,4.4662,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.9,NEUTRAL,unknown,,,22.5,15.0,18.36,21.09,87829.0,18764.0,0.214,5612.0,34860.0,54490.0,75.2,1.595,0.0,0.13,1.0,0.0,0.27,0.26,5,1.0,3.4964471859320874,3.3e-05,6.3e-05,14665.834886963174,1048.6240823235498,3.153132,4.338669,0,1,0.0,0.016768,,,,,,,,,,,,,,
XLV,SHORT,0.43845173809523813,4.384517380952381,5.35,5.3173,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",7.6,NEGATIVE,trend_continuation,-8160457.89,,150.0,70.0,0.81,52.96,119153.0,307630.0,2.582,28270.0,105935.0,270822.0,78.9,0.173,1.65,0.83,0.87,1.4,0.48,0.12,8,1.0,1.024904374328965,0.0,0.0,2793.661969275289,908.5927231355548,0.691592,26.216456,0,2,0.033697,0.334991,,,,,,,,,,,,,,
AAPL,SHORT,0.29518614,2.9518614,1.96,2.9439,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.4,POSITIVE,unknown,3244656227.86,270.21,280.0,250.0,3.62,7.49,2923906.0,1955625.0,0.669,953273.0,1205981.0,1978400.0,78.9,0.278,0.0,0.1,1.0,0.0,0.26,0.59,14,1.0,0.14402058739876622,0.0,1e-06,73646.35028917312,511359.879995907,0.667698,0.669769,1,2,0.541279,0.081807,3.0,3.0,0.5366595492108168,0.47240431249339737,0.0,0.0,0.532687,0.346708,0.0,0.0,,,,
DAL,SHORT,0.2763677374687078,2.763677374687078,3.8,3.5418,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",5.1,POSITIVE,pullback_to_resistance,15761809.07,71.72,80.0,65.0,11.54,9.37,393421.0,355201.0,0.903,177029.0,148176.0,187995.0,30.1,0.416,0.0,0.39,1.0,1.4,0.71,0.3,7,1.0,0.1438448133418314,3e-06,1e-05,1458.6228855085512,7605.190195712657,0.191401,0.198223,0,0,0.071555,0.451852,3.0,3.0,0.2942998137380819,0.45376024594257514,0.0,0.0,0.0,0.73576,0.0,0.0,,,,
SNOW,SHORT,0.26547580349503674,2.654758034950367,5.71,4.1804,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.7,NEGATIVE,ema_rally,-5419001.84,,220.0,140.0,52.8,2.76,328047.0,241496.0,0.736,98174.0,105608.0,276040.0,83.0,0.617,2.12,0.73,0.93,1.2,0.5,0.24,8,1.0,0.06247177350291752,7e-06,1.2e-05,5244.603415734887,139919.28198553962,0.380111,0.345761,0,1,0.719612,0.013762,3.0,3.0,0.6176665095820028,0.5800169207722695,0.0,0.0,0.385339,0.271894,0.0,0.0,,,,
KOD,LONG,0.6291241988575452,6.291241988575452,5.26,5.3836,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",3.3,NEUTRAL,bounce_and_fail,,,45.0,35.0,0.22,22.05,9144.0,7956.0,0.87,904.0,2076.0,7933.0,4.0,0.914,2.65,0.1,0.0,1.0,1.52,0.0,4,1.0,41.08568262295988,8e-05,2.5e-05,48144.28480701871,1171.801993624764,7.299678,24.390244,1,1,0.0,0.0,,,,,,,,,,,,,,
