ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,entry_price,stop_price,target_1,rr_ratio
ZS,SHORT,0.43405804217662486,4.340580421766249,10,6.5903,poor_rr (1.8:1),"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, structural_breakdown",7.1,NEUTRAL,bounce_and_fail,,,200.0,120.0,32.04,20.78,92538.0,70945.0,0.767,20848.0,37664.0,61430.0,151.47,169.01,120.0,1.79
AAP,SHORT,0.43,4.3,0,2.58,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
SCHW,SHORT,0.42671785831011394,4.267178583101139,0,2.5603,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
MRVL,SHORT,0.41032976500898666,4.103297650089867,9,6.7116,price_validation_failed,"bearish_rejection_wick, bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_strong_close, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",9.8,NEGATIVE,bounce_and_fail,-23863582.45,87.93,100.0,75.0,13.75,14.69,511675.0,667315.0,1.304,188736.0,271576.0,421168.0,,,,
ALAB,SHORT,0.4079887478084649,4.079887478084649,8,5.6999,price_validation_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_clear, trend_aligned","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",6.3,NEUTRAL,bounce_and_fail,,,200.0,80.0,72.35,31.06,123318.0,108936.0,0.883,50221.0,42515.0,85912.0,,,,
AEM,SHORT,0.3967296609626434,3.967296609626434,8,5.8036,price_validation_failed,"bounce_and_fail, confirmation_volume, put_wall_clear, room_to_target, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, structural_breakdown",7.1,NEUTRAL,bounce_and_fail,,,220.0,90.0,22.82,49.76,77444.0,60187.0,0.777,22626.0,26320.0,56416.0,,,,
VST,SHORT,0.3890713426626623,3.890713426626623,10,6.9054,price_validation_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",9.8,NEGATIVE,bounce_and_fail,-29335648.55,,190.0,110.0,30.12,24.67,147327.0,203322.0,1.38,77596.0,82993.0,114246.0,,,,
HD,SHORT,0.3837692667954338,3.837692667954338,0,2.3026,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
CRWD,SHORT,0.377223734339678,3.77223734339678,0,2.2633,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
AAOI,SHORT,0.3638829513654974,3.638829513654974,5,4.5594,price_validation_failed,"bearish_strong_close, bounce_and_fail, near_term_oi_dominant, not_extended, put_wall_clear, room_to_target","bearish_rejection_wick, confirmation_volume, flag_breakdown, healthy_pullback_volume, pullback_to_resistance, structural_breakdown, trend_aligned",6.2,NEUTRAL,bounce_and_fail,,,100.0,20.0,14.23,77.15,139636.0,100529.0,0.72,58617.0,48931.0,49406.0,,,,
XLI,SHORT,0.3598623464542209,3.598623464542209,9,6.4193,price_validation_failed,"confirmation_volume, ema_rally, gamma_tailwind, healthy_pullback_volume, put_wall_clear, room_to_target, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, not_extended, pullback_to_resistance, structural_breakdown",9.6,NEGATIVE,unknown,-3242168.05,162.0,185.0,145.0,14.43,10.31,138947.0,488923.0,3.519,66856.0,331916.0,62518.0,,,,
SHOO,SHORT,0.35721416485192375,3.5721416485192377,9,5.7861,price_validation_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_clear, strong_trend, trend_aligned","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",6.5,NEUTRAL,bounce_and_fail,,,40.0,30.0,25.67,5.75,20513.0,9156.0,0.446,10388.0,185.0,2219.0,,,,
UVIX,SHORT,0.3562011904154592,3.562011904154592,5,4.101,price_validation_failed,"ema_rally, gamma_headwind, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_clear, room_to_target","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",4.1,POSITIVE,unknown,1060576.56,9.21,10.0,5.0,9.05,45.47,191857.0,117605.0,0.613,103137.0,59234.0,52304.0,,,,
GDX,SHORT,0.3496188564870769,3.496188564870769,8,5.8881,price_validation_failed,"bounce_and_fail, confirmation_volume, gamma_headwind, gamma_tailwind, put_wall_clear, strong_trend, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown",8.7,NEGATIVE,bounce_and_fail,-114041841.9,80.11,90.0,75.0,12.33,6.39,1081283.0,1051545.0,0.972,322699.0,475182.0,785007.0,,,,
GOOG,SHORT,0.34824055913110763,3.4824055913110765,0,2.0894,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
MU,SHORT,0.34402359312537417,3.4402359312537416,0,2.0641,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
SOXS,SHORT,0.34309054738883554,3.4309054738883553,7,4.9755,poor_rr (0.6:1),"ema_rally, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_clear, room_to_target, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown",5.8,NEUTRAL,unknown,,,45.0,38.0,10.67,6.54,23615.0,12543.0,0.531,12023.0,2100.0,3153.0,40.66,45.54,38.0,0.55
XOP,SHORT,0.3425,3.4250000000000003,7,5.6925,price_validation_failed,"bearish_rejection_wick, gamma_tailwind, healthy_pullback_volume, pullback_to_resistance, put_wall_clear, room_to_target, swing_dte_dominant","bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, not_extended, structural_breakdown, trend_aligned",9.4,NEGATIVE,pullback_to_resistance,-10612680.84,,180.0,145.0,1.63,18.13,160044.0,463483.0,2.896,136054.0,153497.0,133297.0,,,,
BRKB,SHORT,0.3388545268899672,3.388545268899672,0,2.0331,error: No OHLCV data returned for ticker=BRKB,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
VRT,SHORT,0.33742036934485264,3.3742036934485267,0,2.0245,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
VIAV,SHORT,0.3293139839069671,3.2931398390696707,9,5.8466,price_validation_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",7.5,NEUTRAL,bounce_and_fail,,,35.0,18.0,11.32,42.75,73588.0,9903.0,0.135,5488.0,22551.0,17882.0,,,,
SHLS,SHORT,0.3272944916900273,3.272944916900273,8,5.3365,poor_rr (1.6:1),"ema_rally, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_clear, room_to_target, strong_trend, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown",6.5,NEUTRAL,unknown,,,7.0,5.0,14.75,18.03,65758.0,12031.0,0.183,24308.0,3177.0,40779.0,6.1,6.79,5.0,1.59
TEM,SHORT,0.3228550991779582,3.228550991779582,6,4.6743,price_validation_failed,"bounce_and_fail, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",6.3,NEGATIVE,bounce_and_fail,-4529278.89,,60.0,45.0,27.77,4.17,179907.0,118709.0,0.66,75331.0,50611.0,130115.0,,,,
GLXY,SHORT,0.3181224314583622,3.181224314583622,0,1.9087,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
CORZ,SHORT,0.317996417368034,3.1799641736803403,0,1.908,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
ISRG,SHORT,0.317576030399626,3.17576030399626,9,5.8279,price_validation_failed,"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",7.7,NEUTRAL,bounce_and_fail,,,520.0,450.0,8.79,5.85,51450.0,57255.0,1.113,16777.0,25820.0,37041.0,,,,
XBI,SHORT,0.31361067285030486,3.136106728503049,9,5.9081,price_validation_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_clear, trend_aligned","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",8.2,NEGATIVE,bounce_and_fail,-5049317.97,,135.0,110.0,12.21,8.57,321879.0,572626.0,1.779,217210.0,145456.0,255122.0,,,,
PLTR,SHORT,0.3116575846896157,3.116575846896157,8,5.8183,price_validation_failed,"bearish_strong_close, bounce_and_fail, gamma_headwind, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",9.3,NEGATIVE,bounce_and_fail,-27065164.12,150.59,160.0,100.0,6.19,33.63,1834671.0,1953104.0,1.065,574830.0,760230.0,1685179.0,,,,
SBUX,SHORT,0.29501246853950647,2.950124685395065,0,1.7701,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
MSFT,SHORT,0.2941769258613727,2.9417692586137267,8,5.5509,price_validation_failed,"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, not_extended, pullback_to_resistance, room_to_target, structural_breakdown",8.4,NEGATIVE,bounce_and_fail,-633014747.2,,575.0,350.0,50.57,8.35,2603936.0,1186226.0,0.456,659051.0,707676.0,1851207.0,,,,
HOOD,SHORT,0.28479569521460424,2.8479569521460424,6,4.144,price_validation_failed,"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_near, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",4.6,NEGATIVE,bounce_and_fail,-43088255.25,,100.0,70.0,41.06,1.26,1191664.0,739203.0,0.62,370112.0,369975.0,766489.0,,,,
CRK,SHORT,0.28182282919634294,2.8182282919634294,0,1.6909,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
DDOG,SHORT,0.2791883809179535,2.7918838091795353,0,1.6751,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
COST,SHORT,0.27485655674052895,2.7485655674052896,6,4.4343,price_validation_failed,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_clear","flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",6.3,NEUTRAL,bounce_and_fail,,,1600.0,800.0,64.55,17.72,119753.0,115895.0,0.968,42170.0,41799.0,85547.0,,,,
KRE,SHORT,0.26879613619047615,2.6879613619047618,0,1.6128,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
NEM,LONG,0.34232736195802344,0.34232736195802344,6,2.6054,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, not_extended, structural_breakout, trend_aligned",,,pullback_to_support,,,,,,,,,,,,,,,,
SLV,LONG,0.29415107253830675,0.29415107253830675,7,2.9765,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, not_extended, structural_breakout, trend_aligned",,,pullback_to_support,,,,,,,,,,,,,,,,
TSM,LONG,0.2726510575087494,0.2726510575087494,7,2.9636,watchlist_reeval_failed,"call_wall_near, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned",,,pullback_to_support,,,,,,,,,,,,,,,,
BMNR,LONG,0.27110487366467906,0.27110487366467906,6,2.5627,watchlist_reeval_failed,"bullish_rejection_wick, call_wall_clear, confirmation_volume, ema_pullback, gamma_headwind, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended","bounce_and_fail, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
CIA,SHORT,0.589127782069222,0.589127782069222,9,3.9535,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",,,bounce_and_fail,,,,,,,,,,,,,,,,
LEU,SHORT,0.28676273848710104,0.28676273848710104,8,3.3721,watchlist_reeval_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_near, swing_dte_dominant, trend_aligned","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",,,bounce_and_fail,,,,,,,,,,,,,,,,
QCOM,SHORT,0.2763016630220411,0.2763016630220411,10,4.1658,watchlist_reeval_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, strong_trend, swing_dte_dominant, trend_aligned","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",,,bounce_and_fail,,,,,,,,,,,,,,,,
EXE,LONG,0.2270506807804592,0.2270506807804592,5,2.1362,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, near_term_oi_dominant, not_extended, pullback_to_support, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, structural_breakout, trend_aligned",,,pullback_to_support,,,,,,,,,,,,,,,,
OKE,LONG,0.18465883144319192,0.18465883144319192,5,2.1108,watchlist_reeval_failed,"call_wall_near, confirmation_volume, ema_pullback, healthy_pullback_volume, near_term_oi_dominant, not_extended, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout",,,unknown,,,,,,,,,,,,,,,,
LASR,LONG,0.1790841327107765,0.1790841327107765,10,4.1075,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, ema_pullback, healthy_pullback_volume, not_extended, strong_trend, swing_dte_dominant, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout",,,unknown,,,,,,,,,,,,,,,,
ASTS,SHORT,0.29893400347472,0.29893400347472,6,2.5794,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, gamma_headwind, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_clear, room_to_target","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",,,bounce_and_fail,,,,,,,,,,,,,,,,
SM,SHORT,0.28994788768666385,0.28994788768666385,7,2.974,watchlist_reeval_failed,"confirmation_volume, healthy_pullback_volume, pullback_to_resistance, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, not_extended, structural_breakdown, trend_aligned",,,pullback_to_resistance,,,,,,,,,,,,,,,,
GDXJ,SHORT,0.2560531170424425,0.2560531170424425,8,3.3536,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, put_wall_clear, strong_trend, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown",,,bounce_and_fail,,,,,,,,,,,,,,,,
AVGO,LONG,0.3238721556621676,0.3238721556621676,7,2.9943,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, pullback_to_support, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned",,,pullback_to_support,,,,,,,,,,,,,,,,
LNG,LONG,0.31534403069398415,0.31534403069398415,7,2.9892,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, ema_pullback, near_term_oi_dominant, room_to_target, strong_trend, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, structural_breakout",,,unknown,,,,,,,,,,,,,,,,
NVO,LONG,0.3044475852671384,0.3044475852671384,6,2.5827,watchlist_reeval_failed,"bounce_and_fail, call_wall_clear, gamma_tailwind, healthy_pullback_volume, room_to_target, swing_dte_dominant","bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, not_extended, pullback_to_support, structural_breakout, trend_aligned",,,bounce_and_fail,,,,,,,,,,,,,,,,
CVNA,LONG,0.2944799133940591,0.2944799133940591,7,2.9767,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, pullback_to_support, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned",,,pullback_to_support,,,,,,,,,,,,,,,,
QQQ,LONG,0.2944003412450158,0.2944003412450158,7,2.9766,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, pullback_to_support, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned",,,pullback_to_support,,,,,,,,,,,,,,,,
SOFI,LONG,0.2798175971504504,0.2798175971504504,7,2.9679,watchlist_reeval_failed,"bounce_and_fail, call_wall_clear, confirmation_volume, gamma_tailwind, not_extended, room_to_target, swing_dte_dominant","bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, pullback_to_support, structural_breakout, trend_aligned",,,bounce_and_fail,,,,,,,,,,,,,,,,
IWM,SHORT,0.32494924387203705,0.32494924387203705,8,3.395,"wall_proximity (0.9%, 0.4 ATR)","confirmation_volume, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_near, room_to_target, strong_trend, structural_breakdown, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance",,,structural_breakdown,,,,,,,,,,,,,,,,
DELL,SHORT,0.3129634552198107,0.3129634552198107,9,3.7878,watchlist_reeval_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, gamma_headwind, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",,,bounce_and_fail,,,,,,,,,,,,,,,,
FDX,SHORT,0.2078851240073546,0.2078851240073546,6,2.5247,watchlist_reeval_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, near_term_oi_dominant, not_extended, put_wall_clear, room_to_target","bearish_rejection_wick, flag_breakdown, healthy_pullback_volume, pullback_to_resistance, structural_breakdown, trend_aligned",,,bounce_and_fail,,,,,,,,,,,,,,,,
TQQQ,LONG,0.21720191045381462,0.21720191045381462,7,2.9303,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, pullback_to_support, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, structural_breakout, trend_aligned",,,pullback_to_support,,,,,,,,,,,,,,,,
NOW,LONG,0.2150877380952381,0.2150877380952381,7,2.9291,watchlist_reeval_failed,"call_wall_clear, confirmation_volume, ema_pullback, healthy_pullback_volume, not_extended, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,,,,
SNDK,SHORT,0.2446039259371901,0.2446039259371901,8,3.3468,watchlist_reeval_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_clear, room_to_target","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",,,bounce_and_fail,,,,,,,,,,,,,,,,
GS,SHORT,0.23166741666666668,0.23166741666666668,7,2.939,"wall_proximity (1.7%, 0.5 ATR)","bearish_rejection_wick, confirmation_volume, ema_rally, gamma_headwind, gamma_tailwind, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_near, room_to_target, trend_aligned","bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance, structural_breakdown",,,unknown,,,,,,,,,,,,,,,,
XLU,SHORT,0.22806510333333335,0.22806510333333335,8,3.3368,watchlist_reeval_failed,"bearish_strong_close, confirmation_volume, gamma_tailwind, healthy_pullback_volume, pullback_to_resistance, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, bounce_and_fail, flag_breakdown, not_extended, structural_breakdown, trend_aligned",,,pullback_to_resistance,,,,,,,,,,,,,,,,
COIN,SHORT,0.21890593755569843,0.21890593755569843,7,2.9313,watchlist_reeval_failed,"bounce_and_fail, gamma_headwind, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, bearish_strong_close, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",,,bounce_and_fail,,,,,,,,,,,,,,,,
