ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
NN,LONG,0.5346383320662336,5.346383320662335,5.36,5.8812,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",8.0,NEUTRAL,trend_continuation,,,20.0,15.0,14.65,14.02,316078.0,44694.0,0.141,100306.0,158691.0,102715.0,36.8,0.222,1.75,0.88,0.0,1.4,1.26,0.08,False,default,2.5,False,2,1.0,99.0,0.001278,0.0,1.2307903143578181e-18,0.0,2.723989,0,0,0.468929,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.138796,0.0,0.0,0.0,1.0,0.5346383320662336,0.5346383320662336,n/a,2026-04-29,2026-04-29,False,,,,,
AMZN,LONG,0.394064681305899,3.94064681305899,8.32,5.1263,poor_rr (0.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.3,POSITIVE,trend_continuation,42786147.04,265.29,275.0,200.0,3.68,24.59,3145481.0,1908208.0,0.607,1306152.0,1008703.0,2738834.0,77.7,0.41,2.72,0.37,1.0,1.4,1.89,0.94,False,sustained_trend,5.0,False,7,1.0,3.6982840429113266,2e-06,1e-06,1112685.0389060783,752163.0477780725,8.549858,1,0,0.750186,0.467246,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.525647,0.525096,0.0,0.0,1.0,0.394064681305899,0.394064681305899,n/a,2026-04-29,2026-04-29,False,265.23,233.4,275.0,0.31,19.767806
CRCL,LONG,0.37775177557502804,3.7775177557502806,3.22,4.1348,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.4,NEGATIVE,ema_pullback,-5530219.68,,120.0,60.0,31.65,34.17,375637.0,271336.0,0.722,189236.0,157962.0,299775.0,82.6,0.939,0.0,0.6,1.0,1.2,0.14,0.27,False,default,2.5,False,3,1.0,99.0,0.000169,0.0,0.0047364926725738145,0.0,9.779189,2,0,0.281338,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.714855,0.0,0.0,0.0,1.0,0.37775177557502804,0.37775177557502804,n/a,2026-04-29,2026-04-29,False,,,,,
ANET,LONG,0.36162900007449716,3.6162900007449714,5.78,4.3021,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",3.8,POSITIVE,trend_continuation,408743.18,,195.0,100.0,18.11,39.43,176559.0,130542.0,0.739,108836.0,68516.0,129749.0,91.4,0.672,2.37,0.79,0.7,1.4,0.32,0.18,False,sustained_trend,5.0,False,4,1.0,99.0,1.6e-05,0.0,5.674362970192828e-05,0.0,2.430199,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.201858,0.0,0.0,0.0,1.0,0.36162900007449716,0.36162900007449716,n/a,2026-04-29,2026-04-29,False,,,,,
IWM,LONG,0.34737642657481577,3.4737642657481578,5.4,4.5569,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.0,NEGATIVE,trend_continuation,-145953287.93,,280.0,250.0,2.64,8.35,2575617.0,7136194.0,2.771,3022647.0,2315222.0,4373942.0,60.2,0.225,2.13,0.8,0.42,1.4,0.27,0.38,False,sustained_trend,5.0,False,6,1.0,1.7080009659699906,3e-05,9e-06,0.01976242260593818,0.057852492474191615,20.358565,0,0,0.415834,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558083,0.557683,0.0,0.0,1.0,0.34737642657481577,0.34737642657481577,n/a,2026-04-29,2026-04-29,False,,,,,8.347458
GLW,LONG,0.3317937714023795,3.317937714023795,5.81,4.762,price_validation_failed,"confirmation_volume, hammer_at_support, not_extended, room_to_target, trend_aligned",momentum_aligned,6.8,NEGATIVE,unknown,-1618572.25,152.65,170.0,120.0,11.21,21.5,220161.0,148733.0,0.676,166675.0,70553.0,131666.0,83.2,0.68,1.7,0.7,0.92,1.2,0.28,1.0,False,default,2.5,False,3,0.7,99.0,1.8e-05,0.0,724871.9377983181,0.0,2.559222,1,0,0.603926,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7e-06,0.0,0.41026,0.0,0.0,0.0,1.0,0.3317937714023795,0.3317937714023795,n/a,2026-04-29,2026-04-29,False,,,,,
SOXX,LONG,0.30416214265862707,3.0416214265862704,0.0,1.825,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,3.4197195297638146e-05,2e-05,8e-05,0.5342033768994023,15621.262862346417,17.652174,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.288876,0.306808,0.0,0.0,,,,,,,False,,,,,26.473684
NOK,LONG,0.30273526054900934,3.027352605490093,8.34,4.8757,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.3,POSITIVE,trend_continuation,14783560.94,12.01,15.0,7.0,24.89,41.72,1146860.0,275543.0,0.24,406243.0,369268.0,646892.0,92.0,0.621,2.68,0.31,1.0,1.4,1.96,1.0,False,sustained_trend,5.0,False,1,1.0,99.0,5e-06,0.0,19009.926434566674,0.0,2.774014,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.49738,0.0,0.0,0.0,1.0,0.30273526054900934,0.30273526054900934,n/a,2026-04-29,2026-04-29,False,12.01,10.57,14.46,1.7,
WULF,LONG,0.2974941076061532,2.974941076061532,4.99,4.1845,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.0,POSITIVE,trend_continuation,13031581.76,20.07,25.0,11.0,24.63,45.16,1567032.0,802707.0,0.512,848622.0,707844.0,813273.0,47.1,0.987,1.9,0.88,0.24,1.4,0.25,0.32,False,sustained_trend,5.0,False,1,1.0,99.0,9.7e-05,0.0,0.00027362291623667665,0.0,11.544776,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.302276,0.0,0.0,0.0,1.0,0.2974941076061532,0.2974941076061532,n/a,2026-04-29,2026-04-29,False,,,,,
CLS,LONG,0.2865397376594312,2.865397376594312,6.71,4.7257,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.4,NEUTRAL,trend_continuation,,,400.0,145.0,9.0,60.49,64406.0,62162.0,0.965,63265.0,31385.0,31918.0,23.9,0.692,2.11,0.98,0.78,1.4,0.46,0.98,False,sustained_trend,5.0,False,1,1.0,99.0,1.6e-05,0.0,35438.001200326384,0.0,3.152778,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.168354,0.0,0.0,0.0,1.0,0.2865397376594312,0.2865397376594312,n/a,2026-04-29,2026-04-29,False,,,,,
