ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,bearish_vol_oi,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen
MU,SHORT,0.08139386092946924,0.08139386092946924,0,0.0488,watchlist_error: Stale OHLCV for MU: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,405761.1860793438,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.689684,0.0,0.0,,,1.0,0.08139386092946924,0.08139386092946924,n/a,2026-09-03,2026-09-03
EWZ,LONG,0.5065163738543761,0.5065163738543761,0,0.3039,watchlist_error: Stale OHLCV for EWZ: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,0.003641,0.0,0.0002435511517624844,0.0,9.235423,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.147368,0.0,0.0,0.0,,,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-09-03,2026-09-03
SYNA,LONG,0.5065163738543761,0.5065163738543761,0,0.3039,watchlist_error: Stale OHLCV for SYNA: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,8.7e-05,0.0,1.4988895757443934e-31,0.0,14.285714,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.561966,0.0,0.0,0.0,,,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-09-03,2026-09-03
NN,LONG,0.47907958012018914,0.47907958012018914,0,0.2874,watchlist_error: Stale OHLCV for NN: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,99.0,0.00165,0.0,7041.384451370694,0.0,158.450704,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.049353,0.0,0.0,0.0,,,1.0,0.47907958012018914,0.47907958012018914,n/a,2026-09-03,2026-09-03
AS,LONG,0.4489499240494782,0.4489499240494782,0,0.2694,watchlist_error: Stale OHLCV for AS: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,99.0,2e-05,0.0,210022.65352642632,0.0,22.054622,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.21289,0.0,0.0,0.0,,,1.0,0.4489499240494782,0.4489499240494782,n/a,2026-09-03,2026-09-03
BURL,LONG,0.4403361368834218,0.4403361368834218,0,0.2642,watchlist_error: Stale OHLCV for BURL: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,3.7e-05,0.0,5.941577295715867e-06,0.0,56.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.421532,0.0,0.0,0.0,,,1.0,0.4403361368834218,0.4403361368834218,n/a,2026-09-03,2026-09-03
GEO,LONG,0.4041127940353094,0.4041127940353094,0,0.2425,watchlist_error: Stale OHLCV for GEO: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,99.0,0.000128,0.0,3.0204648507901297e-30,0.0,62.5,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.270111,0.0,0.0,0.0,,,1.0,0.4041127940353094,0.4041127940353094,n/a,2026-09-03,2026-09-03
MMM,LONG,0.38950432411058705,0.38950432411058705,0,0.2337,watchlist_error: Stale OHLCV for MMM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,2.1e-05,0.0,8.173508672980435e-31,0.0,4.395933,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.355636,0.0,0.0,0.0,,,1.0,0.38950432411058705,0.38950432411058705,n/a,2026-09-03,2026-09-03
WPM,LONG,0.3807994341865387,0.3807994341865387,0,0.2285,watchlist_error: Stale OHLCV for WPM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,99.0,1.6e-05,0.0,8.449232491210758e-11,0.0,23.704918,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.175598,0.0,0.0,0.0,,,1.0,0.3807994341865387,0.3807994341865387,n/a,2026-09-03,2026-09-03
NVDA,LONG,0.37894030102349613,0.37894030102349613,0,0.2274,watchlist_error: Stale OHLCV for NVDA: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,9,1.0,99.0,1e-06,0.0,16361.721468289441,0.015455813761156047,7.952995,2,0,0.409253,0.052646,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.386672,0.10388,0.0,0.0,,7.111781,1.0,0.37894030102349613,0.37894030102349613,n/a,2026-09-03,2026-09-03
SUI,LONG,0.3700169207722694,0.3700169207722694,0,0.222,watchlist_error: Stale OHLCV for SUI: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,5.5e-05,0.0,1.1330247633387189e-39,0.0,54.08,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.552775,0.0,0.0,0.0,,,1.0,0.3700169207722694,0.3700169207722694,n/a,2026-09-03,2026-09-03
MDT,LONG,0.33778652498031564,0.33778652498031564,0,0.2027,watchlist_error: Stale OHLCV for MDT: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,6e-06,0.0,5.302998222230577e-23,0.0,7.336854,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.187584,0.0,0.0,0.0,,,1.0,0.33778652498031564,0.33778652498031564,n/a,2026-09-03,2026-09-03
STX,LONG,0.3343755055521947,0.3343755055521947,0,0.2006,watchlist_error: Stale OHLCV for STX: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,8,1.0,9.988922701242878,1.6e-05,3e-06,4.991112889296895e-13,1.4989943476114413e-13,3.917257,0,0,0.05651,0.422369,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.380585,0.247754,0.0,0.0,,3.31357,1.0,0.3343755055521947,0.3343755055521947,n/a,2026-09-03,2026-09-03
BA,LONG,0.2767160625335062,0.2767160625335062,0,0.166,watchlist_error: Stale OHLCV for BA: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,1e-05,0.0,1.9530022434043407e-49,0.0,182.523684,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.269668,0.0,0.0,0.0,,,1.0,0.2767160625335062,0.2767160625335062,n/a,2026-09-03,2026-09-03
LULU,LONG,0.26348600212717743,0.26348600212717743,0,0.1581,watchlist_error: Stale OHLCV for LULU: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,99.0,5.3e-05,0.0,4.885377116478718e-06,0.0,1.61039,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.326834,0.0,0.0,0.0,,,1.0,0.26348600212717743,0.26348600212717743,n/a,2026-09-03,2026-09-03
AXP,LONG,0.2600286457377477,0.2600286457377477,0,0.156,watchlist_error: Stale OHLCV for AXP: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,2e-06,0.0,1.934451980715936e-07,0.0,2.781931,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.461472,0.0,0.0,0.0,,,1.0,0.2600286457377477,0.2600286457377477,n/a,2026-09-03,2026-09-03
TQQQ,LONG,0.24923662870755195,0.24923662870755195,0,0.1495,watchlist_error: Stale OHLCV for TQQQ: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,1.3e-05,0.0,0.015580333138040308,0.0,3.681338,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.166272,0.0,0.0,0.0,,,1.0,0.24923662870755195,0.24923662870755195,n/a,2026-09-03,2026-09-03
SLV,LONG,0.21116521022952442,0.21116521022952442,0,0.1267,watchlist_error: Stale OHLCV for SLV: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,99.0,7e-06,0.0,0.010025469949741392,0.0,1.642512,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.432392,0.0,0.0,0.0,,,1.0,0.21116521022952442,0.21116521022952442,n/a,2026-09-03,2026-09-03
WH,SHORT,0.3700169207722694,0.3700169207722694,0,0.222,watchlist_error: Stale OHLCV for WH: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.000103,0.0,5.647903478009267e-53,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.398441,0.0,0.0,,67.164179,1.0,0.3700169207722694,0.3700169207722694,n/a,2026-09-03,2026-09-03
SMH,SHORT,0.32410637456356856,0.32410637456356856,0,0.1945,watchlist_error: Stale OHLCV for SMH: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.0,0.0,1e-05,0.0,51.307769772725635,,0,1,0.0,0.496687,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.370549,0.0,0.0,,13.656184,1.0,0.32410637456356856,0.32410637456356856,n/a,2026-09-03,2026-09-03
AG,SHORT,0.3135050217279812,0.3135050217279812,0,0.1881,watchlist_error: Stale OHLCV for AG: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,3.6e-05,0.0,195069.04626918325,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,7e-06,0.0,0.372962,0.0,0.0,,5.273196,1.0,0.3135050217279812,0.3135050217279812,n/a,2026-09-03,2026-09-03
FTNT,SHORT,0.279709572158269,0.279709572158269,0,0.1678,watchlist_error: Stale OHLCV for FTNT: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,5e-06,0.0,0.0007640580327073947,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.46026,0.0,0.0,,2.911917,1.0,0.279709572158269,0.279709572158269,n/a,2026-09-03,2026-09-03
ARM,SHORT,0.2673317151529828,0.2673317151529828,0,0.1604,watchlist_error: Stale OHLCV for ARM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,0.7,0.0,0.0,4e-06,0.0,4.516850723113053e-12,,0,1,0.0,0.228909,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.116051,0.0,0.0,,37.664053,1.0,0.2673317151529828,0.2673317151529828,n/a,2026-09-03,2026-09-03
ITT,SHORT,0.260300832421437,0.260300832421437,0,0.1562,watchlist_error: Stale OHLCV for ITT: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1.7e-05,0.0,1.4049613155837394e-30,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.587962,0.0,0.0,,,1.0,0.260300832421437,0.260300832421437,n/a,2026-09-03,2026-09-03
EWY,SHORT,0.256819753103888,0.256819753103888,0,0.1541,watchlist_error: Stale OHLCV for EWY: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1.1e-05,0.0,2.9762550243751544e-05,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.30668,0.0,0.0,,28.352941,1.0,0.256819753103888,0.256819753103888,n/a,2026-09-03,2026-09-03
XLV,SHORT,0.2408945324077215,0.2408945324077215,0,0.1445,watchlist_error: Stale OHLCV for XLV: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,7e-06,0.0,2.6910042552486926e-12,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.698962,0.0,0.0,,24.285714,1.0,0.2408945324077215,0.2408945324077215,n/a,2026-09-03,2026-09-03
VOO,SHORT,0.23989688596183845,0.23989688596183845,0,0.1439,watchlist_error: Stale OHLCV for VOO: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1e-06,0.0,6.519325540359075e-28,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.298956,0.0,0.0,,25.714286,1.0,0.23989688596183845,0.23989688596183845,n/a,2026-09-03,2026-09-03
IWM,SHORT,0.22586325029874044,0.22586325029874044,0,0.1355,watchlist_error: Stale OHLCV for IWM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,8e-06,0.0,361601.5493262331,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,3e-06,0.0,0.558325,0.0,0.0,,4.116883,1.0,0.22586325029874044,0.22586325029874044,n/a,2026-09-03,2026-09-03
BAC,SHORT,0.20780318197587705,0.20780318197587705,0,0.1247,watchlist_error: Stale OHLCV for BAC: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,1e-06,0.0,7.151366101824324e-45,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.531509,0.0,0.0,,1.132474,1.0,0.20780318197587705,0.20780318197587705,n/a,2026-09-03,2026-09-03
OWL,LONG,0.3799022974284155,0.3799022974284155,0,0.2279,watchlist_error: Stale OHLCV for OWL: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,99.0,6.9e-05,0.0,2.2236465334844095e-21,0.0,2.456116,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.317811,0.0,0.0,0.0,,,1.0,0.3799022974284155,0.3799022974284155,n/a,2026-09-04,2026-09-04
SOXX,LONG,0.3772310042649147,0.3772310042649147,0,0.2263,watchlist_error: Stale OHLCV for SOXX: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,99.0,9.1e-05,2.4e-05,1059171.4522876213,162.42180033132453,141.491935,0,0,4e-06,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.5e-05,0.0,0.476235,0.259267,0.0,0.0,,76.583333,1.0,0.3772310042649147,0.3772310042649147,n/a,2026-09-04,2026-09-04
PURR,LONG,0.37414621905876116,0.37414621905876116,0,0.2245,watchlist_error: Stale OHLCV for PURR: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,0.000113,0.0,2.0825846227998544e-07,0.0,1019.0,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.811052,0.0,0.0,0.0,,,1.0,0.37414621905876116,0.37414621905876116,n/a,2026-09-04,2026-09-04
COST,LONG,0.3438899621762331,0.3438899621762331,0,0.2063,watchlist_error: Stale OHLCV for COST: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,7,1.0,6.902249836732493e-27,1e-05,5e-06,8.020131295338019e-22,154927.86622812692,3.258094,2,0,0.04091,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.415256,0.504157,0.0,0.0,,36.992134,1.0,0.3438899621762331,0.3438899621762331,n/a,2026-09-04,2026-09-04
TSEM,LONG,0.3296905121372918,0.3296905121372918,0,0.1978,watchlist_error: Stale OHLCV for TSEM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,9.245503822123771e-06,2.3e-05,1.5e-05,6.911231475939479e-21,1.495047021537418e-15,10.299107,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.337665,0.080024,0.0,0.0,,14.698113,1.0,0.3296905121372918,0.3296905121372918,n/a,2026-09-04,2026-09-04
BKNG,LONG,0.30094427544554847,0.30094427544554847,0,0.1806,watchlist_error: Stale OHLCV for BKNG: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,4.95473035317421e-23,1.4e-05,3e-06,1.133153735420408e-36,2.287013933451417e-14,1.046376,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.413186,0.458708,0.0,0.0,,1.776536,1.0,0.30094427544554847,0.30094427544554847,n/a,2026-09-04,2026-09-04
FSLR,LONG,0.3001383113613052,0.3001383113613052,0,0.1801,watchlist_error: Stale OHLCV for FSLR: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,0.7,99.0,3e-05,0.0,4.4686474265451464e-17,0.0,64.311594,0,0,0.439933,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.132169,0.0,0.0,0.0,,,1.0,0.3001383113613052,0.3001383113613052,n/a,2026-09-04,2026-09-04
PYPL,LONG,0.26974712107248494,0.26974712107248494,0,0.1618,watchlist_error: Stale OHLCV for PYPL: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,1.7e-05,0.0,3.58377396504537e-38,0.0,2.655272,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.263877,0.0,0.0,0.0,,,1.0,0.26974712107248494,0.26974712107248494,n/a,2026-09-04,2026-09-04
XLI,SHORT,0.5294454294099317,0.5294454294099317,0,0.3177,watchlist_error: Stale OHLCV for XLI: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.0,0.0,0.000357,0.0,5422.619890239015,,0,0,0.0,0.203229,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.719281,0.0,0.0,,398.920863,1.0,0.5294454294099317,0.5294454294099317,n/a,2026-09-04,2026-09-04
ELV,SHORT,0.4719298966635831,0.4719298966635831,0,0.2832,watchlist_error: Stale OHLCV for ELV: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,7e-06,0.0,3.690056523006931e-31,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.50744,0.0,0.0,,6.450549,1.0,0.4719298966635831,0.4719298966635831,n/a,2026-09-04,2026-09-04
GPN,SHORT,0.43827262976158093,0.43827262976158093,0,0.263,watchlist_error: Stale OHLCV for GPN: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1.5e-05,0.0,321873.5981958922,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,8e-06,0.0,0.615765,0.0,0.0,,4.044554,1.0,0.43827262976158093,0.43827262976158093,n/a,2026-09-04,2026-09-04
SPOT,SHORT,0.43797397234591934,0.43797397234591934,0,0.2628,watchlist_error: Stale OHLCV for SPOT: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,6,1.0,4.134927666722845e-43,5e-06,2.4e-05,2.094067649173173e-38,10128.678506402193,1.031532,0,2,0.0,0.513218,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.343572,0.595076,0.0,0.0,,6.07338,1.0,0.43797397234591934,0.43797397234591934,n/a,2026-09-04,2026-09-04
IREN,SHORT,0.4256186742397647,0.4256186742397647,0,0.2554,watchlist_error: Stale OHLCV for IREN: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,7.2e-05,0.0,1102245.7591864178,3.034375,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,7e-06,0.0,0.100199,0.0,0.0,,4.360911,1.0,0.4256186742397647,0.4256186742397647,n/a,2026-09-04,2026-09-04
CSCO,SHORT,0.3310911137790273,0.3310911137790273,0,0.1987,watchlist_error: Stale OHLCV for CSCO: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,99.0,1e-06,7e-06,5.493007239314139e-46,4.443831481397443e-50,1.475789,0,1,0.0,0.145133,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.137418,0.786294,0.0,0.0,,1.682822,1.0,0.3310911137790273,0.3310911137790273,n/a,2026-09-04,2026-09-04
SNOW,SHORT,0.30317318297793994,0.30317318297793994,0,0.1819,watchlist_error: Stale OHLCV for SNOW: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.0,0.0,3.3e-05,0.0,3433.1281243318067,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.790264,0.0,0.0,,4.355861,1.0,0.30317318297793994,0.30317318297793994,n/a,2026-09-04,2026-09-04
CAT,SHORT,0.27355577853729995,0.27355577853729995,0,0.1641,watchlist_error: Stale OHLCV for CAT: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.0,0.0,3e-06,0.0,2.814536134220777e-17,,0,0,0.0,1e-06,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.474234,0.0,0.0,,15.640625,1.0,0.27355577853729995,0.27355577853729995,n/a,2026-09-04,2026-09-04
MPWR,SHORT,0.2689925769505312,0.2689925769505312,0,0.1614,watchlist_error: Stale OHLCV for MPWR: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,6e-06,0.0,322744.2247641373,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-06,0.0,0.4573,0.0,0.0,,1.878788,1.0,0.2689925769505312,0.2689925769505312,n/a,2026-09-04,2026-09-04
NOW,SHORT,0.2523657221413983,0.2523657221413983,0,0.1514,watchlist_error: Stale OHLCV for NOW: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,4e-06,0.0,9.541273663406955,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.711666,0.0,0.0,,7.666667,1.0,0.2523657221413983,0.2523657221413983,n/a,2026-09-04,2026-09-04
CRM,SHORT,0.24570001093847788,0.24570001093847788,0,0.1474,watchlist_error: Stale OHLCV for CRM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,4e-06,0.0,0.0021385693214994255,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.350917,0.0,0.0,,3.278997,1.0,0.24570001093847788,0.24570001093847788,n/a,2026-09-04,2026-09-04
ASML,SHORT,0.22831729231098064,0.22831729231098064,0,0.137,watchlist_error: Stale OHLCV for ASML: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,1e-06,0.0,742380.3651004217,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.0,0.547552,0.0,0.0,,1.428571,1.0,0.22831729231098064,0.22831729231098064,n/a,2026-09-04,2026-09-04
EXE,LONG,0.37198982147978504,0.37198982147978504,0,0.2232,watchlist_error: Stale OHLCV for EXE: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,2.4e-05,0.0,1.2465020951120975e-67,0.0,215.686275,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.17593,0.0,0.0,0.0,,,1.0,0.37198982147978504,0.37198982147978504,n/a,2026-09-04,2026-09-04
TARS,SHORT,0.4808020881400903,0.4808020881400903,0,0.2885,watchlist_error: Stale OHLCV for TARS: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,0.000398,0.0,3.497124985935881e-67,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.548694,0.0,0.0,,3000.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-09-04,2026-09-04
VKTX,SHORT,0.27431056449720204,0.27431056449720204,0,0.1646,watchlist_error: Stale OHLCV for VKTX: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,6.8e-05,0.0,1.098811542850211e-66,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.335237,0.0,0.0,,11.428571,1.0,0.27431056449720204,0.27431056449720204,n/a,2026-09-04,2026-09-04
PACS,SHORT,0.5065163738543761,0.5065163738543761,0,0.3039,watchlist_error: Stale OHLCV for PACS: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,6.7e-05,0.0,1.1255889489386145e-69,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.151778,0.0,0.0,,10.75895,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-09-07,2026-09-07
