ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,bearish_vol_oi,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen
ZM,SHORT,0.2928604895088983,2.9286048950889834,0,1.7572,error: Stale OHLCV for ZM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1.9e-05,0.0,1.480728274756555e-32,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.496218,0.0,0.0,False,5.962687,,,,,,
CRWD,SHORT,0.2900473193294391,2.900473193294391,0,1.7403,error: Stale OHLCV for CRWD: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,4,1.0,99.0,6e-06,2e-05,0.8321282187988831,2.0588170410701197e-07,13.152803,1,1,0.0,0.143256,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.628611,0.458303,0.0,0.0,False,2.900272,,,,,,
ASTS,SHORT,0.280479371637529,2.80479371637529,0,1.6829,error: Stale OHLCV for ASTS: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,0.7,0.0,0.0,0.000234,0.0,3.6238284345981284e-26,,0,0,0.0,0.375512,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.652186,0.0,0.0,False,2.938508,,,,,,
ETHA,SHORT,0.2774122536666,2.774122536666,0,1.6645,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,7.693992490108959e-07,6.1e-05,8e-05,5.122061302711827e-10,0.0006657221604123623,1.754818,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.390134,0.472377,0.0,0.0,False,2.784255,,,,,,
C,SHORT,0.2765065279202902,2.7650652792029016,0,1.659,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,2e-06,1e-06,1.322189231224948e-07,2.1052441837749265e-53,2.584454,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.19986,0.593413,0.0,0.0,False,11.546512,,,,,,
TEM,SHORT,0.2739284368298164,2.739284368298164,0,1.6436,error: Stale OHLCV for TEM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,4.7e-05,0.0,2.959779088933316e-12,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.369365,0.0,0.0,False,3.225589,,,,,,
ALAB,SHORT,0.2703832798631369,2.7038327986313693,0,1.6223,error: Stale OHLCV for ALAB: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,5e-06,0.0,26.49240086746995,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.502932,0.0,0.0,False,1.410959,,,,,,
NBIS,SHORT,0.2647069130260411,2.647069130260411,0,1.5882,error: Stale OHLCV for NBIS: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,4.543908745258113e-05,1e-05,4.7e-05,0.009367558887446545,206.15640437810836,7.478118,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,9.4e-05,0.809183,0.0,0.0,False,9.597222,,,,,,
XLE,SHORT,0.2631922452124023,2.631922452124023,0,1.5792,error: Stale OHLCV for XLE: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1.9e-05,0.0,4.141196347599423,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.352373,0.0,0.0,False,7.455859,,,,,,
CBRS,SHORT,0.260062133541045,2.60062133541045,0,1.5604,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,2.6e-05,1.1e-05,0.20141204638445553,4.641200579564751e-09,5.283843,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.457994,0.411315,0.0,0.0,False,3.689189,,,,,,
VRT,SHORT,0.2587295829240177,2.587295829240177,0,1.5524,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,4,1.0,99.0,1.4e-05,1e-05,13.511629009902565,2.650384784934843e-37,8.377057,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.297228,0.625548,0.0,0.0,False,1.436548,,,,,,
SQQQ,SHORT,0.2526377993700264,2.526377993700264,0,1.5158,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,1.702292054737109e-05,0.000174,0.000136,1.5926239415414468e-07,0.009355762056866333,6.118227,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.477914,0.136307,0.0,0.0,False,16.152174,,,,,,
HPE,SHORT,0.24780419979479548,2.4780419979479547,0,1.4868,error: Stale OHLCV for HPE: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,0.7,2.4948387806926376e-12,4e-06,1.3e-05,1.7186670845670065e-35,6.888890367857181e-24,9.93617,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.687636,0.189151,0.0,0.0,False,6.447496,,,,,,
HOOD,SHORT,0.24306650184081796,2.4306650184081797,0,1.4584,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,6,1.0,24.900170336580278,3.6e-05,5e-06,17.06772562137831,3.4272306957483947,5.188837,2,0,0.1455,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.217757,0.028248,0.0,0.0,False,9.505085,,,,,,
ORCL,SHORT,0.2420870897036769,2.420870897036769,0,1.4525,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,5.162218930704549,1.5e-05,1e-06,0.0015219070570430628,0.0005896328991360117,11.538168,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.287515,0.273951,0.0,0.0,False,43.507692,,,,,,
AMD,SHORT,0.2386589176415662,2.386589176415662,0,1.432,error: Stale OHLCV for AMD: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,8.689789770485187e-06,1e-06,1e-06,2.2998859145753542e-07,0.02646653112813962,40.3125,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.091177,0.236717,0.0,0.0,False,1.732759,,,,,,
DELL,SHORT,0.23775237766727716,2.3775237766727715,0,1.4265,error: Stale OHLCV for DELL: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,8e-06,0.0,112.96656746049058,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.47257,0.0,0.0,False,5.2125,,,,,,
CLS,SHORT,0.23534444627215445,2.3534444627215443,0,1.4121,error: Stale OHLCV for CLS: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,1.3e-05,0.0,2.1091573329188564e-24,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.125191,0.0,0.0,False,6.578125,,,,,,
NVDA,SHORT,0.23351746769016277,2.3351746769016275,0,1.4011,error: Stale OHLCV for NVDA: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,306.27598339866057,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.613095,0.0,0.0,False,1.796098,,,,,,
BLK,SHORT,0.13973521779580722,1.3973521779580722,0,0.8384,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,3.354687556660995e-27,2e-06,3e-06,3.275940296190578e-35,9.765262012809334e-09,5.04,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.521161,0.665759,0.0,0.0,False,,,,,,,
META,LONG,0.23443918462532223,0.23443918462532223,0,0.1407,watchlist_error: Stale OHLCV for META: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,1e-06,0.0,0.736903436643301,0.0,16.077778,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.318232,0.0,0.0,0.0,,,1.0,0.23443918462532223,0.23443918462532223,n/a,2026-09-02,2026-09-02
SITM,SHORT,0.4167121311947899,0.4167121311947899,0,0.25,watchlist_error: Stale OHLCV for SITM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,3.9e-05,0.0,479595.76718116057,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1.7e-05,0.0,0.576702,0.0,0.0,,20.333333,1.0,0.4167121311947899,0.4167121311947899,n/a,2026-09-02,2026-09-02
OKLO,SHORT,0.21517621384262878,0.21517621384262878,0,0.1291,watchlist_error: Stale OHLCV for OKLO: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,6.9e-05,0.0,3.02186934860954e-26,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.718318,0.0,0.0,,2.246014,1.0,0.21517621384262878,0.21517621384262878,n/a,2026-09-02,2026-09-02
IE,LONG,0.5065163738543761,0.5065163738543761,0,0.3039,watchlist_error: Stale OHLCV for IE: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,0.0009,0.0,8.259486349347414e-30,0.0,102.564103,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.646074,0.0,0.0,0.0,,,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-09-02,2026-09-02
BR,LONG,0.4808020881400903,0.4808020881400903,0,0.2885,watchlist_error: Stale OHLCV for BR: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,99.0,7.8e-05,0.0,3.5944922482298554e-09,0.0,13.993007,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.447059,0.0,0.0,0.0,,,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-09-02,2026-09-02
PBR,LONG,0.41344466242361416,0.41344466242361416,0,0.2481,watchlist_error: Stale OHLCV for PBR: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,1.2e-05,0.0,1.5346406905278789e-06,0.0,2.074415,2,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.239227,0.0,0.0,0.0,,,1.0,0.41344466242361416,0.41344466242361416,n/a,2026-09-02,2026-09-02
MOD,LONG,0.36301130526676223,0.36301130526676223,0,0.2178,watchlist_error: Stale OHLCV for MOD: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,6.4e-05,0.0,4.6794086960039195e-35,0.0,5.641026,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.596226,0.0,0.0,0.0,,,1.0,0.36301130526676223,0.36301130526676223,n/a,2026-09-02,2026-09-02
DE,LONG,0.3252725631517071,0.3252725631517071,0,0.1952,watchlist_error: Stale OHLCV for DE: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,4e-06,0.0,142326.87304550986,0.0,24.131579,1,0,0.445137,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.452312,0.0,0.0,0.0,,,1.0,0.3252725631517071,0.3252725631517071,n/a,2026-09-02,2026-09-02
DKNG,LONG,0.2928618924457011,0.2928618924457011,0,0.1757,watchlist_error: Stale OHLCV for DKNG: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,2.7e-05,0.0,0.14823163232184158,0.0,35.68,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.824517,0.0,0.0,0.0,,,1.0,0.2928618924457011,0.2928618924457011,n/a,2026-09-02,2026-09-02
DUOL,LONG,0.28831180715029103,0.28831180715029103,0,0.173,watchlist_error: Stale OHLCV for DUOL: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,99.0,9.6e-05,0.0,5.000889443072089e-30,0.0,189.2,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.026605,0.0,0.0,0.0,,,1.0,0.28831180715029103,0.28831180715029103,n/a,2026-09-02,2026-09-02
UNH,LONG,0.2598778168447462,0.2598778168447462,0,0.1559,watchlist_error: Stale OHLCV for UNH: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,1e-06,0.0,2.2726099337799495e-35,0.0,2.014245,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.247607,0.0,0.0,0.0,,,1.0,0.2598778168447462,0.2598778168447462,n/a,2026-09-02,2026-09-02
RDDT,LONG,0.2567707678294969,0.2567707678294969,0,0.1541,watchlist_error: Stale OHLCV for RDDT: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,0.7,99.0,6.2e-05,0.0,2.5792958021720547e-06,0.0,3.444882,0,0,0.000188,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.707409,0.0,0.0,0.0,,,1.0,0.2567707678294969,0.2567707678294969,n/a,2026-09-02,2026-09-02
GOOG,LONG,0.24193367843334196,0.24193367843334196,0,0.1452,watchlist_error: Stale OHLCV for GOOG: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,1e-06,0.0,4.587737820419508e-43,0.0,3.321739,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.705781,0.0,0.0,0.0,,,1.0,0.24193367843334196,0.24193367843334196,n/a,2026-09-02,2026-09-02
LRN,SHORT,0.5065163738543761,0.5065163738543761,0,0.3039,watchlist_error: Stale OHLCV for LRN: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.000148,0.0,3.0616248736861226e-12,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.711255,0.0,0.0,,12.931034,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-09-02,2026-09-02
TER,SHORT,0.4135444152854129,0.4135444152854129,0,0.2481,watchlist_error: Stale OHLCV for TER: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,6,1.0,99.0,3e-05,9.7e-05,2.3987599125565476e-19,2.3962574230810933e-35,1.521497,1,1,0.0,0.199605,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.117106,0.511421,0.0,0.0,,4.569223,1.0,0.4135444152854129,0.4135444152854129,n/a,2026-09-02,2026-09-02
SILJ,SHORT,0.40487012129513594,0.40487012129513594,0,0.2429,watchlist_error: Stale OHLCV for SILJ: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,4,1.0,0.09155669495572638,0.000659,0.001722,2.375094763760009e-13,8.647082061770658e-13,3.562044,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.368656,0.342367,0.0,0.0,,38.750864,1.0,0.40487012129513594,0.40487012129513594,n/a,2026-09-02,2026-09-02
AFRM,SHORT,0.3337474603376996,0.3337474603376996,0,0.2002,watchlist_error: Stale OHLCV for AFRM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,99.0,1.4e-05,3.7e-05,0.008617091137910763,2.8246295020596852e-18,4.654676,0,0,0.0,0.345881,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.484134,0.492198,0.0,0.0,,5.661032,1.0,0.3337474603376996,0.3337474603376996,n/a,2026-09-02,2026-09-02
EOSE,SHORT,0.31914441915779773,0.31914441915779773,0,0.1915,watchlist_error: Stale OHLCV for EOSE: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.000488,0.0,5.518106165040358e-29,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.760385,0.0,0.0,,242.711111,1.0,0.31914441915779773,0.31914441915779773,n/a,2026-09-02,2026-09-02
SNDK,SHORT,0.27871716328378415,0.27871716328378415,0,0.1672,watchlist_error: Stale OHLCV for SNDK: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.0,0.0,7e-06,0.0,114007.98405080994,,0,1,0.0,0.009323,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.0,0.52336,0.0,0.0,,4.708333,1.0,0.27871716328378415,0.27871716328378415,n/a,2026-09-02,2026-09-02
COHR,SHORT,0.277044534445384,0.277044534445384,0,0.1662,watchlist_error: Stale OHLCV for COHR: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,6e-06,0.0,214184.95748513757,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-06,0.0,0.495611,0.0,0.0,,137.5,1.0,0.277044534445384,0.277044534445384,n/a,2026-09-02,2026-09-02
INTU,SHORT,0.2641750002257449,0.2641750002257449,0,0.1585,watchlist_error: Stale OHLCV for INTU: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1.1e-05,0.0,3.454141483224307e-31,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.464445,0.0,0.0,,1.406593,1.0,0.2641750002257449,0.2641750002257449,n/a,2026-09-02,2026-09-02
KTOS,SHORT,0.26410747736518003,0.26410747736518003,0,0.1585,watchlist_error: Stale OHLCV for KTOS: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,5.3e-05,0.0,2.9518413361758783e-30,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.626032,0.0,0.0,,1.775801,1.0,0.26410747736518003,0.26410747736518003,n/a,2026-09-02,2026-09-02
NVO,SHORT,0.26145328098011833,0.26145328098011833,0,0.1569,watchlist_error: Stale OHLCV for NVO: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,9e-06,0.0,2.3412107836430088e-30,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.790935,0.0,0.0,,1.69202,1.0,0.26145328098011833,0.26145328098011833,n/a,2026-09-02,2026-09-02
GLD,SHORT,0.22917052752139908,0.22917052752139908,0,0.1375,watchlist_error: Stale OHLCV for GLD: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,4e-06,0.0,0.011583506497527268,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.649045,0.0,0.0,,1.705882,1.0,0.22917052752139908,0.22917052752139908,n/a,2026-09-02,2026-09-02
LLY,LONG,0.32683154191596847,0.32683154191596847,0,0.1961,watchlist_error: Stale OHLCV for LLY: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,7,1.0,99.0,5e-06,2e-06,2.2302843483056772e-11,1.6816979678454227e-30,3.967312,1,0,0.002936,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.455357,0.448461,0.0,0.0,,14.190476,1.0,0.32683154191596847,0.32683154191596847,n/a,2026-09-03,2026-09-03
MPC,LONG,0.3032413653756561,0.3032413653756561,0,0.1819,watchlist_error: Stale OHLCV for MPC: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,6e-06,0.0,1.0508669026613187e-63,0.0,1.059783,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.490266,0.0,0.0,0.0,,,1.0,0.3032413653756561,0.3032413653756561,n/a,2026-09-03,2026-09-03
UBER,LONG,0.2528665288620834,0.2528665288620834,0,0.1517,watchlist_error: Stale OHLCV for UBER: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,99.0,2e-06,0.0,3.1508922063039435e-41,0.0,38.25228,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.03043,0.0,0.0,0.0,,,1.0,0.2528665288620834,0.2528665288620834,n/a,2026-09-03,2026-09-03
SHAZ,SHORT,0.6048884571814765,0.6048884571814765,0,0.3629,watchlist_error: Stale OHLCV for SHAZ: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.000726,0.0,1007002.2168298323,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,8.1e-05,0.0,0.156351,0.0,0.0,,10.769091,1.0,0.6048884571814765,0.6048884571814765,n/a,2026-09-03,2026-09-03
ANET,SHORT,0.5287244488000934,0.5287244488000934,0,0.3172,watchlist_error: Stale OHLCV for ANET: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,10,1.0,2.2923350412696683e-20,4e-06,3.4e-05,8.240948505964762e-30,3.994446399074516e-11,6.764045,0,2,0.0,0.494695,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.063492,0.379232,0.0,0.0,,4.915185,1.0,0.5287244488000934,0.5287244488000934,n/a,2026-09-03,2026-09-03
BLSH,SHORT,0.5065163738543761,0.5065163738543761,0,0.3039,watchlist_error: Stale OHLCV for BLSH: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.000161,0.0,4.7276043897822083e-07,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.436022,0.0,0.0,,39.265625,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-09-03,2026-09-03
FDX,SHORT,0.4269267043985353,0.4269267043985353,0,0.2562,watchlist_error: Stale OHLCV for FDX: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,0.7,0.0,0.0,1.6e-05,0.0,3.5418960935137034e-53,,0,1,0.0,0.082865,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.474869,0.0,0.0,,4.135205,1.0,0.4269267043985353,0.4269267043985353,n/a,2026-09-03,2026-09-03
LMT,SHORT,0.35663899408504607,0.35663899408504607,0,0.214,watchlist_error: Stale OHLCV for LMT: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.0,0.0,1.6e-05,0.0,3.01403393156292e-45,,0,1,0.0,0.321751,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.516263,0.0,0.0,,2.12,1.0,0.35663899408504607,0.35663899408504607,n/a,2026-09-03,2026-09-03
EEM,SHORT,0.33139023841978976,0.33139023841978976,0,0.1988,watchlist_error: Stale OHLCV for EEM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.26520605695430693,1.4e-05,5.3e-05,1103.0457789625489,4159.202816218468,3.373169,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.080607,0.13901,0.0,0.0,,13.386881,1.0,0.33139023841978976,0.33139023841978976,n/a,2026-09-03,2026-09-03
STM,SHORT,0.3013269086795139,0.3013269086795139,0,0.1808,watchlist_error: Stale OHLCV for STM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,6e-06,0.0,188982.33078158417,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-06,0.0,0.532239,0.0,0.0,,1.386667,1.0,0.3013269086795139,0.3013269086795139,n/a,2026-09-03,2026-09-03
ABVX,SHORT,0.2703054680473784,0.2703054680473784,0,0.1622,watchlist_error: Stale OHLCV for ABVX: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,5.5e-05,0.0,7.219345019205857e-11,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.38698,0.0,0.0,,1.559876,1.0,0.2703054680473784,0.2703054680473784,n/a,2026-09-03,2026-09-03
VLO,SHORT,0.26360149976131986,0.26360149976131986,0,0.1582,watchlist_error: Stale OHLCV for VLO: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,1.1e-05,0.0,83945.8854758424,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.583082,0.0,0.0,,33.0,1.0,0.26360149976131986,0.26360149976131986,n/a,2026-09-03,2026-09-03
ZS,SHORT,0.24052989829007135,0.24052989829007135,0,0.1443,watchlist_error: Stale OHLCV for ZS: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,1.2e-05,0.0,4.406547701545199e-12,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.115167,0.0,0.0,,4.223684,1.0,0.24052989829007135,0.24052989829007135,n/a,2026-09-03,2026-09-03
DRAM,SHORT,0.18515486623833902,0.18515486623833902,0,0.1111,watchlist_error: Stale OHLCV for DRAM: last bar is 4 days old,none,none,,,unknown,,,,,,,,,,,,,,,1,0.7,0.0,0.0,0.0,0.0,136.3527368562091,,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.521977,0.0,0.0,,1.383951,1.0,0.18515486623833902,0.18515486623833902,n/a,2026-09-03,2026-09-03
