ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
DELL,LONG,0.8589608162359177,8.589608162359177,0.0,5.1538,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.770150082278556,25.0,1.0,4.576683189612356,0.002105,0.000145,43740.31385918715,50175.34276393352,9.090138,8.206469,7.0,0.0,0.771988,0.527591,,,,
INTU,LONG,0.8302190005146616,8.302190005146615,0.0,4.9813,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.56,0.0,0.0,0.0,0.0,1.9368141524546032,20.0,1.0,26.235846144301973,0.002241,0.000101,143136.37041100886,30915.949671852944,7.305148,0.331584,4.0,1.0,0.806168,0.468156,,,,
SATS,LONG,0.704207449735605,7.04207449735605,7.94,7.123,poor_rr (1.1:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none,6.1,POSITIVE,structural_breakout,3693185.11,122.87,150.0,85.0,22.11,30.8,242679.0,114514.0,0.472,68776.0,99734.0,188683.0,1.53,0.58,1.0,2.0,1.83,1.0,0.8088944444480269,6.0,1.0,8.682738737546307,0.006662,0.000797,1054097.0739050554,242802.90027543483,3.519953,0.519439,0.0,0.0,0.508175,0.432648,122.84,112.89,133.89,1.11
RBLX,LONG,0.6922320606790436,6.922320606790437,0.0,4.1534,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,2179794.1624799552,12.0,1.0,99.0,0.003816,0.003323,18618.61904823969,0.01570918136812032,10.322581,0.938423,1.0,0.0,0.005014,0.810107,,,,
PDD,LONG,0.6862028072333077,6.862028072333077,4.72,6.727,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended","room_to_target, trend_aligned",9.4,NEGATIVE,flag_breakout,-7469327.47,104.78,130.0,100.0,24.11,4.53,551315.0,467552.0,0.848,290922.0,336700.0,391245.0,0.0,0.51,0.08,1.6,1.53,1.0,5162.011262343699,18.0,1.0,2.6215587802875975,0.003824,0.001618,101552.52287985446,24651.10957177774,1.005562,0.927156,2.0,5.0,0.361288,0.210291,,,,
PL,LONG,0.6688284841247659,6.688284841247659,0.0,4.013,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,668.3256356858157,8.0,1.0,99.0,0.001442,0.00382,76934.36332974899,0.7606906389230847,69.433734,46.4,0.0,0.0,0.146834,0.472702,,,,
TSM,LONG,0.6634799362043745,6.634799362043745,4.78,6.3514,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, support_ema_confluence","room_to_target, trend_aligned",8.0,NEGATIVE,support_ema_confluence,-59026255.09,,400.0,300.0,15.59,13.31,657178.0,893681.0,1.36,509324.0,404868.0,636667.0,0.0,1.0,0.0,1.6,1.65,0.53,214.1773250137512,16.0,1.0,7.283506619413521,0.001201,0.000243,343795.44327066396,103844.20784069572,1.405553,0.511872,1.0,0.0,0.12939,0.374685,,,,
DDOG,LONG,0.6533247320653324,6.533247320653324,0.0,3.9199,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.85,0.0,0.0,0.0,0.0,13.69707608656407,6.0,1.0,99.0,0.000935,0.000402,76329.12858713046,462.06031121076535,2.991797,1.185534,1.0,0.0,0.570349,0.445388,,,,
HPE,LONG,0.644753293280737,6.447532932807371,0.0,3.8685,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.979675014739176,5.0,1.0,99.0,0.001471,0.0,38667.33343545941,0.0,2.763154,,0.0,0.0,0.566916,0.0,,,,
AG,LONG,0.639451945996993,6.3945194599699295,0.0,3.8367,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.47,0.0,0.0,0.0,0.0,1.2200177046314367,3.0,1.0,99.0,0.001398,0.0,187499.9778156682,0.0,22.874152,,2.0,0.0,0.549553,0.0,,,,
XOP,LONG,0.623303752565124,6.23303752565124,0.0,3.7398,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.406106618920844,8.0,1.0,99.0,0.000797,0.0,10384.943473845427,0.0,14.767827,,3.0,0.0,0.696992,0.0,,,,
LUV,LONG,0.5900273319330809,5.900273319330809,0.0,3.5402,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.43,0.0,0.0,0.0,0.0,2769904.320783188,2.0,1.0,99.0,0.000868,0.0,108068.5623503309,0.0,318.118285,,0.0,0.0,0.0,0.0,,,,
OKTA,LONG,0.5829427658418206,5.829427658418206,0.0,3.4977,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,60261.46312125796,15.0,1.0,1.3944226707566185,0.002487,0.003408,372.49745727877587,133.56691091254902,2.54987,1.846308,0.0,1.0,0.506149,0.626186,,,,
GOOGL,LONG,0.5815024750214648,5.815024750214648,0.0,3.489,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.1,0.0,0.0,0.0,0.0,8.969680036291287,11.0,1.0,7.470312573074071,0.000273,3.6e-05,77216.67049759366,27563.92310398104,1.596937,0.193954,4.0,0.0,0.561198,0.182613,,,,
