ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
PDD,LONG,0.5235301714740029,5.23530171474003,0.0,3.1412,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2235.690509967498,28,1.0,1.4323402561956693,1.1e-05,8e-06,12519.90415551718,10085.622598316842,25.858632,1,1,0.470764,0.407344,2.433191,,,,
LMND,LONG,0.5226179476898979,5.226179476898979,4.89,5.2201,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.7,NEUTRAL,retest_and_confirm,,,75.0,50.0,14.13,23.91,77688.0,54060.0,0.696,36409.0,26803.0,68536.0,78.3,0.96,0.0,0.41,1.0,1.4,1.97,0.11,134348019181.86084,3,1.0,0.4543217939391996,0.000228,3e-05,26876.466830244815,118314.67118146486,1.510479,0,0,0.0,0.0,0.312413,,,,
HPQ,LONG,0.5199040651935837,5.199040651935837,0.0,3.1194,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,9.511832847867396,10,1.0,0.18745882233469635,2.8e-05,7.1e-05,144.49771803312618,1156.2356700539888,3.763966,0,0,0.611641,0.350719,3.823282,,,,
WDC,LONG,0.5165972031909984,5.165972031909984,0.0,3.0996,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.478727732730878,14,1.0,1.056900352908148,9e-06,3e-06,19922.03993507739,69114.82199902224,71.989581,1,0,0.46685,0.021565,6.398194,,,,
IREN,LONG,0.5160767331650291,5.160767331650291,0.0,3.0965,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.49463802300662923,7,1.0,99.0,0.000222,0.0,336659.19934825506,0.0,0.449141,1,0,0.53977,0.0,,,,,
FAS,LONG,0.5140047838095239,5.140047838095239,0.0,3.084,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,76135507.70929857,7,1.0,2.6120831907773854e-08,0.000149,8.2e-05,0.00034558331117216963,9922.635094251731,1.150871,1,2,0.181002,0.454939,3.711008,,,,
AXTI,LONG,0.5100093481006991,5.100093481006991,0.0,3.0601,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1.0771678641917966,10,1.0,0.12496819746374838,0.000117,0.000951,138343.9381806188,276758.2892854611,1.007885,0,1,0.149135,0.821633,0.516365,,,,
DPST,LONG,0.5096059793271805,5.096059793271806,0.0,3.0576,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1791.5910623489754,2,1.0,99.0,6.5e-05,0.000189,0.0014643297155191976,8.173347960328058e-07,57.0,0,1,0.0,0.0,,,,,
WIX,LONG,0.5071487304963188,5.071487304963188,0.0,3.0429,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,6575873633903524.0,12,1.0,0.21000071353208002,0.000107,0.000157,6332.94705232582,21540.563042482878,0.608114,1,1,0.0,0.628496,174.373544,,,,
JAZZ,LONG,0.49507173837680857,4.950717383768086,5.36,4.7634,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.4,NEUTRAL,trend_continuation,,,200.0,170.0,0.06,14.95,4830.0,3214.0,0.665,3237.0,2380.0,2427.0,78.3,0.406,2.3,0.1,0.0,1.4,1.53,0.02,4.621377810613305e+25,3,1.0,99.0,3.4e-05,0.0,84950.87074832649,0.0,2.920471,1,0,0.159178,0.0,,,,,
MRVL,LONG,0.49300454305325964,4.930045430532596,0.0,2.958,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.6720209540573042,19,1.0,8.070338448041422,4e-05,6e-06,209939.90126953737,56363.161100683355,1.537215,6,2,0.553249,0.306153,0.524612,,,,
CAT,LONG,0.4869529623868778,4.869529623868778,3.6,4.1948,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned","continuation_pattern, momentum_aligned",3.4,NEUTRAL,unknown,,,800.0,700.0,4.58,8.5,109071.0,119801.0,1.098,84840.0,40687.0,103345.0,90.7,0.421,1.9,0.57,0.33,0.0,0.4,0.4,661163.0790547143,19,1.0,11.623995499313024,5e-06,2e-06,17859.02626644145,3328.8516769393095,3.860533,0,1,0.418366,0.290029,0.825023,,,,
POET,LONG,0.4772707530114805,4.772707530114805,0.0,2.8636,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4.006818353317799,3,1.0,0.24957457808686576,6e-05,0.000198,37098.40377426308,74323.28256075582,0.103746,0,1,0.0,0.344235,2.266304,,,,
C,LONG,0.4731152910396076,4.731152910396076,0.0,2.8387,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.076570660502484,9,1.0,2.5164799531332354,5e-06,2e-06,125243.47024889142,174192.58409960056,7.253575,1,0,0.606899,0.475296,0.75799,,,,
JPM,LONG,0.4696878616338542,4.696878616338542,5.5,5.2784,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.4,NEGATIVE,trend_continuation,-70986228.28,,320.0,250.0,4.64,18.25,334697.0,388414.0,1.16,253363.0,155406.0,314342.0,50.8,0.245,1.96,0.62,1.0,1.4,0.31,0.2,159.38230390376606,14,1.0,10.159061372185928,2e-06,0.0,10467.796677774668,3778.0971829665996,3.138029,1,0,0.150157,0.428877,0.549446,,,,
LYFT,LONG,0.46759631620546316,4.675963162054631,0.0,2.8056,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4170024867.840589,5,1.0,99.0,8.1e-05,5.9e-05,1239.3548816375119,0.0002698261079479382,1.290943,0,0,0.0,0.001652,0.241976,,,,
ARRY,LONG,0.46274423150424887,4.627442315042488,5.41,5.0967,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.8,NEUTRAL,flag_breakout,,,9.0,5.0,16.66,35.19,68226.0,24449.0,0.358,51215.0,0.0,41460.0,82.7,0.938,0.0,0.76,1.0,1.6,1.17,0.87,0.0,1,0.7,99.0,5.7e-05,0.0,39952.359504778084,0.0,16.207407,1,0,0.0,0.0,,,,,
NUAI,LONG,0.4625,4.625,5.94,4.4745,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,1.9,POSITIVE,retest_and_confirm,443040.21,4.96,5.0,2.5,0.89,49.56,194589.0,62481.0,0.321,151500.0,449.0,105121.0,7.0,1.29,0.0,0.72,1.0,1.4,1.82,1.0,0.0,1,1.0,99.0,0.000399,0.0,77605.9919049989,0.0,0.226657,1,0,0.0,0.0,,,,,
SNDK,LONG,0.45914679996818886,4.591467999681889,0.0,2.7549,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1.5698801234121071,20,1.0,0.47926274313145995,8e-06,1.5e-05,84216.53656890642,175721.0168657031,3.192652,0,0,0.74693,0.787998,1.430704,,,,
MP,LONG,0.4447195354510876,4.447195354510876,5.83,5.6726,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,8.5,NEGATIVE,retest_and_confirm,-447193.4,60.12,70.0,50.0,16.4,16.86,208255.0,186833.0,0.897,149669.0,42645.0,202774.0,41.8,0.717,1.84,0.18,0.24,1.4,1.92,0.25,1.0861742047041973,7,1.0,38.75770755064168,7.2e-05,1.8e-05,80341.33789501154,12437.47522322404,0.560257,2,0,0.534087,0.0,0.132497,,,,
TTWO,LONG,0.43611199569824705,4.361119956982471,0.0,2.6167,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1.4289999673035707e+17,10,1.0,8.297436825422656e-12,2.1e-05,0.000284,8.227278260254296e-07,66102.96997619474,29.388758,0,1,0.0,0.0,9.708077,,,,
ASML,LONG,0.43435814238687787,4.343581423868779,0.0,2.6061,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,27.31840243411051,21,1.0,0.9002166104037407,5e-06,7e-06,118860.09736629625,120031.81536596897,0.865003,5,6,0.600436,0.488344,1.527608,,,,
APA,LONG,0.4299631430381815,4.299631430381815,0.0,2.5798,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,420916371.69274163,6,1.0,99.0,1.9e-05,4.8e-05,5205.311820983592,0.004572726868251583,2.993042,0,0,0.478479,0.001352,1.02335,,,,
BX,LONG,0.4209048664819141,4.209048664819141,0.0,2.5254,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3154829.5945718507,22,1.0,73.55466861093741,3e-05,4e-06,27108.73127452548,1253.0773107130985,0.21383,1,2,0.324558,0.48984,7.691045,,,,
ENPH,LONG,0.4097753768907699,4.097753768907699,3.47,4.3899,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_continuation","room_to_target, trend_aligned",6.5,NEGATIVE,trend_continuation,-2000507.33,32.49,50.0,30.0,53.87,7.68,186702.0,149741.0,0.802,108108.0,86430.0,141905.0,85.3,0.878,0.0,0.27,0.01,1.4,1.09,0.7,17.354414132435988,2,1.0,99.0,4.1e-05,0.0,34571.74969463712,0.0,1.60937,0,0,0.054483,0.0,,,,,
RELY,LONG,0.404838348255422,4.04838348255422,0.0,2.429,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,7401406.081958145,3,1.0,99.0,2.1e-05,7.1e-05,52040.00778117854,0.005054388231979836,2.37037,0,0,0.0,0.304456,5.672811,,,,
SQQQ,LONG,0.3947245952380953,3.947245952380953,0.0,2.3683,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15.275360009044261,3,1.0,99.0,0.0,0.0,52035.05954598799,0.0,159.606625,1,0,0.457811,0.0,,,,,
BMNR,LONG,0.3937827675714727,3.937827675714727,0.0,2.3627,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1.0727141587908473,5,1.0,1.221568519899821,6.3e-05,5.1e-05,168599.8381056443,207028.71188855323,0.890049,0,0,0.420765,0.416516,0.642958,,,,
DAVE,SHORT,0.8085015978631753,8.085015978631754,0.0,4.851,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,9469436612.634056,19,1.0,1.8313175282297294e-08,0.000938,0.000501,0.0008952515667600367,105918.91892473343,2.856607,2,1,0.120377,0.435115,15.628246,,,,
SVIX,SHORT,0.7690514683231138,7.690514683231138,2.79,6.0623,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.9,NEUTRAL,ema_rally,,,19.0,14.0,1.47,25.23,46178.0,42226.0,0.914,41529.0,18529.0,28346.0,49.4,0.622,0.0,0.38,0.82,1.2,0.39,0.0,14086359.891024489,3,1.0,0.0,0.0,0.000386,0.0,19696.80642905909,,0,2,0.0,0.003554,11.29965,,,,
WIX,SHORT,0.7306865940823374,7.306865940823374,0.0,4.3841,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,6575873633903524.0,12,1.0,0.21000071353208002,0.000107,0.000157,6332.94705232582,21540.563042482878,0.608114,1,1,0.0,0.628496,174.373544,,,,
POET,SHORT,0.7292569304761904,7.292569304761905,4.56,5.8143,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, resistance_ema_confluence, room_to_target",trend_aligned,4.0,POSITIVE,resistance_ema_confluence,2441467.19,,10.0,5.0,45.24,27.38,714550.0,79065.0,0.111,217018.0,3296.0,573301.0,70.4,1.029,0.0,0.57,0.94,1.6,1.01,0.44,4.006818353317799,3,1.0,0.24957457808686576,6e-05,0.000198,37098.40377426308,74323.28256075582,0.103746,0,1,0.0,0.344235,2.266304,,,,
TTWO,SHORT,0.6637615465684172,6.637615465684172,2.46,5.1168,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.3,NEUTRAL,ema_rally,,,290.0,185.0,36.33,13.03,82876.0,65198.0,0.787,34415.0,45882.0,67777.0,95.3,0.451,0.0,0.12,1.0,1.2,0.06,0.07,1.4289999673035707e+17,10,1.0,8.297436825422656e-12,2.1e-05,0.000284,8.227278260254296e-07,66102.96997619474,29.388758,0,1,0.0,0.0,9.708077,,,,
W,SHORT,0.6591052085714286,6.591052085714287,4.24,5.0675,price_validation_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",2.5,NEUTRAL,ema_rally,,,92.5,75.0,21.05,1.85,72066.0,77529.0,1.076,69147.0,13787.0,66661.0,93.2,0.867,1.51,0.8,0.58,1.2,0.13,0.01,539186631.0951968,13,1.0,99.0,0.000101,0.000241,0.0002829718841230282,3.4176238186206936e-11,1.812352,1,2,0.000136,0.250996,2.388663,,,,
AXTI,SHORT,0.6534925074483113,6.534925074483113,4.38,5.2415,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.3,POSITIVE,bounce_and_fail,2166012.34,58.77,60.0,50.0,1.57,15.35,179954.0,71021.0,0.395,177831.0,15292.0,57852.0,97.4,1.907,0.0,0.81,1.0,1.0,1.32,0.25,1.0771678641917966,10,1.0,0.12496819746374838,0.000117,0.000951,138343.9381806188,276758.2892854611,1.007885,0,1,0.149135,0.821633,0.516365,,,,
FAS,SHORT,0.650562800442662,6.505628004426621,0.0,3.9034,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,76135507.70929857,7,1.0,2.6120831907773854e-08,0.000149,8.2e-05,0.00034558331117216963,9922.635094251731,1.150871,1,2,0.181002,0.454939,3.711008,,,,
EAT,SHORT,0.6211747198937296,6.211747198937296,2.47,4.9669,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.6,NEUTRAL,bounce_and_fail,,,160.0,40.0,0.14,74.97,6261.0,13414.0,2.142,8562.0,120.0,10993.0,93.7,0.583,0.0,0.23,1.0,1.0,0.22,0.02,83456696722.93594,7,1.0,0.22590549761296486,8e-06,6.9e-05,38827.389202825354,28645.74612916741,4.428571,0,1,0.0,0.244838,3.790753,,,,
SOXS,SHORT,0.6190896727925758,6.190896727925757,0.0,3.7145,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,482381.2272620212,3,1.0,2.555259742445649,0.00035,0.000113,15656.155329866853,12254.061745505594,99.905556,0,1,4e-06,0.0,66.444444,,,,
UPST,SHORT,0.6095370908863986,6.095370908863986,0.0,3.6572,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.239906600986828,9,1.0,2.0555554147900836,0.000131,7.1e-05,62537.25942278297,24338.82695560192,3.314119,0,0,0.663,0.633471,4.289907,,,,
BAX,SHORT,0.6061829094024487,6.061829094024487,5.19,5.5279,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,4.7,NEUTRAL,ema_rally,,,20.0,15.0,13.54,14.85,63229.0,31207.0,0.494,23625.0,11649.0,59162.0,92.0,0.553,1.64,0.75,0.9,1.2,0.7,0.0,5.45319744299545e+31,2,1.0,0.0,0.0,7.1e-05,0.0,191932.17740168798,,0,0,0.0,0.0,23.022574,,,,
EWI,SHORT,0.6000000000000001,6.000000000000001,0.0,3.6,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.000318,0.0,174035.23419773826,,0,0,0.0,0.0,592.285714,,,,
HPQ,SHORT,0.5805846810623791,5.805846810623791,4.23,4.8519,price_validation_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",3.4,POSITIVE,ema_rally,2966455.19,19.2,20.0,18.0,4.17,6.25,175856.0,169593.0,0.964,163170.0,52761.0,129518.0,84.7,0.469,1.51,0.81,0.36,1.2,0.34,0.0,9.511832847867396,10,1.0,0.18745882233469635,2.8e-05,7.1e-05,144.49771803312618,1156.2356700539888,3.763966,0,0,0.611641,0.350719,3.823282,,,,
RELY,SHORT,0.5506135143957125,5.506135143957125,0.0,3.3037,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7401406.081958145,3,1.0,99.0,2.1e-05,7.1e-05,52040.00778117854,0.005054388231979836,2.37037,0,0,0.0,0.304456,5.672811,,,,
GSAT,SHORT,0.5373571598339604,5.373571598339604,0.0,3.2241,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,53270.543664743316,3,1.0,99.0,7e-06,7.8e-05,780.5994710141094,0.5306054110554874,1.144263,0,0,1.9e-05,0.0,7.709447,,,,
