ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,bearish_vol_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
COIN,LONG,0.2535325924728124,2.535325924728124,4.75,3.9927,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.5,NEGATIVE,ema_pullback,-621396.46,193.18,300.0,125.0,55.14,35.36,664438.0,509739.0,0.767,418983.0,263539.0,491655.0,79.8,0.728,1,1.0,99.0,1.3e-05,0.0,8.879126297281351e-05,0.0,5.655172,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.587114,0.0,0.0,0.0,False,,1.54,0.99,0.55,1.2,0.37,0.1,False,default,2.5,False,1.0,0.2535325924728124,0.2535325924728124,n/a,2026-05-07,2026-05-07,,,,
INTU,LONG,0.24355550082582259,2.435555008258226,4.73,3.8168,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.9,NEUTRAL,retest_and_confirm,,,500.0,300.0,22.47,26.52,69288.0,58753.0,0.848,34626.0,36669.0,56746.0,95.7,0.635,1,1.0,99.0,7e-06,0.0,752098.1036457352,0.0,1.935484,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.275158,0.0,0.0,0.0,False,,0.0,0.8,1.0,1.4,1.46,0.07,False,default,2.5,False,1.0,0.24355550082582259,0.24355550082582259,n/a,2026-05-07,2026-05-07,,,,
IWM,LONG,0.24229551800837937,2.4229551800837936,0.0,1.4538,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,8,1.0,0.09946893820759362,5e-06,8.7e-05,1134.4145788600142,1629.2445508286198,20.889737,0,0,0.0,0.656277,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.303506,0.304171,0.0,0.0,False,4.891889,,,,,,,,,,,,,,,,,,,,
NEM,LONG,0.20941413336108144,2.0941413336108146,4.8,4.0871,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",8.0,NEGATIVE,support_ema_confluence,-2312490.03,114.64,120.0,100.0,4.58,12.85,311679.0,228713.0,0.734,74338.0,169577.0,296477.0,46.4,0.454,1,1.0,99.0,1.1e-05,0.0,1000100.3644987732,0.0,1.496307,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.44699,0.0,0.0,0.0,False,,0.0,0.8,1.0,1.6,1.19,0.22,False,default,2.5,False,1.0,0.20941413336108144,0.20941413336108144,n/a,2026-05-07,2026-05-07,,,,
CRDO,LONG,0.19585439760112627,1.9585439760112626,0.0,1.1751,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,99.0,7e-06,4.2e-05,0.0006314329043178906,2.456438541056765e-13,1.539295,0,0,0.0,0.041926,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.037393,0.603376,0.0,0.0,False,2.403081,,,,,,,,,,,,,,,,,,,,
GOOGL,LONG,0.1823671796490161,1.823671796490161,0.0,1.0942,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,0.0,0.0,44080.64069776885,0.04158738811401829,1.987624,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.243817,0.556235,0.0,0.0,False,20.846715,,,,,,,,,,,,,,,,,,,,
TTD,LONG,0.1714125866586858,1.714125866586858,0.0,1.0285,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,5.444680143945187e-08,3e-05,6.8e-05,1.9839862415102129e-13,1.8219493056139628e-06,1.745955,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.373217,0.170268,0.0,0.0,False,2.801737,,,,,,,,,,,,,,,,,,,,
CRM,LONG,0.16299675060681257,1.6299675060681258,0.0,0.978,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,1.7080961488469621,5e-06,4e-06,2.5211013530835093e-27,7.379857845781575e-28,1.52203,0,1,0.0,0.37078,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.216541,0.391769,0.0,0.0,False,1.782529,,,,,,,,,,,,,,,,,,,,
C,LONG,0.16234962869181851,1.623496286918185,6.34,3.8537,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.7,POSITIVE,trend_continuation,43074373.25,129.34,140.0,100.0,8.21,22.71,838355.0,740037.0,0.883,494954.0,352995.0,730443.0,39.7,0.31,1,1.0,99.0,1e-06,0.0,231238.4075646243,0.0,1.577479,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.476331,0.0,0.0,0.0,False,,1.76,0.83,0.51,1.4,1.37,0.46,False,sustained_trend,5.0,False,1.0,0.16234962869181851,0.16234962869181851,n/a,2026-05-07,2026-05-07,,,,
HWM,LONG,0.14443905814566668,1.4443905814566669,7.08,3.9462,weak_relative_strength (-2.1% vs SPY),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.5,NEUTRAL,trend_continuation,,,280.0,220.0,4.95,17.54,28843.0,33075.0,1.147,29647.0,15166.0,17105.0,42.6,0.362,1,1.0,99.0,3e-06,0.0,5.536072547770173e-05,0.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.040064,0.0,0.0,0.0,False,,1.76,0.57,1.0,1.4,1.35,1.0,False,sustained_trend,5.0,False,1.0,0.14443905814566668,0.14443905814566668,n/a,2026-05-07,2026-05-07,,,,
GFS,SHORT,0.5121154964992569,5.121154964992569,3.79,4.7976,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, shooting_star_at_resistance","not_extended, trend_aligned",5.5,NEUTRAL,unknown,,,90.0,45.0,25.7,37.15,52785.0,25931.0,0.491,24075.0,33151.0,21490.0,89.5,0.682,3,1.0,0.31011287618317057,1e-05,4.9e-05,923.9362725802227,1489.6773780436201,1238.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.705392,0.725084,0.0,0.0,False,480.297468,0.0,0.0,1.0,1.2,0.73,0.86,True,default,2.5,False,1.0,0.5121154964992569,0.5121154964992569,n/a,2026-05-07,2026-05-07,,,,
NTRA,SHORT,0.5114994530821066,5.1149945308210665,0.0,3.069,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,8.9e-05,7.3e-05,9923.951242150668,5.3471014736877465e-27,8.064516,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.380767,0.426481,0.0,0.0,False,104.565217,,,,,,,,,,,,,,,,,,,,
INDV,SHORT,0.48578516736782085,4.8578516736782085,2.79,4.3859,price_validation_failed,"bounce_and_fail, momentum_aligned, room_to_target","confirmation_volume, not_extended, trend_aligned",5.6,NEUTRAL,bounce_and_fail,,,40.0,25.0,0.59,37.13,18809.0,4194.0,0.223,3508.0,461.0,19034.0,13.4,0.43,1,0.7,0.0,0.0,0.000161,0.0,0.0034951518921425588,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.419178,0.0,0.0,False,294.294118,0.0,0.0,1.0,1.0,0.63,0.16,True,default,2.5,False,1.0,0.48578516736782085,0.48578516736782085,n/a,2026-05-07,2026-05-07,,,,
NAMS,SHORT,0.48578516736782085,4.8578516736782085,2.39,4.3059,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",5.8,NEUTRAL,unknown,,,35.0,30.0,2.68,11.98,4572.0,8964.0,1.961,5012.0,926.0,7598.0,14.6,0.602,1,0.7,0.0,0.0,0.000225,0.0,7.465462747160371e-06,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.493394,0.0,0.0,False,333.333333,0.0,0.36,1.0,0.0,0.03,1.0,False,default,2.5,False,1.0,0.48578516736782085,0.48578516736782085,n/a,2026-05-07,2026-05-07,,,,
MTSI,SHORT,0.46693200657793243,4.669320065779324,0.0,2.8016,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,0.7,1.299709307309328,3.3e-05,2.5e-05,111.69242624567153,85.93646719118937,52.875,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.419099,0.445556,0.0,0.0,False,205.125,,,,,,,,,,,,,,,,,,,,
LYV,SHORT,0.4617624489447956,4.617624489447956,0.0,2.7706,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,99.0,3.2e-05,4.9e-05,340.00246847322745,3.6715255497005126e-19,34.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.571144,0.340602,0.0,0.0,False,351.886905,,,,,,,,,,,,,,,,,,,,
AAL,SHORT,0.451739542396789,4.51739542396789,3.0,4.6187,price_validation_failed,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned",7.3,POSITIVE,bounce_and_fail,1958200.08,13.1,15.0,10.0,14.5,23.66,1036949.0,1779160.0,1.716,534525.0,804658.0,1476926.0,42.1,0.489,1,1.0,0.0,0.0,0.000134,0.0,1013721.5193268203,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,8e-06,0.0,0.071267,0.0,0.0,False,2.564457,0.0,0.19,1.0,1.0,0.27,0.54,False,default,2.5,False,1.0,0.451739542396789,0.451739542396789,n/a,2026-05-07,2026-05-07,,,,
BWXT,SHORT,0.41479813438869023,4.147981343886903,7.06,5.472,poor_rr (0.6:1),"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.4,NEUTRAL,unknown,,,230.0,190.0,12.2,7.32,11989.0,7246.0,0.604,9176.0,1282.0,8777.0,51.0,0.477,1,1.0,0.0,0.0,3.3e-05,0.0,1.99693216671952e-21,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.497084,0.0,0.0,False,18.56,1.72,0.54,1.0,1.6,1.84,0.36,False,default,2.5,False,1.0,0.41479813438869023,0.41479813438869023,n/a,2026-05-07,2026-05-07,205.0,229.6,190.0,0.61
URA,SHORT,0.4119823293456349,4.119823293456349,4.66,5.2179,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,8.8,NEGATIVE,trend_continuation,-3471816.64,56.47,60.0,50.0,6.25,11.46,186906.0,142699.0,0.763,31406.0,121553.0,176646.0,36.5,0.536,1,1.0,0.0,0.0,0.000331,0.0,6.783026265947182e-30,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.148329,0.0,0.0,False,18.164502,0.0,0.71,1.0,1.4,0.89,0.66,False,default,2.5,False,1.0,0.4119823293456349,0.4119823293456349,n/a,2026-05-07,2026-05-07,,,,
DASH,SHORT,0.40027230301823785,4.002723030182379,5.37,4.7524,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,5.7,NEUTRAL,trend_continuation,,,210.0,150.0,21.28,13.37,118173.0,71631.0,0.606,54701.0,48738.0,86365.0,64.3,0.566,2,1.0,0.0,0.0,4.1e-05,0.0,3.4271620674637044e-15,,0,1,0.0,5e-06,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.611385,0.0,0.0,False,2.102173,0.0,0.89,1.0,1.4,1.08,1.0,False,default,2.5,False,1.0,0.40027230301823785,0.40027230301823785,n/a,2026-05-07,2026-05-07,,,,
KORU,SHORT,0.3868563276070909,3.8685632760709088,2.68,3.9583,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",6.1,NEUTRAL,bounce_and_fail,,,1100.0,600.0,40.94,23.13,10360.0,16490.0,1.592,15507.0,7230.0,4113.0,72.8,1.498,12,1.0,0.03208112047373232,0.001767,0.002789,71.11445546999845,2216.707347495116,163.375,6,0,0.688886,0.784239,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,4e-06,0.561427,0.651335,0.0,0.0,False,,0.0,0.0,1.0,1.0,0.48,0.2,True,default,2.5,False,1.0,0.3868563276070909,0.3868563276070909,n/a,2026-05-07,2026-05-07,,,,
RGTI,SHORT,0.3866800527916488,3.866800527916488,4.16,4.3614,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.9,POSITIVE,trend_continuation,555224.18,18.43,20.0,14.0,8.78,23.85,367233.0,369903.0,1.007,286271.0,185083.0,265782.0,51.8,1.001,2,1.0,0.0,0.0,0.000157,0.0,95837.0637495212,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,5e-06,0.0,0.160774,0.0,0.0,False,5.41248,0.0,0.73,0.78,1.4,1.05,0.2,False,default,2.5,False,1.0,0.3866800527916488,0.3866800527916488,n/a,2026-05-07,2026-05-07,,,,
IWM,SHORT,0.3783554961237692,3.7835549612376917,3.47,4.7328,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",9.0,NEGATIVE,bounce_and_fail,-122749503.79,282.56,300.0,250.0,6.17,11.53,2700291.0,7741769.0,2.867,3147416.0,2734021.0,4560623.0,43.8,0.214,8,1.0,0.09946893820759362,5e-06,8.7e-05,1134.4145788600142,1629.2445508286198,20.889737,0,0,0.0,0.656277,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.303506,0.304171,0.0,0.0,False,4.891889,0.0,0.31,1.0,1.0,0.87,0.29,False,default,2.5,False,1.0,0.3783554961237692,0.3783554961237692,n/a,2026-05-07,2026-05-07,,,,
SPX,SHORT,0.375,3.75,0.0,2.25,error: No OHLCV data returned for ticker=SPX,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,697298.236367855,,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.4252,0.0,0.0,False,7.488372,,,,,,,,,,,,,,,,,,,,
AMZN,SHORT,0.3701876133698396,3.701876133698396,0.0,2.2211,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,8,1.0,1.217666844409639,1e-06,1e-06,197.98562311369525,97.5565479290115,7.17842,0,0,0.639246,0.787423,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.576031,0.563413,0.0,0.0,False,10.75052,,,,,,,,,,,,,,,,,,,,
DVN,SHORT,0.34190416818865754,3.4190416818865756,0.0,2.0514,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,0.13099870179583023,5.3e-05,1.9e-05,3598.905598647639,13736.417038150354,4.212394,1,1,0.0,0.489127,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.31465,0.20071,0.0,0.0,False,9.400837,,,,,,,,,,,,,,,,,,,,
QCOM,SHORT,0.33522169132399887,3.352216913239989,2.65,3.6111,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target","continuation_pattern, not_extended, trend_aligned",5.7,NEGATIVE,unknown,-7951881.94,,210.0,120.0,2.71,41.31,516794.0,343556.0,0.665,302600.0,226625.0,331125.0,100.0,0.623,1,1.0,0.0,0.0,6e-06,0.0,868128.0991141096,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.0,0.194306,0.0,0.0,False,14.0,0.0,0.0,1.0,0.0,0.65,1.0,True,default,2.5,False,1.0,0.33522169132399887,0.33522169132399887,n/a,2026-05-07,2026-05-07,,,,
EWY,SHORT,0.32894047316209285,3.2894047316209285,2.71,3.8977,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",7.2,NEGATIVE,bounce_and_fail,-177615.94,,200.0,120.0,12.64,32.41,313420.0,305622.0,0.975,234746.0,258983.0,125313.0,73.0,0.52,2,1.0,0.0,0.0,2.8e-05,0.0,1406.4955117541206,,0,0,0.0,0.491934,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.260642,0.0,0.0,False,5.003409,0.0,0.0,1.0,1.0,0.41,0.3,True,default,2.5,False,1.0,0.32894047316209285,0.32894047316209285,n/a,2026-05-07,2026-05-07,,,,
MCHP,SHORT,0.3206093100908893,3.206093100908893,2.65,3.698,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",6.5,NEGATIVE,bounce_and_fail,-5182.66,,120.0,62.5,19.01,38.02,250960.0,125043.0,0.498,50025.0,187863.0,138115.0,99.9,0.629,1,1.0,0.0,0.0,8e-06,0.0,18444.44897165412,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.423783,0.0,0.0,False,5.685279,0.0,0.0,1.0,1.0,0.42,0.23,True,default,2.5,False,1.0,0.3206093100908893,0.3206093100908893,n/a,2026-05-07,2026-05-07,,,,
NVTS,SHORT,0.3183504865806541,3.1835048658065412,0.0,1.9101,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,8.130015818526132e-10,0.000204,9.6e-05,6.915527981814519e-13,0.0008506167929041269,4.884892,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.417933,0.000937,0.0,0.0,False,46.237805,,,,,,,,,,,,,,,,,,,,
GDX,SHORT,0.31319221599999997,3.13192216,6.07,5.227,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,9.2,NEGATIVE,retest_and_confirm,-1442048.27,92.91,100.0,75.0,7.63,19.28,947934.0,1019707.0,1.076,429389.0,576492.0,961760.0,50.0,0.445,1,1.0,0.0,0.0,0.0,0.0,335980.73234204383,,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.59503,0.0,0.0,False,2.091062,1.71,0.86,1.0,1.4,0.6,0.5,False,default,2.5,False,1.0,0.31319221599999997,0.31319221599999997,n/a,2026-05-07,2026-05-07,,,,
ANET,SHORT,0.308845474023338,3.08845474023338,0.0,1.8531,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,4,1.0,99.0,1.4e-05,7e-06,28755.174498780685,54.76487553470379,23.891172,0,0,0.0,0.000235,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.039084,0.431896,0.0,0.0,False,47.045886,,,,,,,,,,,,,,,,,,,,
INTC,SHORT,0.30086956014760524,3.0086956014760524,2.66,3.0223,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",3.6,POSITIVE,bounce_and_fail,72920810.66,109.7,120.0,35.0,9.31,68.12,2912862.0,3308356.0,1.136,1866210.0,1587686.0,2767322.0,99.0,0.822,1,1.0,0.0,0.0,4e-06,0.0,1769129.2983353944,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.0,0.354102,0.0,0.0,False,5.497271,0.0,0.0,1.0,1.0,0.43,0.23,True,default,2.5,False,1.0,0.30086956014760524,0.30086956014760524,n/a,2026-05-07,2026-05-07,,,,
TDG,SHORT,0.2937516782502777,2.937516782502777,3.12,3.7248,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.6,NEUTRAL,ema_rally,,,1380.0,1070.0,11.09,13.87,2548.0,4618.0,1.812,4973.0,815.0,1378.0,57.3,0.289,1,0.7,0.0,0.0,9e-06,0.0,0.0018490776794317465,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.518564,0.0,0.0,False,,0.0,0.52,1.0,1.2,0.34,0.06,False,default,2.5,False,1.0,0.2937516782502777,0.2937516782502777,n/a,2026-05-07,2026-05-07,,,,
SCHW,SHORT,0.28913321445631585,2.8913321445631586,0.0,1.7348,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,2.552752470732104e-10,4e-06,3e-06,2.113063512594734e-20,8.277588747132731e-11,2.686667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.435781,0.350784,0.0,0.0,False,3.177936,,,,,,,,,,,,,,,,,,,,
CRDO,SHORT,0.2861718350809203,2.8617183508092032,3.52,3.4869,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.0,NEUTRAL,bounce_and_fail,,,200.0,100.0,6.71,46.65,118309.0,96601.0,0.817,78907.0,53606.0,82397.0,84.2,1.029,3,1.0,99.0,7e-06,4.2e-05,0.0006314329043178906,2.456438541056765e-13,1.539295,0,0,0.0,0.041926,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.037393,0.603376,0.0,0.0,False,2.403081,0.0,0.47,1.0,1.0,0.96,0.09,False,default,2.5,False,1.0,0.2861718350809203,0.2861718350809203,n/a,2026-05-07,2026-05-07,,,,
CRWV,SHORT,0.26625063223526596,2.6625063223526597,3.59,3.1683,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,3.8,POSITIVE,bounce_and_fail,40702403.71,127.9,150.0,35.0,17.29,72.63,1071972.0,902051.0,0.841,710533.0,514151.0,749339.0,75.4,0.988,1,1.0,0.0,0.0,1e-05,0.0,472636.39163091057,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.015695,0.0,0.0,False,2.198529,0.0,0.43,1.0,1.0,0.83,0.34,False,default,2.5,False,1.0,0.26625063223526596,0.26625063223526596,n/a,2026-05-07,2026-05-07,,,,
TTD,SHORT,0.26282691857502705,2.6282691857502707,5.6,3.6541,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,3.3,POSITIVE,trend_continuation,1212639.31,24.51,30.0,20.0,22.55,18.3,621717.0,348397.0,0.56,230735.0,226236.0,513143.0,98.6,0.966,3,1.0,5.444680143945187e-08,3e-05,6.8e-05,1.9839862415102129e-13,1.8219493056139628e-06,1.745955,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.373217,0.170268,0.0,0.0,False,2.801737,1.58,0.69,0.93,1.4,0.52,0.48,False,default,2.5,False,1.0,0.26282691857502705,0.26282691857502705,n/a,2026-05-07,2026-05-07,,,,
MU,SHORT,0.2582031784952372,2.582031784952372,3.12,3.487,price_validation_failed,"confirmation_volume, room_to_target, shooting_star_at_resistance","momentum_aligned, not_extended, trend_aligned",6.3,NEGATIVE,unknown,-2756017.78,643.2,700.0,300.0,8.98,53.29,1348253.0,1607859.0,1.193,979318.0,740447.0,1236347.0,95.7,0.797,1,1.0,0.0,0.0,1e-06,0.0,499103.6737622898,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.511218,0.0,0.0,False,26.933333,0.0,0.0,1.0,1.2,0.47,0.44,True,default,2.5,False,1.0,0.2582031784952372,0.2582031784952372,n/a,2026-05-07,2026-05-07,,,,
AAPL,SHORT,0.25303351042368155,2.5303351042368156,0.0,1.5182,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,4,1.0,99.0,1e-06,0.0,24796.88632098316,0.0020123244489757973,3.787645,1,0,0.175427,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.380097,0.569249,0.0,0.0,False,9.387597,,,,,,,,,,,,,,,,,,,,
XLE,SHORT,0.24988399428571428,2.498839942857143,4.91,3.9024,price_validation_failed,"confirmation_volume, consolidation_breakdown, momentum_aligned, not_extended, room_to_target",trend_aligned,5.9,NEGATIVE,unknown,-75601456.53,,60.0,55.0,7.32,1.62,1880459.0,3068680.0,1.632,623201.0,1685103.0,2640835.0,66.0,0.253,1,0.7,0.0,0.0,0.0,0.0,154357.63539044908,,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.382285,0.0,0.0,False,1.53821,0.0,0.59,1.0,1.2,1.67,0.45,False,consolidation_break,3.0,False,1.0,0.24988399428571428,0.24988399428571428,n/a,2026-05-07,2026-05-07,,,,
GOOGL,SHORT,0.2487577281613053,2.4875772816130532,0.0,1.4925,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,0.0,0.0,44080.64069776885,0.04158738811401829,1.987624,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.243817,0.556235,0.0,0.0,False,20.846715,,,,,,,,,,,,,,,,,,,,
CRM,SHORT,0.2373264280599196,2.373264280599196,0.0,1.424,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,1.7080961488469621,5e-06,4e-06,2.5211013530835093e-27,7.379857845781575e-28,1.52203,0,1,0.0,0.37078,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.216541,0.391769,0.0,0.0,False,1.782529,,,,,,,,,,,,,,,,,,,,
BE,SHORT,0.23156233903742798,2.31562339037428,0.0,1.3894,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,5,0.7,0.44237422785511005,4.2e-05,1.5e-05,382.4403087493193,1296.7764101119128,11.588401,0,0,0.381491,0.019689,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.11495,0.013037,0.0,0.0,False,6.721591,,,,,,,,,,,,,,,,,,,,
