ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio
CIEN,LONG,0.32300282840632566,3.2300282840632564,5.52,4.351,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.4,NEUTRAL,ema_pullback,,,600.0,480.0,14.62,8.31,38191.0,34994.0,0.916,37129.0,18019.0,18037.0,83.9,0.861,2.3,0.16,0.0,1.2,1.86,0.0,3,1.0,99.0,3.3e-05,1e-05,1.2353091640853238e-06,1.1296520608275542e-11,22.028571,8.272727,1,0,0.464773,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.613022,0.444494,0.0,0.0,,,,
CHTR,LONG,0.3222552553385742,3.222552553385742,3.49,4.1183,price_validation_failed,"confirmation_volume, room_to_target, trend_continuation","momentum_aligned, not_extended, trend_aligned",7.3,NEUTRAL,trend_continuation,,,400.0,160.0,115.3,13.88,74726.0,64151.0,0.858,31989.0,32674.0,74214.0,56.5,0.491,0.0,0.0,1.0,1.4,0.09,1.0,1,1.0,99.0,1.2e-05,0.0,19142.037998572265,0.0,9.605405,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.52301,0.0,0.0,0.0,,,,
XPEV,LONG,0.31996390321961754,3.1996390321961754,0.0,1.9198,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,99.0,5.6e-05,4.1e-05,4.2660641164106036e-13,1.4011941805854682e-22,6.849105,16.983051,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.6571,0.171373,0.0,0.0,,,,
SMH,LONG,0.301729671536331,3.01729671536331,0.0,1.8104,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,1.2e-05,0.0,612057.7411938339,0.0,239.5,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6e-06,0.0,0.509444,0.0,0.0,0.0,,,,
HUT,LONG,0.2955415233368789,2.9554152333687886,5.49,4.5847,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",7.3,NEUTRAL,trend_continuation,,,100.0,35.0,24.83,56.31,146414.0,84187.0,0.575,85252.0,57596.0,87753.0,54.3,1.04,2.38,0.0,0.04,1.4,1.35,0.32,1,1.0,99.0,0.00015,0.0,5.49670403678465e-08,0.0,2.684549,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459926,0.0,0.0,0.0,,,,
NVDA,LONG,0.2902491967379641,2.902491967379641,7.41,4.0942,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, room_to_target, trend_aligned",not_extended,2.1,POSITIVE,flag_breakout,64964.44,209.63,210.0,150.0,0.13,28.48,8358444.0,7057590.0,0.844,3744753.0,3693596.0,7977685.0,69.0,0.445,2.17,0.0,1.0,1.6,1.82,0.81,2,1.0,99.0,1e-06,0.0,1098236.0339368135,0.0,3.613197,,0,0,0.405032,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.490434,0.0,0.0,0.0,,,,
GOOGL,LONG,0.28309373971957574,2.8309373971957577,7.34,4.0175,"wall_proximity (1.8%, 0.8 ATR to call wall)","confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,2.0,POSITIVE,flag_breakout,688512632.22,343.59,350.0,300.0,1.82,12.73,1542596.0,1299529.0,0.842,742096.0,628768.0,1471261.0,69.5,0.368,2.38,0.18,1.0,1.6,1.8,0.38,3,1.0,2.419142073894171,2e-06,1e-06,1469325.2819325104,1214749.0614863227,50.5,1.199234,0,0,0.492074,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.526899,0.482822,0.0,0.0,,,,
APLD,LONG,0.26479697628882004,2.6479697628882004,0.0,1.5888,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.819309185728178e-09,0.000198,0.000265,1.2641286846089207e-06,112.09560581437421,2.480984,4.821407,1,0,0.0,0.584186,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.410047,0.3847,0.0,0.0,,,,
AAOI,LONG,0.25087970579358165,2.5087970579358165,7.4,4.7344,poor_rr (1.9:1),"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,6.3,NEGATIVE,retest_and_confirm,-74465.73,163.7,200.0,20.0,22.18,87.78,131190.0,120124.0,0.916,122488.0,54221.0,74605.0,97.0,1.595,2.46,0.44,1.0,1.4,1.52,0.57,2,1.0,22.16770828212151,9.3e-05,5.6e-05,2750.3470345034902,124.06997599845151,2.752688,311.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.233146,0.123647,0.0,0.0,163.69,144.05,200.0,1.85
VRT,LONG,0.24915038041291343,2.491503804129134,0.0,1.4949,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,3e-06,8e-06,1041.5175329261092,0.0002958008583559471,182.958333,4.735915,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.003145,0.162898,0.0,0.0,,,,
MSFT,LONG,0.24802900107324782,2.480290010732478,5.61,4.2231,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.5,NEGATIVE,trend_continuation,-158759647.26,,450.0,400.0,7.18,4.73,2683112.0,1291002.0,0.481,1159777.0,836833.0,1977504.0,99.5,0.383,2.16,0.16,1.0,1.4,0.76,0.13,1,1.0,99.0,0.0,0.0,1569.5019090758708,0.0,2.395833,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.29198,0.0,0.0,0.0,,,,
QBTS,LONG,0.2450125485815654,2.4501254858156543,5.69,4.3121,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.9,NEGATIVE,ema_pullback,-873753.98,18.62,30.0,5.0,61.16,73.14,324734.0,220532.0,0.679,184073.0,101568.0,259625.0,75.6,1.079,1.98,0.86,1.0,1.2,0.35,0.3,1,1.0,99.0,3.6e-05,0.0,3.1059895587155696e-06,0.0,2.417592,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.109074,0.0,0.0,0.0,,,,
RBLX,LONG,0.22837283276695383,2.283728327669538,0.0,1.3702,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,1.4e-05,2.8e-05,1.0986614930407693e-16,2.7016524190717817e-21,2.580858,4.532394,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.429756,0.502153,0.0,0.0,,,,
ARM,LONG,0.1870353818219228,1.870353818219228,0.0,1.1222,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.42223695503953557,1e-06,5e-06,23615.306927201113,55929.03853001196,1.643478,2.904762,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.1238,0.745486,0.0,0.0,,,,
CRWD,LONG,0.18079823641902498,1.80798236419025,5.73,3.483,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.3,POSITIVE,trend_continuation,8778801.25,443.66,470.0,300.0,5.9,32.4,210430.0,179831.0,0.855,117996.0,84225.0,188040.0,72.3,0.493,1.74,0.48,1.0,1.4,1.05,0.05,1,1.0,99.0,9e-06,0.0,1.9167232874504435e-11,0.0,1.836735,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.332835,0.0,0.0,0.0,,,,
SNDK,LONG,0.16608101331870567,1.6608101331870566,5.84,3.2824,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.5,NEGATIVE,trend_continuation,-2110451.05,987.88,1000.0,250.0,1.13,74.72,292796.0,334324.0,1.142,302658.0,97181.0,227281.0,90.0,1.145,2.42,0.0,0.0,1.4,1.75,0.27,2,1.0,0.527079214827763,1.7e-05,4e-06,11417.970528649512,21662.72204905791,1.647541,1.317073,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.792956,0.504428,0.0,0.0,,,,
AMZN,LONG,0.1427319063174447,1.427319063174447,0.0,0.8564,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,8.284339063659782,0.0,1e-06,0.004895491884223821,0.0005909333076066944,1.240876,1.219573,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282821,0.465222,0.0,0.0,,,,
QQQ,LONG,0.13591241056579317,1.3591241056579317,6.11,3.3726,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.3,NEGATIVE,trend_continuation,-4393684.58,,675.0,600.0,1.74,9.57,3919448.0,6097290.0,1.556,4138839.0,2444711.0,3433188.0,66.6,0.21,2.46,0.0,0.0,1.4,1.97,0.28,1,1.0,99.0,1e-06,0.0,231652.33027840214,0.0,1.486316,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.227645,0.0,0.0,0.0,,,,
FCX,LONG,0.12687929053058444,1.2687929053058444,2.38,2.8084,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",7.3,NEGATIVE,unknown,-6998012.77,,70.0,35.0,13.07,43.47,576333.0,593236.0,1.029,241089.0,335674.0,592806.0,72.5,0.5,0.0,0.54,0.99,0.0,0.37,0.48,1,0.7,99.0,1.8e-05,0.0,82306.88261098652,0.0,1.107675,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.381911,0.0,0.0,0.0,,,,
URA,SHORT,0.4202589150877482,4.202589150877482,3.94,5.0633,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,8.9,NEGATIVE,bounce_and_fail,-1798099.69,55.88,60.0,50.0,7.32,10.57,187756.0,122550.0,0.653,30584.0,111607.0,168115.0,48.5,0.547,0.0,0.44,1.0,1.0,1.15,0.34,1,1.0,0.0,0.0,0.000331,0.0,3.629381037503014e-14,,18.164502,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.148329,0.0,0.0,,,,
TER,SHORT,0.39535126346606614,3.9535126346606613,1.35,3.3018,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.6,NEUTRAL,unknown,,,440.0,350.0,4.67,16.74,39106.0,24753.0,0.633,28475.0,12734.0,22650.0,96.9,0.831,0.0,0.0,1.0,0.0,0.04,0.31,3,1.0,0.0,0.0,3.8e-05,0.0,180624.1830394008,,11.386939,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-06,0.0,0.286259,0.0,0.0,,,,
DPZ,SHORT,0.3736854613614979,3.736854613614979,4.9,4.3984,price_validation_failed,"confirmation_volume, ema_rally, not_extended, room_to_target, trend_aligned",momentum_aligned,5.3,NEUTRAL,ema_rally,,,410.0,340.0,9.6,9.11,6309.0,12504.0,1.982,9416.0,3782.0,5615.0,96.9,0.411,1.51,0.83,1.0,1.2,0.0,0.36,1,1.0,0.0,0.0,2.9e-05,0.0,3.522540162453179e-25,,27.272727,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.621069,0.0,0.0,,,,
APH,SHORT,0.372534734053995,3.72534734053995,3.21,3.9257,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.5,NEUTRAL,bounce_and_fail,,,155.0,95.0,2.71,37.05,54460.0,80971.0,1.487,72343.0,31607.0,31481.0,98.8,0.614,0.0,0.23,1.0,1.0,0.91,0.07,2,1.0,0.0,0.0,7e-06,0.0,1327.3781729582702,,15.995671,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.53164,0.0,0.0,,,,
APLD,SHORT,0.3706259295658262,3.7062592956582616,0.0,2.2238,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.819309185728178e-09,0.000198,0.000265,1.2641286846089207e-06,112.09560581437421,2.480984,4.821407,1,0,0.0,0.584186,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.410047,0.3847,0.0,0.0,,,,
LEN,SHORT,0.3339742712863838,3.339742712863838,5.87,4.5909,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,5.8,NEUTRAL,ema_rally,,,100.0,80.0,5.71,15.43,48889.0,59449.0,1.216,41429.0,15995.0,50914.0,66.6,0.419,1.99,0.63,1.0,1.2,1.04,0.0,1,1.0,0.0,0.0,2.6e-05,0.0,526778.4816533235,,1.408197,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1.3e-05,0.0,0.483122,0.0,0.0,,,,
ON,SHORT,0.32521229658445133,3.252122965844513,0.0,1.9513,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.6e-05,0.0,132.69235596791353,,14.234694,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.188261,0.0,0.0,,,,
TLN,SHORT,0.322115387966553,3.22115387966553,1.62,3.0566,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.8,NEUTRAL,unknown,,,370.0,260.0,2.65,27.87,36637.0,26099.0,0.712,15846.0,10718.0,36172.0,90.4,0.612,0.0,0.38,1.0,0.0,0.16,0.08,1,1.0,0.0,0.0,3.4e-05,0.0,2483.678525347058,,7.388889,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.534105,0.0,0.0,,,,
SCHW,SHORT,0.30859874599016696,3.0859874599016694,5.1,4.453,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.9,NEGATIVE,trend_continuation,-48951139.02,,100.0,85.0,11.81,4.96,217481.0,267616.0,1.231,185531.0,115355.0,184211.0,56.1,0.288,1.87,0.29,0.03,1.4,1.49,0.02,1,1.0,0.0,0.0,3e-06,0.0,442907.3758112135,,3.177936,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.0,0.350784,0.0,0.0,,,,
XPEV,SHORT,0.30765065242553524,3.076506524255352,0.0,1.8459,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,99.0,5.6e-05,4.1e-05,4.2660641164106036e-13,1.4011941805854682e-22,6.849105,16.983051,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.6571,0.171373,0.0,0.0,,,,
MRVL,SHORT,0.30564611836006567,3.0564611836006566,0.0,1.8339,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,11,1.0,99.0,8e-05,2e-06,23800.080869561534,918.1441154800987,105.727082,50.90184,7,0,0.397656,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.657598,0.197832,0.0,0.0,,,,
LYB,SHORT,0.3034337827792328,3.034337827792328,4.11,3.8902,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.7,NEUTRAL,retest_and_confirm,,,90.0,60.0,29.45,13.7,79116.0,79907.0,1.01,38750.0,48878.0,71395.0,92.3,0.575,0.0,0.61,1.0,1.4,1.1,0.0,1,1.0,0.0,0.0,1.2e-05,0.0,9.60975296404701e-22,,6.147436,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.426785,0.0,0.0,,,,
ARM,SHORT,0.29279226879874387,2.9279226879874387,0.0,1.7568,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.42223695503953557,1e-06,5e-06,23615.306927201113,55929.03853001196,1.643478,2.904762,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.1238,0.745486,0.0,0.0,,,,
CORZ,SHORT,0.29155484150121114,2.915548415012111,2.89,3.3048,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",4.9,POSITIVE,bounce_and_fail,19554926.53,21.09,27.0,12.0,28.02,43.1,1199813.0,597283.0,0.498,531557.0,584682.0,680857.0,71.3,0.927,0.0,0.0,1.0,1.0,0.57,0.32,1,1.0,0.0,0.0,9.4e-05,0.0,1.1365331172308179e-16,,13.419811,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.586924,0.0,0.0,,,,
IWM,SHORT,0.2883383643279754,2.8833836432797537,0.0,1.73,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,8,1.0,1.7029048381425878,3.3e-05,2.2e-05,13680.582344829345,24101.022039055082,20.034491,8.521368,0,1,0.416216,0.003636,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.558004,0.557219,0.0,0.0,,,,
META,SHORT,0.275710315106851,2.75710315106851,1.52,2.5346,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",3.5,POSITIVE,unknown,1379607513.55,679.87,750.0,600.0,10.37,11.7,1890575.0,928738.0,0.491,779943.0,634448.0,1404922.0,88.3,0.437,0.0,0.09,1.0,0.0,0.25,0.18,1,1.0,0.0,0.0,1e-06,0.0,23.06743225149174,,6.085714,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.776307,0.0,0.0,,,,
RBLX,SHORT,0.27442973459837294,2.744297345983729,6.85,4.5871,price_validation_failed,"confirmation_volume, consolidation_breakdown, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.8,NEGATIVE,unknown,-9659406.54,,100.0,35.0,83.32,35.84,237637.0,177666.0,0.748,124889.0,105608.0,184806.0,99.6,0.943,1.62,0.64,1.0,1.2,1.67,0.72,2,1.0,99.0,1.4e-05,2.8e-05,1.0986614930407693e-16,2.7016524190717817e-21,2.580858,4.532394,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.429756,0.502153,0.0,0.0,,,,
CIEN,SHORT,0.27204674788763017,2.7204674788763015,0.0,1.6323,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,3.3e-05,1e-05,1.2353091640853238e-06,1.1296520608275542e-11,22.028571,8.272727,1,0,0.464773,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.613022,0.444494,0.0,0.0,,,,
