ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
KORU,LONG,0.8378346428571429,8.37834642857143,6.17,7.1002,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.3,NEUTRAL,trend_continuation,,,565.0,320.0,20.65,31.67,6340.0,10415.0,1.643,12698.0,3021.0,1036.0,74.0,1.449,1.84,0.12,1.0,1.4,1.8,0.0,147865064.4353769,33,1.0,7.999408202569637,0.002911,0.000299,183.40245261467805,229.27002594487422,124.469025,25.767857,27,1,0.629685,0.381616,,,,
AKAM,LONG,0.6732109199634623,6.732109199634623,3.36,5.4541,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.4,NEUTRAL,bounce_and_fail,,,115.0,80.0,19.56,16.83,98787.0,63412.0,0.642,67334.0,22704.0,72161.0,96.1,0.697,0.0,0.36,1.0,1.0,0.72,0.28,11.139887264670712,11,1.0,99.0,9.3e-05,0.0,3445.952773686347,0.0,0.458485,,8,0,0.60747,0.0,,,,
LCID,LONG,0.6707403935752159,6.707403935752159,2.14,5.2157,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.1,NEGATIVE,unknown,-469782.14,,12.0,5.0,58.42,33.99,217446.0,287003.0,1.32,306992.0,2390.0,195067.0,81.7,0.942,0.0,0.0,1.0,0.0,0.14,1.0,27.9893184293584,4,1.0,56.07464124686593,0.000163,2.1e-05,51788.956424781645,2770.715350462069,3.239116,0.665159,0,0,0.038063,0.0,,,,
CORZ,LONG,0.6487511072524751,6.487511072524751,4.69,5.4708,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",4.1,POSITIVE,unknown,24500367.4,19.16,20.0,12.0,4.3,37.42,1266194.0,684413.0,0.541,848349.0,541749.0,560509.0,60.4,0.879,1.76,0.17,1.0,0.0,1.67,0.09,1.253762398790324,8,1.0,13.20166520496951,0.000114,5e-06,3090.916666519626,1638.9157223509026,660.504908,0.060521,2,1,0.651183,0.0,,,,
AEHR,LONG,0.6464461879155607,6.464461879155607,7.4,6.6322,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.9,NEUTRAL,trend_continuation,,,95.0,55.0,16.56,32.52,69740.0,37465.0,0.537,51202.0,10147.0,45856.0,72.3,1.215,2.77,0.0,1.0,1.4,1.23,1.0,15137.122331412304,3,1.0,99.0,9.4e-05,0.0,36753.19040862696,0.0,2.648199,,0,0,0.358209,0.0,,,,
WING,LONG,0.6325000000000001,6.325000000000001,4.11,5.3155,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.6,NEUTRAL,trend_continuation,,,250.0,140.0,35.82,23.94,15548.0,15720.0,1.011,11180.0,3656.0,16432.0,97.3,0.908,0.0,0.92,1.0,1.4,0.62,0.17,1.0175815113921285e+26,7,1.0,99.0,0.000124,3.9e-05,402.62713512605205,2.7077510171234115e-13,3.366529,1.79511,1,0,0.051981,0.0,,,,
MCHP,LONG,0.620264524500088,6.2026452450008795,6.19,5.9783,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.1,POSITIVE,trend_continuation,8768114.52,76.89,85.0,65.0,10.55,15.46,219340.0,92399.0,0.421,53493.0,150668.0,107578.0,94.2,0.566,2.14,0.0,0.75,1.4,1.87,0.04,79002982.80988632,18,1.0,2.427142974621136,7.3e-05,3e-05,74.09969544084663,24.423677126779296,22.65551,4.230856,0,2,4.3e-05,4.2e-05,,,,
ANET,LONG,0.6153123268927074,6.153123268927074,5.86,5.1346,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",1.5,POSITIVE,trend_continuation,23752449.62,159.38,160.0,105.0,0.37,34.13,171991.0,141466.0,0.823,139818.0,46081.0,127558.0,84.3,0.637,2.13,0.0,0.16,1.4,1.98,0.19,75736149.40059826,23,1.0,99.0,2.2e-05,4e-06,17491.947399402106,191.88535538920232,16.300494,1.344088,7,2,0.22164,3e-06,,,,
WOLF,LONG,0.6151067619047619,6.151067619047619,7.11,6.5685,poor_rr (1.2:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.8,NEUTRAL,trend_continuation,,,30.0,15.0,14.99,42.51,30286.0,12410.0,0.41,15992.0,19816.0,6888.0,71.2,1.414,2.26,0.15,1.0,1.4,1.4,0.9,360816427.1132884,4,1.0,9.313242694255962e-09,0.000194,7.7e-05,0.00020951043748300728,22495.970991094757,3.880682,0.749626,0,1,0.404828,0.0,26.09,22.96,30.0,1.25
EWA,LONG,0.611904761904762,6.1190476190476195,0.0,3.6714,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,426983391.6955966,7,0.7,2.4723467236051905e-05,0.000139,0.000355,5.42408493846336e-09,0.0005484753500263434,692.870157,332.808851,0,0,6.5e-05,0.0,,,,
SANM,LONG,0.6005145484156116,6.005145484156116,7.38,6.1566,price_validation_failed,"confirmation_volume, momentum_aligned, pullback_to_support, room_to_target, trend_aligned",not_extended,4.7,NEUTRAL,pullback_to_support,,,180.0,145.0,6.34,14.34,9264.0,1191.0,0.129,9019.0,0.0,1436.0,98.8,0.812,2.14,0.0,1.0,1.4,2.0,0.84,8.542792753888072,6,1.0,23.8063642970907,7e-05,8e-06,0.0011698470446103906,9.828019348198868e-05,329.75,361.5,2,2,0.309784,0.368627,,,,
MP,LONG,0.597591510582143,5.97591510582143,5.29,5.775,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.0,POSITIVE,trend_continuation,1614259.27,61.6,70.0,50.0,13.49,18.94,215951.0,191584.0,0.887,156276.0,47867.0,203392.0,50.5,0.726,1.86,0.05,0.06,1.4,1.7,0.22,20.684529565756094,9,1.0,5.145340267040408,0.000101,1e-05,44453.78213062904,69116.95603944777,0.299878,0.207165,3,1,0.424841,0.0,,,,
W,LONG,0.5842300999729213,5.842300999729213,0.0,3.5054,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,376243419.702623,10,1.0,99.0,9.8e-05,0.000203,1.571203832032279e-05,3.3207032976309895e-12,1.812352,3.270557,1,2,0.000136,0.250959,,,,
FLY,LONG,0.5783997763004745,5.783997763004745,7.34,6.094,poor_rr (0.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.0,NEUTRAL,trend_continuation,,,45.0,25.0,3.15,42.69,121346.0,44530.0,0.367,118147.0,1599.0,46130.0,70.9,1.206,2.64,0.03,1.0,1.4,1.93,0.34,3.987479086987462,3,1.0,99.0,7.1e-05,0.0,0.0010149742274272804,0.0,14.780196,,1,0,0.331797,0.0,43.62,38.39,45.0,0.26
BNO,LONG,0.5580309111548247,5.580309111548248,6.34,5.3522,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,3.3,NEUTRAL,retest_and_confirm,,,50.0,40.0,1.38,18.9,119756.0,29561.0,0.247,96481.0,0.0,52836.0,81.8,0.736,2.15,0.91,0.72,1.4,1.16,0.0,4535.160472953746,10,1.0,0.017460636523177447,0.00663,0.001814,385.15478465060653,51469.74432032559,1.221136,10.080147,0,1,0.083882,0.000112,,,,
VST,LONG,0.5373364239718033,5.373364239718033,0.0,3.224,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1733373.3556210785,16,1.0,0.7342209780200878,1.6e-05,2.5e-05,2090.5605358831144,3660.8373045722137,34.341154,4.298357,4,3,0.073174,0.00107,,,,
