ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
SEZL,LONG,0.647716791318271,6.47716791318271,6.28,6.5826,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.3,NEUTRAL,trend_continuation,,,175.0,75.0,15.26,50.6,25043.0,20561.0,0.821,23384.0,4352.0,17868.0,39.8,0.725,2.83,0.58,0.33,1.4,0.78,0.36,False,sustained_trend,5.0,False,3,0.7,1.6288136052956343,0.00027,7.1e-05,225431.72731990437,276804.81865693635,46.469512,211.0,1,0,0.167401,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5.1e-05,3.1e-05,0.592313,0.595135,0.0,0.0,1.0,0.647716791318271,0.647716791318271,n/a,2026-06-23,2026-06-23,False,,,,
HUT,LONG,0.5128760339509414,5.128760339509414,6.03,5.7134,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.7,NEUTRAL,retest_and_confirm,,,130.0,70.0,5.34,43.28,132916.0,82856.0,0.623,74584.0,48244.0,92944.0,56.6,1.036,1.86,0.75,0.48,1.4,1.31,0.23,False,default,2.5,False,3,0.7,99.0,0.000615,0.0,2.834389510836907,0.0,5.151961,,2,0,0.287427,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.373857,0.0,0.0,0.0,1.0,0.5128760339509414,0.5128760339509414,n/a,2026-06-23,2026-06-23,False,,,,
SHAZ,LONG,0.5065163738543761,5.065163738543761,6.94,5.9946,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.9,NEUTRAL,trend_continuation,,,120.0,65.0,37.19,25.69,11973.0,3518.0,0.294,10535.0,969.0,3987.0,53.9,1.205,2.6,0.72,0.21,1.4,1.3,0.71,False,sustained_trend,5.0,False,1,1.0,99.0,0.000603,0.0,0.07169787796658648,0.0,1128.5,,0,0,0.0,0.0,4,4,2,2,4,4,2,2,4,4,4,4,4,4,4,4,0.0,0.0,0.002037,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-23,2026-06-23,False,,,,
CXW,LONG,0.5065163738543761,5.065163738543761,7.82,5.9786,poor_rr (0.6:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.5,NEUTRAL,trend_continuation,,,33.0,20.0,7.56,34.81,113791.0,6603.0,0.058,77200.0,21978.0,21216.0,98.8,0.752,2.99,0.13,1.0,1.4,1.96,0.34,False,sustained_trend,5.0,False,1,1.0,99.0,0.001082,0.0,0.0009314681687386966,0.0,3.313478,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.903551,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-23,2026-06-23,False,30.68,27.0,33.0,0.63
CENX,LONG,0.4808020881400903,4.808020881400903,2.83,4.853,price_validation_failed,"pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",8.0,NEUTRAL,pullback_to_support,,,80.0,45.0,69.19,4.83,21250.0,9208.0,0.433,7066.0,6793.0,16599.0,44.2,0.758,0.0,0.0,1.0,1.4,0.12,0.31,True,default,2.5,False,1,0.7,99.0,0.000283,0.0,2.324519740820889e-28,0.0,1.189968,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.58509,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-06-23,2026-06-23,False,,,,
NAMS,LONG,0.4808020881400903,4.808020881400903,0.0,2.8848,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7,99.0,0.000312,0.000226,1.3817578893254496e-35,2.3936181017072747e-62,5.298013,333.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.409477,0.493394,0.0,0.0,,,,,,,False,,,,
DOCN,LONG,0.46556741502933896,4.65567415029339,5.75,5.0728,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,5.1,NEUTRAL,trend_continuation,,,180.0,67.5,14.19,57.18,72337.0,52698.0,0.729,22647.0,18850.0,83538.0,91.8,1.012,1.89,0.76,0.65,1.4,0.34,0.71,False,default,2.5,False,1,0.7,99.0,5.4e-05,0.0,836843.3384883223,0.0,18.533333,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.3e-05,0.0,0.482828,0.0,0.0,0.0,1.0,0.46556741502933896,0.46556741502933896,n/a,2026-06-23,2026-06-23,False,,,,
ACMR,LONG,0.44511976421022,4.4511976421021995,6.28,5.2096,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.5,NEUTRAL,trend_continuation,,,110.0,75.0,11.38,24.06,37846.0,10509.0,0.278,17441.0,12150.0,18764.0,97.6,1.04,2.64,0.78,0.37,1.4,0.78,0.3,False,sustained_trend,5.0,False,3,1.0,3.972327848281758e-27,0.000192,0.000117,1.1464186971612598e-27,0.5772024570716874,154.37931,,1,0,0.039691,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.074323,0.59392,0.0,0.0,1.0,0.44511976421022,0.44511976421022,n/a,2026-06-23,2026-06-23,False,,,,
DRAM,LONG,0.43828660468540165,4.382866046854017,6.61,5.4144,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.2,NEGATIVE,trend_continuation,-3135723.92,70.92,80.0,60.0,12.81,15.39,768537.0,602332.0,0.784,535146.0,443962.0,391761.0,100.0,1.02,2.36,0.8,0.56,1.4,0.48,1.0,False,sustained_trend,5.0,False,5,1.0,5.94286777734489,0.0,0.0,1134533.8025971202,763627.1545008182,15.644299,13.532051,1,1,0.596277,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.29528,0.48208,0.0,0.0,1.0,0.43828660468540165,0.43828660468540165,n/a,2026-06-23,2026-06-23,False,,,,
CROX,LONG,0.41083278138070356,4.108327813807035,5.94,5.2762,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target, trend_aligned",momentum_aligned,7.2,NEUTRAL,ema_pullback,,,135.0,120.0,11.75,0.67,19485.0,15107.0,0.775,6760.0,12969.0,14863.0,59.0,0.463,2.4,0.94,0.57,1.2,0.47,0.35,False,default,2.5,False,1,0.7,99.0,0.000115,0.0,7.52609591622873e-12,0.0,1.099217,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.59169,0.0,0.0,0.0,1.0,0.41083278138070356,0.41083278138070356,n/a,2026-06-23,2026-06-23,False,,,,
CCL,LONG,0.40290069396671757,4.029006939667176,6.53,5.5935,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target, trend_aligned",momentum_aligned,8.1,NEGATIVE,ema_pullback,-6135815.63,,35.0,25.0,23.46,11.82,414143.0,537379.0,1.298,262268.0,248558.0,440696.0,41.7,0.472,1.78,0.97,1.0,1.2,0.59,0.99,False,default,2.5,False,1,0.7,99.0,0.000213,0.0,2.1710158381895373e-19,0.0,4.059441,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.354816,0.0,0.0,0.0,1.0,0.40290069396671757,0.40290069396671757,n/a,2026-06-23,2026-06-23,False,,,,
XOP,LONG,0.3598581906135392,3.598581906135392,0.0,2.1591,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,0.7,11.018838546444403,0.0,0.0,0.28008223308883046,0.05083697921669038,48.85317,1.452196,0,0,0.042953,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.484171,0.629943,0.0,0.0,,,,,,,False,,,,
COST,LONG,0.34492544721249957,3.449254472124996,4.04,4.3166,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",6.9,NEGATIVE,pullback_to_support,-48539431.04,962.13,1000.0,900.0,3.91,6.48,125039.0,133814.0,1.07,105279.0,55437.0,98137.0,40.0,0.221,0.0,0.7,1.0,1.4,0.75,0.19,False,default,2.5,False,4,1.0,99.0,7e-06,0.0,0.23731380120315718,0.0,6.250333,,0,0,0.340544,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.429068,0.0,0.0,0.0,1.0,0.34492544721249957,0.34492544721249957,n/a,2026-06-23,2026-06-23,False,,,,
MTUM,LONG,0.34328205957642827,3.432820595764283,0.0,2.0597,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,2.4e-05,4.2e-05,0.03263345176291032,1.492311289545577e-16,14.840183,189.704918,0,0,0.0,0.489562,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.183857,0.498333,0.0,0.0,,,,,,,False,,,,
W,LONG,0.34309987250164364,3.4309987250164364,0.0,2.0586,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.8193665833709218,4.2e-05,3.7e-05,19095.17900985583,23304.80568452908,5.943262,20.210526,1,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,1e-06,0.410187,0.337755,0.0,0.0,,,,,,,False,,,,
IBM,LONG,0.3400171381138597,3.400171381138597,7.23,4.6891,poor_rr (1.4:1),"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,4.1,POSITIVE,retest_and_confirm,35115987.52,,300.0,250.0,12.84,5.97,327685.0,216424.0,0.66,190462.0,119726.0,233921.0,98.2,0.541,1.77,0.98,1.0,1.4,1.35,0.73,False,default,2.5,False,2,1.0,99.0,7e-06,0.0,0.8920959241322548,0.0,114.590909,,0,0,0.42024,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.450993,0.0,0.0,0.0,1.0,0.3400171381138597,0.3400171381138597,n/a,2026-06-23,2026-06-23,False,265.86,240.54,300.0,1.35
SMTC,LONG,0.3370350467107457,3.370350467107457,5.8,4.6252,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.0,NEUTRAL,trend_continuation,,,200.0,140.0,21.21,15.15,44965.0,24567.0,0.546,15421.0,20273.0,33838.0,91.1,0.976,2.04,0.89,0.17,1.4,1.2,0.1,False,sustained_trend,5.0,False,1,1.0,99.0,3.7e-05,0.0,1.6177972857862817e-28,0.0,155.833333,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.448038,0.0,0.0,0.0,1.0,0.3370350467107457,0.3370350467107457,n/a,2026-06-23,2026-06-23,False,,,,
JBL,LONG,0.3346591397879357,3.346591397879357,5.79,4.4703,price_validation_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target, trend_aligned",momentum_aligned,5.3,NEUTRAL,retest_and_confirm,,,400.0,370.0,8.09,0.02,21470.0,16216.0,0.755,12915.0,4109.0,20662.0,78.6,0.573,1.63,0.96,1.0,1.4,0.32,0.48,False,default,2.5,False,2,0.7,99.0,3.5e-05,0.0,6.337212468932788e-17,0.0,2.596318,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.734329,0.0,0.0,0.0,1.0,0.3346591397879357,0.3346591397879357,n/a,2026-06-23,2026-06-23,False,,,,
RKLB,LONG,0.3205707884148391,3.2057078841483913,3.08,4.2069,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",8.4,NEGATIVE,ema_pullback,-1747527.96,97.36,110.0,60.0,12.98,38.37,538609.0,413005.0,0.767,317794.0,89645.0,544175.0,40.8,0.901,0.0,0.49,1.0,1.2,0.17,0.22,False,default,2.5,False,1,0.7,99.0,1.6e-05,0.0,910452.4273523891,0.0,3.584046,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.304902,0.0,0.0,0.0,1.0,0.3205707884148391,0.3205707884148391,n/a,2026-06-23,2026-06-23,False,,,,
TSLA,LONG,0.3195743645155596,3.195743645155596,1.53,3.5169,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",7.3,NEGATIVE,unknown,-29758136.36,383.49,500.0,300.0,30.48,21.71,3170936.0,2354505.0,0.743,1463829.0,824684.0,3236928.0,64.1,0.474,0.0,0.5,0.53,0.0,0.07,0.43,False,default,2.5,False,5,1.0,11.894881651973952,5e-06,2e-06,129430.24115247831,16321.756483932657,2.834345,3.097799,1,1,0.659241,5.8e-05,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.547167,0.594958,0.0,0.0,1.0,0.3195743645155596,0.3195743645155596,n/a,2026-06-23,2026-06-23,False,,,,
DELL,LONG,0.3185992601263257,3.185992601263257,0.0,1.9116,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,7.401909145208233e-13,1.1e-05,8e-06,6.743034006915835e-08,91098.5784158276,1.224057,4.3,1,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.368101,0.09994,0.0,0.0,,,,,,,False,,,,
APP,LONG,0.313504293127576,3.13504293127576,2.98,3.8415,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.9,NEUTRAL,ema_pullback,,,600.0,400.0,26.85,15.43,135635.0,111630.0,0.823,61930.0,58066.0,127269.0,37.6,0.682,0.0,0.58,0.34,1.2,0.67,0.19,False,default,2.5,False,6,1.0,2.364571077683428e-30,3.8e-05,7e-06,4.292063613116005e-25,363031.05063104664,9.13141,87.125,0,1,0.040678,0.4226,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,3e-06,0.427119,0.514681,0.0,0.0,1.0,0.313504293127576,0.313504293127576,n/a,2026-06-23,2026-06-23,False,,,,
CVS,LONG,0.31332363710996974,3.1332363710996973,0.0,1.8799,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,7e-06,5e-06,4.9974984492305765e-50,2.5302985710227926e-62,4.727784,9.546392,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.442861,0.497321,0.0,0.0,,,,,,,False,,,,
LLY,LONG,0.3105681184280538,3.105681184280538,5.25,4.5278,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",7.0,NEGATIVE,ema_pullback,-11413974.32,,1200.0,800.0,8.65,27.57,144616.0,159872.0,1.105,89489.0,65922.0,149077.0,18.8,0.324,2.14,0.93,0.24,1.2,0.55,0.19,False,default,2.5,False,8,1.0,99.0,3e-06,2e-06,9.223644889261519e-06,1.0551324644410156e-08,2.701811,16.777045,0,0,8.8e-05,7e-06,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.463687,0.309648,0.0,0.0,1.0,0.3105681184280538,0.3105681184280538,n/a,2026-06-23,2026-06-23,False,,,,
PLTR,LONG,0.29999399636226676,2.9999399636226673,0.0,1.8,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,99.0,8e-06,9e-06,4.265634531176454e-17,1.137865235797714e-21,4.545413,6.32585,1,0,2.9e-05,3.7e-05,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.423111,0.566038,0.0,0.0,,,,,,,False,,,,
EEM,LONG,0.2961646234601095,2.961646234601095,5.29,4.1478,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,5.4,NEGATIVE,trend_continuation,-116780529.97,,70.0,65.0,3.41,3.97,1331833.0,2599906.0,1.952,644302.0,1405277.0,1882160.0,99.7,0.388,1.6,0.93,0.62,1.4,0.23,0.51,False,default,2.5,False,3,1.0,99.0,5.4e-05,2.2e-05,23933.251324466662,0.5013610479811663,2047.552288,,0,0,1.1e-05,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.476501,0.530381,0.0,0.0,1.0,0.2961646234601095,0.2961646234601095,n/a,2026-06-23,2026-06-23,False,,,,
MAGS,LONG,0.29083631940534305,2.9083631940534307,3.29,3.2412,price_validation_failed,"confirmation_volume, not_extended, pullback_to_support, room_to_target","momentum_aligned, trend_aligned",4.0,NEUTRAL,pullback_to_support,,,65.0,60.0,2.39,5.48,54774.0,31777.0,0.58,38461.0,17551.0,30539.0,93.2,0.315,0.0,0.17,0.81,1.4,0.17,0.74,False,default,2.5,False,1,0.7,99.0,0.000541,0.0,3.131081105466907e-25,0.0,32.520325,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.298768,0.0,0.0,0.0,1.0,0.29083631940534305,0.29083631940534305,n/a,2026-06-23,2026-06-23,False,,,,
PWR,LONG,0.28701741586525026,2.8701741586525027,6.02,4.1811,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",none,4.7,NEUTRAL,unknown,,,770.0,560.0,7.65,21.71,14407.0,16939.0,1.176,12616.0,8072.0,10658.0,97.4,0.511,1.56,0.94,0.77,1.4,0.9,0.45,False,default,2.5,False,1,1.0,99.0,4e-06,0.0,400176.4636576272,0.0,37.5,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.784355,0.0,0.0,0.0,1.0,0.28701741586525026,0.28701741586525026,n/a,2026-06-23,2026-06-23,False,,,,
SMH,LONG,0.2751954059038234,2.7519540590382343,5.84,4.028,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,4.5,NEGATIVE,trend_continuation,-6965402.91,,640.0,500.0,2.22,20.14,551817.0,1760609.0,3.191,1207872.0,650185.0,454369.0,100.0,0.563,1.87,0.9,0.43,1.4,0.36,0.87,False,sustained_trend,5.0,False,1,1.0,99.0,3e-06,0.0,215361.5142593053,0.0,41.858586,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.444378,0.0,0.0,0.0,1.0,0.2751954059038234,0.2751954059038234,n/a,2026-06-23,2026-06-23,False,,,,
VST,LONG,0.2746057442581473,2.746057442581473,5.63,4.802,price_validation_failed,"momentum_aligned, not_extended, support_ema_confluence, trend_aligned","confirmation_volume, room_to_target",8.7,NEGATIVE,support_ema_confluence,-13713753.23,164.07,190.0,110.0,15.96,32.87,215374.0,216403.0,1.005,123430.0,136133.0,172214.0,38.6,0.52,1.8,0.76,0.04,1.6,1.25,0.17,False,sustained_trend,5.0,False,1,0.7,99.0,5e-05,0.0,5.5012693320820556e-11,0.0,10.64187,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.171968,0.0,0.0,0.0,1.0,0.2746057442581473,0.2746057442581473,n/a,2026-06-23,2026-06-23,False,,,,
SOXL,LONG,0.2711878245306053,2.7118782453060533,0.0,1.6271,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.5858652844964547,5.6e-05,9.5e-05,89756.7094572353,153203.66615403793,25.425,11.825,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,1e-06,0.300405,0.308514,0.0,0.0,,,,,,,False,,,,
ASTS,LONG,0.2707381458742575,2.707381458742575,3.6,3.5137,price_validation_failed,"not_extended, pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.4,POSITIVE,pullback_to_support,174352.61,76.05,100.0,70.0,31.59,7.89,723380.0,339372.0,0.469,378319.0,210660.0,473773.0,22.9,1.009,0.0,0.48,0.98,1.4,0.48,0.26,False,default,2.5,False,1,1.0,99.0,2.6e-05,0.0,2.168558604616518e-09,0.0,2.993103,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2707381458742575,0.2707381458742575,n/a,2026-06-23,2026-06-23,False,,,,
LUV,LONG,0.2676604742041706,2.676604742041706,7.18,4.3723,"wall_proximity (0.2%, 0.0 ATR to call wall)","momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.4,NEUTRAL,trend_continuation,,,50.0,47.5,0.16,4.85,120999.0,89637.0,0.741,38207.0,89294.0,83135.0,61.7,0.491,2.42,0.45,0.89,1.4,1.87,0.16,False,sustained_trend,5.0,False,1,0.7,99.0,1.3e-05,0.0,5.59556739254533e-17,0.0,1.335113,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.621938,0.0,0.0,0.0,1.0,0.2676604742041706,0.2676604742041706,n/a,2026-06-23,2026-06-23,False,,,,
CHTR,LONG,0.2648960697793895,2.6489606977938953,3.78,3.6585,price_validation_failed,"momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal","confirmation_volume, trend_aligned",6.0,NEUTRAL,unknown,,,400.0,115.0,204.3,12.51,117048.0,57035.0,0.487,24743.0,32145.0,117195.0,92.2,0.643,0.0,0.6,1.0,1.4,0.69,0.09,False,default,2.5,False,1,0.7,99.0,2e-05,0.0,6.117314378893639e-11,0.0,7.576923,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.407235,0.0,0.0,0.0,1.0,0.2648960697793895,0.2648960697793895,n/a,2026-06-23,2026-06-23,False,,,,
CEG,LONG,0.26239508293219077,2.623950829321908,0.0,1.5744,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,1.0050902070440703e-05,6e-06,1.7e-05,1.317120544616252e-33,6.552250411880195e-29,1.927039,27.681873,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.45487,0.476343,0.0,0.0,,,,,,,False,,,,
XLK,LONG,0.26160404909046897,2.6160404909046897,5.74,4.07,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,5.2,NEGATIVE,trend_continuation,-4768859.74,185.9,195.0,87.5,4.94,52.91,268054.0,403003.0,1.503,119816.0,174858.0,376383.0,99.4,0.356,1.85,0.98,0.7,1.4,0.4,0.42,False,sustained_trend,5.0,False,1,1.0,99.0,0.0,0.0,0.003706775698538364,0.0,1.103207,,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.411455,0.0,0.0,0.0,1.0,0.26160404909046897,0.26160404909046897,n/a,2026-06-23,2026-06-23,False,,,,
