ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
SOXL,LONG,0.7073953251938645,7.073953251938645,0.0,4.2444,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,17,1.0,0.842781540184326,0.000488,0.000585,867308.2541622103,1470145.8593757453,101.785198,163.75644,5,6,0.82885,0.628499,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.00014,0.000106,0.304335,0.230585,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
ZBRA,LONG,0.676516373854376,6.765163738543761,3.4,5.4826,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.4,NEUTRAL,ema_pullback,,,250.0,195.0,12.58,12.19,3230.0,1562.0,0.484,3039.0,259.0,1494.0,98.8,0.78,1,1.0,99.0,0.000247,0.0,2614997.25477064,0.0,83.647059,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000127,0.0,0.541826,0.0,0.0,0.0,False,0.0,0.86,1.0,1.2,0.22,0.12,False,default,2.5,False,1.0,0.676516373854376,0.676516373854376,n/a,2026-05-11,2026-05-11,,,,
FORM,LONG,0.5646472844823509,5.646472844823509,0.0,3.3879,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,1.2956276638145334,5.4e-05,4e-05,449615.6968757363,347025.3911930194,5.145833,1.310559,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.7e-05,2.3e-05,0.445361,0.757954,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
AXTI,LONG,0.5312282288366721,5.3122822883667205,0.0,3.1874,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,10,1.0,0.49485051633733607,0.00063,0.00127,205726.02168814134,415733.670868597,681.119048,367.532035,4,1,2e-06,0.409891,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7.7e-05,0.000127,0.482374,0.396482,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
FCEL,LONG,0.521516373854376,5.21516373854376,8.29,6.3346,poor_rr (1.8:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.2,NEUTRAL,trend_continuation,,,20.0,7.0,21.73,57.4,101794.0,23469.0,0.231,37962.0,51124.0,36177.0,100.0,1.586,1,1.0,99.0,0.00117,0.0,5.435381889434918e-19,0.0,27.572549,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.076847,0.0,0.0,0.0,False,2.69,0.36,1.0,1.4,1.84,1.0,False,sustained_trend,5.0,False,1.0,0.521516373854376,0.521516373854376,n/a,2026-05-11,2026-05-11,16.43,14.46,20.0,1.81
ORA,LONG,0.5065163738543761,5.065163738543761,6.88,5.5966,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.0,NEUTRAL,trend_continuation,,,125.0,105.0,0.35,15.71,21020.0,8142.0,0.387,14265.0,9002.0,5895.0,52.8,0.347,1,1.0,99.0,8.6e-05,0.0,1.428424160089836e-28,0.0,20.689655,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.250847,0.0,0.0,0.0,False,1.83,0.51,1.0,1.4,1.59,0.55,False,sustained_trend,5.0,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-11,2026-05-11,,,,
MTSI,LONG,0.4808020881400903,4.808020881400903,0.0,2.8848,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,0.7,2.3407927878031724e-05,2.8e-05,3.1e-05,0.002114550005920142,45.16738980353407,52.875,134.0625,0,1,0.0,1.8e-05,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.419099,0.533563,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
YPF,LONG,0.4316730921345507,4.316730921345507,6.88,5.4424,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.1,NEUTRAL,retest_and_confirm,,,50.0,40.0,13.44,9.25,105406.0,48671.0,0.462,45135.0,39316.0,69626.0,16.3,0.407,1,1.0,99.0,3.5e-05,0.0,4.2201377976066514e-19,0.0,26.595745,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.365372,0.0,0.0,0.0,False,1.51,0.89,1.0,1.4,1.75,0.33,False,sustained_trend,5.0,False,1.0,0.4316730921345507,0.4316730921345507,n/a,2026-05-11,2026-05-11,,,,
MRVL,LONG,0.4210259627199229,4.210259627199228,6.57,4.8761,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,4.0,POSITIVE,trend_continuation,24421434.49,171.13,180.0,75.0,5.18,56.17,595304.0,779735.0,1.31,321314.0,476149.0,577576.0,100.0,0.947,10,1.0,2.1633332819153983,4.3e-05,1.9e-05,0.053591605167064085,0.01651513295557015,13.36178,15.880033,3,1,0.41228,0.637549,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.654919,0.118098,0.0,0.0,False,2.72,0.62,0.01,1.4,1.46,0.37,False,sustained_trend,5.0,False,1.0,0.4210259627199229,0.4210259627199229,n/a,2026-05-11,2026-05-11,,,,
GOOG,LONG,0.4105904371302929,4.1059043713029295,0.0,2.4635,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,10,1.0,9.793565895372238,4e-06,5e-06,8.040683906349248,1.2315254717613202,37.977406,52.823529,4,3,0.298925,0.4963,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.381089,0.591697,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
