ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
FCEL,LONG,0.676516373854376,6.765163738543761,8.25,7.0776,poor_rr (1.4:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.1,NEUTRAL,trend_continuation,,,20.0,7.0,17.03,59.04,120504.0,25491.0,0.212,45561.0,59571.0,40863.0,100.0,1.618,2.71,0.37,1.0,1.4,1.98,0.79,False,sustained_trend,5.0,False,17.09,15.04,20.0,1.42,1,1.0,99.0,0.001494,0.0,754786.612787553,0.0,12626.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9.1e-05,0.0,0.101304,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-05-12,2026-05-12,False,
ZBRA,LONG,0.5369820528831009,5.369820528831008,6.44,5.6369,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.1,NEUTRAL,unknown,,,250.0,200.0,3.4,17.28,4836.0,2871.0,0.594,4091.0,2092.0,1524.0,67.1,0.505,1.55,0.5,1.0,1.2,1.18,1.0,False,consolidation_break,3.0,False,,,,,1,1.0,99.0,0.000258,0.0,85145.9824720728,0.0,83.647059,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.541826,0.0,0.0,0.0,1.0,0.5369820528831009,0.5369820528831009,n/a,2026-05-12,2026-05-12,False,
XP,LONG,0.5065163738543761,5.065163738543761,3.98,4.5666,price_validation_failed,"confirmation_volume, not_extended, room_to_target, support_ema_confluence","momentum_aligned, trend_aligned",4.2,POSITIVE,support_ema_confluence,2580632.99,18.55,20.0,18.0,7.82,2.96,224190.0,40101.0,0.179,68610.0,20854.0,174827.0,80.2,0.516,0.0,0.64,0.72,1.6,0.46,0.56,False,default,2.5,False,,,,,1,1.0,99.0,9.9e-05,0.0,0.00011280695240534926,0.0,197.159091,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.314454,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-12,2026-05-12,False,
SGI,LONG,0.5065163738543761,5.065163738543761,0.0,3.0391,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,4.703814271023565e-16,0.000139,9.4e-05,2.563332567733095e-10,544947.6573774894,1250.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1.8e-05,0.309492,0.464351,0.0,0.0,,,,,,,False,50.64557
ORA,LONG,0.5065163738543761,5.065163738543761,6.69,5.9596,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.1,NEUTRAL,trend_continuation,,,145.0,105.0,14.9,16.8,21327.0,8338.0,0.391,12795.0,9160.0,7710.0,53.6,0.352,1.95,0.48,0.48,1.4,1.84,0.53,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,8.5e-05,0.0,4.651040389270448e-30,0.0,20.689655,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.250847,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-12,2026-05-12,False,
APH,LONG,0.47144278524763006,4.714427852476301,0.0,2.8287,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,2.9410836842041324,1.9e-05,1.5e-05,5.765796239667928,1.9604325679798442,84.34497,0,0,0.202416,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.523215,0.289316,0.0,0.0,,,,,,,False,11.208963
SEPN,LONG,0.4323732913276304,4.323732913276304,5.01,5.0049,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,6.7,NEUTRAL,support_ema_confluence,,,35.0,23.0,40.9,7.41,324.0,1046.0,3.228,860.0,480.0,30.0,33.1,0.685,0.0,0.9,1.0,1.6,1.1,0.41,False,default,2.5,False,,,,,1,1.0,99.0,0.000602,0.0,340475.15233995277,0.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000121,0.0,0.377218,0.0,0.0,0.0,1.0,0.4323732913276304,0.4323732913276304,n/a,2026-05-12,2026-05-12,False,
EOSE,LONG,0.4200305490777992,4.200305490777992,6.43,4.8492,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.1,POSITIVE,trend_continuation,2649319.59,,10.0,5.5,23.46,32.1,1087753.0,389291.0,0.358,323322.0,202676.0,951046.0,93.9,1.329,1.83,0.49,1.0,1.4,1.28,0.43,False,consolidation_break,3.0,False,,,,,1,1.0,99.0,8.8e-05,0.0,118967.28911244939,0.0,4.681499,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.2e-05,0.0,0.531845,0.0,0.0,0.0,1.0,0.4200305490777992,0.4200305490777992,n/a,2026-05-12,2026-05-12,False,
LQD,LONG,0.4200286624137339,4.200286624137338,3.42,4.6661,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.7,NEGATIVE,ema_pullback,-584351791.37,,111.0,108.0,2.25,0.52,449350.0,1002255.0,2.23,313241.0,568001.0,570363.0,47.6,0.064,0.0,0.66,1.0,1.2,0.24,0.32,False,default,2.5,False,,,,,1,1.0,99.0,1.9e-05,0.0,387739.61434266355,0.0,7.308281,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7e-06,0.0,0.504283,0.0,0.0,0.0,1.0,0.4200286624137339,0.4200286624137339,n/a,2026-05-12,2026-05-12,False,
FORM,LONG,0.39136267661676355,3.9136267661676354,0.0,2.3482,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,1.295627663814533,5.3e-05,3.9e-05,14639.774544890692,11299.368602387569,5.145833,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,1e-06,0.445361,0.757954,0.0,0.0,,,,,,,False,1.310559
DHI,LONG,0.37325361927092654,3.7325361927092655,3.29,4.2333,price_validation_failed,"not_extended, pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.9,NEUTRAL,pullback_to_support,,,165.0,130.0,15.17,9.26,26787.0,37133.0,1.386,22422.0,12596.0,28902.0,50.0,0.376,0.0,0.56,1.0,1.4,0.28,0.05,False,default,2.5,False,,,,,1,1.0,99.0,1.1e-05,0.0,183289.2443294851,0.0,3.121118,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.403212,0.0,0.0,0.0,1.0,0.37325361927092654,0.37325361927092654,n/a,2026-05-12,2026-05-12,False,
LRCX,LONG,0.3663749910500521,3.6637499105005213,0.0,2.1982,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,1.1097555135492672,4e-06,3e-06,0.013106190419705203,0.03542993999945563,19.356057,2,0,0.569427,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.505764,0.745201,0.0,0.0,,,,,,,False,
MRNA,LONG,0.3623623260776165,3.623623260776165,6.64,4.6638,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.3,POSITIVE,trend_continuation,13446759.71,53.25,60.0,25.0,12.63,53.07,412960.0,328939.0,0.797,185349.0,257732.0,298818.0,98.0,0.871,1.9,0.85,1.0,1.4,1.03,0.47,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,0.00013,0.0,103107.05819297653,0.0,28.475771,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.606771,0.0,0.0,0.0,1.0,0.3623623260776165,0.3623623260776165,n/a,2026-05-12,2026-05-12,False,
