ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train
BNO,LONG,0.4517714035636047,4.517714035636047,5.89,5.3259,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.5,POSITIVE,trend_continuation,7224179.06,,60.0,50.0,19.17,0.7,314612.0,30352.0,0.096,91350.0,145758.0,107856.0,31.1,0.488,1.67,0.82,0.6,1.4,1.39,0.0,False,sustained_trend,5.0,False,6,1.0,15.858789716004097,0.014792,0.008102,0.0009564622513573076,3.015558779974495e-05,1070.00935,171.947854,0,0,0.0,0.072319,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.52239,0.46446,0.0,0.0,1.0,0.4517714035636047,0.4517714035636047,n/a,2026-08-14,2026-08-14,False
NOK,LONG,0.43589681990545565,4.358968199054557,4.57,4.8305,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.4,POSITIVE,bounce_and_fail,14059114.09,10.67,15.0,10.0,40.65,6.24,2957105.0,1046657.0,0.354,749959.0,1095243.0,2158560.0,53.6,0.628,0.0,0.62,1.0,1.0,1.73,0.22,False,default,2.5,False,7,1.0,99.0,7.8e-05,9e-06,1.545035917158677e-14,1.6728960698960883e-21,8.00213,1.332458,0,0,0.602158,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.293267,0.266689,0.0,0.0,1.0,0.43589681990545565,0.43589681990545565,n/a,2026-08-14,2026-08-14,False
ABVX,LONG,0.4201384721984219,4.201384721984219,2.78,4.1347,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",6.0,NEUTRAL,ema_pullback,,,200.0,60.0,67.47,49.76,120936.0,49475.0,0.409,80226.0,20291.0,69894.0,12.5,0.665,0.0,0.54,0.43,1.2,0.23,0.38,False,default,2.5,False,4,1.0,1.6952570362034882,0.000291,0.000163,4.490145834688324e-49,7.945955814601358e-49,10.020761,10.844291,1,0,0.441379,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558737,0.551194,0.0,0.0,1.0,0.4201384721984219,0.4201384721984219,n/a,2026-08-14,2026-08-14,False
SOLS,LONG,0.4014078690904249,4.014078690904249,4.87,4.388,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.6,NEUTRAL,trend_continuation,,,65.0,55.0,3.88,12.1,44054.0,78708.0,1.787,74654.0,24792.0,23316.0,20.0,0.514,0.0,0.99,1.0,1.4,1.47,0.0,False,default,2.5,False,1,1.0,99.0,4e-05,0.0,1.7850716883982897e-49,0.0,15.987461,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.021682,0.0,0.0,0.0,1.0,0.4014078690904249,0.4014078690904249,n/a,2026-08-14,2026-08-14,False
TPL,LONG,0.3947340023450771,3.947340023450771,4.22,4.6197,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.9,NEUTRAL,bounce_and_fail,,,560.0,300.0,56.29,16.27,17558.0,12956.0,0.738,4040.0,17064.0,9410.0,25.8,0.453,0.0,0.64,1.0,1.0,1.37,0.21,False,default,2.5,False,1,1.0,99.0,2.3e-05,0.0,2.0038126719273014e-20,0.0,8.111111,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.819098,0.0,0.0,0.0,1.0,0.3947340023450771,0.3947340023450771,n/a,2026-08-14,2026-08-14,False
CW,LONG,0.3911528995119631,3.911528995119631,3.46,4.5538,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",7.8,NEUTRAL,pullback_to_support,,,790.0,610.0,13.59,12.29,1523.0,1489.0,0.978,899.0,1063.0,1050.0,52.9,0.403,0.0,0.68,0.63,1.4,0.62,0.12,False,default,2.5,False,2,1.0,1.8892126993287387e-13,2.1e-05,1.2e-05,3.924563904581038e-20,2.077354183557778e-07,,3.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.766599,0.844174,0.0,0.0,1.0,0.3911528995119631,0.3911528995119631,n/a,2026-08-14,2026-08-14,False
CRCL,LONG,0.38604748177058656,3.8604748177058656,4.68,4.3142,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.9,POSITIVE,trend_continuation,10142348.91,72.96,80.0,65.0,9.68,10.89,476580.0,341792.0,0.717,241825.0,201441.0,375106.0,22.5,0.76,0.0,0.58,1.0,1.4,1.48,0.21,False,default,2.5,False,5,1.0,99.0,0.000127,4.2e-05,34558.673978361505,5.348375379178204e-14,2.526018,2.689819,3,1,0.473826,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.691588,0.076538,0.0,0.0,1.0,0.38604748177058656,0.38604748177058656,n/a,2026-08-14,2026-08-14,False
TLN,LONG,0.37841150586598765,3.7841150586598764,4.17,3.8231,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",3.4,NEUTRAL,trend_continuation,,,370.0,310.0,1.04,15.35,61195.0,45496.0,0.743,26333.0,18556.0,61802.0,12.7,0.528,0.0,0.79,0.42,1.4,1.57,0.0,False,default,2.5,False,3,1.0,0.10328963665511541,0.000137,1.8e-05,2.5006407269596e-07,4.841997334755377e-06,15.84879,14.172414,0,1,3e-06,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.591591,0.023463,0.0,0.0,1.0,0.37841150586598765,0.37841150586598765,n/a,2026-08-14,2026-08-14,False
COST,LONG,0.37339492682967196,3.7339492682967195,4.2,3.707,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",2.9,POSITIVE,ema_pullback,68174502.94,962.11,1000.0,900.0,3.91,6.48,160908.0,203488.0,1.265,175133.0,71906.0,117357.0,14.1,0.202,0.0,0.72,0.46,1.2,1.81,0.0,False,default,2.5,False,5,1.0,99.0,1.2e-05,0.0,13207.754357056963,0.0,2.845185,,2,0,0.04091,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.415256,0.0,0.0,0.0,1.0,0.37339492682967196,0.37339492682967196,n/a,2026-08-14,2026-08-14,False
RBLX,LONG,0.36650378134949146,3.665037813494915,4.49,4.0195,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.2,POSITIVE,trend_continuation,2102898.44,38.58,40.0,35.0,3.69,9.27,276605.0,165500.0,0.598,107219.0,115682.0,219204.0,11.6,0.569,0.0,0.58,1.0,1.4,1.51,0.0,False,default,2.5,False,2,1.0,99.0,7.1e-05,0.0,2.5624818926016975e-07,0.0,3.1104,,1,0,0.112709,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.362202,0.0,0.0,0.0,1.0,0.36650378134949146,0.36650378134949146,n/a,2026-08-14,2026-08-14,False
