ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
DELL,LONG,0.8583450207981417,8.583450207981416,0.0,5.1501,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.7745412580884325,24.0,1.0,4.002436629305369,0.002066,0.000168,31630.922356245243,30031.082584458672,10.127601,6.578731,8.0,0.0,0.79218,0.623451,,,,
KWEB,LONG,0.7785983522830742,7.785983522830742,0.0,4.6716,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.39,0.0,0.0,0.0,0.0,1.6992983422719121,15.0,1.0,19.22706810154672,0.001669,0.00023,57487.094706097625,11959.61743152573,2.456562,0.801969,8.0,1.0,0.854383,0.15613,,,,
INTU,LONG,0.7514575626092777,7.5145756260927765,0.0,4.5087,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.63,0.0,0.0,0.0,0.0,0.7717641414297515,17.0,1.0,13.033996372678235,0.002162,9e-05,103648.97689868975,37110.27774575242,8.854917,0.923968,3.0,2.0,0.806168,0.496801,,,,
LUV,LONG,0.7352480217755389,7.35248021775539,0.0,4.4115,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.43,0.0,0.0,0.0,0.0,20040851.789083224,3.0,1.0,99.0,0.00363,0.0,310851.8969874657,0.0,212.550995,,0.0,0.0,0.138213,0.0,,,,
PDD,LONG,0.735098284157647,7.35098284157647,0.0,4.4106,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.8,0.0,0.0,0.0,0.0,5.595492549945396,16.0,1.0,0.42203120270937783,0.004009,0.002404,56184.69500912586,171166.17100342206,1.386697,1.408632,3.0,5.0,0.46454,0.275178,,,,
SATS,LONG,0.7102249426050653,7.102249426050653,7.51,7.0441,poor_rr (1.8:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none,6.2,POSITIVE,structural_breakout,9843484.59,119.0,150.0,85.0,25.98,28.61,242679.0,114514.0,0.472,68776.0,99734.0,188683.0,1.52,0.71,1.0,2.0,1.46,0.82,0.9477596645124945,5.0,1.0,15.30397000987907,0.006662,0.000452,628600.5279112444,164297.37578039375,3.519953,0.385006,0.0,0.0,0.508175,0.0,119.07,112.89,130.12,1.79
ARM,LONG,0.6953444565143646,6.953444565143646,0.0,4.1721,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.6724417399654555,27.0,1.0,1.6435576293109881,0.002759,0.001564,94483.9077935728,53381.18704950389,2.522925,10.487306,0.0,8.0,0.81506,0.870165,,,,
DDOG,LONG,0.6323036201960736,6.323036201960735,0.0,3.7938,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.92,0.0,0.0,0.0,0.0,13.697076086564074,6.0,1.0,99.0,0.000935,0.000402,45518.132734326486,275.5451682243096,2.991797,1.185534,1.0,0.0,0.570349,0.445388,,,,
AG,LONG,0.6183790730833948,6.183790730833948,0.0,3.7103,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.45,0.0,0.0,0.0,0.0,1.2200177046314367,3.0,1.0,99.0,0.001397,0.0,111813.78637323847,0.0,22.874152,,2.0,0.0,0.549553,0.0,,,,
GEV,LONG,0.6077633270135552,6.077633270135552,0.0,3.6466,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,70.43118437794936,19.0,1.0,1.090827918136508,0.000608,0.00068,44541.51206602743,56145.04182787471,1.433502,2.394742,3.0,3.0,0.488451,0.54331,,,,
XOP,LONG,0.6022849302954023,6.0228493029540235,0.0,3.6137,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.4061066189208433,8.0,1.0,99.0,0.000797,0.0,6192.959938503403,0.0,14.767827,,3.0,0.0,0.696992,0.0,,,,
REAL,LONG,0.6000000000000001,6.000000000000001,0.0,3.6,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.050518,0.0,1234412.4593344533,0.0,27.786111,,0.0,0.0,0.0,0.0,,,,
ONON,LONG,0.5955131048626546,5.955131048626546,0.0,3.5731,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.15320690270917947,2.0,1.0,99.0,0.003615,0.0,280784.11340318574,0.0,1786.125,,0.0,0.0,0.071153,0.0,,,,
CRWV,LONG,0.5830222887594105,5.830222887594106,0.0,3.4981,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,0.2612988137720176,15.0,1.0,1.0182254406291698,0.000817,0.000799,108038.74888179023,121262.78811950352,5.602719,4.777518,0.0,5.0,0.602057,0.554627,,,,
PONY,LONG,0.5802781743117996,5.802781743117996,0.0,3.4817,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.53,0.0,0.0,0.0,0.0,47.535840665004564,2.0,1.0,99.0,0.004976,0.0,78210.16098171438,0.0,0.716494,,1.0,0.0,0.020603,0.0,,,,
VRT,LONG,0.570322083150522,5.70322083150522,0.0,3.4219,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,172.559403073801,11.0,1.0,99.0,0.000289,0.000246,63488.57835176203,893.6726423061007,7.222602,3.913878,0.0,1.0,0.17882,0.34733,,,,
UBS,LONG,0.5616060110977112,5.616060110977113,0.0,3.3696,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.71,0.0,0.0,0.0,0.0,2585580.022690399,3.0,1.0,99.0,0.002015,0.0,1875.5815006043515,0.0,2.917258,,0.0,0.0,0.48986,0.0,,,,
SMMT,LONG,0.5602281298535976,5.602281298535976,0.0,3.3614,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8153892603577477,2.0,1.0,99.0,0.01186,0.0,0.09449024357420875,0.0,4.85545,,0.0,0.0,0.355191,0.0,,,,
TSEM,LONG,0.5591673806969926,5.591673806969926,0.0,3.355,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.246704858909148,4.0,0.7,99.0,0.000722,0.0,30833.775943447534,0.0,36.115889,,0.0,0.0,0.485299,0.0,,,,
GOOGL,LONG,0.543399137561422,5.4339913756142195,0.0,3.2604,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.14,0.0,0.0,0.0,0.0,7.23280496207386,9.0,1.0,3.6322972281232415,0.000163,3.4e-05,82976.07483935218,45687.932252297964,2.087928,0.212135,2.0,0.0,0.675317,0.332069,,,,
NEM,LONG,0.5076160086195758,5.076160086195758,0.0,3.0457,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1086226.8342468496,21.0,1.0,2.1367943385875408,0.000768,0.000966,11979.05427037296,4204.5650068122595,0.923375,16.74552,2.0,2.0,0.403991,0.418999,,,,
HOOD,LONG,0.5058496256046123,5.058496256046123,0.0,3.0351,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,24.47093598647884,16.0,1.0,0.23562259750254722,0.000953,0.000656,10475.460838366482,192654.11770376007,0.147382,4.26692,0.0,1.0,0.765785,0.087692,,,,
META,LONG,0.49478772720562014,4.947877272056202,0.0,2.9687,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,4.231749014623123,14.0,1.0,1.0105876253721557,0.000227,0.000453,181717.648035747,99896.58132967069,0.574002,0.364377,3.0,1.0,0.596463,0.308382,,,,
JD,LONG,0.4913735146732247,4.913735146732247,0.0,2.9482,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,57.95280334594044,6.0,1.0,9.476412509295805,0.001091,0.0007,65111.88753246618,6870.94271894509,0.590511,0.246168,2.0,0.0,0.270548,0.093313,,,,
GOOG,LONG,0.48867330758819894,4.886733075881989,0.0,2.932,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,8.582608316924984,23.0,1.0,0.5277763116960835,0.000236,0.000624,42930.06342722074,43382.07934014968,0.150831,4.811257,4.0,9.0,0.630116,0.701522,,,,
IBIT,LONG,0.487287433548631,4.87287433548631,0.0,2.9237,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,6.230162448144773,28.0,1.0,0.7446174700832806,0.000409,0.000644,13432.00159312889,32469.830267248362,0.27305,0.440703,2.0,1.0,0.815644,0.686766,,,,
GDX,LONG,0.4745720344471996,4.745720344471996,0.0,2.8474,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.25,0.0,0.0,0.0,0.0,23.006125680912003,3.0,1.0,46.012251361824006,0.000105,3.3e-05,110059.19161924848,4783.908127154313,20.404697,0.204368,0.0,0.0,0.150702,0.0,,,,
ASML,LONG,0.4726219080180983,4.726219080180983,5.73,5.2821,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",6.0,NEUTRAL,ema_pullback,,,1500.0,1290.0,7.61,7.45,64752.0,97574.0,1.507,69206.0,39862.0,53258.0,1.67,0.87,0.0,1.2,1.68,0.31,29.70225026148671,4.0,1.0,31.334530062744808,0.000459,0.000127,205369.83589638805,6554.106140578841,0.915803,0.10084,2.0,0.0,0.020733,0.218043,,,,
