ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol
OKTA,LONG,0.701635322331581,7.01635322331581,0.0,4.2098,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,60260.75328769116,16.0,1.0,1.3944226702940188,0.002364,0.003336,101584.70235462113,33113.96586582305,2.54987,1.763832,0.0,2.0,0.506149,0.626186,,,,,,
BA,LONG,0.6712968129037419,6.712968129037419,0.0,4.0278,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,1460.771746944937,13.0,1.0,0.004067977779551343,0.001822,0.000429,14.185823875066697,5579.508893632648,3.444104,10.518212,4.0,2.0,0.426104,0.004188,0.0,0.04,0.0,0.0,0.0,0.0
CIEN,LONG,0.6708094598377494,6.708094598377494,0.0,4.0249,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,4565439.045355723,4.0,1.0,99.0,0.0011,0.0,236008.575343871,0.0,4.15161,,1.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VST,LONG,0.6281341533516831,6.281341533516831,0.0,3.7688,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,1150942.6289309235,8.0,1.0,99.0,0.001034,0.000132,44561.0130732474,0.11622782468107144,2.476883,0.646526,0.0,1.0,0.472882,0.0,0.0,0.55,0.0,0.0,0.0,0.0
LMT,LONG,0.6101642815811552,6.101642815811552,0.0,3.661,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,1.2005552021814874,13.0,1.0,0.6629420743349838,0.000538,0.000571,36243.48233318595,182235.5413155457,60.041193,120.166667,2.0,0.0,0.702742,0.230338,,,,,,
NVDL,LONG,0.6032157024794815,6.032157024794815,0.0,3.6193,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,330059.33501171705,3.0,1.0,99.0,0.000644,0.000153,181145.17072721466,30.263773113184527,300.0,2.380952,1.0,0.0,3e-06,0.0,0.0,0.57,0.0,0.0,0.0,0.0
WEN,LONG,0.6000000000000001,6.000000000000001,0.0,3.6,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,1.0,1.0,99.0,0.007746,0.0,406215.02014568844,0.0,100.671141,,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0
OXY,LONG,0.5970839029734571,5.970839029734572,6.43,5.4344,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,2.6,POSITIVE,trend_continuation,43062579.89,59.4,60.0,40.0,1.15,32.57,583630.0,298256.0,0.511,240585.0,217916.0,423385.0,442.3681904355922,29.0,1.0,3.5577142185031976,0.005699,0.000187,9663.548670768774,36669.02371665612,0.396722,0.358177,0.0,0.0,0.384099,0.000759,2.77,0.03,0.23,1.4,1.0,1.0
VSAT,LONG,0.5933333333333333,5.933333333333333,5.28,5.9107,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target,6.8,NEUTRAL,retest_and_confirm,,,70.0,36.0,42.61,26.66,47569.0,6002.0,0.126,28810.0,15901.0,8860.0,27.502740993889596,5.0,1.0,99.0,0.01295,0.003782,1.2615449723133367,0.008195727526887358,21.275862,0.52014,0.0,0.0,0.030581,0.54711,1.9,0.74,0.0,1.4,0.91,0.33
GLNG,LONG,0.5917096439062286,5.917096439062286,0.0,3.5503,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,1.4538643982723363,13.0,1.0,1.1593779337374166,0.003542,0.002252,24.71150246902796,13.321530963897478,16.43556,0.874732,1.0,4.0,0.644133,0.827428,0.0,0.0,0.0,0.0,0.0,0.0
CORZ,LONG,0.5800000000000001,5.800000000000001,0.0,3.48,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,25586.09862687067,3.0,1.0,7.816744667354594e-05,0.009263,0.000429,2.8018648139099604,17922.19736696472,15.649452,0.149878,0.0,2.0,0.0,1.7e-05,0.0,0.86,0.0,0.0,0.0,0.0
EXPE,LONG,0.5537466572736567,5.537466572736567,0.0,3.3225,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,16.757831371603515,12.0,1.0,3.109161874442993,0.001133,0.000304,0.47453939194110867,0.30525229055571285,1.824572,2.47538,1.0,2.0,0.772496,0.009915,0.0,0.79,0.0,0.0,0.0,0.0
IBIT,LONG,0.5360991938594281,5.360991938594281,0.0,3.2166,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,2424.5770247562955,17.0,1.0,7.66211034173697,0.000477,0.000178,40319.609748950475,9647.379278407172,0.234671,0.20983,3.0,1.0,0.547098,0.002126,0.0,0.99,0.0,0.0,0.0,0.0
CVX,LONG,0.5248747066803983,5.248747066803983,0.0,3.1492,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,109286.02800458224,23.0,1.0,1.6666686706848628,0.000415,0.000526,19732.534340995906,12915.82512943181,1.519016,0.884283,2.0,4.0,0.238625,0.223432,,,,,,
MOD,LONG,0.5143859184384927,5.143859184384927,6.64,5.9839,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,7.1,NEUTRAL,flag_breakout,,,300.0,155.0,37.66,28.88,10724.0,5255.0,0.49,8073.0,3148.0,4758.0,1017.6963277272135,2.0,1.0,99.0,0.001734,0.0,0.25212428705793816,0.0,3.126916,,0.0,0.0,0.000491,0.0,1.74,0.47,0.3,1.6,1.99,0.53
BE,LONG,0.4833606838634321,4.833606838634321,0.0,2.9002,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,168.09130926646012,10.0,1.0,9.782458641735893,0.000654,0.003767,53926.091290469805,5512.529443303697,0.888412,0.780638,0.0,0.0,0.48615,0.075285,,,,,,
IDYA,LONG,0.47639161765652527,4.763916176565253,0.0,2.8583,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,1.4910820804529423,3.0,1.0,99.0,0.004797,0.0,0.002557016224707402,0.0,1.377246,,0.0,0.0,0.598568,0.0,0.0,0.66,0.0,0.0,0.0,0.0
BABA,LONG,0.47439296450199464,4.743929645019946,0.0,2.8464,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,3.5979500703421,4.0,1.0,99.0,0.000295,9.6e-05,129014.5502477956,34.26429850542666,1.162899,10.918919,2.0,0.0,0.35543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,LONG,0.4743882775546821,4.743882775546821,0.0,2.8463,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,1479.3862751134698,16.0,1.0,99.0,0.00059,0.001204,147821.63455344152,19.973907850619444,0.161863,0.272677,0.0,8.0,0.581914,0.766683,,,,,,
NET,LONG,0.4714646667448523,4.714646667448523,0.0,2.8288,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,40.13398915392395,14.0,1.0,32.52936204123073,0.001558,0.001389,4.118290249921985,0.1688029928039405,0.872774,1.140049,1.0,0.0,0.040951,0.511405,,,,,,
COP,LONG,0.4702632244727937,4.702632244727937,0.0,2.8216,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,19024.851073695332,9.0,1.0,0.0025613715689939915,0.000397,0.000469,17.16222803666127,8375.506820454173,10.902379,1.614227,0.0,0.0,0.333298,0.003959,,,,,,
