ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio
VRT,SHORT,0.2927168695469937,2.927168695469937,3.05,3.9586,price_validation_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",7.9,NEGATIVE,bounce_and_fail,-236806.82,323.24,350.0,220.0,8.28,31.94,226152.0,240241.0,1.062,176448.0,119957.0,169988.0,57.3,0.644,0.0,0.0,1.0,1.0,0.42,0.63,3,1.0,99.0,3e-06,1.7e-05,1292.0286142435457,0.00018352613789219378,182.958333,42.881847,0,0,0.0,0.000283,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.003145,0.162993,0.0,0.0,,,,
CORZ,SHORT,0.29189221015236816,2.9189221015236817,3.2,3.4595,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.2,POSITIVE,bounce_and_fail,22911728.67,21.0,27.0,12.0,28.72,42.79,1199813.0,597283.0,0.498,531557.0,584682.0,680857.0,64.9,0.904,0.0,0.01,1.0,1.0,0.67,0.52,1,1.0,0.0,0.0,9.4e-05,0.0,1.4098978289612748e-16,,13.419811,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.586924,0.0,0.0,,,,
LRCX,SHORT,0.28233649434988717,2.8233649434988717,2.29,2.9187,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.1,POSITIVE,unknown,28325972.78,271.27,370.0,240.0,36.41,11.52,258000.0,282782.0,1.096,171703.0,150707.0,218372.0,80.5,0.648,0.0,0.19,1.0,0.0,0.41,0.69,2,1.0,0.0,0.0,5e-06,0.0,5.555478768572404,,48.555804,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.230452,0.0,0.0,,,,
AMD,SHORT,0.27800025492962377,2.7800025492962375,0.0,1.668,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.23302917236100096,1e-06,4e-06,363000.72534290736,1557747.9920864108,15.388462,439.0,1,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.086405,0.305155,0.0,0.0,,,,
META,SHORT,0.275710315106851,2.75710315106851,4.11,3.3316,price_validation_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",3.6,POSITIVE,pullback_to_resistance,455294538.9,666.84,750.0,600.0,12.5,10.0,1890575.0,928738.0,0.491,779943.0,634448.0,1404922.0,86.8,0.433,0.0,0.37,1.0,1.4,1.1,0.24,2,1.0,3.154033533515681e-08,1e-06,1e-06,9.025496599051956e-07,28.615728092756132,154.0,6.085714,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.784616,0.776307,0.0,0.0,,,,
XLE,SHORT,0.272039296,2.72039296,3.7,3.9102,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.2,NEGATIVE,ema_rally,-68571191.62,,60.0,45.0,5.97,20.52,1765672.0,2931559.0,1.66,656329.0,1455929.0,2584973.0,83.3,0.277,0.0,0.81,1.0,1.2,0.48,0.21,1,1.0,0.0,0.0,0.0,0.0,199.1478319265836,,1.485872,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.483158,0.0,0.0,,,,
CVNA,SHORT,0.2631456341540499,2.631456341540499,3.26,3.5737,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.4,NEGATIVE,bounce_and_fail,-7899675.45,,600.0,200.0,50.03,49.99,187655.0,198854.0,1.06,161277.0,75501.0,149731.0,85.0,0.854,0.0,0.15,1.0,1.0,1.0,0.11,1,0.7,0.0,0.0,5e-06,0.0,8.609308184806197e-05,,9.722222,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.095211,0.0,0.0,,,,
AAOI,SHORT,0.26123438959557144,2.612343895955714,0.0,1.5674,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,22.167708282121527,9.3e-05,5.6e-05,3411.874457547414,153.9119161135445,2.752688,311.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.233146,0.123647,0.0,0.0,,,,
MO,SHORT,0.2599820479480437,2.599820479480437,3.87,3.2809,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",4.1,POSITIVE,trend_continuation,15362230.29,66.92,70.0,60.0,4.6,10.34,157514.0,132482.0,0.841,77308.0,82050.0,130638.0,99.7,0.285,0.0,0.6,1.0,1.4,0.31,0.57,1,0.7,0.0,0.0,5e-06,0.0,1.7222543890158784e-15,,4.50774,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.466527,0.0,0.0,,,,
NVDA,SHORT,0.23914204381433415,2.3914204381433417,0.0,1.4349,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,9.428875876067265,1e-06,0.0,1518052.0509786357,644001.2875052535,85.105263,2.868687,0,0,0.73508,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.6259,0.557244,0.0,0.0,,,,
TEAM,SHORT,0.19937469402264868,1.9937469402264867,6.11,3.6899,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,4.3,NEUTRAL,ema_rally,,,70.0,50.0,0.06,28.53,114379.0,76945.0,0.673,76700.0,44210.0,70414.0,95.7,0.966,1.74,0.85,0.94,1.2,1.12,0.27,1,1.0,0.0,0.0,7.6e-05,0.0,9.553302859281546e-07,,1.432015,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.341933,0.0,0.0,,,,
SLV,SHORT,0.15191284111278525,1.5191284111278525,6.62,3.9256,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.9,POSITIVE,trend_continuation,19326866.01,68.6,100.0,50.0,45.75,27.12,5210845.0,2918325.0,0.56,1930550.0,3052686.0,3145934.0,52.5,0.514,1.5,0.86,1.0,1.4,1.59,0.27,1,1.0,0.0,0.0,1.8e-05,0.0,62022.174137793736,,1.495012,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.250197,0.0,0.0,,,,
AAPL,SHORT,0.15053730920360758,1.5053730920360757,4.0,3.3727,price_validation_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",7.1,NEGATIVE,pullback_to_resistance,-102406145.93,270.72,300.0,250.0,10.8,7.67,2744128.0,1911823.0,0.697,1302617.0,1267206.0,2086128.0,63.1,0.268,0.0,0.42,1.0,1.4,0.97,0.21,1,0.7,0.0,0.0,0.0,0.0,0.0033022448867270635,,1.863986,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.282498,0.0,0.0,,,,
AMZN,SHORT,0.14151578150132232,1.4151578150132234,1.89,1.9746,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.5,POSITIVE,unknown,34590982.57,260.45,275.0,200.0,5.57,23.22,3106213.0,1912980.0,0.616,1314209.0,1019261.0,2685723.0,83.8,0.415,0.0,0.0,1.0,0.0,0.13,0.76,2,1.0,8.28433906365981,0.0,1e-06,0.006072980430242032,0.0007330675849425148,1.240876,1.219573,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282821,0.465222,0.0,0.0,,,,
STX,SHORT,0.10713079700384924,1.0713079700384924,2.93,2.3947,price_validation_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",4.9,NEUTRAL,bounce_and_fail,,,600.0,200.0,1.37,66.21,76809.0,88544.0,1.153,54554.0,29328.0,81471.0,99.4,0.85,0.0,0.0,1.0,1.0,0.42,0.51,1,1.0,0.0,0.0,5e-06,0.0,561998.4786510495,,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,3e-06,0.0,0.757772,0.0,0.0,,,,
SYY,LONG,0.6037216753043289,6.037216753043289,3.59,5.3356,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm","confirmation_volume, room_to_target, trend_aligned",6.2,NEUTRAL,retest_and_confirm,,,80.0,70.0,5.17,7.97,71188.0,20366.0,0.286,18592.0,46733.0,26229.0,94.7,0.287,0.0,0.99,0.0,1.4,1.18,0.01,15,1.0,0.28022143022653073,3.4e-05,1.1e-05,1.000131480170213,1.7845378195409747,11.482153,14.874516,2,1,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.488469,0.58081,0.0,0.0,,,,
PRAX,LONG,0.5992473355422024,5.992473355422025,5.29,5.3232,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,3.7,NEUTRAL,retest_and_confirm,,,340.0,130.0,1.21,61.3,1976.0,7906.0,4.001,1856.0,517.0,7509.0,50.7,0.782,1.62,0.72,0.2,1.4,1.01,0.34,5,1.0,99.0,5.3e-05,0.0,0.002897609740697628,0.0,31.3125,,2,0,0.653926,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.040588,0.0,0.0,0.0,,,,
AS,LONG,0.5850739908100202,5.850739908100202,4.84,5.6174,watchlist_reeval_failed,"not_extended, room_to_target, support_ema_confluence, trend_aligned","confirmation_volume, momentum_aligned",6.2,NEUTRAL,support_ema_confluence,,,40.0,35.0,11.59,2.36,29573.0,6660.0,0.225,11349.0,12569.0,12315.0,75.0,0.561,1.69,0.84,0.35,1.6,0.36,0.0,5,1.0,99.0,1.8e-05,0.0,0.7439554507650326,0.0,4.920413,,1,0,0.530603,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.395065,0.0,0.0,0.0,,,,
IVZ,LONG,0.5756834610186145,5.756834610186145,6.0,5.4784,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.0,NEUTRAL,trend_continuation,,,26.0,15.0,1.92,41.2,74258.0,3738.0,0.05,27227.0,38859.0,11910.0,73.0,0.426,1.67,0.46,0.71,1.4,1.49,0.27,9,0.7,99.0,0.000392,2.4e-05,280.30508522968313,3.0600030527226997e-11,211.828862,242.365789,0,2,0.487465,0.543647,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.475812,0.566368,0.0,0.0,,,,
FLR,LONG,0.5526562906159647,5.526562906159647,6.86,6.1413,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.6,NEUTRAL,retest_and_confirm,,,70.0,37.5,44.61,22.53,67731.0,25949.0,0.383,11816.0,45232.0,36632.0,78.6,0.593,1.5,0.83,1.0,1.4,1.88,0.25,4,1.0,99.0,0.0001,1.7e-05,3.8051516188866126e-19,1.71387454247134e-25,76.351229,4.238532,0,0,0.511983,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.554488,0.251618,0.0,0.0,,,,
ATI,LONG,0.5500885843057788,5.500885843057787,4.97,5.3414,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.5,NEUTRAL,ema_pullback,,,200.0,145.0,31.83,4.43,14709.0,6081.0,0.413,8912.0,3689.0,8189.0,98.8,0.611,1.55,0.76,0.77,1.2,0.4,0.3,5,1.0,99.0,2.3e-05,0.0,6.411177587297183e-08,0.0,7.472731,,0,0,0.002446,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.304925,0.0,0.0,0.0,,,,
BOOT,LONG,0.5426105641932177,5.426105641932177,4.29,5.0601,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.3,NEUTRAL,retest_and_confirm,,,200.0,100.0,19.19,40.41,1458.0,1140.0,0.782,1998.0,130.0,470.0,91.0,0.618,0.0,0.52,1.0,1.4,1.37,0.0,4,1.0,99.0,7.3e-05,5e-06,1.0773059390106908e-12,2.4338123133626155e-21,65.244167,268.0,0,0,9e-06,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.763403,0.623421,0.0,0.0,,,,
SEZL,LONG,0.541253014686439,5.41253014686439,4.83,5.0953,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",4.7,NEUTRAL,trend_continuation,,,105.0,50.0,35.94,35.27,17798.0,12825.0,0.721,10363.0,8220.0,12040.0,81.1,0.973,1.88,0.68,0.64,1.4,0.07,0.16,4,0.7,99.0,0.000123,0.0,0.004809790093288227,0.0,29.139961,,0,0,0.49987,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.042323,0.0,0.0,0.0,,,,
REAL,LONG,0.5270550086376622,5.2705500863766215,5.59,5.2723,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.8,NEUTRAL,trend_continuation,,,15.0,10.0,22.25,18.5,68612.0,18892.0,0.275,51491.0,241.0,35772.0,92.3,1.048,2.02,0.07,1.0,1.4,1.08,0.02,2,1.0,99.0,0.001385,0.0,1.8130956465718767e-24,0.0,13.938264,,0,0,0.047673,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.115894,0.0,0.0,0.0,,,,
SUN,LONG,0.5114994530821066,5.1149945308210665,5.51,5.0505,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.2,NEUTRAL,trend_continuation,,,67.5,62.5,2.23,5.34,9311.0,4237.0,0.455,1344.0,6200.0,6004.0,97.1,0.3,1.56,0.67,0.25,1.4,1.63,0.0,1,1.0,99.0,1e-05,0.0,38.913999880223784,0.0,14.754717,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.419964,0.0,0.0,0.0,,,,
IMVT,LONG,0.5114994530821066,5.1149945308210665,4.92,5.0535,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.1,NEUTRAL,trend_continuation,,,30.0,22.0,3.57,24.05,26497.0,4010.0,0.151,14481.0,10236.0,5790.0,18.3,0.581,2.05,0.23,0.16,1.4,1.01,0.07,1,1.0,99.0,3.9e-05,0.0,1.0541747539282635e-27,0.0,52.736842,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.386964,0.0,0.0,0.0,,,,
VSAT,LONG,0.49859074162953737,4.985907416295373,5.07,5.094,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.4,NEUTRAL,trend_continuation,,,70.0,42.0,13.88,31.67,55014.0,13226.0,0.24,33782.0,21210.0,13248.0,75.9,0.854,2.59,0.41,0.22,1.4,0.4,0.05,4,1.0,99.0,5.3e-05,4e-06,0.20540191506599467,1.0774480890664074e-12,108.793175,0.024794,0,0,0.10262,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.128881,0.030732,0.0,0.0,,,,
ZTS,LONG,0.4956480223017188,4.956480223017188,3.23,4.5672,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.6,NEUTRAL,ema_pullback,,,125.0,110.0,7.93,5.03,44679.0,12414.0,0.278,10008.0,9842.0,37243.0,94.2,0.445,0.0,0.53,1.0,1.2,0.21,0.29,3,1.0,99.0,6e-06,0.0,0.00023500379551599475,0.0,5.576784,,0,0,0.399255,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.435878,0.0,0.0,0.0,,,,
ROK,LONG,0.4796607548598844,4.796607548598844,3.58,4.3723,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned","continuation_pattern, momentum_aligned",4.5,NEUTRAL,unknown,,,430.0,320.0,7.03,20.35,5916.0,10962.0,1.853,11609.0,2881.0,2388.0,98.8,0.456,2.14,0.67,0.26,0.0,0.13,0.37,8,1.0,99.0,3.5e-05,4e-06,0.00090433343279776,3.213755170616637e-10,1.387993,0.851332,0,0,1.3e-05,0.030972,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.329061,0.630731,0.0,0.0,,,,
TT,LONG,0.4498434660615612,4.4984346606156125,5.35,4.5542,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.5,NEUTRAL,trend_continuation,,,500.0,390.0,2.95,19.7,6547.0,4025.0,0.615,3711.0,2816.0,4045.0,98.1,0.375,2.31,0.0,0.0,1.4,1.48,0.17,8,1.0,99.0,5e-06,2e-06,0.08587983720798922,3.171218564412382e-10,1.622619,2.08894,0,1,0.214773,0.630056,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.424504,0.28137,0.0,0.0,,,,
TSEM,LONG,0.44650960280654306,4.465096028065431,6.0,4.9525,watchlist_reeval_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target, trend_aligned",momentum_aligned,4.6,NEUTRAL,ema_pullback,,,230.0,200.0,13.86,0.99,67005.0,49557.0,0.74,58837.0,44022.0,13703.0,96.7,0.946,2.36,0.88,0.57,1.2,0.49,0.49,7,1.0,99.0,0.000239,2.7e-05,0.014164775265104589,2.4406142251730105e-08,186.585831,0.440824,0,0,0.342829,0.478095,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.357831,0.317425,0.0,0.0,,,,
BBIO,LONG,0.4380246333195209,4.380246333195209,4.68,4.7141,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,5.6,NEUTRAL,support_ema_confluence,,,95.0,45.0,31.87,37.53,19795.0,23194.0,1.172,10030.0,7552.0,25407.0,62.5,0.592,0.0,0.68,0.76,1.6,0.65,1.0,1,1.0,99.0,2e-05,0.0,0.002562716990435561,0.0,4.545455,,1,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.580714,0.0,0.0,0.0,,,,
VOYA,LONG,0.4216666666666667,4.216666666666667,5.7,4.6783,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.3,NEUTRAL,trend_continuation,,,82.5,65.0,3.03,18.82,14671.0,5115.0,0.349,18874.0,10.0,902.0,95.0,0.388,2.28,0.0,0.0,1.4,1.8,0.22,4,1.0,99.0,0.000171,0.0,0.03281624329053493,0.0,22.785441,,0,0,1e-06,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.915194,0.0,0.0,0.0,,,,
PRKS,LONG,0.4153394126984127,4.153394126984127,2.54,4.1187,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.4,NEUTRAL,ema_pullback,,,40.0,30.0,18.06,11.45,1928.0,155.0,0.08,66.0,1697.0,320.0,93.4,0.671,0.0,0.68,0.64,1.2,0.02,0.01,2,1.0,99.0,6.7e-05,0.0,24.152449534733435,0.0,29.694444,,0,0,0.446974,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.331027,0.0,0.0,0.0,,,,
B,LONG,0.403144149750673,4.03144149750673,4.68,4.7997,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,6.9,POSITIVE,ema_pullback,5689554.94,40.99,50.0,30.0,21.98,26.81,472891.0,323663.0,0.684,73644.0,213580.0,509330.0,52.6,0.493,0.0,0.76,1.0,1.2,0.85,0.88,19,1.0,99.0,3.5e-05,1.1e-05,2.6689070975638405,0.0013047896231457446,0.767301,1.539485,2,2,0.016737,0.037582,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.025269,0.344064,0.0,0.0,,,,
DEO,LONG,0.39055555555555554,3.9055555555555554,3.5,4.3028,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.5,NEUTRAL,ema_pullback,,,85.0,70.0,6.95,11.93,17673.0,11553.0,0.654,2634.0,18024.0,8568.0,71.9,0.334,0.0,0.89,1.0,1.2,0.37,0.04,2,1.0,99.0,1e-06,0.0,0.07147950249119257,0.0,3.30942,,0,0,0.00239,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.508818,0.0,0.0,0.0,,,,
VICR,LONG,0.37962904559706107,3.7962904559706105,5.88,4.7421,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.4,NEUTRAL,trend_continuation,,,320.0,140.0,19.09,47.9,8580.0,7351.0,0.857,8623.0,3666.0,3642.0,82.6,0.923,2.33,0.0,0.32,1.4,1.44,0.38,4,1.0,20.9522328079398,3.3e-05,1.5e-05,6.1210610403977205e-09,8.764308457967533e-10,3.234951,2.386364,0,0,0.026341,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.270112,0.192191,0.0,0.0,,,,
SW,LONG,0.375,3.75,2.17,3.626,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",5.5,NEUTRAL,unknown,,,45.0,35.0,13.18,11.97,14036.0,2580.0,0.184,11699.0,2495.0,2422.0,97.8,0.525,0.0,0.6,1.0,0.0,0.21,0.35,1,1.0,99.0,4e-06,0.0,1.807293970215957e-24,0.0,12.0,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.468314,0.0,0.0,0.0,,,,
BTDR,SHORT,0.5579179213360749,5.5791792133607485,4.41,5.0526,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,4.7,POSITIVE,bounce_and_fail,1401859.32,12.09,15.0,7.5,23.86,38.07,415995.0,247580.0,0.595,156423.0,324502.0,182650.0,75.1,1.1,0.0,0.47,1.0,1.0,1.59,0.35,4,1.0,0.003597764387635793,3.2e-05,0.001437,0.1795783476517634,16.637957011017622,0.026152,512.974709,0,0,0.0,0.314303,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.441526,0.136181,0.0,0.0,,,,
RELY,SHORT,0.5576105641932176,5.576105641932177,1.77,4.4791,watchlist_reeval_failed,"momentum_aligned, room_to_target","confirmation_volume, continuation_pattern, not_extended, trend_aligned",5.8,NEUTRAL,unknown,,,30.0,17.5,45.17,15.32,21996.0,10811.0,0.491,7097.0,12226.0,13484.0,85.9,0.711,0.0,0.0,1.0,0.0,0.77,0.0,6,1.0,0.7687676227536498,3.7e-05,8.7e-05,9.102521727090808,11.840407240989771,2.37037,5.672811,0,1,0.418294,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.497528,0.49344,0.0,0.0,,,,
WCC,SHORT,0.5270550086376622,5.2705500863766215,3.96,4.7833,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.8,NEUTRAL,bounce_and_fail,,,330.0,270.0,4.1,14.83,4529.0,1349.0,0.298,3078.0,1938.0,862.0,97.0,0.555,0.0,0.31,1.0,1.0,1.56,0.09,2,1.0,0.0,0.0,4.2e-05,0.0,8.840587115807475,,26.248208,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.33967,0.0,0.0,,,,
AXSM,SHORT,0.5270550086376622,5.2705500863766215,2.3,4.1453,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",4.1,NEUTRAL,unknown,,,200.0,140.0,7.3,24.89,14963.0,10641.0,0.711,10224.0,5467.0,9913.0,97.6,0.768,0.0,0.33,1.0,0.0,0.9,0.06,4,1.0,5.546455747553757e-23,1.4e-05,0.000115,1.2974673112189926e-25,0.0023392728082095226,22.083333,54.236111,0,0,0.383748,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.526566,0.190368,0.0,0.0,,,,
CDNS,SHORT,0.5132065770821066,5.132065770821066,1.83,4.175,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.3,NEUTRAL,unknown,,,400.0,265.0,20.54,20.14,48380.0,55375.0,1.145,25618.0,48933.0,29204.0,99.5,0.543,0.0,0.0,0.75,0.0,0.18,0.9,14,1.0,1.596918891262211e-19,2e-06,0.000195,6.60607392712642e-19,1.6547049354284868,0.455913,0.745693,0,1,0.61199,0.007701,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.587038,0.408417,0.0,0.0,,,,
NXST,SHORT,0.5032045744787734,5.032045744787734,5.12,5.012,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",4.8,NEUTRAL,ema_rally,,,220.0,160.0,8.48,21.1,1947.0,916.0,0.47,1719.0,3.0,1141.0,97.0,0.478,1.66,0.94,0.0,1.2,1.32,0.0,1,1.0,0.0,0.0,1.2e-05,0.0,1.0284315820577096e-19,,6.833333,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.670606,0.0,0.0,,,,
