ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bearish_vol_oi
USO,SHORT,0.3864295026785772,3.8642950267857716,0.0,2.3186,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.41,0.0,0.0,0.0,0.0,0.6240730153389432,4.0,1.0,0.11235897402225087,1.1e-05,9.4e-05,48826.623911800605,144853.06087531938,2.786517,0.0,2.0,0.0,0.405852,2.149857
GOOGL,LONG,0.7100135074447322,7.100135074447323,0.0,4.2601,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.12,0.0,0.0,0.0,0.0,0.8090738832081982,30.0,1.0,19.490535795223423,0.001535,7.8e-05,246870.46970341448,177326.4014986605,1.629451,6.0,1.0,0.905539,0.091392,4.243188
BA,LONG,0.6810543900442042,6.810543900442042,0.0,4.0863,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5746.763694912399,14.0,1.0,2.1228225155841347,0.001825,0.000367,6642.9628279311955,5632.752150730729,3.126081,3.0,2.0,0.387634,0.497577,0.544513
CTRA,LONG,0.6000000000000001,6.000000000000001,0.0,3.6,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.007443,0.0,2212588.359043774,0.0,268.421053,0.0,0.0,0.0,0.0,
WEN,LONG,0.6000000000000001,6.000000000000001,0.0,3.6,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.77,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.007746,0.0,204063.14127148147,0.0,100.671141,0.0,0.0,0.0,0.0,
META,LONG,0.5925675122799998,5.925675122799998,0.0,3.5554,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.06,0.0,0.0,0.0,0.0,0.9200604838386531,12.0,1.0,2.355766671636319,0.000433,0.000142,225040.1486160937,191054.70106662175,4.041428,1.0,1.0,0.396814,0.503501,3.950867
SILJ,LONG,0.5874182260319898,5.874182260319898,0.0,3.5245,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.06,0.0,0.0,0.0,0.0,3553.833860492755,6.0,1.0,99.0,0.001954,0.000366,12612.583221805735,3.894281905429991,3.399952,0.0,0.0,0.000572,0.366231,0.081774
PRAX,LONG,0.5840403501110999,5.840403501110999,0.0,3.5042,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.0,1.0,99.0,0.002648,0.0,89142.2003509301,0.0,40.0,2.0,0.0,0.468206,0.0,
EXPE,LONG,0.5537466572736567,5.537466572736567,0.0,3.3225,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.88,0.0,0.0,0.0,0.0,315674.0956731533,13.0,1.0,5.098126782885414e-05,0.001133,0.000378,0.23838606199699655,7481.526361322099,1.824572,1.0,2.0,0.772496,1.6e-05,2.008145
DAL,LONG,0.5067097110343068,5.067097110343068,4.42,5.5995,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",8.7,NEGATIVE,retest_and_confirm,-4750513.06,,80.0,60.0,19.94,10.04,461526.0,294283.0,0.638,375070.0,211476.0,169263.0,0.0,0.55,0.47,1.4,1.87,0.13,1.604880039346506,4.0,1.0,99.0,0.0008,0.0,84421.79242607387,0.0,1.769263,0.0,0.0,0.65971,0.0,0.103781
AFRM,LONG,0.49752850769231205,4.975285076923121,0.0,2.9852,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.45,0.0,0.0,0.0,0.0,43.54807372072136,10.0,1.0,7.646771238317982,0.00352,0.002029,0.4193226968291661,0.05483656876355075,0.7609,2.0,1.0,0.090683,0.61079,4.095698
PLTR,LONG,0.49381305090602856,4.938130509060286,4.95,5.7341,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, trend_aligned",room_to_target,8.9,NEGATIVE,ema_pullback,-24522993.59,155.81,200.0,100.0,28.36,35.82,1564844.0,1690053.0,1.08,770110.0,792231.0,1692556.0,1.66,0.69,0.0,1.2,1.01,0.4,0.8335074765621842,17.0,1.0,5.338760539445747,0.000438,7.8e-05,194366.2687016468,87375.9070925441,0.640967,1.0,0.0,0.681191,0.503368,0.149885
IDYA,LONG,0.47639161765652527,4.763916176565253,0.0,2.8583,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.19,0.0,0.0,0.0,0.0,1.4910820804529425,3.0,1.0,99.0,0.004797,0.0,0.0012845235582593618,0.0,1.377246,0.0,0.0,0.598568,0.0,
RCAT,LONG,0.45907795628756853,4.590779562875685,5.44,5.3074,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.9,NEUTRAL,ema_pullback,,,20.0,14.0,23.99,13.21,154336.0,63779.0,0.413,118176.0,7084.0,92855.0,1.87,0.69,0.26,1.2,1.14,0.28,9.197295527315418,3.0,0.7,6.439887406949766,0.001396,0.000157,104938.40996706582,32590.138098942196,0.600569,0.0,0.0,0.128521,0.0,0.888651
CRWD,LONG,0.45313820254425574,4.531382025442557,0.0,2.7188,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.45,0.0,0.0,0.0,0.0,322626.8799838911,8.0,1.0,99.0,0.000362,7.3e-05,41264.18977144065,0.26296357932904346,0.17293,2.0,1.0,0.53434,0.05583,0.071332
B,LONG,0.4271644055342788,4.271644055342788,0.0,2.563,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2008510.8957439265,7.0,1.0,2.7282166236693794,0.000615,0.000299,22411.002608104514,20536.31153559418,0.27802,1.0,1.0,0.407937,1e-06,7.750106
RKLB,LONG,0.4151890552334412,4.151890552334412,0.0,2.4911,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.62,0.0,0.0,0.0,0.0,1458.4981244109792,2.0,1.0,0.0006856368090317938,0.000503,0.00017,98.24393610548887,143288.5965446076,4.249042,0.0,0.0,0.0,0.0,6.578947
MCHP,LONG,0.40208724113644756,4.020872411364476,0.0,2.4125,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.88,0.0,0.0,0.0,0.0,0.8402268607390919,2.0,1.0,99.0,0.000313,0.0,37920.20308883646,0.0,588.850261,0.0,0.0,0.295831,0.0,
JBL,LONG,0.3962902969378677,3.962902969378677,5.44,5.0135,watchlist_reeval_failed,"momentum_aligned, not_extended, support_ema_confluence, trend_aligned","confirmation_volume, room_to_target",7.0,NEUTRAL,support_ema_confluence,,,310.0,240.0,11.46,13.71,22377.0,15809.0,0.706,20642.0,3718.0,13826.0,1.59,0.24,0.0,1.6,1.98,0.03,0.0,1.0,0.7,99.0,0.003257,0.0,0.04437794564479089,0.0,5.097015,0.0,0.0,0.0,0.0,
TSLA,LONG,0.3913837988989879,3.913837988989879,0.0,2.3483,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.62,0.0,0.0,0.0,0.0,1.85654920536126,8.0,1.0,3.776451711497906,6.7e-05,1.7e-05,215768.64108732124,95225.47335036974,0.155793,1.0,0.0,0.7314,0.585157,0.143579
CRCL,LONG,0.3692330535873295,3.692330535873295,6.56,5.3942,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,7.9,NEGATIVE,trend_continuation,-2729850.47,,150.0,70.0,46.78,31.5,360739.0,304321.0,0.844,286564.0,130854.0,247642.0,2.31,0.64,1.0,1.4,0.21,1.0,4.18497788596255,3.0,1.0,4.987630535130478,4.1e-05,9e-06,40154.66139195132,16101.69843540781,1.468402,1.0,1.0,0.388197,0.0,0.061204
AMZN,LONG,0.3688163309960535,3.688163309960535,0.0,2.2129,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.69,0.0,0.0,0.0,0.0,5289.415746655839,9.0,1.0,1.3122216894567489,0.000117,6.8e-05,52199.99917251188,79559.72621382646,0.101016,0.0,0.0,0.38664,0.140239,0.062679
LYB,LONG,0.3624259465733811,3.624259465733811,0.0,2.1746,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0483558493556515,4.0,1.0,99.0,0.0009,0.0,0.1220822393051548,0.0,0.566247,0.0,0.0,0.299016,0.0,
DIS,SHORT,0.6584093904207767,6.5840939042077675,5.47,6.013,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.4,NEGATIVE,bounce_and_fail,-34794325.47,,150.0,95.0,54.89,1.9,316157.0,260637.0,0.824,142072.0,147275.0,287447.0,2.42,0.08,0.0,1.0,1.92,0.05,5387.613362126705,8.0,1.0,0.049235215925958656,0.000364,0.001035,7238.5428572892915,88211.7734774413,0.391955,0.0,1.0,0.001889,0.265934,11.619383
PL,SHORT,0.6051145102047983,6.051145102047983,0.0,3.6307,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.23,0.0,0.0,0.0,0.0,564.4878065606084,5.0,1.0,99.0,0.000343,0.004108,34691.87638108446,104.21294325448343,144.213333,0.0,0.0,0.648746,0.472702,46.4
GEV,SHORT,0.5878584483890963,5.878584483890963,0.0,3.5272,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.24,0.0,0.0,0.0,0.0,526844.4668657552,20.0,1.0,0.15191549003524737,0.000444,0.000779,4329.619664572927,28500.185620099503,1.449154,1.0,2.0,0.451025,1.6e-05,1.796813
VRT,SHORT,0.5457560566050376,5.457560566050375,0.0,3.2745,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.59,0.0,0.0,0.0,0.0,23214.230177713132,9.0,1.0,0.0856936516761993,9e-05,0.000285,12784.331488370492,119349.1582006767,0.164073,0.0,1.0,0.246279,0.101822,2.503854
DB,SHORT,0.5215668190133111,5.215668190133112,0.0,3.1294,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.001898,0.0,172152.81998140944,,0.0,0.0,0.0,0.0,35.195122
RTX,SHORT,0.5171083999242989,5.171083999242989,5.21,5.2885,watchlist_reeval_failed,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target",5.7,NEUTRAL,resistance_ema_confluence,,,230.0,175.0,18.21,10.06,125051.0,87530.0,0.7,76238.0,72527.0,63816.0,1.67,0.33,0.0,1.6,1.58,0.03,1835393.697219012,5.0,1.0,6.216988480327212e-06,0.000124,0.00029,0.2263987257278539,54624.21068760082,6.414201,1.0,2.0,0.086363,2.2e-05,10.8275
NFLX,SHORT,0.4823704902253944,4.823704902253944,0.0,2.8942,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.8,0.0,0.0,0.0,0.0,1711.4871938248743,12.0,1.0,0.11211934302393738,0.000144,0.000394,8092.529864473496,101048.94931326923,0.615392,1.0,2.0,0.321851,0.548014,0.187735
GXO,SHORT,0.45,4.5,5.48,5.354,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.3,NEUTRAL,trend_continuation,,,60.0,45.0,15.71,13.22,34471.0,14020.0,0.407,9289.0,32613.0,6589.0,2.45,0.28,0.25,1.4,0.97,0.13,0.0,1.0,1.0,0.0,0.0,0.02532,0.0,0.04157601237814895,,0.0,0.0,0.0,0.0,625.0
XLV,SHORT,0.4267619213723758,4.267619213723758,0.0,2.5606,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,638307.1762536744,3.0,1.0,0.0,0.0,9.3e-05,0.0,15157.867360069198,,0.0,2.0,0.0,2e-06,15.86038
NBIS,SHORT,0.41847193409136857,4.184719340913686,0.0,2.5108,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.69,0.0,0.0,0.0,0.0,0.9411730473467379,4.0,1.0,0.0,0.0,0.000329,0.0,87973.87114436657,,0.0,0.0,0.0,0.651361,1.713225
CVNA,SHORT,0.39412591245028794,3.9412591245028796,5.42,5.0766,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",7.4,NEGATIVE,trend_continuation,-6068306.01,,400.0,200.0,32.67,33.67,227211.0,146689.0,0.646,162125.0,79456.0,132319.0,2.59,0.69,0.04,1.4,0.67,0.03,7.856999724709776,2.0,1.0,0.06363752291189868,3.4e-05,0.000359,14021.020257834996,220326.3046119195,0.021632,0.0,0.0,0.0,0.0,0.259109
PANW,SHORT,0.39165659730675834,3.9165659730675833,6.61,5.4813,watchlist_reeval_failed,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target, trend_aligned",confirmation_volume,7.7,NEGATIVE,resistance_ema_confluence,-13585749.52,157.31,180.0,150.0,14.47,4.61,235336.0,238128.0,1.012,89107.0,112427.0,271930.0,1.66,0.48,1.0,1.6,1.86,0.02,478831.20552490494,11.0,1.0,2.8588143863402835,0.00012,0.000419,36559.12508535011,2841.8249389625344,2.44724,1.0,2.0,1e-06,0.002111,0.606345
SLV,LONG,0.5312984332289447,5.312984332289447,0.0,3.1878,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.02,0.0,0.0,0.0,0.0,2.0099150040046627,5.0,1.0,5.172768773771133,0.000217,4.3e-05,158955.0095242884,122916.77163710106,4.396867,1.0,0.0,0.316849,0.0,10.939616
YPF,LONG,0.43,4.3,4.96,5.038,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",7.0,NEUTRAL,ema_pullback,,,50.0,38.0,17.86,10.43,93518.0,43539.0,0.466,70361.0,5948.0,60748.0,2.03,0.02,0.02,1.2,1.64,0.06,79624.67741605004,5.0,1.0,2.360403984787681e-05,0.012899,0.001588,1.199785080877345,12707.412466358655,,0.0,1.0,0.0,2e-06,1.470143
VLO,LONG,0.39894493270875203,3.98944932708752,0.0,2.3937,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,106978.39781699568,6.0,1.0,99.0,0.000473,0.000138,76703.74532747471,0.5358365479019841,0.212174,0.0,1.0,0.018592,0.337746,0.185384
HIMS,LONG,0.3591569917669306,3.591569917669306,0.0,2.1549,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.97,0.0,0.0,0.0,0.0,0.25990505542668285,2.0,1.0,99.0,0.000333,0.0,164699.20013970957,0.0,1.754022,0.0,0.0,0.206289,0.0,
CF,LONG,0.3319879330698253,3.319879330698253,5.99,4.5969,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,5.7,NEUTRAL,ema_pullback,,,130.0,110.0,3.14,12.73,75172.0,49413.0,0.657,59951.0,32372.0,32262.0,2.61,0.35,0.44,1.2,1.33,0.06,24.814953940065987,2.0,1.0,49.629907880131974,0.000169,5.2e-05,119650.0301144513,2410.8452992384064,0.169827,0.0,0.0,0.0,0.0,0.219789
COP,SHORT,0.6210178981680842,6.2101789816808415,0.0,3.7261,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,73.52322234906293,12.0,1.0,0.03629650396767177,0.000291,0.000592,2403.7116815648556,33112.165343882305,17.182906,0.0,2.0,0.000527,0.059608,4.491227
HUT,SHORT,0.5922398427955428,5.922398427955428,3.06,5.0792,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.0,NEUTRAL,ema_rally,,,100.0,35.0,90.17,33.44,122145.0,69401.0,0.568,79264.0,28924.0,83358.0,0.0,0.84,0.54,1.2,0.25,0.23,77749.8788244979,5.0,1.0,2.2687298732390855e-06,0.000316,0.002552,0.061335226612816464,6758.7626160676,,0.0,0.0,0.0,0.246487,15.753342
AMD,SHORT,0.516674639360234,5.16674639360234,4.56,5.4514,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",7.5,NEGATIVE,ema_rally,-15974353.2,205.37,220.0,200.0,7.14,2.6,1358154.0,1597928.0,1.177,735479.0,773330.0,1447273.0,1.51,0.83,0.42,1.2,0.46,0.13,5.289135822042263,12.0,1.0,0.794571215296,6.7e-05,0.000217,15186.662884732958,26758.240959818435,0.1423,2.0,0.0,0.539595,0.514162,3.654151
MRVL,SHORT,0.4761319910647303,4.761319910647303,0.0,2.8568,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.36,0.0,0.0,0.0,0.0,23.456988422219236,6.0,1.0,0.04557745282324042,2.6e-05,0.000349,5072.454086362974,22258.611537749104,0.087625,0.0,1.0,0.0,0.266898,2.087226
ENPH,SHORT,0.47350392825084375,4.7350392825084375,4.68,5.4915,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",8.6,NEGATIVE,ema_rally,-572600.53,40.87,50.0,30.0,22.29,26.62,165309.0,131988.0,0.798,67892.0,98399.0,131006.0,0.0,0.57,1.0,1.2,1.79,0.12,48326582.988144554,3.0,1.0,99.0,0.000394,0.000629,70054.6202937193,0.004145596213579181,0.266836,0.0,1.0,0.0,0.349674,8.473733
SHLS,SHORT,0.32722837435897173,3.272283743589717,5.08,4.3401,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.9,NEUTRAL,trend_continuation,,,8.0,5.0,17.22,26.74,67535.0,11225.0,0.166,24348.0,3501.0,50911.0,1.96,0.84,0.81,1.4,0.04,0.03,0.0,1.0,0.7,0.0,0.0,0.001067,0.0,0.9267155724244012,,0.0,1.0,0.0,0.0,109.6
NVO,SHORT,0.3263069001135014,3.2630690011350136,5.2,4.2715,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.4,POSITIVE,trend_continuation,1405779.27,37.09,40.0,35.0,7.87,5.61,851964.0,649188.0,0.762,323903.0,392066.0,785183.0,2.59,0.19,0.16,1.4,0.81,0.05,17.496591972726353,2.0,1.0,0.0,0.0,0.000204,0.0,59429.42733615385,,0.0,0.0,0.0,0.027783,0.083714
CCJ,SHORT,0.32477415943301585,3.2477415943301584,4.5,4.5139,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",7.7,NEGATIVE,ema_rally,-10700895.03,107.35,140.0,85.0,30.19,20.96,145248.0,173291.0,1.193,109385.0,103583.0,105571.0,1.85,0.67,0.0,1.2,0.7,0.08,0.0,1.0,1.0,0.0,0.0,0.000907,0.0,307849.6792980759,,0.0,0.0,0.0,0.0,0.122989
DELL,LONG,0.7378180996759818,7.378180996759818,0.0,4.4269,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.121911993430081,12.0,1.0,23.042056730975286,0.00191,0.000519,226986.25165075195,49254.7723280309,2.717535,2.0,1.0,0.562332,0.472263,0.677209
IEF,LONG,0.6572517036121216,6.572517036121216,0.0,3.9435,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.818161639794668,8.0,1.0,99.0,0.00099,0.0,122798.10936452678,0.0,0.56811,6.0,0.0,0.712907,0.0,
AAPL,LONG,0.5688083568040421,5.688083568040421,0.0,3.4129,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.66,0.0,0.0,0.0,0.0,7.647832997877381,27.0,1.0,2.645295679368861,0.000301,0.000123,28616.95820769134,18390.69610724286,1.954044,2.0,0.0,0.547046,0.592735,0.160513
KPTI,LONG,0.5060289285714286,5.060289285714285,0.0,3.0362,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8991.899923688838,4.0,1.0,99.0,0.08328,0.0,0.8749957343619891,0.0,0.263303,1.0,0.0,0.429405,0.0,
CRWV,LONG,0.5049772902242504,5.049772902242504,0.0,3.0299,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.94,0.0,0.0,0.0,0.0,58.38191604904072,5.0,1.0,3.966527097405992,0.000648,7.8e-05,134267.32213379903,135400.38309240993,1.322645,0.0,1.0,0.073025,0.0,0.021332
BABA,LONG,0.3768049246907002,3.768049246907002,0.0,2.2608,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.5120533838150463,6.0,1.0,0.8342581521695305,0.000327,0.000105,6092.692889662347,14606.253169520707,0.875946,3.0,0.0,0.522304,0.260552,2.10097
AVGO,LONG,0.36871206718410565,3.6871206718410567,0.0,2.2123,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.77,0.0,0.0,0.0,0.0,34.450862684092094,6.0,1.0,99.0,0.000151,0.0,28656.744601652666,0.0,0.112669,1.0,0.0,0.394282,0.0,
CEG,LONG,0.3549262333516663,3.549262333516663,0.0,2.1296,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.73,0.0,0.0,0.0,0.0,117109.91171391746,6.0,1.0,99.0,0.000599,8.8e-05,239.93042679967579,0.0052883082774857,0.412991,2.0,0.0,1.9e-05,0.0,0.083333
IBIT,SHORT,0.6457231644683127,6.457231644683127,6.45,6.8636,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,8.5,NEGATIVE,retest_and_confirm,-6588902.84,39.33,45.0,35.0,14.36,11.05,3471898.0,2372254.0,0.683,1235980.0,1935843.0,2672329.0,1.61,0.75,0.8,1.4,1.67,0.21,8.906873289672365,23.0,1.0,1.32624543575781,0.000259,0.00049,31691.164084122676,21904.11590534897,0.22455,1.0,1.0,0.772023,0.655115,7.28867
CAT,SHORT,0.4505079070120949,4.505079070120949,0.0,2.703,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.77,0.0,0.0,0.0,0.0,162.82321981815457,5.0,1.0,0.49854706746505056,4.7e-05,0.000296,0.4348730335027065,0.5815205315369644,0.594907,1.0,1.0,0.001488,0.500563,23.630127
SOXS,SHORT,0.4005894650385659,4.005894650385659,6.16,4.4909,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,3.2,NEUTRAL,retest_and_confirm,,,38.0,37.0,2.43,0.27,19354.0,10915.0,0.564,22719.0,4095.0,3455.0,1.72,0.78,0.34,1.4,1.73,0.19,1728.7142552243097,4.0,1.0,0.00016087617116657653,3.1e-05,0.000118,0.6310357240543042,1307.4978091916191,1.328358,1.0,1.0,0.0,0.446788,4.144673
GM,SHORT,0.39287917619886903,3.9287917619886903,4.48,4.3484,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.2,POSITIVE,ema_rally,8760117.52,76.79,80.0,60.0,4.18,21.86,189271.0,135468.0,0.716,62954.0,121905.0,139880.0,1.81,0.81,0.61,1.2,0.03,0.01,56054.626407078234,2.0,1.0,0.0,0.0,0.001426,0.0,498.16175266776304,,0.0,0.0,0.0,3.6e-05,1.211416
FIVE,SHORT,0.3899351152881544,3.899351152881544,0.0,2.3396,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.41,0.0,0.0,0.0,0.0,569.2936545489187,3.0,1.0,0.0549010544092243,0.000602,0.002935,0.013987230608013605,0.5095432413284767,1385.867198,0.0,0.0,0.017723,0.0,0.47344
