ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bearish_vol_oi
GFS,LONG,0.7937668716072359,7.937668716072359,6.25,7.3438,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,7.5,NEUTRAL,support_ema_confluence,,,55.0,45.0,19.54,2.2,74408.0,18260.0,0.245,65335.0,195.0,27138.0,1.57,0.72,0.59,1.6,1.68,0.09,4.899393117974964,4.0,1.0,99.0,0.004472,0.0,167002.7976753733,0.0,107.979167,1.0,0.0,0.478494,0.0,
ETSY,LONG,0.7916293288858798,7.916293288858798,0.0,4.7498,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.19,0.0,0.0,0.0,0.0,34.03959817772721,6.0,1.0,99.0,0.00434,0.0,64276.17604776547,0.0,35.13173,3.0,0.0,0.300478,0.0,
PDD,LONG,0.7672700970525133,7.672700970525133,0.0,4.6036,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,810585.2202105103,22.0,1.0,99.0,0.002896,0.002328,219002.0666905337,0.4527294798846871,3.683762,2.0,4.0,0.053914,0.821915,0.493296
XOP,LONG,0.6841266196631548,6.841266196631548,0.0,4.1048,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.937740001093541,6.0,1.0,99.0,0.00071,0.0,89499.94839173688,0.0,14.98862,2.0,0.0,0.620629,0.0,
MDB,LONG,0.6599273512288126,6.599273512288127,0.0,3.9596,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.31,0.0,0.0,0.0,0.0,64.31832390235566,10.0,1.0,99.0,0.002481,0.0,0.10380559140834489,0.0,4.988722,1.0,0.0,0.068244,0.0,
GLNG,LONG,0.6550923677978086,6.550923677978085,0.0,3.9306,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7399.699624139584,13.0,1.0,99.0,0.003246,0.002122,10276.957491583242,0.5629756437249765,16.678867,2.0,4.0,0.000102,0.827428,0.874732
JPM,LONG,0.5939399646742538,5.9393996467425385,0.0,3.5636,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.99,0.0,0.0,0.0,0.0,188660.42544103172,19.0,1.0,5.54267773542421,0.000852,0.000366,37568.57678357041,11619.523551677605,1.102401,2.0,2.0,0.524959,0.481184,0.131431
KWEB,LONG,0.5930567914360283,5.930567914360283,0.0,3.5583,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.852630046019748,10.0,1.0,4.744851771537071,0.001279,0.000362,77550.81752610311,38136.47217524959,0.806285,1.0,1.0,0.683277,0.343717,2.551377
AA,LONG,0.5901468981292961,5.901468981292961,0.0,3.5409,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.48,0.0,0.0,0.0,0.0,7.896188223008343,5.0,0.7,99.0,0.002073,0.0,0.781898753578733,0.0,13.485066,1.0,0.0,0.542359,0.0,
IMVT,LONG,0.5870567569559004,5.870567569559004,0.0,3.5223,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.49,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.00747,0.0,145478.0517656677,0.0,52.736842,0.0,0.0,0.0,0.0,
FIG,LONG,0.5743494455736432,5.743494455736432,0.0,3.4461,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.945270396466398,3.0,1.0,99.0,0.00124,0.0,95232.38392029144,0.0,361.32551,1.0,0.0,0.485933,0.0,
CORZ,LONG,0.564579147501481,5.64579147501481,0.0,3.3875,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.91,0.0,0.0,0.0,0.0,132.09273493891985,2.0,1.0,99.0,0.002223,0.000201,400182.6933945496,1514.7793464174827,1.254691,0.0,1.0,0.0,0.0,0.047031
TSEM,LONG,0.5382204452526864,5.382204452526864,0.0,3.2293,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,47.76632138698104,4.0,0.7,95.53264277396208,0.000521,9.2e-05,51235.985498997994,1608.9574414965089,50.583333,0.0,0.0,0.392638,0.0,0.305147
NN,LONG,0.5075000000000001,5.075000000000001,5.28,5.6815,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,7.8,NEUTRAL,ema_pullback,,,30.0,17.0,62.87,7.71,193120.0,15831.0,0.082,51283.0,78495.0,80257.0,1.95,0.5,0.32,1.2,1.12,0.2,6081317.4354326455,8.0,1.0,1.7559078413746652e-05,0.011444,0.005491,0.14463390475615773,8236.987235214277,0.09116,3.0,0.0,0.014576,0.044802,0.151284
DOCN,LONG,0.4939003506161911,4.939003506161911,0.0,2.9634,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,14290024.833591422,5.0,1.0,99.0,0.000598,0.00045,13622.03832350165,0.0037643487216289973,53.841238,0.0,0.0,0.0,0.129099,3.796634
CSIQ,LONG,0.4912365120495994,4.912365120495994,0.0,2.9474,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.608564005798925,2.0,1.0,19.21712801159785,0.001515,0.00077,0.03384986738406062,0.0017614425716283761,279.0,0.0,0.0,0.0,0.0,0.672474
XLE,LONG,0.479261814371469,4.79261814371469,0.0,2.8756,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,0.8931002503135335,9.0,1.0,0.8858334229133472,0.000229,0.000205,227959.21968224345,128669.3489914427,12.356484,0.0,3.0,0.456616,0.734788,32.322127
MSFT,LONG,0.47458056990932773,4.745805699093277,0.0,2.8475,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,2.3162232750268927,18.0,1.0,0.8422490555828019,9.2e-05,0.000108,86875.53039574773,103147.07961961847,0.601229,4.0,4.0,0.735296,0.527862,0.590149
GLD,LONG,0.47427196568402363,4.7427196568402366,0.0,2.8456,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.910701357742392,9.0,0.7,19.06780437006784,0.000201,1.1e-05,145180.09388261454,60911.09015593409,0.39441,1.0,0.0,0.678736,0.0,0.023842
NET,LONG,0.4740288116540425,4.740288116540425,3.38,4.9641,price_validation_failed,"not_extended, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned, room_to_target",7.9,NEUTRAL,unknown,,,250.0,160.0,16.09,25.7,106547.0,67889.0,0.637,45172.0,49181.0,80083.0,2.23,0.51,0.0,0.0,0.54,0.09,35.52252254609609,12.0,1.0,33.387920882578854,0.001614,0.000836,0.17404134035190522,0.010425407497758658,0.872774,1.0,0.0,0.040951,0.498509,0.694534
GOOG,LONG,0.47227777204264476,4.722777720426448,0.0,2.8337,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,2.646598334054237,16.0,0.7,0.3679724737100526,0.000185,0.000465,118979.30565996387,194002.50968834382,0.137086,5.0,6.0,0.710882,0.645121,1.283039
NVDL,LONG,0.4718152473420838,4.718152473420838,0.0,2.8309,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.45,0.0,0.0,0.0,0.0,330059.3350117174,3.0,1.0,99.0,0.000618,0.000147,7655.300233449161,1.2789646472402876,300.0,1.0,0.0,3e-06,0.0,2.380952
IWM,LONG,0.46693801271803775,4.669380127180378,0.0,2.8016,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.77,0.0,0.0,0.0,0.0,1.240015451296662,15.0,1.0,1.785629833870488,0.000151,9.1e-05,155123.9431921074,238902.17092398563,0.120945,3.0,0.0,0.77905,0.543327,0.08246
BE,LONG,0.4555676050651233,4.555676050651233,0.0,2.7334,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,83.75551487230808,10.0,1.0,0.6487976838401853,0.000563,0.00428,95505.73166365005,147204.18096803108,0.139388,0.0,0.0,0.236912,0.483561,2.103056
KBH,LONG,0.45,4.5,0.0,2.7,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.34,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.006922,0.0,0.026841190163860478,0.0,46.747664,0.0,0.0,0.0,0.0,
TEL,LONG,0.4426276566701513,4.426276566701513,0.0,2.6558,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.000564,0.0,204495.6636305002,0.0,32.836066,0.0,0.0,0.0,0.0,
GLW,LONG,0.4378232601960824,4.378232601960824,7.72,5.9651,weak_relative_strength (-5.0% vs SPY),"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none,7.3,NEGATIVE,structural_breakout,-165295.69,143.54,150.0,120.0,4.53,16.38,178176.0,121957.0,0.684,111982.0,87524.0,100627.0,1.7,0.71,1.0,2.0,1.81,0.5,0.7151035656231006,4.0,1.0,99.0,0.000603,0.0,180249.06411681784,0.0,0.906843,1.0,0.0,0.619676,0.0,
WFC,LONG,0.4369811839115038,4.369811839115038,0.0,2.6219,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.87,0.0,0.0,0.0,0.0,69917.54127189639,13.0,1.0,0.00024861794723724396,0.001073,0.000261,2.6539327996143767,9149.780085489478,0.128042,2.0,3.0,0.502664,0.428618,12.626428
BMNR,LONG,0.4306213545577373,4.306213545577373,0.0,2.5837,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.91,0.0,0.0,0.0,0.0,242113.90092400127,3.0,1.0,99.0,0.000203,0.0,38323.29082925392,0.0,1.848563,0.0,0.0,0.494272,0.0,
QQQ,LONG,0.42036261695090477,4.2036261695090475,0.0,2.5222,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,2.0874791357308817,13.0,1.0,0.8139023446144208,2.5e-05,3e-05,107400.299521696,296903.7692578413,0.251977,0.0,0.0,0.779307,0.599228,0.225955
PEG,LONG,0.41480405703242296,4.14804057032423,0.0,2.4888,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,26967349.820369933,2.0,1.0,3.708187888913892e-08,0.0005,0.000642,0.004492022390554222,121137.9392070101,530.4,0.0,1.0,0.0,0.0,29.619048
ADBE,LONG,0.4112761456541046,4.112761456541046,0.0,2.4677,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,30815.877967313158,19.0,1.0,0.18489780335176126,0.000443,0.00119,9933.754458977817,39073.1991752978,0.248709,1.0,1.0,0.386043,0.692297,0.279046
LLY,LONG,0.404273488538453,4.04273488538453,0.0,2.4256,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.000304,0.0,800708.0866631367,0.0,71.5,0.0,0.0,0.0,0.0,
WMT,LONG,0.40314295640255654,4.031429564025565,4.25,5.0307,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",8.7,NEGATIVE,support_ema_confluence,-30191565.25,122.46,130.0,110.0,6.16,10.17,448026.0,492380.0,1.099,284839.0,314057.0,341510.0,0.0,0.79,0.43,1.6,1.35,0.08,325458.1050407103,11.0,1.0,2.1162328768569165,0.000278,0.000172,26877.057777732316,22225.74444684411,0.179515,0.0,2.0,0.45867,1.6e-05,0.732537
AMD,LONG,0.3960306208233015,3.960306208233015,0.0,2.3762,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.83,0.0,0.0,0.0,0.0,6.09733950021431,8.0,1.0,14.08624066918737,8.4e-05,7e-06,59806.09505608955,29719.971085569858,0.133855,1.0,0.0,0.416697,0.0,0.046313
CHRD,LONG,0.39510742447579483,3.9510742447579483,0.0,2.3706,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.000409,0.0,75713.4890478066,0.0,62.5,1.0,0.0,0.0,0.0,
TEAM,LONG,0.3940212923540109,3.940212923540109,0.0,2.3641,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,4.224767304616307,5.0,1.0,0.41173585563384674,0.000339,0.001021,25892.195266306353,41923.63447263475,1.707451,0.0,1.0,0.109617,0.568743,7.000857
SMCI,LONG,0.39385667632468807,3.9385667632468806,0.0,2.3631,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.000253,0.0,215777.02988273205,0.0,4.599222,0.0,0.0,0.0,0.0,
LITE,LONG,0.39159092,3.9159092,5.51,4.411,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",4.0,NEUTRAL,ema_pullback,,,800.0,600.0,0.65,24.51,73373.0,61871.0,0.843,59619.0,35026.0,40599.0,2.04,0.14,0.0,1.2,1.88,0.25,153.38771105222733,3.0,1.0,10.596728714130235,6e-05,1.6e-05,305794.3991033031,14428.716982040918,1.318182,1.0,2.0,0.0,0.081066,1.375
CVS,LONG,0.38838894659327544,3.8838894659327545,0.0,2.3303,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.5,0.0,0.0,0.0,0.0,301549.46588091494,6.0,1.0,1.7238155694229224e-05,0.000825,0.000122,0.014601661191227718,1694.1094453759786,0.788859,1.0,0.0,0.384756,0.429907,0.507646
ALGN,LONG,0.38458715518817194,3.8458715518817193,0.0,2.3075,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,29.220176545264763,2.0,1.0,0.03422292806653331,0.000245,0.000299,2337.703538245843,68308.11009803363,40.333333,1.0,1.0,0.0,0.0,
ETHA,LONG,0.38305490252874774,3.8305490252874774,0.0,2.2983,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1.4823444889190878,2.0,1.0,1.4823444889190878,0.000122,0.0001,76206.9849867507,51409.767133360576,3.31677,0.0,0.0,0.0,0.0,19.525974
CRM,LONG,0.3805417278716968,3.805417278716968,0.0,2.2833,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,9.003184173713572,18.0,1.0,0.7469061854924611,0.000132,0.000805,37256.00607023688,19184.783018619,0.283642,2.0,8.0,0.507235,0.623251,0.695866
ASML,LONG,0.3758959776813272,3.7589597768132723,6.06,4.8975,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target,6.0,NEUTRAL,retest_and_confirm,,,1500.0,1040.0,7.29,25.61,62359.0,90186.0,1.446,59853.0,40079.0,52613.0,1.71,0.82,0.0,1.4,1.75,0.38,2390724.9449057016,3.0,1.0,2.9794513962425517,0.00019,4.3e-05,82288.45776526882,55237.32178953783,0.958243,1.0,0.0,1e-06,0.0,0.10084
XLK,LONG,0.37126603911300354,3.7126603911300355,0.0,2.2276,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,14.92236901282042,10.0,1.0,0.2850311972394913,0.000141,0.000206,9851.689572009564,34563.54836741571,1.135914,2.0,3.0,0.559312,0.408091,9.973088
APP,LONG,0.37075978919680436,3.7075978919680437,0.0,2.2246,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,515061.06390835496,7.0,1.0,99.0,7.5e-05,0.00011,14500.612320935194,0.7734356148178848,2.082784,1.0,0.0,1e-06,0.386236,15.740268
LRCX,LONG,0.3639442605758665,3.639442605758665,0.0,2.1837,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,26.159275279919168,12.0,1.0,0.10435223272332662,0.000364,0.000363,4209.030726480046,40334.841111062975,0.137301,2.0,1.0,0.482415,0.440237,0.830124
ULTA,LONG,0.36347525438358774,3.6347525438358774,0.0,2.1809,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.8817593515191434,4.0,1.0,0.7670410389182836,0.000263,0.000168,25295.735037708186,32978.33330193309,9.75,0.0,2.0,0.022657,0.352691,2.208333
KRE,LONG,0.36108235463877475,3.6108235463877474,0.0,2.1665,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,0.9965002857111968,4.0,1.0,0.6945141933213587,7.4e-05,8.3e-05,35701.9689137331,51405.6721332021,36.315668,0.0,1.0,0.444912,0.42372,0.828414
CNR,LONG,0.3610768287007037,3.610768287007037,0.0,2.1665,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,194365.361943933,2.0,1.0,1.0289899290681863e-05,0.001617,0.001784,0.13515507908999497,13134.732932943882,0.75188,0.0,0.0,0.0,0.0,2.926984
BE,SHORT,0.732702331873243,7.327023318732429,5.61,7.0065,price_validation_failed,"momentum_aligned, not_extended, room_to_target, structural_breakdown","confirmation_volume, trend_aligned",8.3,NEGATIVE,structural_breakdown,-5280559.48,144.85,200.0,80.0,37.73,44.91,326286.0,279712.0,0.857,148526.0,234477.0,222995.0,0.0,0.86,1.0,2.0,1.49,0.26,83.75551487230808,10.0,1.0,0.6487976838401853,0.000563,0.00428,95505.73166365005,147204.18096803108,0.139388,0.0,0.0,0.236912,0.483561,2.103056
GOOG,SHORT,0.6531033384339057,6.5310333843390564,5.96,6.7735,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target",8.6,NEGATIVE,resistance_ema_confluence,-58842690.13,290.57,320.0,250.0,10.09,13.99,884085.0,642914.0,0.727,394334.0,436536.0,696129.0,2.07,0.06,0.0,1.6,1.9,0.32,2.646598334054237,16.0,0.7,0.3679724737100526,0.000185,0.000465,118979.30565996387,194002.50968834382,0.137086,5.0,6.0,0.710882,0.645121,1.283039
CRM,SHORT,0.6203326504175757,6.203326504175757,5.91,6.2747,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target, trend_aligned",confirmation_volume,7.0,NEGATIVE,resistance_ema_confluence,-42654659.31,,220.0,180.0,19.62,2.13,372603.0,320641.0,0.861,159571.0,204209.0,329464.0,1.62,0.32,0.26,1.6,1.88,0.22,9.003184173713572,18.0,1.0,0.7469061854924611,0.000132,0.000805,37256.00607023688,19184.783018619,0.283642,2.0,8.0,0.507235,0.623251,0.695866
PDD,SHORT,0.5927102228968546,5.927102228968546,0.0,3.5563,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,810585.2202105103,22.0,1.0,99.0,0.002896,0.002328,219002.0666905337,0.4527294798846871,3.683762,2.0,4.0,0.053914,0.821915,0.493296
ADBE,SHORT,0.5822988688960767,5.822988688960767,5.36,6.2395,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",8.6,NEGATIVE,bounce_and_fail,-37890966.54,239.36,400.0,220.0,67.13,8.08,283489.0,194429.0,0.686,104169.0,113950.0,259799.0,2.44,0.0,0.0,1.0,1.77,0.15,30815.877967313158,19.0,1.0,0.18489780335176126,0.000443,0.00119,9933.754458977817,39073.1991752978,0.248709,1.0,1.0,0.386043,0.692297,0.279046
GLNG,SHORT,0.581683621299131,5.81683621299131,0.0,3.4901,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,7399.699624139584,13.0,1.0,99.0,0.003246,0.002122,10276.957491583242,0.5629756437249765,16.678867,2.0,4.0,0.000102,0.827428,0.874732
PEG,SHORT,0.5733124042238563,5.733124042238563,0.0,3.4399,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,26967349.820369933,2.0,1.0,3.708187888913892e-08,0.0005,0.000642,0.004492022390554222,121137.9392070101,530.4,0.0,1.0,0.0,0.0,29.619048
XLK,SHORT,0.5542801037672799,5.542801037672799,0.0,3.3257,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,14.92236901282042,10.0,1.0,0.2850311972394913,0.000141,0.000206,9851.689572009564,34563.54836741571,1.135914,2.0,3.0,0.559312,0.408091,9.973088
XLU,SHORT,0.5541583049106967,5.5415830491069675,4.2,5.9108,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",9.4,NEGATIVE,ema_rally,-53183867.5,,50.0,25.0,10.28,44.86,443848.0,1179230.0,2.657,166288.0,485270.0,971520.0,0.0,0.53,1.0,1.2,1.33,0.14,245235.35187492456,5.0,1.0,0.0,0.0,0.00024,0.0,24507.378745938895,,0.0,3.0,0.0,0.48826,11.540669
XLE,SHORT,0.5528482462748507,5.528482462748507,0.0,3.3171,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,0.8931002503135335,9.0,1.0,0.8858334229133472,0.000229,0.000205,227959.21968224345,128669.3489914427,12.356484,0.0,3.0,0.456616,0.734788,32.322127
LUNR,SHORT,0.5418594697510241,5.41859469751024,0.0,3.2512,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.89,0.0,0.0,0.0,0.0,4.348542992544272,2.0,1.0,0.0,0.0,0.000955,0.0,14150.18320517202,,0.0,1.0,0.0,0.315033,88.405324
WFC,SHORT,0.5411290406096194,5.411290406096194,0.0,3.2468,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,69917.54127189639,13.0,1.0,0.00024861794723724396,0.001073,0.000261,2.6539327996143767,9149.780085489478,0.128042,2.0,3.0,0.502664,0.428618,12.626428
NUGT,SHORT,0.5382729136490234,5.382729136490234,0.0,3.2296,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7.239139901144063,2.0,1.0,0.0,0.0,0.001886,0.0,7735.1496286871525,,0.0,0.0,0.0,0.064607,15.833333
CNR,SHORT,0.538017949545476,5.38017949545476,0.0,3.2281,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,194365.361943933,2.0,1.0,1.0289899290681863e-05,0.001617,0.001784,0.13515507908999497,13134.732932943882,0.75188,0.0,0.0,0.0,0.0,2.926984
BRKB,SHORT,0.537520781101825,5.3752078110182495,0.0,3.2251,error: No OHLCV data returned for ticker=BRKB,none,none,,,unknown,,,,,,,,,,,,,,,,,,,93655.88192347654,6.0,1.0,0.0,0.0,0.0,0.0,46704.050252039764,,0.0,4.0,0.0,0.013826,5.158971
NVDA,SHORT,0.5121735496804646,5.121735496804646,5.1,5.1909,price_validation_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.5,POSITIVE,ema_rally,168695797.1,175.35,200.0,150.0,14.07,14.44,7741746.0,6839988.0,0.884,3227983.0,3876071.0,7477680.0,1.83,0.5,0.11,1.2,1.38,0.08,1.012654917776364,18.0,1.0,0.292366262635698,2.6e-05,9.1e-05,145776.5280239095,191772.7951520677,0.285004,0.0,8.0,0.66237,0.878072,0.220906
KWEB,SHORT,0.5068996064787572,5.068996064787572,0.0,3.0414,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,4.852630046019748,10.0,1.0,4.744851771537071,0.001279,0.000362,77550.81752610311,38136.47217524959,0.806285,1.0,1.0,0.683277,0.343717,2.551377
FAS,SHORT,0.5051547153569813,5.051547153569813,5.16,5.2938,price_validation_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",6.1,NEUTRAL,ema_rally,,,167.91,80.0,40.36,33.13,33010.0,20712.0,0.627,21941.0,4548.0,27233.0,2.54,0.63,0.11,1.2,0.65,0.03,21677.414888573057,2.0,1.0,0.0,0.0,0.001284,0.0,4999.934911057696,,0.0,1.0,0.0,2.3e-05,91.0
VG,SHORT,0.5046694435227053,5.046694435227053,0.0,3.028,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.725886394082707,7.0,1.0,0.0,0.0,0.001398,0.0,20970.376324843593,,0.0,0.0,0.0,0.456486,0.591347
CNC,SHORT,0.5029804734680691,5.029804734680691,0.0,3.0179,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.7681870601073114,4.0,1.0,0.11741800245157762,0.000138,0.001233,27163.971874098992,77114.72774458422,4.516854,1.0,1.0,0.0,0.511546,2.057678
IBKR,SHORT,0.4991844964651124,4.991844964651124,5.53,5.6549,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",7.5,NEUTRAL,retest_and_confirm,,,72.5,50.0,10.73,23.63,67552.0,47404.0,0.702,21431.0,32363.0,61162.0,1.73,0.45,0.03,1.4,1.61,0.32,40076354.084530756,5.0,1.0,2.4952369616526426e-08,0.000311,0.001303,0.0032534841497416363,86925.18852896953,0.483748,0.0,0.0,0.395088,0.464399,0.279906
CVX,SHORT,0.49806354679037107,4.980635467903711,0.0,2.9884,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,181.26857039886704,17.0,1.0,0.042317367406019116,0.000232,0.000448,1667.7902138656218,21497.172645201408,0.624417,1.0,2.0,0.238613,0.603362,0.32131
NN,SHORT,0.49029659181667845,4.902965918166784,0.0,2.9418,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,6081317.4354326455,8.0,1.0,1.7559078413746652e-05,0.011444,0.005491,0.14463390475615773,8236.987235214277,0.09116,3.0,0.0,0.014576,0.044802,0.151284
DOCU,SHORT,0.48270246452969107,4.827024645296911,5.73,5.6125,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",7.4,NEUTRAL,retest_and_confirm,,,110.0,30.0,136.66,35.46,53700.0,54531.0,1.015,22293.0,29365.0,56573.0,1.69,0.8,0.02,1.4,1.59,0.24,18472588.40689993,2.0,1.0,0.0,0.0,0.000444,0.0,23044.051500363414,,0.0,0.0,0.0,0.0,106.187192
SQQQ,SHORT,0.48,4.8,0.0,2.88,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,57352.859263588296,2.0,1.0,1.7435922338310892e-05,4.9e-05,5.5e-05,3.7872082350635514,217207.2209075025,5.231884,1.0,0.0,0.0,0.0,3.344828
MSFT,SHORT,0.46910783737834977,4.691078373783498,0.0,2.8146,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,2.3162232750268927,18.0,1.0,0.8422490555828019,9.2e-05,0.000108,86875.53039574773,103147.07961961847,0.601229,4.0,4.0,0.735296,0.527862,0.590149
