ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
PLNT,LONG,0.6350737254035095,6.350737254035095,0.0,3.8104,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.05898239661573718,0.001196,0.000948,150832.08899372118,2557239.06874068,14.718954,1.611712,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.6e-05,0.00043,0.721901,0.704,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
COKE,LONG,0.5087359849327195,5.087359849327195,4.63,4.8927,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.8,NEUTRAL,trend_continuation,,,190.0,170.0,5.12,5.94,2309.0,5471.0,2.369,3838.0,3101.0,841.0,95.8,0.499,1,1.0,99.0,3.7e-05,0.0,10588.718392173934,0.0,30.03125,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.37493,0.0,0.0,0.0,False,0.0,0.96,1.0,1.4,1.21,0.06,False,default,2.5,False,1.0,0.5087359849327195,0.5087359849327195,n/a,2026-07-17,2026-07-17,,,,
ALKS,LONG,0.5065163738543761,5.065163738543761,6.33,5.3716,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,4.7,NEUTRAL,ema_pullback,,,55.0,41.0,4.32,22.23,14448.0,10100.0,0.699,4386.0,12653.0,7509.0,80.6,0.538,1,1.0,99.0,6.9e-05,0.0,1.3156181900622797e-33,0.0,130.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.46261,0.0,0.0,0.0,False,2.5,0.64,0.42,1.2,1.47,0.09,False,default,2.5,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-17,2026-07-17,,,,
MLM,LONG,0.5065163738543761,5.065163738543761,3.13,4.4916,price_validation_failed,"not_extended, pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.1,NEUTRAL,pullback_to_support,,,680.0,560.0,20.87,0.46,5008.0,1416.0,0.283,1315.0,735.0,4374.0,98.4,0.371,1,1.0,99.0,1.7e-05,0.0,2.6698772308164685e-67,0.0,21.4,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.793696,0.0,0.0,0.0,False,0.0,0.59,1.0,1.4,0.1,0.05,False,default,2.5,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-17,2026-07-17,,,,
VSH,LONG,0.49528514657932415,4.952851465793241,0.0,2.9717,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,0.00152,0.001302,341153.2457490824,1.9561838244328654e-25,168.6,18.757576,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.00054,0.0,0.697389,0.087155,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
CENX,LONG,0.4808020881400903,4.808020881400903,2.53,4.503,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.7,NEUTRAL,bounce_and_fail,,,60.0,35.0,44.58,15.66,28970.0,12254.0,0.423,7200.0,12139.0,21885.0,67.4,0.796,1,0.7,99.0,0.000329,0.0,1.5697071289004285e-57,0.0,1.189968,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.58509,0.0,0.0,0.0,False,0.0,0.23,1.0,1.0,0.22,0.08,False,default,2.5,False,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-07-17,2026-07-17,,,,
DHR,LONG,0.4386483805446702,4.386483805446702,7.13,5.4122,poor_rr (1.0:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.4,NEUTRAL,trend_continuation,,,220.0,160.0,7.93,21.5,47787.0,28603.0,0.599,28574.0,25571.0,22245.0,92.3,0.379,1,1.0,99.0,9e-06,0.0,2.911645344518639e-33,0.0,35.534351,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.278413,0.0,0.0,0.0,False,2.28,0.63,1.0,1.4,1.4,0.42,False,sustained_trend,5.0,False,1.0,0.4386483805446702,0.4386483805446702,n/a,2026-07-17,2026-07-17,203.83,187.74,220.0,1.0
CVX,LONG,0.4207245357585335,4.207245357585335,5.95,4.9086,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,5.1,POSITIVE,support_ema_confluence,148994790.49,,200.0,170.0,6.73,9.28,319628.0,213288.0,0.667,130036.0,167867.0,235013.0,86.3,0.297,5,1.0,99.0,1.3e-05,0.0,11.120802099777581,0.0,12.386682,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.437786,0.0,0.0,0.0,False,1.85,0.08,0.42,1.6,1.84,0.16,False,default,2.5,False,1.0,0.4207245357585335,0.4207245357585335,n/a,2026-07-17,2026-07-17,,,,
INOD,LONG,0.40631971653000265,4.063197165300027,2.91,3.7846,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.4,NEUTRAL,bounce_and_fail,,,120.0,50.0,97.34,17.78,34031.0,34781.0,1.022,38946.0,9468.0,20398.0,94.5,1.162,2,1.0,99.0,0.000443,0.0,2.1292972643222543e-54,0.0,41.6,,2,0,0.473029,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.607861,0.0,0.0,0.0,False,0.0,0.24,1.0,1.0,0.49,0.18,False,default,2.5,False,1.0,0.40631971653000265,0.40631971653000265,n/a,2026-07-17,2026-07-17,,,,
AMGN,LONG,0.38274364159811847,3.8274364159811847,5.77,4.8047,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.8,NEUTRAL,ema_pullback,,,440.0,330.0,20.12,9.91,69734.0,52808.0,0.757,29003.0,45813.0,47726.0,97.0,0.339,1,0.7,99.0,1.1e-05,0.0,1.054342594870859e-41,0.0,1.825455,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.522121,0.0,0.0,0.0,False,1.57,0.71,0.9,1.2,1.0,0.39,False,default,2.5,False,1.0,0.38274364159811847,0.38274364159811847,n/a,2026-07-17,2026-07-17,,,,
