ticker,direction,pattern,flow_score_raw,flow_score_scaled,price_score,final_score,options_context_score,gamma_regime,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,regime_score,agg_premium_alignment,agg_volume_unusualness,source,checks_passed,checks_failed
SATS,LONG,structural_breakout,0.7102249426050653,7.102249426050653,7.47,8.0433,9.2,NEGATIVE,-1799017.6,119.75,150.0,85.0,25.28,29.01,242679,114514,0.472,68776,99734,188683,119.74,112.89,134.68,157.84,2.18,5,0.3956,0.4043,1.0,fresh,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none
