ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
DELL,LONG,0.8623211842063999,8.623211842063998,0.0,5.1739,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.7745412580884308,24.0,1.0,4.002436629305369,0.002066,0.000168,34880.114817243004,33115.93626118866,10.127601,6.578731,8.0,0.0,0.79218,0.623451,,,,
KWEB,LONG,0.782574569552902,7.8257456955290206,0.0,4.6954,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.38,0.0,0.0,0.0,0.0,1.6992983422719121,15.0,1.0,19.227068101546724,0.001669,0.00023,63392.285601893214,13188.133576495444,2.456562,0.801969,8.0,1.0,0.854383,0.15613,,,,
INTU,LONG,0.7554679272279144,7.554679272279144,0.0,4.5328,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.61,0.0,0.0,0.0,0.0,0.7717641414297514,17.0,1.0,13.033996372678237,0.002163,9e-05,114296.00990444275,40922.32069913232,8.854917,0.923968,3.0,2.0,0.806168,0.496801,,,,
PDD,LONG,0.7390932836887559,7.3909328368875595,0.0,4.4346,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.73,0.0,0.0,0.0,0.0,5.318956285013945,16.0,1.0,1.533665482621096,0.00401,0.001041,61956.10076805613,51939.516633382875,1.386697,1.008386,3.0,4.0,0.46454,0.612689,,,,
LUV,LONG,0.7352480217755389,7.35248021775539,0.0,4.4115,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.48,0.0,0.0,0.0,0.0,20040851.789083205,3.0,1.0,99.0,0.00363,0.0,342783.2339495415,0.0,212.550995,,0.0,0.0,0.138213,0.0,,,,
WULF,LONG,0.6650289464709765,6.650289464709766,5.12,6.0211,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.8,POSITIVE,ema_pullback,9941529.91,16.93,20.0,11.0,18.31,34.93,1124384.0,601640.0,0.535,611046.0,523626.0,591352.0,1.57,0.55,0.02,1.2,1.48,0.3,1.1452174381326319,7.0,1.0,99.0,0.001703,0.0,71435.2069135084,0.0,9.202641,,1.0,0.0,0.73044,0.0,,,,
DDOG,LONG,0.6362798201397275,6.3627982013972755,0.0,3.8177,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.89,0.0,0.0,0.0,0.0,13.697076086564076,6.0,1.0,99.0,0.000935,0.000402,50193.847595036765,303.84972644033064,2.991797,1.185534,1.0,0.0,0.570349,0.445388,,,,
AG,LONG,0.6224068696017467,6.224068696017468,0.0,3.7344,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.45,0.0,0.0,0.0,0.0,1.2200177046314364,3.0,1.0,99.0,0.001398,0.0,123299.52515846264,0.0,22.874152,,2.0,0.0,0.549553,0.0,,,,
GEV,LONG,0.6117395251325768,6.1173952513257674,0.0,3.6704,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,64.117426863305,18.0,1.0,1.5266869594269319,0.000608,0.000622,49116.90647205881,50556.34339036363,1.433502,2.22362,3.0,3.0,0.488451,0.360831,,,,
XOP,LONG,0.606260601879872,6.06260601879872,0.0,3.6376,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.406106618920844,8.0,1.0,99.0,0.000797,0.0,6829.113336650309,0.0,14.767827,,3.0,0.0,0.696992,0.0,,,,
REAL,LONG,0.6000000000000001,6.000000000000001,0.0,3.6,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.24,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.050519,0.0,1361213.8093380614,0.0,27.786111,,0.0,0.0,0.0,0.0,,,,
ONON,LONG,0.5955131048626546,5.955131048626546,0.0,3.5731,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.15320690270917947,2.0,1.0,99.0,0.003615,0.0,309626.8266874362,0.0,1786.125,,0.0,0.0,0.071153,0.0,,,,
PONY,LONG,0.5842544090408647,5.842544090408647,0.0,3.5055,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.55,0.0,0.0,0.0,0.0,47.535840665004535,2.0,1.0,99.0,0.004976,0.0,86244.0672514452,0.0,0.716494,,1.0,0.0,0.020603,0.0,,,,
TSEM,LONG,0.5772262990376125,5.772262990376125,0.0,3.4634,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,38.990032951627484,5.0,0.7,99.0,0.000822,0.0,27541.659674382456,0.0,31.042711,,0.0,0.0,0.491668,0.0,,,,
VRT,LONG,0.5742983066490328,5.7429830664903285,0.0,3.4458,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,172.55940307380098,11.0,1.0,99.0,0.000289,0.000246,70010.2538127775,985.4725076175722,7.222602,3.913878,0.0,1.0,0.17882,0.34733,,,,
UBS,LONG,0.5616060110977112,5.616060110977113,0.0,3.3696,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.72,0.0,0.0,0.0,0.0,2585580.022690406,3.0,1.0,99.0,0.002015,0.0,2068.245034190728,0.0,2.917258,,0.0,0.0,0.48986,0.0,,,,
SMMT,LONG,0.5602281298535978,5.602281298535978,0.0,3.3614,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8153892603577513,2.0,1.0,99.0,0.011864,0.0,0.1041964729279204,0.0,4.85545,,0.0,0.0,0.355191,0.0,,,,
GOOGL,LONG,0.5434036550994744,5.434036550994744,0.0,3.2604,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.1,0.0,0.0,0.0,0.0,5.190566453460356,9.0,1.0,11.06451539031447,0.00018,2.2e-05,79332.4906595912,25094.973210632194,1.811226,0.251348,2.0,0.0,0.679018,0.114409,,,,
META,LONG,0.5238230203661236,5.238230203661236,0.0,3.1429,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,8.587532286624716,15.0,1.0,1.026479845871559,0.000292,0.000453,169612.69765809388,110158.16065638703,0.641734,0.364377,3.0,1.0,0.602711,0.308382,,,,
