ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,bullish_score_z_shadow,bearish_score_z_shadow
IWM,LONG,0.34633179300227196,3.4633179300227197,0.0,2.078,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,1.4655233362543278,1.7e-05,1.3e-05,203216.6625542406,554659.6428102849,23.641631,0,1,0.599104,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5e-06,3e-06,0.442457,0.430218,0.0,0.0,8.695279,,
STX,LONG,0.33214303903910514,3.3214303903910514,6.06,4.3987,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.6,NEUTRAL,trend_continuation,,,600.0,200.0,5.76,64.75,69859.0,79691.0,1.141,40631.0,28565.0,80354.0,100.0,0.861,2.44,0.0,0.0,1.4,1.99,0.23,5,1.0,0.0004570315829312383,3.5e-05,8e-06,0.0011316637942083677,3.714175900985697,4.099745,1,0,3.3e-05,0.48894,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.094002,0.55101,0.0,0.0,118.75,,
PDD,LONG,0.33165477924189063,3.3165477924189064,3.14,4.2403,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",8.2,NEGATIVE,ema_pullback,-1822410.61,,125.0,90.0,25.63,9.55,663304.0,393562.0,0.593,278812.0,335053.0,443001.0,64.9,0.381,0.0,0.68,0.71,1.2,0.09,0.47,6,1.0,99.0,2.8e-05,1.3e-05,5.241801583453511,6.111592083033195e-21,2.443749,1,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.1561,0.150757,0.0,0.0,2.610623,,
LITE,LONG,0.31476206271131535,3.1476206271131533,5.55,3.9388,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,3.5,NEUTRAL,ema_pullback,,,890.0,800.0,4.02,6.5,74151.0,75981.0,1.025,53043.0,42925.0,54164.0,80.9,1.073,2.09,0.74,0.4,1.2,0.88,0.24,6,1.0,14.228964629612765,9e-05,4.9e-05,0.3019739645014464,0.02122248331920019,13.5,1,0,0.153539,0.277727,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.584221,0.8145,0.0,0.0,6.2475,,
HUT,LONG,0.3077165054721587,3.0771650547215867,5.15,4.4836,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",7.0,NEUTRAL,trend_continuation,,,100.0,35.0,29.39,54.71,133397.0,70596.0,0.529,65399.0,55516.0,83078.0,52.4,1.028,2.26,0.0,0.0,1.4,1.31,0.19,1,1.0,99.0,0.00015,0.0,0.0001739761663274692,0.0,2.684549,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.459926,0.0,0.0,0.0,,,
HPE,LONG,0.3000957548778772,3.0009575487787723,6.74,4.1625,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",3.2,POSITIVE,trend_continuation,3552984.86,28.96,30.0,17.0,3.57,41.31,171064.0,153191.0,0.896,82086.0,76057.0,166112.0,70.7,0.48,2.27,0.0,1.0,1.4,1.75,0.32,1,1.0,99.0,2.2e-05,0.0,6.775626264981573e-18,0.0,1.872422,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.492039,0.0,0.0,0.0,,,
OXY,LONG,0.299125151041045,2.99125151041045,4.84,3.7876,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",4.2,POSITIVE,retest_and_confirm,39525132.12,56.32,60.0,40.0,6.57,28.95,651701.0,314499.0,0.483,293506.0,173553.0,499141.0,93.2,0.414,0.0,0.66,1.0,1.4,1.7,0.07,1,1.0,99.0,1.1e-05,0.0,2.253704122078789e-26,0.0,45.876923,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.345798,0.0,0.0,0.0,,,
U,LONG,0.2981699896921201,2.981699896921201,5.87,4.0318,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.9,POSITIVE,trend_continuation,3894869.4,25.02,30.0,20.0,19.98,20.02,371821.0,191318.0,0.515,169484.0,105988.0,287667.0,95.7,0.919,2.05,0.35,1.0,1.4,0.94,0.14,1,1.0,99.0,6.9e-05,0.0,0.04245193578361558,0.0,17.873832,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.263663,0.0,0.0,0.0,,,
CRCL,LONG,0.29322728477195026,2.932272847719503,0.0,1.7594,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,14.084415558549312,3e-05,2.2e-05,0.0014645484349321356,0.0001039836142894227,6.093117,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.852464,0.546425,0.0,0.0,5.478417,,
META,LONG,0.288578862990705,2.88578862990705,0.0,1.7315,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,3.154033533515691e-08,0.0,1e-06,0.0023027827276277807,73010.72430453678,154.0,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.784616,0.776307,0.0,0.0,6.085714,,
NOW,LONG,0.28230532871473,2.8230532871473004,5.27,4.2325,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",6.2,NEGATIVE,support_ema_confluence,-12077901.46,,120.0,85.0,19.24,15.54,538530.0,422667.0,0.785,279551.0,210199.0,471447.0,97.9,0.691,0.0,0.85,1.0,1.6,1.5,0.33,2,1.0,2.246072933236798e-06,5e-06,2e-06,1.926756975501734e-08,0.008578336646998811,12.770667,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.047215,0.774521,0.0,0.0,1.258303,,
CVNA,LONG,0.2790662970585236,2.790662970585236,0.0,1.6744,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,0.00526430554791932,7e-06,5e-06,0.001156355044298806,0.21965956074792187,4.937198,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.006374,0.095211,0.0,0.0,9.722222,,
GOOGL,LONG,0.2756294108548152,2.756294108548152,5.03,4.1471,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.3,NEGATIVE,trend_continuation,-21816094.31,333.51,350.0,250.0,4.88,25.08,1481317.0,1224685.0,0.827,624978.0,629722.0,1451302.0,70.7,0.368,2.45,0.05,0.58,1.4,0.49,0.05,2,1.0,99.0,1e-06,0.0,0.0012943837379701753,0.0,3.452241,1,0,2.4e-05,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.125495,0.0,0.0,0.0,,,
RDDT,LONG,0.2737413828172656,2.7374138281726563,5.52,4.2847,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.3,NEGATIVE,trend_continuation,-5895557.63,,220.0,115.0,38.15,27.79,219358.0,176711.0,0.806,84497.0,73983.0,237589.0,82.4,0.874,1.84,0.38,1.0,1.4,0.59,0.31,1,1.0,99.0,2.5e-05,0.0,2.453448861192827e-20,0.0,12.844828,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.167754,0.0,0.0,0.0,,,
EWZ,LONG,0.2703501901019236,2.7035019010192363,2.94,3.3938,price_validation_failed,"not_extended, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned, room_to_target",5.8,POSITIVE,unknown,182791332.74,41.22,45.0,25.0,9.12,39.38,3033576.0,1425578.0,0.47,473969.0,1606311.0,2378874.0,64.3,0.293,2.08,0.18,0.17,0.0,0.52,0.0,1,0.7,99.0,5.1e-05,0.0,0.00012244757333926547,0.0,41.074468,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.273707,0.0,0.0,0.0,,,
BE,LONG,0.2637630500135177,2.637630500135177,0.0,1.5826,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,3.139955497231175e-09,2e-05,2.4e-05,0.0030399658143813193,968155.7006339654,3.644377,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,9e-06,0.320843,0.548499,0.0,0.0,8.921569,,
MDB,LONG,0.25655562799084886,2.5655562799084883,4.63,3.8718,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.0,NEUTRAL,trend_continuation,,,500.0,250.0,89.3,5.35,101739.0,54523.0,0.536,62978.0,26153.0,67131.0,70.8,0.683,0.0,0.64,1.0,1.4,1.59,0.0,1,0.7,99.0,2.5e-05,0.0,3.291536274081156e-13,0.0,2.641509,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.199472,0.0,0.0,0.0,,,
LLY,LONG,0.2524348370237303,2.5243483702373033,3.2,3.3622,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",5.7,NEGATIVE,unknown,-17466788.9,,1000.0,800.0,10.19,11.85,135288.0,150784.0,1.115,75480.0,72104.0,138488.0,98.0,0.467,0.0,0.63,1.0,0.0,1.08,0.49,1,1.0,99.0,1e-06,0.0,541879.5276976724,0.0,5.826087,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.530339,0.0,0.0,0.0,,,
VRT,LONG,0.2500131878148967,2.5001318781489665,0.0,1.5001,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,6.100727499912053e-05,4e-06,2.3e-05,5.7138780579666314e-05,0.3121965403879566,344.615385,0,0,0.0,0.000374,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.000431,0.163024,0.0,0.0,30.976787,,
RBLX,LONG,0.22873681502554674,2.2873681502554675,0.0,1.3724,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,1.3e-05,2.5e-05,3.4773732289696676e-13,8.55099942572849e-18,2.580858,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.429756,0.502153,0.0,0.0,4.532394,,
CAR,LONG,0.21106127549869366,2.1106127549869367,0.0,1.2664,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,1.7e-05,0.0,293343.84270083025,0.0,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-05,0.0,0.731537,0.0,0.0,0.0,,,
VST,LONG,0.2097573594036744,2.097573594036744,0.0,1.2585,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,1.8069889080433466e-23,1.6e-05,1.4e-05,4.374858482480311e-25,0.0242107655614639,1.960912,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.425939,0.702832,0.0,0.0,27.1,,
CAT,LONG,0.2051217772289174,2.051217772289174,5.05,3.4406,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.5,NEUTRAL,trend_continuation,,,900.0,700.0,11.8,13.04,100460.0,116337.0,1.158,64926.0,55223.0,96648.0,96.6,0.454,1.85,0.07,0.0,1.4,1.54,0.19,2,1.0,99.0,2e-06,0.0,0.0006071046290077175,0.0,1.835526,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.32078,0.0,0.0,0.0,,,
VG,LONG,0.1657582029477545,1.657582029477545,3.65,2.5238,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.0,POSITIVE,bounce_and_fail,2167742.44,12.0,12.5,7.5,4.3,37.42,465505.0,274977.0,0.591,189484.0,99352.0,451646.0,88.1,0.909,0.0,0.45,1.0,1.0,1.09,0.11,1,1.0,99.0,7.6e-05,0.0,0.0011064848053799015,0.0,1.140794,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.497685,0.0,0.0,0.0,,,
ARKG,SHORT,0.5114994530821066,5.1149945308210665,2.9,4.7075,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",6.4,NEUTRAL,bounce_and_fail,,,48.0,28.0,54.34,9.97,107398.0,68753.0,0.64,72036.0,51696.0,52419.0,33.9,0.448,0.0,0.0,1.0,1.0,0.6,0.31,1,1.0,0.0,0.0,0.001171,0.0,0.0035740676713657744,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.632729,0.0,0.0,45.70235,,
MOH,SHORT,0.5068100712615318,5.068100712615317,3.61,4.8371,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",6.1,NEUTRAL,retest_and_confirm,,,180.0,120.0,17.7,21.53,11474.0,16610.0,1.448,4115.0,9775.0,14194.0,97.2,0.694,0.0,0.44,1.0,1.4,0.63,0.14,1,1.0,0.0,0.0,9.2e-05,0.0,3.542888992755089e-25,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.340818,0.0,0.0,93.75,,
APLD,SHORT,0.47793697866696105,4.77936978666961,3.52,4.5857,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.7,POSITIVE,bounce_and_fail,5945020.04,32.16,33.0,25.0,2.82,22.11,502624.0,214918.0,0.428,215126.0,154129.0,348287.0,47.0,1.091,0.0,0.29,1.0,1.0,0.86,0.37,2,1.0,0.0,0.0,0.000133,0.0,512620.6993492715,,0,0,0.0,0.424416,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.7e-05,0.0,0.332482,0.0,0.0,3.667143,,
EQNR,SHORT,0.4174409351887178,4.174409351887178,3.59,4.3042,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.7,NEUTRAL,ema_rally,,,40.0,24.0,6.75,35.95,43475.0,38642.0,0.889,16221.0,25848.0,40048.0,91.3,0.487,0.0,0.83,1.0,1.2,0.51,0.05,1,1.0,0.0,0.0,7e-06,0.0,538611.545726763,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3e-06,0.0,0.465957,0.0,0.0,17.020833,,
HPQ,SHORT,0.4161554123593887,4.161554123593887,1.48,3.2448,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.6,POSITIVE,unknown,2401733.79,21.2,23.0,18.0,8.49,15.09,151912.0,161919.0,1.066,122219.0,56687.0,134925.0,91.3,0.502,0.0,0.0,1.0,0.0,0.1,0.38,1,1.0,0.0,0.0,3.6e-05,0.0,0.00015769698657232658,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.253984,0.0,0.0,10.056381,,
DPZ,SHORT,0.38201762522495236,3.8201762522495235,6.03,4.7791,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.3,NEUTRAL,trend_continuation,,,410.0,340.0,11.16,7.82,5291.0,9482.0,1.792,5707.0,3689.0,5377.0,95.1,0.39,1.54,0.86,0.81,1.4,1.41,0.0,1,1.0,0.0,0.0,2.9e-05,0.0,1.1149191026057881e-21,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.621069,0.0,0.0,27.272727,,
RSP,SHORT,0.34669415543161086,3.466941554316109,0.0,2.0802,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,2.3e-05,9e-06,0.06623190624617925,4.670878074083988e-13,2.634082,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.224336,0.307276,0.0,0.0,79.545455,,
