ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,bullish_score_z_shadow,bearish_score_z_shadow
FN,LONG,0.382550780570952,3.82550780570952,4.79,4.2698,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.6,NEUTRAL,trend_continuation,,,820.0,610.0,17.68,12.46,3622.0,5623.0,1.552,4041.0,2413.0,2791.0,98.9,0.968,2.02,0.12,0.0,1.4,1.17,0.09,1,1.0,99.0,2.3e-05,0.0,438842.6406500921,0.0,4.6875,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4e-06,0.0,0.247044,0.0,0.0,0.0,,,
IWM,LONG,0.3468278896551369,3.468278896551369,0.0,2.081,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,1.4655233362543276,1.7e-05,1.3e-05,212596.54887007579,580261.1083995231,23.641631,0,1,0.599104,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5e-06,3e-06,0.442457,0.430218,0.0,0.0,8.695279,,
STX,LONG,0.33214303903910514,3.3214303903910514,6.05,4.3957,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.6,NEUTRAL,trend_continuation,,,600.0,200.0,6.35,64.55,69859.0,79691.0,1.141,40631.0,28565.0,80354.0,100.0,0.855,2.44,0.0,0.0,1.4,1.99,0.23,5,1.0,0.0004570315829312379,3.5e-05,8e-06,0.0011838980824995062,3.885611388953927,4.099745,1,0,3.3e-05,0.48894,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.094002,0.55101,0.0,0.0,118.75,,
PDD,LONG,0.33165477924189063,3.3165477924189064,3.16,4.2063,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",8.0,NEGATIVE,ema_pullback,-2486863.08,,125.0,90.0,25.72,9.48,663304.0,393562.0,0.593,278812.0,335053.0,443001.0,68.7,0.388,0.0,0.67,0.72,1.2,0.07,0.5,6,1.0,99.0,2.8e-05,1.3e-05,5.483747801470134,6.3936852845801355e-21,2.443749,1,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.1561,0.150757,0.0,0.0,2.610623,,
LITE,LONG,0.31476206271131535,3.1476206271131533,5.55,3.9388,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,3.5,NEUTRAL,ema_pullback,,,890.0,800.0,4.87,5.73,74151.0,75981.0,1.025,53043.0,42925.0,54164.0,80.5,1.069,2.09,0.78,0.44,1.2,0.77,0.26,6,1.0,14.228964629612765,9e-05,4.9e-05,0.31591219880646854,0.022202051029700673,13.5,1,0,0.153539,0.277727,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.584221,0.8145,0.0,0.0,6.2475,,
HUT,LONG,0.3077165054721587,3.0771650547215867,5.14,4.5006,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",7.1,NEUTRAL,trend_continuation,,,100.0,35.0,29.6,54.64,133397.0,70596.0,0.529,65399.0,55516.0,83078.0,50.2,1.02,2.26,0.0,0.0,1.4,1.29,0.2,1,1.0,99.0,0.00015,0.0,0.00018200639692620793,0.0,2.684549,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.459926,0.0,0.0,0.0,,,
HPE,LONG,0.3000957548778772,3.0009575487787723,6.71,4.1335,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,3.1,POSITIVE,trend_continuation,3601654.01,28.84,30.0,17.0,4.0,41.06,171064.0,153191.0,0.896,82086.0,76057.0,166112.0,71.7,0.487,2.27,0.0,1.0,1.4,1.71,0.33,1,1.0,99.0,2.2e-05,0.0,7.088369340698312e-18,0.0,1.872422,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.492039,0.0,0.0,0.0,,,
OXY,LONG,0.299125151041045,2.99125151041045,4.86,3.7936,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",4.2,POSITIVE,retest_and_confirm,38551235.75,56.38,60.0,40.0,6.47,29.02,651701.0,314499.0,0.483,293506.0,173553.0,499141.0,93.1,0.412,0.0,0.68,1.0,1.4,1.72,0.06,1,1.0,99.0,1.1e-05,0.0,2.3577285076233677e-26,0.0,45.876923,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.345798,0.0,0.0,0.0,,,
U,LONG,0.29893703922900106,2.9893703922900103,5.85,4.0497,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.0,POSITIVE,trend_continuation,3846488.19,24.89,30.0,20.0,20.46,19.69,371821.0,191318.0,0.515,169484.0,105988.0,287667.0,95.5,0.918,2.05,0.38,1.0,1.4,0.87,0.15,1,1.0,99.0,6.9e-05,0.0,0.044411392879960564,0.0,17.873832,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.263663,0.0,0.0,0.0,,,
CRCL,LONG,0.29322728477195026,2.932272847719503,0.0,1.7594,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,14.08441555854931,3e-05,2.2e-05,0.001532147703865263,0.00010878319355858835,6.093117,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.852464,0.546425,0.0,0.0,5.478417,,
META,LONG,0.288578862990705,2.88578862990705,0.0,1.7315,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,3.154033533515692e-08,0.0,1e-06,0.0024090724379484205,76380.68563155417,154.0,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.784616,0.776307,0.0,0.0,6.085714,,
NOW,LONG,0.28230532871473,2.8230532871473004,5.28,4.2355,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,6.2,NEGATIVE,support_ema_confluence,-5654542.65,,120.0,85.0,19.51,15.35,538530.0,422667.0,0.785,279551.0,210199.0,471447.0,97.6,0.689,0.0,0.87,1.0,1.6,1.47,0.35,2,1.0,2.2460729332367986e-06,5e-06,2e-06,2.0156904377547366e-08,0.008974287557305366,12.770667,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.047215,0.774521,0.0,0.0,1.258303,,
CVNA,LONG,0.2790662970585236,2.790662970585236,0.0,1.6744,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,0.00526430554791932,7e-06,5e-06,0.0012097290084213115,0.22979840311500319,4.937198,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.006374,0.095211,0.0,0.0,9.722222,,
GOOGL,LONG,0.2756294108548152,2.756294108548152,4.97,3.8691,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.0,POSITIVE,trend_continuation,123849435.42,332.63,350.0,250.0,5.17,24.88,1481317.0,1224685.0,0.827,624978.0,629722.0,1451302.0,70.7,0.368,2.45,0.11,0.63,1.4,0.33,0.06,2,1.0,99.0,1e-06,0.0,0.001354128702574077,0.0,3.452241,1,0,2.4e-05,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.125495,0.0,0.0,0.0,,,
MU,LONG,0.27552160145565785,2.7552160145565785,4.74,3.5396,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.7,POSITIVE,trend_continuation,124199924.05,449.52,500.0,300.0,11.21,33.27,1170068.0,1337011.0,1.143,811014.0,648184.0,1047881.0,79.5,0.717,1.93,0.46,0.15,1.4,0.78,0.02,3,1.0,0.09111041339460067,1.2e-05,6e-06,0.006894919198034064,0.15135304387594112,3.471081,1,0,0.14717,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.374721,0.759607,0.0,0.0,2.280851,,
RDDT,LONG,0.2737413828172656,2.7374138281726563,5.43,4.2577,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.3,NEGATIVE,trend_continuation,-3148108.34,,220.0,115.0,39.1,27.29,219358.0,176711.0,0.806,84497.0,73983.0,237589.0,85.3,0.888,1.84,0.44,1.0,1.4,0.42,0.33,1,1.0,99.0,2.5e-05,0.0,2.5666928792297728e-20,0.0,12.844828,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.167754,0.0,0.0,0.0,,,
EWZ,LONG,0.2703501901019236,2.7035019010192363,2.78,3.3658,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",5.9,POSITIVE,unknown,179064082.1,41.11,45.0,25.0,9.45,39.19,3033576.0,1425578.0,0.47,473969.0,1606311.0,2378874.0,63.9,0.291,2.08,0.24,0.23,0.0,0.24,0.0,1,0.7,99.0,5.1e-05,0.0,0.00012809939491302818,0.0,41.074468,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.273707,0.0,0.0,0.0,,,
MDB,LONG,0.25655562799084886,2.5655562799084883,4.61,3.8658,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.0,NEUTRAL,trend_continuation,,,500.0,250.0,90.22,4.89,101739.0,54523.0,0.536,62978.0,26153.0,67131.0,70.7,0.68,0.0,0.68,1.0,1.4,1.53,0.0,1,0.7,99.0,2.5e-05,0.0,3.443463953963624e-13,0.0,2.641509,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.199472,0.0,0.0,0.0,,,
LLY,LONG,0.252556407804663,2.5255640780466297,2.86,3.2608,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",5.7,NEGATIVE,unknown,-17545039.82,,1000.0,800.0,10.97,11.23,135288.0,150784.0,1.115,75480.0,72104.0,138488.0,98.1,0.468,0.0,0.53,1.0,0.0,0.82,0.52,1,1.0,99.0,1e-06,0.0,566891.1005814951,0.0,5.826087,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.532349,0.0,0.0,0.0,,,
VRT,LONG,0.2500131878148967,2.5001318781489665,0.0,1.5001,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,6.100727499912064e-05,4e-06,2.3e-05,5.9776139442499084e-05,0.32660661887379117,344.615385,0,0,0.0,0.000374,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.000431,0.163024,0.0,0.0,30.976787,,
RBLX,LONG,0.22873681502554674,2.2873681502554675,0.0,1.3724,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,1.3e-05,2.5e-05,3.637878598733644e-13,8.945688529918935e-18,2.580858,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.429756,0.502153,0.0,0.0,4.532394,,
CAR,LONG,0.21341043961650152,2.1341043961650152,0.0,1.2805,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,1.7e-05,0.0,306883.7358444331,0.0,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-05,0.0,0.728707,0.0,0.0,0.0,,,
VST,LONG,0.2097573594036744,2.097573594036744,0.0,1.2585,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,1.8069889080433337e-23,1.6e-05,1.4e-05,4.57678914455175e-25,0.02532826363338138,1.960912,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.425939,0.702832,0.0,0.0,27.1,,
CAT,LONG,0.20411550351941748,2.041155035194175,5.0,3.4206,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.5,NEUTRAL,trend_continuation,,,900.0,700.0,12.3,12.65,100460.0,116337.0,1.158,64926.0,55223.0,96648.0,96.7,0.455,1.84,0.14,0.0,1.4,1.43,0.2,2,1.0,99.0,2e-06,0.0,0.0006351268016501293,0.0,1.835526,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.32078,0.0,0.0,0.0,,,
VG,LONG,0.1657582029477545,1.657582029477545,3.77,2.5598,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.0,POSITIVE,bounce_and_fail,2276010.19,12.09,12.5,7.5,3.52,37.89,465505.0,274977.0,0.591,189484.0,99352.0,451646.0,91.2,0.921,0.0,0.48,1.0,1.0,1.18,0.1,1,1.0,99.0,7.6e-05,0.0,0.0011575569052471666,0.0,1.140794,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.497685,0.0,0.0,0.0,,,
ARKG,SHORT,0.5114994530821066,5.1149945308210665,3.01,4.7405,price_validation_failed,"bounce_and_fail, momentum_aligned, room_to_target","confirmation_volume, not_extended, trend_aligned",6.4,NEUTRAL,bounce_and_fail,,,48.0,28.0,55.04,9.56,107398.0,68753.0,0.64,72036.0,51696.0,52419.0,33.9,0.448,0.0,0.0,1.0,1.0,0.71,0.3,1,1.0,0.0,0.0,0.001171,0.0,0.003739036173560149,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.632729,0.0,0.0,45.70235,,
MOH,SHORT,0.5068100712615318,5.068100712615317,3.71,4.8671,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",6.1,NEUTRAL,retest_and_confirm,,,180.0,120.0,18.09,21.27,11474.0,16610.0,1.448,4115.0,9775.0,14194.0,97.5,0.706,0.0,0.47,1.0,1.4,0.7,0.14,1,1.0,0.0,0.0,9.2e-05,0.0,3.7064183784067312e-25,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.340818,0.0,0.0,93.75,,
APLD,SHORT,0.47793697866696105,4.77936978666961,3.57,4.6007,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.7,POSITIVE,bounce_and_fail,5976082.07,32.06,33.0,25.0,2.96,22.0,502624.0,214918.0,0.428,215126.0,154129.0,348287.0,47.0,1.091,0.0,0.3,1.0,1.0,0.88,0.39,2,1.0,0.0,0.0,0.000133,0.0,536281.770358922,,0,0,0.0,0.424416,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.5e-05,0.0,0.303927,0.0,0.0,3.667143,,
EQNR,SHORT,0.4185454616223732,4.1854546162237325,3.55,4.2977,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.7,NEUTRAL,ema_rally,,,40.0,24.0,6.5,36.1,43475.0,38642.0,0.889,16221.0,25848.0,40048.0,89.4,0.476,0.0,0.85,1.0,1.2,0.47,0.03,1,1.0,0.0,0.0,7e-06,0.0,563472.2781283928,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3e-06,0.0,0.432414,0.0,0.0,17.020833,,
HPQ,SHORT,0.4161554123593887,4.161554123593887,1.54,3.2828,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.7,POSITIVE,unknown,2427457.53,21.13,23.0,18.0,8.8,14.85,151912.0,161919.0,1.066,122219.0,56687.0,134925.0,87.5,0.484,0.0,0.0,1.0,0.0,0.15,0.39,1,1.0,0.0,0.0,3.6e-05,0.0,0.00016497581788372815,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.253984,0.0,0.0,10.056381,,
