ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
NAMS,LONG,0.4808020881400903,4.808020881400903,1.86,3.942,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.9,NEUTRAL,unknown,,,40.0,25.0,31.1,18.06,3974.0,24917.0,6.27,0.0,11069.0,17822.0,92.2,0.905,0.0,0.47,1.0,0.0,0.1,0.3,False,default,2.5,False,1,0.7,99.0,0.000303,0.0,4.593019190100278e-68,0.0,5.298013,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.409477,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-07-20,2026-07-20,False,
QXO,LONG,0.4369238300852144,4.369238300852144,2.06,3.7426,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.7,POSITIVE,unknown,2287034.9,14.1,25.0,13.0,77.24,7.83,408950.0,127375.0,0.311,47633.0,179361.0,309331.0,98.5,0.695,0.0,0.46,1.0,0.0,0.34,0.26,False,default,2.5,False,2,0.7,3.66731436131517e-24,0.000135,3.6e-05,8.010630255103247e-61,2.1843314932594108e-37,2.033877,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.569652,0.299094,0.0,0.0,1.0,0.4369238300852144,0.4369238300852144,n/a,2026-07-20,2026-07-20,False,1.856342
MXL,LONG,0.414917349892822,4.14917349892822,0.0,2.4895,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,4.2236681344520543e-23,0.000283,0.000195,6.223566733921505e-25,0.009823320292230459,4.966851,2,1,0.462282,0.035972,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.615846,0.25275,0.0,0.0,,,,,,,False,9.73059
TSEM,LONG,0.4082288162342412,4.082288162342412,0.0,2.4494,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,9,1.0,4.99860577101399e-08,0.000147,0.000212,2.655222747869189e-07,2.6559633520874413,7.699727,0,2,0.036813,0.006161,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.515335,0.050581,0.0,0.0,,,,,,,False,32.210655
JBL,LONG,0.38494637061148856,3.8494637061148858,3.2,4.1247,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.2,NEUTRAL,bounce_and_fail,,,400.0,230.0,29.93,25.29,18183.0,14388.0,0.791,3036.0,7773.0,21762.0,85.8,0.621,0.0,0.36,1.0,1.0,0.84,0.0,False,default,2.5,False,1,1.0,99.0,2.1e-05,0.0,578775.83663441,0.0,5.454545,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9e-06,0.0,0.484369,0.0,0.0,0.0,1.0,0.38494637061148856,0.38494637061148856,n/a,2026-07-20,2026-07-20,False,
ECHO,LONG,0.35930263505798365,3.5930263505798363,1.91,3.8495,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",7.4,NEGATIVE,unknown,-6905963.3,,125.0,85.0,38.92,5.53,362607.0,193337.0,0.533,30861.0,208742.0,316341.0,78.1,0.63,0.0,0.37,1.0,0.0,0.21,0.32,False,default,2.5,False,2,0.7,1.8668880780163668,2.3e-05,1.2e-05,0.72284754247933,0.38719382859168533,46.692308,1,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.620005,0.646715,0.0,0.0,1.0,0.35930263505798365,0.35930263505798365,n/a,2026-07-20,2026-07-20,False,175.0
NOK,LONG,0.35046162102372486,3.5046162102372485,1.72,3.2883,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",5.1,POSITIVE,unknown,6488895.7,10.1,15.0,10.0,48.63,0.92,2508821.0,786470.0,0.313,301425.0,1118218.0,1875648.0,92.0,0.834,0.0,0.01,1.0,0.0,0.24,0.48,False,default,2.5,False,1,1.0,99.0,1.7e-05,0.0,959256.9443405657,0.0,2.487186,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9e-06,0.0,0.5719,0.0,0.0,0.0,1.0,0.35046162102372486,0.35046162102372486,n/a,2026-07-20,2026-07-20,False,
XLE,LONG,0.3384445615337828,3.3844456153378277,5.9,4.2222,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.8,POSITIVE,trend_continuation,57507754.37,58.23,60.0,50.0,3.05,14.13,1622823.0,2497212.0,1.539,113959.0,1476054.0,2530022.0,71.0,0.275,1.78,0.18,0.29,1.4,1.95,0.29,False,default,2.5,False,2,1.0,99.0,0.0,0.0,9.800500560391197e-08,0.0,40.96843,0,0,0.000572,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.465635,0.0,0.0,0.0,1.0,0.3384445615337828,0.3384445615337828,n/a,2026-07-20,2026-07-20,False,
PANW,LONG,0.3335836999294283,3.3358369992942833,0.0,2.0015,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,0.0002162054050033807,7e-06,7e-06,0.01126608843863329,52.108264538794145,4.05245,2,0,0.0,0.195949,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.534091,0.431937,0.0,0.0,,,,,,,False,2.507447
CRWD,LONG,0.3283426728686943,3.2834267286869427,0.0,1.9701,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,43.209831662940225,2e-05,4.3e-05,1.902489861682739,0.022014548407908372,24.557497,2,0,0.019487,0.459345,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.426159,0.392449,0.0,0.0,,,,,,,False,3.743169
