ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
PTON,LONG,0.8193650267439404,8.193650267439404,6.39,7.2938,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout",trend_aligned,6.4,POSITIVE,structural_breakout,909671.21,4.7,10.0,3.0,113.45,35.97,646963.0,202122.0,0.312,260114.0,30827.0,558144.0,50.0,0.695,0.0,0.52,1.0,2.0,1.87,1.0,13.711737156254067,9,1.0,11.916666402477402,0.000742,2.8e-05,49536.98255678008,33255.597418742305,30.037275,0.046572,1,0,0.663961,0.0,,,,
ADMA,LONG,0.7903576666666667,7.903576666666668,0.0,4.7421,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32.80346915920421,3,1.0,99.0,0.00118,0.0,328401.1709333842,0.0,745.720988,,2,0,0.221674,0.0,,,,
BTDR,LONG,0.7808342471745298,7.808342471745298,0.0,4.685,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.84,0.0,0.0,0.0,0.0,15.374654434706214,7,1.0,99.0,0.000511,2.3e-05,50347.26975844548,2143.6185338924565,2.976996,12.120879,2,0,0.33295,0.0,,,,
KWEB,LONG,0.6794746516717198,6.794746516717199,0.0,4.0768,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,20.429533772827707,6,1.0,11.737730823855026,8.5e-05,2.1e-05,12473.447903211185,5313.398343511564,3.261973,3.496482,3,0,0.09254,0.0,,,,
IWM,LONG,0.6718115981573216,6.7181159815732165,0.0,4.0309,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.37,0.0,0.0,0.0,0.0,3.157297482342415,11,1.0,3.8006537419233513,6.7e-05,1.8e-05,487657.3695466561,577389.6576670068,0.092314,0.109842,1,2,0.640822,0.494576,,,,
WULF,LONG,0.6479467226122145,6.4794672261221455,2.15,5.0247,price_validation_failed,"ema_pullback, not_extended","confirmation_volume, momentum_aligned, room_to_target, trend_aligned",5.7,POSITIVE,ema_pullback,3226821.04,14.78,20.0,11.0,35.32,25.58,1165816.0,639892.0,0.549,653588.0,553110.0,599010.0,55.2,1.01,0.0,0.73,0.01,1.2,0.13,0.08,36.25963030284208,4,1.0,50.08770303202532,5.2e-05,1.7e-05,151942.27903281985,3033.524594563066,7.323244,0.508196,0,0,0.326975,0.381363,,,,
CLSK,LONG,0.6395444285714286,6.3954442857142855,0.0,3.8373,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.31,0.0,0.0,0.0,0.0,435.0477533513576,5,1.0,1.985567790540487,0.000137,4.2e-05,133.7355541733965,269.4152369121432,25.425099,8.033058,0,0,0.373622,0.0,,,,
OXY,LONG,0.6391071068323517,6.391071068323518,0.0,3.8346,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.024162038331571,22,1.0,0.5757226664796384,2.6e-05,1.1e-05,11488.456904717854,28823.665833288876,8.649553,11.686234,3,2,0.615949,0.683159,,,,
ROP,LONG,0.6165542500661291,6.1655425006612905,0.0,3.6993,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.76,0.0,0.0,0.0,0.0,4.040327869719038,7,1.0,3.416537448783373,2.1e-05,6e-06,105484.39999372434,77186.62650052852,46.88,87.4,1,0,0.52874,0.257505,,,,
MARA,LONG,0.6000000000000001,6.000000000000001,0.0,3.6,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,0.0001,0.0,202974.5608088618,0.0,11.617363,,0,0,0.0,0.0,,,,
