ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio,bullish_score_z_shadow,bearish_score_z_shadow
CRCL,SHORT,0.28818786046235195,2.8818786046235196,0.0,1.7291,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,14.08441555854921,3e-05,2.2e-05,0.0012008530115093694,8.526111761736924e-05,6.093117,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.852464,0.546425,0.0,0.0,5.478417,,,,,,
IWM,SHORT,0.2855144323927831,2.8551443239278314,0.0,1.7131,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,1.4655233362543278,1.7e-05,1.3e-05,166627.01990354588,454791.85702882404,23.641631,0,1,0.599104,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4e-06,3e-06,0.442457,0.430218,0.0,0.0,8.695279,,,,,,
META,SHORT,0.27776533392539426,2.7776533392539426,4.18,3.3628,price_validation_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",3.6,POSITIVE,pullback_to_resistance,388020000.43,668.69,750.0,600.0,12.13,10.29,1830096.0,892675.0,0.488,698789.0,627337.0,1396645.0,83.6,0.424,0.0,0.12,1.0,1.4,1.66,0.0,2,1.0,3.1540335335156797e-08,0.0,1e-06,0.0018881612293360026,59864.970022412606,154.0,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.784616,0.776307,0.0,0.0,6.085714,,,,,,
RBLX,SHORT,0.27557697546243054,2.755769754624305,6.07,4.0189,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,4.1,POSITIVE,retest_and_confirm,4268071.75,61.28,100.0,55.0,63.24,10.22,216437.0,150056.0,0.693,86290.0,104479.0,175724.0,98.3,0.884,1.71,0.61,1.0,1.4,1.14,0.21,2,1.0,99.0,1.3e-05,2.5e-05,2.8512639217314885e-13,7.011371673943147e-18,2.580858,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.429756,0.502153,0.0,0.0,4.532394,,,,,,
CVNA,SHORT,0.2707235529881771,2.7072355298817707,0.0,1.6243,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,0.005264305547919329,7e-06,5e-06,0.0009481505726948709,0.18010933523218825,4.937198,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.006374,0.095211,0.0,0.0,9.722222,,,,,,
FCX,SHORT,0.2701169851770451,2.7011698517704508,4.82,4.2566,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,7.3,NEGATIVE,bounce_and_fail,-4297134.77,,70.0,35.0,3.6,48.2,529759.0,565344.0,1.067,195110.0,322824.0,577169.0,77.9,0.515,0.0,0.48,1.0,1.0,1.94,0.4,1,1.0,0.0,0.0,7e-06,0.0,1.0874461835804455e-28,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.578169,0.0,0.0,260.5,,,,,,
IGV,SHORT,0.2534446707591556,2.534446707591556,3.45,3.5022,price_validation_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned",6.0,NEGATIVE,retest_and_confirm,-37936272.66,86.74,90.0,80.0,3.83,7.71,700410.0,596490.0,0.852,411838.0,340657.0,544405.0,94.7,0.38,0.0,0.15,1.0,1.4,0.5,0.4,1,1.0,0.0,0.0,0.000262,0.0,29.75517245976157,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.161042,0.0,0.0,1.676168,,,,,,
BIDU,SHORT,0.245359136849952,2.45359136849952,3.86,3.3248,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target",trend_aligned,4.7,POSITIVE,ema_rally,4743814.7,123.53,150.0,100.0,21.47,19.02,195442.0,116477.0,0.596,65785.0,98655.0,147479.0,72.8,0.528,0.0,0.41,1.0,1.2,0.89,0.36,1,0.7,0.0,0.0,1.8e-05,0.0,1.1259114617147942e-09,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.286234,0.0,0.0,2.751269,,,,,,
SPY,SHORT,0.23447340520595777,2.344734052059578,3.04,3.4844,price_validation_failed,"bounce_and_fail, momentum_aligned, room_to_target","confirmation_volume, not_extended, trend_aligned",7.0,NEGATIVE,bounce_and_fail,-6990506180.44,,800.0,600.0,13.62,14.78,5527463.0,11591832.0,2.097,7430956.0,4924294.0,4764045.0,77.1,0.171,0.0,0.0,1.0,1.0,0.91,0.12,1,1.0,0.0,0.0,0.0,0.0,2402291.2359704184,,0,0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.321736,0.0,0.0,1.62649,,,,,,
DELL,SHORT,0.231086854259612,2.31086854259612,1.49,3.1024,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.5,NEGATIVE,unknown,-3456189.13,,220.0,100.0,3.6,52.91,200505.0,277608.0,1.385,113683.0,119350.0,245080.0,88.3,0.602,0.0,0.0,1.0,0.0,0.11,0.39,2,1.0,0.0,0.0,2.1e-05,0.0,4.8065198134323904e-05,,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.405263,0.0,0.0,1.722776,,,,,,
XLE,SHORT,0.2249113812059578,2.249113812059578,5.39,4.2416,price_validation_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",7.5,NEGATIVE,ema_rally,-76542238.14,,65.0,45.0,16.34,19.46,1605736.0,2827383.0,1.761,485502.0,1400339.0,2547278.0,87.1,0.288,1.92,0.54,1.0,1.2,0.58,0.15,1,1.0,0.0,0.0,0.0,0.0,416623.29714865255,,0,0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.483158,0.0,0.0,1.485872,,,,,,
SATS,SHORT,0.2040211867947329,2.0402118679473293,0.0,1.2241,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,8.536101779554003e-09,0.000236,9.2e-05,3.503747732030669e-27,8.209245443682453e-19,2.79202,0,0,0.477696,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.236975,0.063842,0.0,0.0,1.587619,,,,,,
AVGO,SHORT,0.20038017930238866,2.0038017930238867,1.54,3.2639,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",9.0,NEGATIVE,unknown,-588335.1,402.33,410.0,300.0,1.95,25.4,815507.0,942630.0,1.156,412654.0,438322.0,907161.0,36.8,0.45,0.0,0.0,1.0,0.0,0.43,0.11,1,1.0,0.0,0.0,1e-06,0.0,0.04863162254500944,,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.524047,0.0,0.0,2.076212,,,,,,
PG,SHORT,0.18659522975291903,1.8659522975291902,6.61,3.776,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,4.3,POSITIVE,retest_and_confirm,7921992.19,142.45,150.0,135.0,5.4,5.14,173711.0,139221.0,0.801,81525.0,122366.0,109041.0,92.3,0.25,1.77,0.48,0.46,1.4,1.98,0.52,1,1.0,0.0,0.0,3e-06,0.0,729328.6160581673,,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.420702,0.0,0.0,1.040199,,,,,,
FSLR,SHORT,0.17474426454771905,1.7474426454771905,5.43,3.6427,price_validation_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.7,NEGATIVE,ema_rally,-11096437.34,186.66,410.0,180.0,119.71,3.54,312368.0,199733.0,0.639,54582.0,80064.0,377455.0,78.9,0.616,1.6,0.5,0.0,1.2,1.89,0.25,1,1.0,0.0,0.0,9.4e-05,0.0,0.0003654818369708619,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.488966,0.0,0.0,1.127711,,,,,,
AMZN,SHORT,0.14478671767403545,1.4478671767403544,3.33,2.9629,price_validation_failed,"bounce_and_fail, momentum_aligned, room_to_target","confirmation_volume, not_extended, trend_aligned",6.2,NEGATIVE,bounce_and_fail,-35641599.77,249.93,275.0,200.0,10.04,19.97,3020480.0,1827518.0,0.605,1189609.0,994073.0,2664316.0,80.7,0.411,0.0,0.0,1.0,1.0,1.05,0.29,2,1.0,8.28433906365981,0.0,1e-06,12.704859028038143,1.5335995944165834,1.240876,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.282821,0.465222,0.0,0.0,1.219573,,,,,,
GS,SHORT,0.13071618420201064,1.3071618420201063,3.32,3.0096,price_validation_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",6.8,NEGATIVE,pullback_to_resistance,-1444875.55,,1000.0,800.0,7.93,13.66,194288.0,169890.0,0.874,90152.0,64702.0,209324.0,67.2,0.319,0.0,0.27,0.61,1.4,0.91,0.13,1,1.0,0.0,0.0,4e-06,0.0,3.584726985397337e-08,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.487953,0.0,0.0,1.269841,,,,,,
QQQ,SHORT,0.12491742855102066,1.2491742855102066,2.64,2.8566,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",7.2,NEGATIVE,bounce_and_fail,-4703914.32,,650.0,570.0,0.88,11.54,3704146.0,5701099.0,1.539,3738614.0,2369929.0,3296702.0,71.9,0.218,0.0,0.0,1.0,1.0,0.53,0.11,1,1.0,0.0,0.0,5e-06,0.0,1849710.213897114,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.278435,0.0,0.0,1.093126,,,,,,
LMND,LONG,0.5072593051955466,5.072593051955466,5.56,5.3443,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.7,NEUTRAL,trend_continuation,,,75.0,50.0,13.53,24.31,80807.0,49829.0,0.617,31933.0,28839.0,69864.0,76.8,0.955,1.69,0.66,1.0,1.4,0.62,0.2,3,1.0,0.4543217939391995,0.000228,3e-05,6626.034976346727,29168.90655363748,1.510479,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.312413,,,,,,
ENPH,LONG,0.49177613498113476,4.9177613498113475,3.57,4.7899,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, trend_continuation","room_to_target, trend_aligned",6.3,NEGATIVE,trend_continuation,-42016.54,33.59,50.0,30.0,48.72,10.77,197874.0,152286.0,0.77,106124.0,97902.0,146134.0,94.8,0.908,0.0,0.72,0.0,1.4,1.01,0.44,3,1.0,99.0,7.4e-05,0.0,18875.57965004007,0.0,1.451559,0,0,0.301031,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,LONG,0.48239940092687783,4.8239940092687785,4.51,4.625,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.3,POSITIVE,trend_continuation,17945024.61,131.65,140.0,100.0,6.32,24.06,753841.0,681247.0,0.904,368342.0,364227.0,702519.0,73.6,0.345,2.22,0.0,0.01,1.4,0.81,0.07,11,1.0,2.4775667208812964,6e-06,2e-06,28946.296104912803,31155.61825070721,9.682971,1,0,0.633093,0.517832,,,,,,,,,,,,,,,,,,,,,,,0.522464,,,,,,
JAZZ,LONG,0.4764931118734032,4.764931118734032,5.44,5.2145,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.0,NEUTRAL,trend_continuation,,,210.0,170.0,5.51,14.59,5168.0,2687.0,0.52,2958.0,2394.0,2503.0,74.2,0.39,2.4,0.51,0.45,1.4,0.34,0.33,3,1.0,99.0,3.4e-05,0.0,20943.50587094614,0.0,2.920471,1,0,0.159178,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUAI,LONG,0.4625,4.625,3.14,4.3145,watchlist_reeval_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",5.3,POSITIVE,trend_continuation,118298.77,4.33,5.0,2.5,15.47,42.26,186811.0,65590.0,0.351,135578.0,2994.0,113829.0,19.2,1.366,0.0,0.81,0.55,1.4,0.17,0.22,1,1.0,99.0,0.000399,0.0,19132.72380571758,0.0,0.226657,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STNE,LONG,0.45339945310648666,4.533994531064867,6.12,5.223,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.6,NEUTRAL,trend_continuation,,,20.0,12.0,29.28,22.43,79594.0,90752.0,1.14,11667.0,70581.0,88098.0,87.8,0.583,1.67,0.4,1.0,1.4,1.4,0.24,2,1.0,0.8788145430294105,4.9e-05,3.1e-05,6.151394770536775e-30,6.999650630873677e-30,38.904762,1,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,89.119048,,,,,,
ADBE,LONG,0.3906480644157723,3.9064806441577233,4.4,4.9932,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",8.6,NEGATIVE,ema_pullback,-9705940.5,247.22,400.0,220.0,61.83,11.0,307096.0,208025.0,0.677,104474.0,119858.0,290789.0,62.5,0.442,0.0,0.84,1.0,1.2,1.03,0.33,18,1.0,3.8329655323933305,1.7e-05,5e-06,6786.668261143977,4603.573220225769,0.414559,1,2,0.440722,0.16005,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.819711,0.0,0.0,0.163153,,,,,,
TTWO,SHORT,0.6591666666666667,6.591666666666667,2.53,5.0948,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.2,NEUTRAL,bounce_and_fail,,,290.0,180.0,33.24,17.3,72415.0,61697.0,0.852,16180.0,49587.0,68345.0,100.0,0.482,0.0,0.08,1.0,1.0,0.33,0.12,9,1.0,8.297436825421562e-12,2e-05,0.000284,2.704434520449616e-07,16296.806937799212,39.182662,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,9.708077,,,,,,
EWI,SHORT,0.6000000000000001,6.000000000000001,4.55,5.565,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.0,NEUTRAL,bounce_and_fail,,,60.0,52.0,4.58,9.36,1345.0,6687.0,4.972,69.0,7591.0,372.0,78.4,0.253,0.0,0.45,1.0,1.0,1.96,0.15,1,1.0,0.0,0.0,0.000318,0.0,42906.06932058575,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,592.285714,,,,,,
BAX,SHORT,0.5532305259434824,5.532305259434825,3.6,4.8062,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,4.8,NEUTRAL,bounce_and_fail,,,20.0,17.5,8.17,5.35,60227.0,41157.0,0.683,28293.0,12075.0,61016.0,96.4,0.59,0.0,0.43,1.0,1.0,0.8,0.36,2,1.0,0.0,0.0,7.1e-05,0.0,47318.322329437884,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,23.022574,,,,,,
GSAT,SHORT,0.5373571598339604,5.373571598339604,2.94,4.4488,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.4,NEUTRAL,bounce_and_fail,,,90.0,60.0,12.01,25.33,65689.0,40556.0,0.617,42593.0,17057.0,46595.0,0.0,0.127,0.0,0.1,1.0,1.0,0.78,0.06,3,1.0,99.0,7e-06,7.8e-05,192.44640413957745,0.1308136978903812,1.144263,0,0,1.9e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,7.709447,,,,,,
EOSE,SHORT,0.47370950446240295,4.73709504462403,6.61,5.1915,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,4.2,POSITIVE,retest_and_confirm,2034087.93,,10.0,5.5,42.25,21.76,1036011.0,371834.0,0.359,283462.0,156488.0,967895.0,69.8,1.199,2.06,0.41,1.0,1.4,1.56,0.18,2,1.0,0.2624852978650618,3.1e-05,8.8e-05,11249.245675998305,42856.66956395138,0.20878,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.390922,,,,,,
VSCO,LONG,0.5973581348682141,5.973581348682141,6.21,5.9698,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,5.6,NEUTRAL,support_ema_confluence,,,55.0,50.0,0.15,8.96,14644.0,9382.0,0.641,3322.0,6425.0,14279.0,53.2,0.667,1.75,0.24,1.0,1.6,1.46,0.16,4,1.0,99.0,8.8e-05,0.0,5.041102980744422,0.0,11.366577,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROX,LONG,0.5829850615348807,5.829850615348807,6.76,5.7229,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.9,NEUTRAL,trend_continuation,,,110.0,85.0,2.47,20.82,22272.0,23542.0,1.057,9561.0,17482.0,18771.0,92.3,0.667,2.85,0.12,1.0,1.4,1.05,0.34,7,1.0,99.0,8.8e-05,8e-06,1889.6988869101615,11.088582100933575,1.482671,4,0,1e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,0.678445,,,,,,
LYFT,LONG,0.5684518065185522,5.684518065185522,5.87,5.1033,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none,2.5,POSITIVE,ema_pullback,949111.59,14.77,15.0,12.0,1.69,18.64,359487.0,215763.0,0.6,97170.0,169564.0,308516.0,83.0,0.782,1.71,0.35,1.0,1.2,1.22,0.39,7,1.0,99.0,0.000107,5.5e-05,3945.3044291147207,2.7261801661544837e-05,1.233696,1,0,0.491179,0.001652,,,,,,,,,,,,,,,,,,,,,,,0.241976,,,,,,
NBIS,LONG,0.39999131795184617,3.9999131795184617,4.52,4.156,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",4.0,POSITIVE,trend_continuation,3393416.05,156.32,200.0,10.0,27.75,93.61,381800.0,314126.0,0.823,219277.0,135334.0,341315.0,76.3,0.985,2.35,0.05,0.29,1.4,0.34,0.09,7,1.0,3.9215212063301905,3.2e-05,1.7e-05,40587.17760344257,25874.638608307163,0.927909,1,0,0.49019,0.067573,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,0.0,0.478637,0.28083,0.0,0.0,1.190474,,,,,0.6362860878710958,0.6052144744037568
HUBS,LONG,0.3715169082861874,3.7151690828618738,4.97,4.4486,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,5.5,NEUTRAL,trend_continuation,,,300.0,230.0,30.17,0.2,15630.0,11252.0,0.72,3352.0,9341.0,14189.0,97.0,0.906,0.0,0.96,1.0,1.4,1.26,0.35,3,1.0,99.0,2.4e-05,5e-06,2965.1525798258267,19.066251527700544,2.010161,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,6.454545,,,,,,
SPOT,LONG,0.3663107787014866,3.663107787014866,5.72,4.4276,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,4.4,POSITIVE,trend_continuation,2171466.1,522.79,600.0,350.0,14.85,33.01,67421.0,64300.0,0.954,31830.0,42757.0,57134.0,100.0,0.606,1.74,0.6,1.0,1.4,0.57,0.41,17,1.0,12.886334212709489,1.7e-05,2e-06,9132.029700877489,1700.7840181957938,0.373502,1,3,0.070174,0.433177,,,,,,,,,,,,,,,,,,,,,,,0.98946,,,,,,
DPST,SHORT,0.4425,4.425,4.59,4.8495,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_resistance, room_to_target",trend_aligned,6.3,NEUTRAL,pullback_to_resistance,,,130.0,65.0,11.5,44.25,18458.0,11387.0,0.617,9063.0,6517.0,14265.0,32.3,0.75,0.0,0.51,1.0,1.4,1.31,0.37,2,1.0,99.0,6.7e-05,0.000194,0.00014794812323829385,8.257918134750956e-08,57.0,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDOG,SHORT,0.28415539366718895,2.8415539366718896,3.68,3.5248,watchlist_reeval_failed,"confirmation_volume, not_extended, pullback_to_resistance, room_to_target","momentum_aligned, trend_aligned",5.0,NEUTRAL,pullback_to_resistance,,,130.0,75.0,0.55,41.99,120114.0,123443.0,1.028,86781.0,70963.0,85813.0,94.4,0.761,0.0,0.37,1.0,1.4,0.57,0.34,7,1.0,0.7142099739149396,4e-06,9e-06,3929.8556773288255,2200.9525606523443,0.165327,0,1,0.001472,0.245998,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.103003,0.0,0.0,0.0,0.145162,,,,,0.5815912091580266,0.3266757171056233
TE,LONG,0.484058718272251,4.84058718272251,4.56,5.2683,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",7.4,NEUTRAL,retest_and_confirm,,,7.0,5.0,37.52,1.77,134819.0,30172.0,0.224,31637.0,60323.0,73031.0,22.1,1.143,0.0,0.87,1.0,1.4,1.06,0.23,2,1.0,99.0,7.8e-05,0.0,3802.901641195029,0.0,3.184172,0,0,0.427726,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGN,LONG,0.6586518837513776,6.586518837513776,5.82,5.5593,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,2.6,NEUTRAL,trend_continuation,,,9.0,5.0,1.81,43.44,88761.0,50109.0,0.565,47904.0,27193.0,63773.0,96.8,0.994,2.88,0.13,0.56,1.4,0.68,0.17,6,1.0,99.0,0.000149,1.8e-05,1403.7639137530523,0.0028712635713409457,8.875528,2,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,162.220339,,,,,,
BULL,LONG,0.45755855385871935,4.575585538587194,7.0,5.3878,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.0,POSITIVE,trend_continuation,4241710.1,7.01,10.0,5.0,42.45,28.77,922101.0,127350.0,0.138,265832.0,204724.0,578895.0,67.4,0.843,2.34,0.0,1.0,1.4,1.26,1.0,3,1.0,99.0,8.4e-05,0.0,3432.318638618957,0.0,0.531202,0,0,0.476849,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROKU,LONG,0.3491094235551687,3.491094235551687,5.23,4.2745,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.8,NEUTRAL,trend_continuation,,,125.0,30.0,9.54,73.71,69666.0,65686.0,0.943,46555.0,30871.0,57926.0,85.4,0.721,2.09,0.0,0.2,1.4,1.12,0.42,4,1.0,0.009031427468920373,6e-06,3e-06,8.724395039262735,2898.0119928834433,1.693914,2,0,0.493776,0.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.459017,0.287721,0.0,0.0,0.061785,,,,,0.4328738531599878,0.6133431166161348
ERAS,SHORT,0.5576434027289965,5.576434027289965,2.03,4.4772,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.4,NEUTRAL,unknown,,,22.5,15.0,0.4,33.07,82318.0,18180.0,0.221,7863.0,37654.0,54981.0,94.2,2.07,0.0,0.0,1.0,0.0,0.31,0.73,5,1.0,3.4964471859320874,3.3e-05,6.3e-05,14665.834886963174,1048.6240823235498,3.153132,0,1,0.0,0.016768,,,,,,,,,,,,,,,,,,,,,,,4.338669,,,,,,
