ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio,bullish_score_z_shadow,bearish_score_z_shadow
STX,SHORT,0.30777769591595805,3.0777769591595803,0.0,1.8467,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,0.0004570162962260453,9e-06,7e-06,1.937541121227878e-05,0.02119772464601075,8.978723,1,0,0.0,0.48894,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.093996,0.55101,0.0,0.0,118.75,,,,,,
LRCX,SHORT,0.27974658616588327,2.7974658616588326,4.51,4.1317,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, shooting_star_at_resistance",trend_aligned,6.9,NEGATIVE,unknown,-211542.35,,370.0,240.0,40.65,8.77,249991.0,268567.0,1.074,157619.0,147650.0,213289.0,71.8,0.619,0.0,0.43,1.0,1.2,1.21,0.67,2,1.0,0.0,0.0,5e-06,0.0,80.89657358731247,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.230452,0.0,0.0,48.555804,,,,,,
DVN,SHORT,0.27712524756915463,2.771252475691546,3.16,3.2136,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.4,POSITIVE,ema_rally,19288046.76,47.94,50.0,35.0,4.33,26.97,293017.0,138812.0,0.474,105179.0,153506.0,173144.0,73.0,0.389,0.0,0.73,1.0,1.2,0.02,0.21,2,1.0,10.805308980745988,1.2e-05,1.9e-05,2.720355592318029e-13,2.5176101832584696e-14,2.03287,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.606992,0.554144,0.0,0.0,3.963504,,,,,,
DAVE,SHORT,0.2759482498403946,2.7594824984039463,1.28,2.7437,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.9,NEUTRAL,unknown,,,370.0,210.0,31.86,25.16,16540.0,8276.0,0.5,14324.0,3530.0,6962.0,80.6,0.787,0.0,0.0,1.0,0.0,0.28,0.0,1,1.0,0.0,0.0,0.000174,0.0,0.00010759595201431385,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.303384,0.0,0.0,1.312336,,,,,,
IWM,SHORT,0.2738486993012106,2.738486993012106,0.0,1.6431,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,1.4655233362543294,1.7e-05,1.3e-05,1159.8079819436819,3165.5803855242243,23.641631,0,1,0.599104,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.442457,0.430218,0.0,0.0,8.695279,,,,,,
GEV,SHORT,0.27269303787126764,2.7269303787126766,0.0,1.6362,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,0.09623351610939981,5e-06,5e-06,5273.876713389699,27401.45495356457,8.748387,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.092156,0.183548,0.0,0.0,238.533333,,,,,,
CIEN,SHORT,0.26928380206155766,2.692838020615577,0.0,1.6157,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,3.4e-05,1.1e-05,2.2314637955293224e-05,2.0406046911732153e-10,22.028571,1,0,0.464773,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.613022,0.444494,0.0,0.0,8.272727,,,,,,
CVNA,SHORT,0.26206341869870986,2.6206341869870986,0.0,1.5724,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,0.00526430554791931,6e-06,5e-06,6.599605531759134e-06,0.0012536516871380298,4.937198,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.006374,0.095211,0.0,0.0,9.722222,,,,,,
BE,SHORT,0.2544213212125953,2.5442132121259533,1.42,2.6781,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.9,POSITIVE,unknown,5732583.98,239.01,260.0,75.0,8.78,68.62,339459.0,341801.0,1.007,230058.0,209141.0,242061.0,61.3,1.174,0.0,0.0,1.0,0.0,0.13,0.29,2,1.0,88.72009115653825,9e-06,2.3e-05,490223.3179090847,5525.505119738119,1.207569,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.007523,0.548499,0.0,0.0,8.921569,,,,,,
AMAT,SHORT,0.24012502267352367,2.401250226735237,1.83,2.8896,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.7,NEGATIVE,unknown,-2660588.42,,490.0,240.0,20.22,41.12,166992.0,161020.0,0.964,113064.0,80015.0,134933.0,97.8,0.608,0.0,0.1,1.0,0.0,0.53,0.19,1,1.0,0.0,0.0,3e-06,0.0,1.9845618028633128e-10,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.448193,0.0,0.0,6.151515,,,,,,
AVGO,SHORT,0.21055736135458736,2.1055736135458734,0.0,1.2633,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1e-06,0.0,0.00033850058673091693,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.524047,0.0,0.0,2.076212,,,,,,
CIFR,SHORT,0.20892656327716674,2.089265632771667,2.1,2.6346,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.8,POSITIVE,unknown,7869733.34,19.64,20.0,10.0,1.83,49.08,884844.0,424845.0,0.48,408654.0,203821.0,697214.0,59.5,1.177,0.0,0.11,1.0,0.0,0.37,0.62,2,1.0,0.00020279843303717816,6.5e-05,0.000105,0.0385238147547991,189.96110659167024,1.477337,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.071666,0.375759,0.0,0.0,2.148952,,,,,,
SOFI,SHORT,0.20354964842297982,2.0354964842297982,5.08,3.3017,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",3.8,POSITIVE,retest_and_confirm,20251989.22,18.57,20.0,15.0,7.67,19.25,2788962.0,1503961.0,0.539,1282566.0,792016.0,2218341.0,80.5,0.697,0.0,0.62,1.0,1.4,1.82,0.24,1,1.0,0.0,0.0,0.000119,0.0,0.0006955190427059611,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.237006,0.0,0.0,2.16299,,,,,,
NBIS,SHORT,0.19820564879167946,1.9820564879167946,2.47,2.432,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",3.5,POSITIVE,unknown,18019531.18,160.58,200.0,10.0,24.24,93.79,389337.0,341832.0,0.878,257553.0,128989.0,344627.0,83.7,1.03,0.0,0.04,1.0,0.0,0.96,0.47,1,1.0,0.0,0.0,1.7e-05,0.0,0.00014313951575187583,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.015632,0.0,0.0,2.156105,,,,,,
SOXX,SHORT,0.19535733293598115,1.9535733293598114,0.0,1.1721,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,2.3e-05,0.0,620338.2808354348,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-05,0.0,0.464288,0.0,0.0,,,,,,,
FSLR,SHORT,0.17795174679071726,1.7795174679071726,4.97,3.2608,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,4.4,POSITIVE,trend_continuation,2700241.85,194.47,410.0,180.0,110.87,7.43,315068.0,205293.0,0.652,61403.0,80038.0,378920.0,77.7,0.615,1.59,0.99,0.34,1.4,0.18,0.47,1,1.0,0.0,0.0,9.6e-05,0.0,2.5439376640092337e-06,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.488966,0.0,0.0,1.127711,,,,,,
SNDK,SHORT,0.15720499022143214,1.5720499022143213,0.0,0.9432,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.5270792148277628,1.6e-05,3e-06,206254.34177821933,391315.6428405519,1.647541,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,1e-06,0.792956,0.504428,0.0,0.0,1.317073,,,,,,
AMZN,SHORT,0.14389279101052177,1.4389279101052177,1.59,1.8965,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.5,POSITIVE,unknown,823138495.5,256.67,275.0,200.0,7.11,22.1,3042918.0,1870195.0,0.615,1254208.0,985155.0,2673750.0,84.3,0.418,0.0,0.0,1.0,0.0,0.31,0.29,2,1.0,8.28433906365981,0.0,1e-06,0.08843221776826796,0.010674625590372787,1.240876,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282821,0.465222,0.0,0.0,1.219573,,,,,,
NVDA,SHORT,0.13745889637085815,1.3745889637085815,3.01,2.7103,price_validation_failed,"bounce_and_fail, momentum_aligned, room_to_target","confirmation_volume, not_extended, trend_aligned",5.6,POSITIVE,bounce_and_fail,1623203658.57,201.44,210.0,150.0,4.22,25.55,8264708.0,6923580.0,0.838,3565722.0,3669511.0,7953055.0,59.6,0.42,0.0,0.0,1.0,1.0,0.78,0.22,1,1.0,0.0,0.0,0.0,0.0,901807.1314643288,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.641318,0.0,0.0,1.357942,,,,,,
HOOD,SHORT,0.13637097219959615,1.3637097219959615,0.0,0.8182,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,7.618199244713133e-08,2.6e-05,1.8e-05,1.2027822666246918e-12,1.578827526018563e-05,1.288969,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.673487,0.76237,0.0,0.0,1.046053,,,,,,
AG,LONG,0.3660691781496637,3.660691781496637,3.63,4.2593,watchlist_reeval_failed,"not_extended, room_to_target, support_ema_confluence","confirmation_volume, momentum_aligned, trend_aligned",6.7,POSITIVE,support_ema_confluence,5814296.01,20.27,25.0,10.0,23.33,50.67,609650.0,338283.0,0.555,151064.0,248016.0,548853.0,52.4,0.79,0.0,0.66,1.0,1.6,0.17,0.19,5,0.7,99.0,5.8e-05,5e-06,15970.493209149645,532.2693960626206,0.166912,0,0,0.031262,0.0,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.162917,0.33842,0.0,0.0,0.091883,,,,,0.7537307320549099,0.5388570553937357
ETHA,LONG,0.3500924943340589,3.500924943340589,5.55,4.3955,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",4.9,POSITIVE,trend_continuation,2666599.87,17.61,20.0,10.0,13.44,43.28,815164.0,634618.0,0.779,482987.0,355996.0,610799.0,15.2,0.614,1.62,0.66,1.0,1.4,0.59,0.27,4,1.0,1.3077515539096818,2.4e-05,1.6e-05,6074.903891696886,4645.30428087447,16.403537,0,0,0.324405,0.441451,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,1e-06,0.272787,0.344663,0.0,0.0,14.09355,,,,,0.5617760984832362,0.6827852486864904
GM,SHORT,0.28847803404796013,2.884780340479601,5.02,3.8084,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",4.3,POSITIVE,pullback_to_resistance,732208.9,78.43,80.0,60.0,1.99,23.51,192771.0,148458.0,0.77,57154.0,131842.0,152233.0,95.9,0.438,0.0,0.77,1.0,1.4,1.84,0.02,12,1.0,9.502711783703508e-11,7e-06,1.4e-05,1.4199530518717008e-07,298.85217697685454,0.26618,1,1,0.001641,0.012377,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.509044,0.524442,0.0,0.0,0.824757,,,,,0.4451736206405292,0.7084943237136289
UVXY,LONG,0.49176009911111107,4.917600991111111,3.21,4.7818,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",6.8,NEUTRAL,unknown,,,50.0,35.0,26.45,11.48,157823.0,74224.0,0.47,131123.0,47860.0,53064.0,26.5,0.967,0.0,0.52,1.0,0.0,1.3,0.39,5,1.0,30.0994308909658,0.001145,0.000311,11.216506371850132,0.5589726802052284,2.127191,0,1,0.0,0.037303,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.006668,0.05475,0.0,0.0,75.296392,,,,,0.6500080797195371,0.5
NVAX,LONG,0.3896214174769785,3.896214174769785,1.96,3.6161,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",5.4,NEUTRAL,unknown,,,10.0,2.0,23.23,75.35,137326.0,72979.0,0.531,46715.0,33199.0,130391.0,75.6,0.858,0.0,0.47,1.0,0.0,0.06,0.44,1,1.0,99.0,4.2e-05,0.0,4.9370737061610775e-15,0.0,524.0,1,0,0.0,0.0,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.792614,0.0,0.0,0.0,,,,,,0.6937649667124247,0.3978400915792585
ARKK,SHORT,0.4452938898641422,4.452938898641422,4.22,5.1725,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,8.4,NEGATIVE,bounce_and_fail,-5379103.49,,78.0,70.0,0.49,9.82,243788.0,355098.0,1.457,275069.0,154565.0,169252.0,53.8,0.424,0.0,0.34,0.96,1.0,1.59,0.34,6,1.0,71.30024426186917,4.1e-05,8.9e-05,5834.544862460839,40.91532169954367,0.500381,0,1,0.275259,0.510906,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1e-06,0.0,0.37537,0.375335,0.0,0.0,0.916022,,,,,0.48329319992928566,0.641750340328295
MNDY,SHORT,0.3662422374918207,3.662422374918207,6.64,4.7632,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,4.7,NEUTRAL,retest_and_confirm,,,80.0,35.0,27.69,44.13,30786.0,28456.0,0.924,23095.0,567.0,35580.0,98.2,1.035,1.91,0.49,0.27,1.4,1.92,0.66,1,1.0,0.0,0.0,4.1e-05,0.0,0.17177749117548968,,0,0,0.0,0.0,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.008995,0.0,0.0,2.920892,,,,,0.37893969352083734,0.6844872909619183
HROW,SHORT,0.35000727482421495,3.5000727482421494,5.28,4.494,watchlist_reeval_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target",trend_aligned,5.8,NEUTRAL,ema_rally,,,50.0,30.0,29.4,22.36,32473.0,7282.0,0.224,2785.0,5605.0,31365.0,86.4,0.892,0.0,0.87,1.0,1.2,1.69,0.51,1,1.0,0.0,0.0,3.4e-05,0.0,9.03757539378104e-19,,0,0,0.0,0.0,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.241437,0.0,0.0,42.3,,,,,0.37893969352083734,0.7165163738543762
UEC,SHORT,0.337143410833306,3.37143410833306,4.76,4.5337,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,7.1,NEUTRAL,bounce_and_fail,,,25.0,13.0,66.61,13.36,117709.0,51082.0,0.434,89136.0,4443.0,75212.0,42.6,0.83,0.0,0.63,1.0,1.0,1.2,0.93,1,1.0,0.0,0.0,3e-05,0.0,46.95188118806533,,0,0,0.0,0.0,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.047099,0.0,0.0,3.251924,,,,,0.37893969352083734,0.690855170294801
MLM,SHORT,0.39270508110104146,3.9270508110104148,3.91,3.9165,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended","confirmation_volume, room_to_target, trend_aligned",3.9,NEUTRAL,ema_rally,,,680.0,600.0,10.43,2.56,1216.0,1505.0,1.238,843.0,1012.0,866.0,98.2,0.354,0.0,0.91,0.11,1.2,1.51,0.18,3,1.0,0.1479074960155103,1e-06,6e-06,7.135832198867861e-06,2.4122618498387543e-05,,0,2,0.0,0.293018,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.309582,0.310952,0.0,0.0,,,,,,,
RMD,SHORT,0.375,3.75,5.77,4.806,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.0,NEUTRAL,trend_continuation,,,250.0,200.0,14.21,8.63,2640.0,8989.0,3.405,1914.0,5354.0,4361.0,97.7,0.441,2.16,0.29,0.0,1.4,1.86,0.06,1,1.0,0.0,0.0,5e-06,0.0,1.1413739692908545e-30,,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.166094,0.0,0.0,330.0,,,,,,
SYY,LONG,0.6037216753043289,6.037216753043289,3.46,5.2766,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_continuation","confirmation_volume, room_to_target, trend_aligned",6.1,NEUTRAL,trend_continuation,,,80.0,70.0,5.6,7.6,71262.0,20284.0,0.285,18591.0,46753.0,26202.0,92.3,0.276,0.0,0.93,0.0,1.4,1.13,0.0,15,1.0,0.28022143022653073,3.4e-05,1.1e-05,1.000131480170213,1.7845378195409747,11.482153,2,1,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.488469,0.58081,0.0,0.0,14.874516,,,,,,
PRAX,LONG,0.5992473355422024,5.992473355422025,5.23,5.9052,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.7,NEUTRAL,trend_continuation,,,470.0,130.0,37.43,61.99,1980.0,7493.0,3.784,1848.0,523.0,7102.0,53.9,0.795,1.7,0.56,0.07,1.4,1.39,0.11,5,1.0,99.0,5.3e-05,0.0,0.002897609740697628,0.0,31.3125,2,0,0.653926,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.040588,0.0,0.0,0.0,,,,,,,
AS,LONG,0.5850739908100202,5.850739908100202,5.08,5.8494,watchlist_reeval_failed,"momentum_aligned, not_extended, support_ema_confluence, trend_aligned","confirmation_volume, room_to_target",7.0,NEUTRAL,support_ema_confluence,,,40.0,35.0,9.35,4.32,29491.0,6534.0,0.222,11141.0,12581.0,12303.0,70.7,0.535,1.73,0.61,0.14,1.6,0.83,0.17,5,1.0,99.0,1.8e-05,0.0,0.7439554507650326,0.0,4.920413,1,0,0.530603,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.395065,0.0,0.0,0.0,,,,,,,
IVZ,LONG,0.5756834610186145,5.756834610186145,6.0,5.4784,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.0,NEUTRAL,trend_continuation,,,26.0,15.0,1.68,41.34,74197.0,3729.0,0.05,27227.0,38867.0,11832.0,69.5,0.424,1.7,0.39,0.67,1.4,1.66,0.18,9,0.7,99.0,0.000392,2.4e-05,280.30508522968313,3.0600030527226997e-11,211.828862,0,2,0.487465,0.543647,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.475812,0.566368,0.0,0.0,242.365789,,,,,,
FLR,LONG,0.5526562906159647,5.526562906159647,5.15,5.5483,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.2,NEUTRAL,ema_pullback,,,70.0,37.5,47.46,21.0,67456.0,25670.0,0.381,11761.0,45172.0,36193.0,79.6,0.598,1.5,0.9,1.0,1.2,0.55,0.0,4,1.0,99.0,0.0001,1.7e-05,3.8051516188866126e-19,1.71387454247134e-25,76.351229,0,0,0.511983,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.554488,0.251618,0.0,0.0,4.238532,,,,,,
ATI,LONG,0.5500885843057788,5.500885843057787,5.5,5.3404,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.7,NEUTRAL,ema_pullback,,,200.0,145.0,29.58,6.06,14942.0,5785.0,0.387,8775.0,3772.0,8180.0,97.2,0.577,1.6,0.93,0.62,1.2,0.68,0.48,5,1.0,99.0,2.3e-05,0.0,6.411177587297183e-08,0.0,7.472731,0,0,0.002446,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.304925,0.0,0.0,0.0,,,,,,,
BOOT,LONG,0.5426105641932177,5.426105641932177,3.75,4.2181,watchlist_reeval_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",1.9,NEUTRAL,trend_continuation,,,165.0,100.0,1.63,38.41,1459.0,1112.0,0.762,1991.0,117.0,463.0,95.1,0.636,0.0,0.81,1.0,1.4,0.54,0.0,4,1.0,99.0,7.3e-05,5e-06,1.0773059390106908e-12,2.4338123133626155e-21,65.244167,0,0,9e-06,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.763403,0.623421,0.0,0.0,268.0,,,,,,
SEZL,LONG,0.541253014686439,5.41253014686439,5.25,5.3613,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.4,NEUTRAL,trend_continuation,,,105.0,50.0,28.91,38.61,17757.0,12739.0,0.717,10292.0,8193.0,12011.0,78.5,0.938,1.93,0.29,0.33,1.4,0.91,0.38,4,0.7,99.0,0.000123,0.0,0.004809790093288227,0.0,29.139961,0,0,0.49987,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.042323,0.0,0.0,0.0,,,,,,,
REAL,LONG,0.5270550086376622,5.2705500863766215,5.62,5.4813,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.8,NEUTRAL,trend_continuation,,,15.0,10.0,21.75,18.83,65025.0,18921.0,0.291,51561.0,240.0,32145.0,86.4,0.993,2.0,0.0,1.0,1.4,1.15,0.07,2,1.0,99.0,0.001385,0.0,1.8130956465718767e-24,0.0,13.938264,0,0,0.047673,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.115894,0.0,0.0,0.0,,,,,,,
SUN,LONG,0.5114994530821066,5.1149945308210665,5.52,5.1135,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.5,NEUTRAL,trend_continuation,,,67.5,62.5,2.68,4.93,9201.0,4189.0,0.455,1246.0,6200.0,5944.0,98.2,0.314,1.5,0.72,0.3,1.4,1.6,0.0,1,1.0,99.0,1e-05,0.0,38.913999880223784,0.0,14.754717,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.419964,0.0,0.0,0.0,,,,,,,
IMVT,LONG,0.5114994530821066,5.1149945308210665,5.18,4.6315,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",2.6,NEUTRAL,trend_continuation,,,30.0,22.0,1.83,25.32,26516.0,4006.0,0.151,14504.0,10228.0,5790.0,9.7,0.539,2.06,0.0,0.0,1.4,1.51,0.21,1,1.0,99.0,3.9e-05,0.0,1.0541747539282635e-27,0.0,52.736842,0,0,0.0,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.386964,0.0,0.0,0.0,,,,,,,
VSAT,LONG,0.49859074162953737,4.985907416295373,5.26,5.131,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.3,NEUTRAL,trend_continuation,,,70.0,42.0,10.68,33.59,54844.0,13160.0,0.24,33637.0,21049.0,13318.0,81.9,0.882,2.63,0.08,0.01,1.4,1.11,0.03,4,1.0,99.0,5.3e-05,4e-06,0.20540191506599467,1.0774480890664074e-12,108.793175,0,0,0.10262,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.128881,0.030732,0.0,0.0,0.024794,,,,,,
ZTS,LONG,0.4956480223017188,4.956480223017188,3.2,4.5182,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.4,NEUTRAL,ema_pullback,,,125.0,110.0,7.23,5.64,44658.0,12267.0,0.275,9877.0,9833.0,37215.0,95.6,0.454,0.0,0.6,1.0,1.2,0.15,0.24,3,1.0,99.0,6e-06,0.0,0.00023500379551599475,0.0,5.576784,0,0,0.399255,0.0,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.435878,0.0,0.0,0.0,,,,,,,
ROK,LONG,0.4796607548598844,4.796607548598844,4.67,4.4993,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.5,NEUTRAL,trend_continuation,,,430.0,320.0,4.5,22.23,5868.0,10847.0,1.849,11540.0,2841.0,2334.0,98.8,0.447,2.24,0.2,0.0,1.4,0.83,0.0,8,1.0,99.0,3.5e-05,4e-06,0.00090433343279776,3.213755170616637e-10,1.387993,0,0,1.3e-05,0.030972,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.329061,0.630731,0.0,0.0,0.851332,,,,,,
