ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
REAL,LONG,0.6000000000000001,6.000000000000001,0.0,3.6,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.19,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.050519,0.0,1508633.6838405428,0.0,27.786111,,0.0,0.0,0.0,0.0
ONON,LONG,0.5955131048626546,5.955131048626546,0.0,3.5731,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.15320690270917944,2.0,1.0,99.0,0.003615,0.0,343159.50731389853,0.0,1786.125,,0.0,0.0,0.071153,0.0
CRWV,LONG,0.5885216323376596,5.885216323376596,0.0,3.5311,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,0.19995238739835444,17.0,1.0,0.6689311569867222,0.000817,0.001226,132039.25032556523,175456.3549413848,5.602719,4.468753,0.0,7.0,0.602057,0.70462
PONY,LONG,0.5884358369402518,5.884358369402518,0.0,3.5306,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.45,0.0,0.0,0.0,0.0,47.53584066500454,2.0,1.0,99.0,0.004976,0.0,95584.32627877193,0.0,0.716494,,1.0,0.0,0.020603,0.0
OKTA,LONG,0.5829427658418206,5.829427658418206,0.0,3.4977,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,60261.46312125793,15.0,1.0,1.394422670756619,0.002487,0.003408,271.4819436210263,97.34564322370029,2.54987,1.846308,0.0,1.0,0.506149,0.626186
TSEM,LONG,0.5814076287376124,5.814076287376125,0.0,3.4884,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,38.99003295162747,5.0,0.7,99.0,0.000822,0.0,30524.429893825,0.0,31.042711,,0.0,0.0,0.491668,0.0
UBS,LONG,0.5616060110977112,5.616060110977113,0.0,3.3696,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.74,0.0,0.0,0.0,0.0,2392273.2659346904,4.0,1.0,99.0,0.002015,0.000236,2292.236607953151,0.0001074555370545651,2.917258,2.050279,0.0,0.0,0.48986,0.0
SMMT,LONG,0.5602281298535978,5.602281298535978,6.22,6.0071,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout",trend_aligned,6.7,NEUTRAL,structural_breakout,,,20.0,15.0,13.51,14.87,40346.0,28769.0,0.713,33021.0,4240.0,31854.0,0.0,0.51,1.0,2.0,1.85,0.86,1.8153892603577513,2.0,1.0,99.0,0.011864,0.0,0.11548098301535836,0.0,4.85545,,0.0,0.0,0.355191,0.0
GOOGL,LONG,0.5475850789848482,5.475850789848482,0.0,3.2855,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.09,0.0,0.0,0.0,0.0,5.190566453460356,9.0,1.0,11.064515390314472,0.00018,2.2e-05,87924.22381479143,27812.766533015205,1.811226,0.251348,2.0,0.0,0.679018,0.114409
HOOD,LONG,0.51400667719372,5.1400667719371995,0.0,3.084,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,24.47093598647885,16.0,1.0,0.23562259750254716,0.000953,0.000656,12802.554733636487,235451.68318794935,0.147382,4.26692,0.0,1.0,0.765785,0.087692
IBIT,LONG,0.4954446404264667,4.954446404264667,0.0,2.9727,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,5.875914574696339,27.0,1.0,0.9591069632089587,0.000409,0.000612,16415.88262623306,34231.59930214492,0.27305,0.445426,2.0,0.0,0.815644,0.596538
BMO,LONG,0.47923400123492044,4.792340012349205,0.0,2.8754,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.69,0.0,0.0,0.0,0.0,1.9047437594381609,2.0,1.0,1.9047437594381609,0.000834,0.000438,74690.29768115943,39212.77983511583,2.463054,2.074627,0.0,0.0,0.0,0.0
ASML,LONG,0.4726219080180983,4.726219080180983,5.94,5.3451,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",6.0,NEUTRAL,retest_and_confirm,,,1500.0,1290.0,7.43,7.61,64752.0,97574.0,1.507,69206.0,39862.0,53258.0,1.67,0.85,0.0,1.4,1.72,0.3,29.70225026148671,4.0,1.0,31.334530062744797,0.000459,0.000127,250992.16208911454,8010.082218770269,0.915803,0.10084,2.0,0.0,0.020733,0.218043
FIG,LONG,0.46650775650901016,4.665077565090102,0.0,2.799,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.9452703964663975,3.0,1.0,99.0,0.001319,0.0,6022.292230524443,0.0,361.32551,,1.0,0.0,0.485933,0.0
NEM,LONG,0.4524556706131589,4.524556706131589,0.0,2.7147,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1760772.3780281257,21.0,1.0,0.8632446840785846,0.00071,0.001012,6653.800086592686,4743.320500727473,1.01657,15.551564,2.0,2.0,0.149566,0.418999
FRMI,LONG,0.45,4.5,0.0,2.7,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.21,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.007353,0.0,0.29255173270769025,0.0,24.154589,,0.0,0.0,0.0,0.0
KBH,LONG,0.45,4.5,0.0,2.7,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.006531,0.0,0.0016973794451805538,0.0,46.747664,,0.0,0.0,0.0,0.0
HD,LONG,0.4464651439014948,4.464651439014948,0.0,2.6788,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,21084357.936653968,9.0,1.0,0.000550199767824807,0.000623,0.000599,71.92473288898485,104579.80841880241,2.621106,2.958894,0.0,0.0,0.000105,0.191424
GLW,LONG,0.44537706972739793,4.4537706972739795,7.44,5.5389,"wall_proximity (1.5%, 0.2 ATR to call wall)","momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",confirmation_volume,5.4,NEGATIVE,structural_breakout,-104849.38,147.75,150.0,120.0,1.48,18.81,198455.0,135770.0,0.684,140832.0,89844.0,103549.0,1.73,0.63,1.0,2.0,1.81,0.27,5.637458737685415,7.0,1.0,0.9706229161643917,0.000535,0.000105,30712.557897709514,79105.27710152429,0.645165,6.044776,2.0,1.0,0.314814,0.422086
RKLB,LONG,0.428736394243647,4.28736394243647,4.88,4.6477,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,5.2,POSITIVE,support_ema_confluence,8665296.08,71.85,100.0,7.0,38.99,90.27,440320.0,318440.0,0.723,317886.0,51846.0,389028.0,0.0,0.88,0.25,1.6,1.41,0.73,0.7467422815136316,10.0,1.0,2.6546648499069194,0.000705,0.00025,110622.64965094272,62506.56254488481,0.271531,2.016606,0.0,0.0,0.748206,0.529892
NYT,LONG,0.4245243708332819,4.245243708332819,0.0,2.5471,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.000587,0.0,120120.168426601,0.0,27.120301,,0.0,0.0,0.0,0.0
ONDS,LONG,0.4080386436139572,4.080386436139572,5.23,4.6492,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,5.2,POSITIVE,ema_pullback,3996323.01,10.44,30.0,5.0,187.49,52.08,977190.0,506847.0,0.519,583272.0,351801.0,548964.0,1.59,0.99,0.27,1.2,0.86,0.32,18.945884525402292,2.0,1.0,99.0,0.000278,0.0,58328.07693858839,0.0,1.594581,,0.0,0.0,0.050136,0.0
RITM,LONG,0.3955922507919483,3.955922507919483,0.0,2.3736,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.57,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.000496,0.0,77226.31149814297,0.0,3.100753,,0.0,0.0,0.0,0.0
COMP,LONG,0.3942939037664019,3.942939037664019,0.0,2.3658,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,6863106.185391758,2.0,1.0,7.285330963758929e-08,0.00036,0.000472,0.0025734948671139245,35324.33708112703,1041.25,0.994482,0.0,0.0,0.0,0.0
SNDK,LONG,0.388615579148937,3.88615579148937,0.0,2.3317,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,3.749671966603691,8.0,1.0,0.4664311013015054,1.5e-05,3.5e-05,72914.5031724873,52108.09125508599,1.552632,0.559466,1.0,1.0,0.249185,0.787866
UVIX,LONG,0.3866694244062974,3.866694244062974,5.49,4.6403,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.3,POSITIVE,ema_pullback,688478.4,8.32,9.0,5.0,8.3,39.83,175135.0,98205.0,0.561,159539.0,60540.0,53261.0,2.52,0.78,0.02,1.2,0.77,0.19,37.60190995448251,3.0,1.0,73.1602604260178,0.000405,8.4e-05,64314.06732114027,1758.1694473648545,0.59122,0.408163,1.0,0.0,0.027933,0.0
CRM,LONG,0.3862619705395495,3.8626197053954954,0.0,2.3176,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,57.176651098542244,14.0,1.0,0.15908064303733674,0.000206,0.000849,42261.113854532705,147588.01660325855,0.502503,0.980914,1.0,3.0,0.389268,0.524916
BE,LONG,0.3778928360030883,3.778928360030883,0.0,2.2674,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,3.20402937184176,10.0,1.0,0.23863672355924312,0.000417,0.004392,15877.613376886438,66534.66046664321,0.389113,2.802449,0.0,0.0,0.439734,0.151936
SNOW,LONG,0.3750267620240685,3.7502676202406846,0.0,2.2502,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.22,0.0,0.0,0.0,0.0,30683.334289319486,9.0,1.0,0.5719470002112867,0.000542,0.000191,805.6779410133885,4930.304368245925,0.127571,0.209103,2.0,1.0,0.045087,3e-06
TLT,LONG,0.36728927921538024,3.672892792153802,0.0,2.2037,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.56,0.0,0.0,0.0,0.0,2.8034884624583385,6.0,1.0,2.1376588313025486,9.9e-05,4.6e-05,66264.23665845007,154992.54532135284,0.217988,0.258564,1.0,0.0,0.448491,0.0
SIMO,LONG,0.36453932828395796,3.6453932828395796,0.0,2.1872,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,0.8625253546012152,6.0,1.0,0.4467754862292099,0.001685,0.003537,71551.78658813353,32030.309985013464,,,0.0,3.0,0.0,0.774026
TQQQ,LONG,0.3620321346842373,3.6203213468423727,0.0,2.1722,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.49,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,7.1e-05,0.0,197712.09862251114,0.0,13.744108,,1.0,0.0,0.0,0.0
MRVL,LONG,0.361025521231395,3.61025521231395,0.0,2.1662,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,35.48547545611732,12.0,1.0,0.6460821212273746,0.000179,0.000452,39655.72471905217,30689.384070648346,0.193897,1.407536,1.0,1.0,0.360779,0.625954
RBLX,LONG,0.35709913795949516,3.5709913795949517,0.0,2.1426,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1866166.5462871615,9.0,1.0,99.0,0.000476,0.003323,27139.07686104626,0.011449095845292663,0.300334,0.938423,0.0,0.0,0.005014,0.810107
PLTR,LONG,0.3537604099762256,3.537604099762256,0.0,2.1226,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,10.854731492708591,7.0,1.0,0.6011261196227142,5.1e-05,7.6e-05,39754.80951846352,165334.72852342075,0.039723,0.906794,0.0,0.0,0.605735,0.053859
AMD,LONG,0.35019694791179157,3.501969479117916,0.0,2.1012,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1.82888963802451,10.0,1.0,0.3991956522173918,8.3e-05,0.0002,62500.708350047986,365322.08038852573,0.139427,2.354687,0.0,0.0,0.63541,0.611516
XLK,LONG,0.34369090020240517,3.4369090020240516,0.0,2.0621,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,45.696849075998806,12.0,1.0,0.07272329591553676,0.000141,0.000296,622.9997730258472,6119.082369320039,1.135914,7.987715,2.0,4.0,0.559312,0.591374
QQQ,LONG,0.34257629467476,3.4257629467475996,0.0,2.0555,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,0.4921323922611094,8.0,1.0,1.5473362428655797,2.5e-05,1.7e-05,157379.44125213148,305129.7518127158,0.707757,0.212976,1.0,0.0,0.651097,0.081116
SPY,LONG,0.3412379661233874,3.4123796612338744,0.0,2.0474,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,0.499826141308941,10.0,1.0,0.7139288806546372,2.7e-05,3.9e-05,297279.5445739585,416399.38182829635,0.146919,1.258715,2.0,0.0,0.677437,0.270706
DOW,SHORT,0.7510668808391253,7.510668808391253,0.0,4.5064,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.157532367595755,11.0,1.0,0.2143472246157622,0.000729,0.002725,61512.95759916892,239148.41020777056,2.468332,168.902873,1.0,0.0,0.521266,0.06264
CRWV,SHORT,0.7367110245971663,7.367110245971663,3.14,6.4056,price_validation_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",8.9,NEGATIVE,ema_rally,-15575641.21,,150.0,70.0,71.62,19.91,847213.0,871640.0,1.029,562068.0,585543.0,571242.0,0.0,0.66,0.88,1.2,0.24,0.16,0.19995238739835444,17.0,1.0,0.6689311569867222,0.000817,0.001226,132039.25032556523,175456.3549413848,5.602719,4.468753,0.0,7.0,0.602057,0.70462
EWZ,SHORT,0.7354799113129109,7.3547991131291095,0.0,4.4129,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.71,0.0,0.0,0.0,0.0,28.60083485195958,10.0,1.0,0.029018676655680423,0.000115,0.001269,15425.995287557189,227823.65012604304,0.026818,3.841811,1.0,2.0,0.054767,0.127996
SEDG,SHORT,0.7292884343820469,7.29288434382047,0.0,4.3757,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.3484484857395436,2.0,1.0,0.0,0.0,0.012792,0.0,826444.6706366846,,46.557471,0.0,0.0,0.0,0.298646
DJT,SHORT,0.7216527870460617,7.2165278704606175,5.12,6.9443,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,9.0,NEGATIVE,trend_continuation,-832558.22,,25.0,5.0,179.49,44.1,207031.0,283526.0,1.369,117588.0,112627.0,260342.0,2.45,0.21,0.3,1.4,0.6,0.15,26439669.234593272,4.0,1.0,0.0,0.0,0.010565,0.0,34296.28613314367,,3.138251,0.0,0.0,0.0,0.426976
BE,SHORT,0.7206358890628338,7.206358890628338,0.0,4.3238,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.91,0.0,0.0,0.0,0.0,3.20402937184176,10.0,1.0,0.23863672355924312,0.000417,0.004392,15877.613376886438,66534.66046664321,0.389113,2.802449,0.0,0.0,0.439734,0.151936
FAS,SHORT,0.66330484979349,6.6330484979349,5.37,6.1675,price_validation_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",6.2,NEUTRAL,ema_rally,,,167.91,80.0,40.97,32.84,34023.0,20485.0,0.602,25451.0,1842.0,27215.0,2.47,0.64,0.14,1.2,0.75,0.16,116.08705817111363,4.0,1.0,0.0,0.0,0.002139,0.0,18511.02002167861,,52.791667,0.0,2.0,0.0,0.500801
OKTA,SHORT,0.6519783828767373,6.519783828767372,0.0,3.9119,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,60261.46312125793,15.0,1.0,1.394422670756619,0.002487,0.003408,271.4819436210263,97.34564322370029,2.54987,1.846308,0.0,1.0,0.506149,0.626186
CRM,SHORT,0.6412099260280822,6.412099260280822,7.22,6.472,"wall_proximity (0.9%, 0.2 ATR to put wall)","momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",confirmation_volume,5.5,NEGATIVE,structural_breakdown,-48789825.66,,220.0,180.0,21.16,0.87,391699.0,332739.0,0.849,183846.0,204758.0,335834.0,1.66,0.63,1.0,2.0,1.83,0.1,57.176651098542244,14.0,1.0,0.15908064303733674,0.000206,0.000849,42261.113854532705,147588.01660325855,0.502503,0.980914,1.0,3.0,0.389268,0.524916
NEM,SHORT,0.6302160564966918,6.3021605649669175,0.0,3.7813,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1760772.3780281257,21.0,1.0,0.8632446840785846,0.00071,0.001012,6653.800086592686,4743.320500727473,1.01657,15.551564,2.0,2.0,0.149566,0.418999
PDD,SHORT,0.6295962792838211,6.295962792838211,0.0,3.7776,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,7.923722700947755,18.0,1.0,1.5336649894058205,0.00401,0.001284,68665.9655499389,44772.46727562176,1.386697,0.797517,3.0,4.0,0.46454,0.612689
HOOD,SHORT,0.621810694876912,6.21810694876912,0.0,3.7309,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,24.47093598647885,16.0,1.0,0.23562259750254716,0.000953,0.000656,12802.554733636487,235451.68318794935,0.147382,4.26692,0.0,1.0,0.765785,0.087692
GEV,SHORT,0.6111293035295762,6.111293035295762,0.0,3.6668,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,83.6856290519636,19.0,1.0,1.526686942884886,0.000608,0.000649,54436.282560068175,49027.66010342273,1.433502,1.948512,3.0,3.0,0.488451,0.360831
HD,SHORT,0.6076245680723,6.076245680723,0.0,3.6457,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,21084357.936653968,9.0,1.0,0.000550199767824807,0.000623,0.000599,71.92473288898485,104579.80841880241,2.621106,2.958894,0.0,0.0,0.000105,0.191424
AMGN,SHORT,0.6020346270524506,6.020346270524506,5.17,5.8412,price_validation_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.4,NEUTRAL,ema_rally,,,400.0,300.0,12.84,15.37,51275.0,40298.0,0.786,28097.0,27192.0,36284.0,1.84,0.59,1.0,1.2,0.54,0.0,15874790.355131816,2.0,1.0,0.0,0.0,0.000531,0.0,176897.76881103727,,6.376931,0.0,2.0,0.0,0.0
XLK,SHORT,0.5560395160253794,5.560395160253794,5.01,6.1632,price_validation_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",9.4,NEGATIVE,ema_rally,-14392478.27,136.97,150.0,45.0,9.52,67.14,227480.0,452991.0,1.991,76896.0,222292.0,381283.0,2.01,0.77,0.0,1.2,0.92,0.12,45.696849075998806,12.0,1.0,0.07272329591553676,0.000141,0.000296,622.9997730258472,6119.082369320039,1.135914,7.987715,2.0,4.0,0.559312,0.591374
RBLX,SHORT,0.54219381520039,5.4219381520039,4.74,5.053,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",4.6,NEGATIVE,bounce_and_fail,-5238722.46,,90.0,55.0,61.33,1.41,236348.0,171371.0,0.725,144428.0,94084.0,169207.0,1.96,0.37,0.0,1.0,1.41,0.0,1866166.5462871615,9.0,1.0,99.0,0.000476,0.003323,27139.07686104626,0.011449095845292663,0.300334,0.938423,0.0,0.0,0.005014,0.810107
MRVL,SHORT,0.5300001043729964,5.300001043729964,0.0,3.18,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,35.48547545611732,12.0,1.0,0.6460821212273746,0.000179,0.000452,39655.72471905217,30689.384070648346,0.193897,1.407536,1.0,1.0,0.360779,0.625954
SIMO,SHORT,0.525774791908913,5.257747919089129,6.48,5.9929,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown",trend_aligned,7.1,NEUTRAL,structural_breakdown,,,140.0,90.0,24.63,19.88,8089.0,1255.0,0.155,2268.0,2365.0,4711.0,0.0,0.61,1.0,2.0,1.97,0.9,0.8625253546012152,6.0,1.0,0.4467754862292099,0.001685,0.003537,71551.78658813353,32030.309985013464,,,0.0,3.0,0.0,0.774026
DELL,SHORT,0.5243690074995528,5.243690074995529,0.0,3.1462,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,3.774541258088431,24.0,1.0,4.002436629305368,0.002066,0.000168,38657.64198726972,36702.40235062,10.127601,6.578731,8.0,0.0,0.79218,0.623451
DG,SHORT,0.5137177829474397,5.137177829474398,0.0,3.0823,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7929647.062656417,3.0,1.0,0.5609953090458994,8.6e-05,0.009398,31675.61347484856,28231.620625063842,0.148438,0.204772,1.0,0.0,0.0,0.0
IBIT,SHORT,0.49836958584551194,4.983695858455119,0.0,2.9902,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,5.875914574696339,27.0,1.0,0.9591069632089587,0.000409,0.000612,16415.88262623306,34231.59930214492,0.27305,0.445426,2.0,0.0,0.815644,0.596538
GLW,SHORT,0.4930276238021866,4.930276238021866,0.0,2.9582,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,5.637458737685415,7.0,1.0,0.9706229161643917,0.000535,0.000105,30712.557897709514,79105.27710152429,0.645165,6.044776,2.0,1.0,0.314814,0.422086
TSLA,SHORT,0.4928503088261074,4.928503088261074,5.34,5.5663,price_validation_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",7.5,NEGATIVE,ema_rally,-35360627.31,386.81,700.0,300.0,80.97,22.44,3677498.0,2725959.0,0.741,1752539.0,1466952.0,3183966.0,2.07,0.74,0.46,1.2,0.59,0.27,1.4051460157469926,10.0,1.0,0.0,0.0,0.000149,0.0,288342.1164339093,,0.244496,0.0,4.0,0.0,0.730632
