ticker,direction,flow_score_raw,flow_score_scaled,price_score,reject_reason,checks_passed,checks_failed
GLNG,LONG,0.8895456952971471,10.0,6,price_validation_failed,"confirmation_volume, pullback_to_ema, trend_aligned","bullish_rejection_wick, bullish_strong_close, healthy_pullback_volume, not_extended, pullback_to_support"
SPY,LONG,0.6458474088787972,6.365345545289487,0,weak_bullish_flow,none,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, pullback_to_support, trend_aligned"
NEM,LONG,0.5820784139612648,5.4142585891361135,3,price_validation_failed,"confirmation_volume, pullback_to_support","bullish_rejection_wick, bullish_strong_close, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned"
NFLX,LONG,0.5737429298962846,5.289938452403845,7,price_validation_failed,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema","pullback_to_support, trend_aligned"
SLV,LONG,0.5728369492660986,5.276426143467319,4,price_validation_failed,"confirmation_volume, healthy_pullback_volume, pullback_to_support","bullish_rejection_wick, bullish_strong_close, not_extended, pullback_to_ema, trend_aligned"
AMAT,LONG,0.5696789827263262,5.229326439483736,10,poor_rr (1.0:1),"bullish_rejection_wick, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bullish_strong_close, pullback_to_support"
TQQQ,LONG,0.5663130525902473,5.179125048480347,6,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_support","bullish_rejection_wick, bullish_strong_close, pullback_to_ema, trend_aligned"
SOXS,LONG,0.5586047183578332,5.06415858003278,5,price_validation_failed,"healthy_pullback_volume, not_extended, pullback_to_ema","bullish_rejection_wick, bullish_strong_close, confirmation_volume, pullback_to_support, trend_aligned"
TSM,LONG,0.5391850211816709,4.7745222026587575,6,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_support","bullish_rejection_wick, bullish_strong_close, pullback_to_ema, trend_aligned"
ORCL,LONG,0.5335724495503429,4.690813126234771,0,weak_bullish_flow,none,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, pullback_to_support, trend_aligned"
BMNR,LONG,0.515576267024804,4.42240785369237,7,price_validation_failed,"bullish_rejection_wick, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema","bullish_strong_close, pullback_to_support, trend_aligned"
USAR,LONG,0.4922599861959125,4.0746556178127555,6,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema","bullish_rejection_wick, bullish_strong_close, pullback_to_support, trend_aligned"
CRM,LONG,0.42523540951987526,3.0750130689421225,6,price_validation_failed,"bullish_strong_close, healthy_pullback_volume, not_extended, pullback_to_ema","bullish_rejection_wick, confirmation_volume, pullback_to_support, trend_aligned"
NOW,LONG,0.34367864045597646,1.8586291610100727,6,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema","bullish_rejection_wick, bullish_strong_close, pullback_to_support, trend_aligned"
HOOD,LONG,0.2190602627616915,0.0,0,weak_bullish_flow,none,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, pullback_to_support, trend_aligned"
XLI,SHORT,0.8603580152477873,10.0,4,price_validation_failed,"confirmation_volume, healthy_pullback_volume, pullback_to_ema","bearish_rejection_wick, bearish_strong_close, not_extended, pullback_to_resistance, trend_aligned"
CMG,SHORT,0.8366277458989813,9.658794567924522,9,poor_rr (1.0:1),"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance"
SPY,SHORT,0.7555413761317591,8.492895039976304,0,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, pullback_to_resistance, trend_aligned"
XLU,SHORT,0.6411375879983702,6.847941357093289,5,price_validation_failed,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_resistance","bearish_rejection_wick, not_extended, pullback_to_ema, trend_aligned"
QQQ,SHORT,0.6333769520732364,6.73635513381475,9,poor_rr (1.5:1),"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance"
IWM,SHORT,0.6196959728486674,6.539643315717769,9,poor_rr (1.5:1),"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance"
HOOD,SHORT,0.6148453064327104,6.46989805889059,9,poor_rr (1.0:1),"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance"
CIA,SHORT,0.5553487449043227,5.61442736511525,7,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_ema, pullback_to_resistance"
ORCL,SHORT,0.5534792466443,5.587546803744484,9,poor_rr (1.0:1),"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance"
LEU,SHORT,0.5441897743653616,5.453978222785759,10,poor_rr (1.0:1),"bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, pullback_to_resistance"
WFC,SHORT,0.5428583035043949,5.434833682800378,9,poor_rr (1.0:1),"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance"
PLTR,SHORT,0.5289661636561725,5.235085693863027,6,price_validation_failed,"bearish_strong_close, healthy_pullback_volume, not_extended, pullback_to_ema","bearish_rejection_wick, confirmation_volume, pullback_to_resistance, trend_aligned"
QCOM,SHORT,0.5225187313282716,5.142381354907451,8,poor_rr (1.0:1),"bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, trend_aligned","bearish_rejection_wick, pullback_to_ema, pullback_to_resistance"
TLT,SHORT,0.519690769999553,5.101719542229512,8,price_validation_failed,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_ema, trend_aligned","bearish_rejection_wick, not_extended, pullback_to_resistance"
HIMS,SHORT,0.47449604207804674,4.451887614857517,6,price_validation_failed,"bearish_strong_close, healthy_pullback_volume, not_extended, pullback_to_ema","bearish_rejection_wick, confirmation_volume, pullback_to_resistance, trend_aligned"
CRM,SHORT,0.4537744372080433,4.153942233832055,0,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, pullback_to_resistance, trend_aligned"
ALAB,SHORT,0.412598443901682,3.561893640504947,10,poor_rr (1.0:1),"bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_resistance, trend_aligned","bearish_rejection_wick, pullback_to_ema"
U,SHORT,0.3276111061806494,2.339904085232221,9,poor_rr (1.0:1),"bearish_strong_close, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, confirmation_volume, pullback_to_resistance"
HPQ,SHORT,0.18318817595025955,0.26332047859287416,8,price_validation_failed,"healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, pullback_to_resistance"
RDDT,SHORT,0.16487467535897016,0.0,9,poor_rr (1.0:1),"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance"
MU,LONG,6.8227394011081,6.8227394011081,8,watchlist_reeval_failed,"confirmation_volume, not_extended, pullback_to_ema, trend_aligned","bullish_rejection_wick, bullish_strong_close, healthy_pullback_volume, pullback_to_support"
