ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
COPX,LONG,0.5830750221112113,5.830750221112114,4.01,5.5384,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",7.1,POSITIVE,bounce_and_fail,13502555.05,83.14,100.0,75.0,20.25,9.81,260035.0,83946.0,0.323,42425.0,128657.0,172899.0,47.5,0.478,0.0,0.88,0.8,1.0,1.19,0.14,False,default,2.5,False,5,1.0,99.0,0.008103,0.001675,17674.689842957057,2.3370587664659564e-11,14.239937,13.220019,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.120091,0.278753,0.0,0.0,1.0,0.5830750221112113,0.5830750221112113,n/a,2026-06-11,2026-06-11,False,,,,
GDDY,LONG,0.517652588701051,5.17652588701051,1.42,4.4343,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",7.1,NEUTRAL,unknown,,,92.5,75.0,23.05,0.23,14286.0,6180.0,0.433,7135.0,7224.0,6107.0,70.1,0.481,0.0,0.11,1.0,0.0,0.03,0.27,False,default,2.5,False,1,1.0,99.0,2.8e-05,0.0,178245.8290367545,0.0,16.290323,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.255297,0.0,0.0,0.0,1.0,0.517652588701051,0.517652588701051,n/a,2026-06-11,2026-06-11,False,,,,
CPNG,LONG,0.41788612503030625,4.178861250303062,6.03,4.7584,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned,4.3,POSITIVE,unknown,12506652.57,,25.0,15.0,44.93,13.04,672797.0,172686.0,0.257,306361.0,154609.0,384513.0,89.8,0.582,0.0,0.69,1.0,1.4,1.94,1.0,False,consolidation_break,3.0,False,1,1.0,99.0,5.7e-05,0.0,6.089340771836404e-13,0.0,11.44763,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.472333,0.0,0.0,0.0,1.0,0.41788612503030625,0.41788612503030625,n/a,2026-06-11,2026-06-11,False,,,,
WMB,LONG,0.40581187632606824,4.0581187632606825,2.58,3.8631,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",5.3,NEUTRAL,unknown,,,80.0,65.0,11.7,9.24,95066.0,108388.0,1.14,112223.0,40636.0,50595.0,14.0,0.229,0.0,0.63,1.0,0.0,0.83,0.12,False,default,2.5,False,1,1.0,99.0,5e-06,0.0,642.5978762445498,0.0,2.897069,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.190278,0.0,0.0,0.0,1.0,0.40581187632606824,0.40581187632606824,n/a,2026-06-11,2026-06-11,False,,,,
TWLO,LONG,0.39859314927486533,3.9859314927486533,6.27,5.154,price_validation_failed,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.4,NEUTRAL,retest_and_confirm,,,220.0,130.0,6.48,37.08,59608.0,40886.0,0.686,38032.0,20080.0,42382.0,61.6,0.629,2.43,0.95,0.84,1.4,0.57,0.09,False,sustained_trend,5.0,False,3,1.0,99.0,5e-05,0.0,0.003260023341017449,0.0,11.109802,,1,0,6.7e-05,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.322886,0.0,0.0,0.0,1.0,0.39859314927486533,0.39859314927486533,n/a,2026-06-11,2026-06-11,False,,,,
AAPL,LONG,0.3890083105383325,3.890083105383325,6.05,4.84,price_validation_failed,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.4,NEGATIVE,retest_and_confirm,-101391733.26,295.33,300.0,250.0,1.48,15.43,3120398.0,2201436.0,0.705,1501866.0,1112218.0,2707750.0,29.8,0.235,2.12,0.76,0.99,1.4,0.55,0.23,False,default,2.5,False,10,1.0,3.930624546311613e-08,1e-06,1e-06,4.899350692592298e-13,8.309706909367556e-06,40.437126,60.183138,3,0,0.507711,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.528441,0.543557,0.0,0.0,1.0,0.3890083105383325,0.3890083105383325,n/a,2026-06-11,2026-06-11,False,,,,
ADBE,LONG,0.3888400508429761,3.8884005084297613,2.03,3.8332,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.4,NEGATIVE,unknown,-41414275.24,218.36,300.0,200.0,37.11,8.59,413064.0,271820.0,0.658,205929.0,119581.0,359374.0,97.8,0.587,0.0,0.0,1.0,0.0,0.03,1.0,True,default,2.5,False,7,1.0,99.0,3.2e-05,1.4e-05,200261.2935609607,2.530890473440759e-07,20.533197,1.444251,2,0,0.655168,0.452357,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6e-06,0.0,0.590728,0.261929,0.0,0.0,1.0,0.3888400508429761,0.3888400508429761,n/a,2026-06-11,2026-06-11,False,,,,
GEV,LONG,0.37308569853516876,3.7308569853516875,4.11,4.2184,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.6,NEUTRAL,bounce_and_fail,,,1000.0,800.0,10.28,11.78,102507.0,132491.0,1.293,93612.0,31392.0,109994.0,66.9,0.519,0.0,0.45,1.0,1.0,1.05,0.62,False,default,2.5,False,11,1.0,4.626358628683007e-05,3.9e-05,1.4e-05,0.03210357956737864,578.2730030255208,9.268436,4.774301,1,2,0.37188,0.672966,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.48716,0.167524,0.0,0.0,1.0,0.37308569853516876,0.37308569853516876,n/a,2026-06-11,2026-06-11,False,,,,
ITT,LONG,0.3700169207722694,3.700169207722694,2.24,3.4421,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.6,NEUTRAL,unknown,,,190.0,180.0,2.7,2.7,3943.0,2889.0,0.733,2447.0,4094.0,291.0,80.8,0.363,0.0,0.35,1.0,0.0,0.36,0.54,False,default,2.5,False,1,1.0,99.0,3.4e-05,0.0,1.678755732544356e-20,0.0,8.426966,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.55878,0.0,0.0,0.0,1.0,0.3700169207722694,0.3700169207722694,n/a,2026-06-11,2026-06-11,False,,,,
GD,LONG,0.3639475358980334,3.6394753589803344,7.18,5.0537,"wall_proximity (0.3%, 0.1 ATR to call wall)","confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.4,NEUTRAL,flag_breakout,,,360.0,330.0,0.32,8.04,19474.0,12749.0,0.655,9902.0,7043.0,15278.0,43.8,0.218,1.59,0.61,1.0,1.6,1.6,0.78,False,sustained_trend,5.0,False,1,1.0,99.0,1.1e-05,0.0,103.12082846722501,0.0,,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.493925,0.0,0.0,0.0,1.0,0.3639475358980334,0.3639475358980334,n/a,2026-06-11,2026-06-11,False,,,,
