ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
TRIP,LONG,0.676516373854376,6.765163738543761,6.02,6.5486,price_validation_failed,"confirmation_volume, engulfing_at_support, momentum_aligned, not_extended, room_to_target",trend_aligned,6.8,NEUTRAL,unknown,,,20.0,8.0,101.01,19.6,106989.0,100520.0,0.94,37011.0,1803.0,168695.0,28.4,0.49,0.0,0.81,1.0,1.6,1.96,0.65,False,consolidation_break,3.0,False,1,1.0,99.0,0.000567,0.0,544235.5016208744,0.0,23.465863,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000251,0.0,0.499092,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-05-20,2026-05-20,False,
CBRS,LONG,0.6579000933429218,6.579000933429217,0.0,3.9474,error: Need at least 21 rows to compute support/resistance,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0,99.0,0.000127,0.0,131050.46726651538,0.0,85.740385,2,0,0.655623,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,2.2e-05,0.0,0.61754,0.0,0.0,0.0,,,,,,,False,
NAMS,LONG,0.6508020881400902,6.508020881400903,5.46,6.312,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",7.1,NEUTRAL,retest_and_confirm,,,50.0,30.0,38.47,16.92,4176.0,8094.0,1.938,879.0,1014.0,10377.0,27.3,0.663,2.01,0.67,0.01,1.4,1.29,0.08,False,default,2.5,False,1,0.7,99.0,0.000285,0.0,854265.4234734788,0.0,5.298013,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,8.9e-05,0.0,0.409477,0.0,0.0,0.0,1.0,0.6508020881400902,0.6508020881400902,n/a,2026-05-20,2026-05-20,False,
ALHC,LONG,0.6508020881400902,6.508020881400903,3.05,5.589,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",7.1,NEUTRAL,bounce_and_fail,,,25.0,10.0,51.1,39.56,12610.0,1717.0,0.136,2059.0,14.0,12254.0,26.1,0.466,0.0,0.39,1.0,1.0,0.66,0.0,False,default,2.5,False,1,0.7,99.0,0.000161,0.0,293256.22878695326,0.0,64.655172,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.4e-05,0.0,0.396701,0.0,0.0,0.0,1.0,0.6508020881400902,0.6508020881400902,n/a,2026-05-20,2026-05-20,False,
FIGR,LONG,0.5376274849654872,5.376274849654871,2.97,4.7391,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.8,NEUTRAL,ema_pullback,,,40.0,30.0,8.78,18.41,62820.0,27931.0,0.445,34873.0,2336.0,53542.0,11.0,0.811,0.0,0.89,0.55,1.2,0.33,0.0,False,default,2.5,False,3,1.0,99.0,0.000346,0.0,515.124333781183,0.0,4.60153,0,0,1.6e-05,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.14197,0.0,0.0,0.0,1.0,0.5376274849654872,0.5376274849654872,n/a,2026-05-20,2026-05-20,False,
RL,LONG,0.5065163738543761,5.065163738543761,5.24,4.9446,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned,4.2,NEUTRAL,pullback_to_support,,,370.0,320.0,11.68,3.41,2155.0,3106.0,1.441,2007.0,1577.0,1677.0,97.2,0.468,0.0,0.52,1.0,1.4,1.51,0.8,False,default,2.5,False,1,1.0,99.0,4.5e-05,0.0,8.406901699305036e-06,0.0,27.454545,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.453938,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-20,2026-05-20,False,
XP,LONG,0.5065163738543761,5.065163738543761,4.92,5.1486,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.7,NEUTRAL,bounce_and_fail,,,20.0,16.0,12.3,10.16,185354.0,28493.0,0.154,35717.0,1659.0,176471.0,72.3,0.504,0.0,0.72,1.0,1.0,1.67,0.52,False,default,2.5,False,1,1.0,99.0,0.000111,0.0,3.6275024236670815e-14,0.0,197.159091,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.314454,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-20,2026-05-20,False,
AAOI,LONG,0.4924706546040357,4.924706546040357,5.37,5.3334,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.3,NEGATIVE,ema_pullback,-45984.47,165.5,200.0,84.0,21.04,49.16,129640.0,157243.0,1.213,180931.0,13324.0,92628.0,75.2,1.298,1.97,0.9,1.0,1.2,0.17,0.13,False,default,2.5,False,2,1.0,99.0,0.000546,0.0,3678988.476606465,0.0,27.411392,0,0,0.443297,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000186,0.0,0.346845,0.0,0.0,0.0,1.0,0.4924706546040357,0.4924706546040357,n/a,2026-05-20,2026-05-20,False,
JETS,LONG,0.4708930999002244,4.708930999002244,5.56,5.0225,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,5.0,NEGATIVE,ema_pullback,-5217862.23,,27.0,26.0,2.18,1.61,77448.0,202824.0,2.619,157678.0,2855.0,119739.0,78.8,0.44,0.0,0.82,1.0,1.2,1.81,0.73,False,default,2.5,False,1,1.0,99.0,0.000944,0.0,0.057554223976152855,0.0,1.66299,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.407533,0.0,0.0,0.0,1.0,0.4708930999002244,0.4708930999002244,n/a,2026-05-20,2026-05-20,False,
SMMT,LONG,0.4573939559486032,4.573939559486032,0.0,2.7444,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.03139437198383587,8.2e-05,0.000163,1.1144680517300627e-28,3.549897581336785e-27,21.771014,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.381442,0.157717,0.0,0.0,,,,,,,False,6.218905
