ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
PLNT,LONG,0.676516373854376,6.765163738543761,4.14,5.4846,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm","confirmation_volume, room_to_target, trend_aligned",4.3,NEUTRAL,retest_and_confirm,,,55.0,50.0,3.66,5.77,58236.0,10133.0,0.174,37126.0,17354.0,13889.0,95.0,0.565,0.0,0.76,0.11,1.4,1.79,0.08,False,default,2.5,False,1,1.0,99.0,0.001211,0.0,3321410.636481195,0.0,14.718954,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.00058,0.0,0.721901,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-07-16,2026-07-16,False,
SRRK,LONG,0.676516373854376,6.765163738543761,4.76,5.6306,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.1,NEUTRAL,ema_pullback,,,75.0,30.0,46.91,41.23,5351.0,5028.0,0.94,,,,,,1.84,0.66,1.0,1.2,0.06,0.0,False,default,2.5,False,1,1.0,99.0,0.000177,0.0,745397.6937854001,0.0,272.727273,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.3e-05,0.0,0.203258,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-07-16,2026-07-16,False,
COKE,LONG,0.593334667566723,5.933346675667231,5.05,5.1817,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",3.5,NEUTRAL,retest_and_confirm,,,190.0,170.0,4.68,6.34,2293.0,4503.0,1.964,3850.0,2108.0,838.0,99.4,0.519,0.0,1.0,1.0,1.4,1.65,0.0,False,default,2.5,False,1,1.0,99.0,3.8e-05,0.0,233169.75936025518,0.0,30.03125,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9e-06,0.0,0.37493,0.0,0.0,0.0,1.0,0.593334667566723,0.593334667566723,n/a,2026-07-16,2026-07-16,False,
PVH,LONG,0.521516373854376,5.21516373854376,4.68,4.4116,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",2.0,NEUTRAL,trend_continuation,,,80.0,50.0,0.58,37.13,9200.0,36548.0,3.973,2038.0,36479.0,7231.0,,,0.0,0.82,1.0,1.4,1.46,0.0,False,default,2.5,False,1,1.0,99.0,0.000285,0.0,3.6872169820665615e-20,0.0,34.333333,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459326,0.0,0.0,0.0,1.0,0.521516373854376,0.521516373854376,n/a,2026-07-16,2026-07-16,False,
ASHR,LONG,0.519147000838503,5.191470008385029,1.8,3.5957,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",2.3,NEUTRAL,unknown,,,,,,,,,,190353.0,18019.0,448993.0,96.8,0.252,0.0,0.45,1.0,0.0,0.12,0.23,False,default,2.5,False,3,0.7,2.07544505477084,0.001455,0.000795,2.017751182763578e-21,1.944403373267203e-21,44.727941,0,0,0.419051,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.701194,0.35274,0.0,0.0,1.0,0.519147000838503,0.519147000838503,n/a,2026-07-16,2026-07-16,False,2.746432
CXW,LONG,0.5065163738543761,5.065163738543761,3.76,4.1206,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",2.3,NEUTRAL,unknown,,,,,,,,,,69999.0,47880.0,21315.0,89.3,0.532,2.63,0.68,0.4,0.0,0.05,0.0,False,default,2.5,False,3,1.0,5.647894294116793e-26,0.001031,0.000178,1.385103530601162e-31,1.2262123354928707e-06,3.313478,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.903551,0.418642,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-16,2026-07-16,False,2.330373
ITT,LONG,0.5065163738543761,5.065163738543761,3.41,4.0156,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",2.3,NEUTRAL,trend_continuation,,,195.0,180.0,0.75,7.0,5984.0,8213.0,1.372,8594.0,5155.0,448.0,94.0,0.408,0.0,0.95,0.36,1.4,0.7,0.0,False,default,2.5,False,1,1.0,99.0,3.3e-05,0.0,1.8579485370963015e-62,0.0,8.426966,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.55878,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-16,2026-07-16,False,
PWR,LONG,0.4994783389555524,4.994783389555524,0.0,2.9969,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,11,1.0,99.0,4e-05,2.9e-05,65525.528011901515,1.2526958539256618e-12,62.667521,0,0,0.001301,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.556559,0.492874,0.0,0.0,,,,,,,False,47.4375
SIMO,LONG,0.45953451222099634,4.595345122209963,2.91,4.1707,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.0,NEUTRAL,ema_pullback,,,280.0,230.0,4.48,14.18,23028.0,10266.0,0.446,7336.0,22342.0,3616.0,99.4,1.19,0.0,0.47,1.0,1.2,0.0,0.23,False,default,2.5,False,1,1.0,99.0,7.5e-05,0.0,658877.5515545888,0.0,53.3,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.7e-05,0.0,0.396106,0.0,0.0,0.0,1.0,0.45953451222099634,0.45953451222099634,n/a,2026-07-16,2026-07-16,False,
KLAC,LONG,0.45120540955070815,4.512054095507081,3.15,4.481,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.4,NEGATIVE,ema_pullback,-123658.72,,270.0,122.0,23.2,44.33,190367.0,273104.0,1.435,74949.0,208627.0,179895.0,94.6,0.892,0.0,0.7,1.0,1.2,0.25,0.0,False,default,2.5,False,7,1.0,1.7978059479495228,1.2e-05,6e-06,2.5091360096338103e-14,3.4891641287753983e-14,786.932895,4,1,0.701543,0.458439,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.624474,0.607306,0.0,0.0,1.0,0.45120540955070815,0.45120540955070815,n/a,2026-07-16,2026-07-16,False,583.0
