ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_score_z_shadow,bearish_score_z_shadow
MU,SHORT,0.3386214546027713,3.386214546027713,3.78,4.2271,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",7.0,NEGATIVE,bounce_and_fail,-5598614.25,445.44,500.0,300.0,12.2,32.68,1131871.0,1255538.0,1.109,728247.0,621770.0,1037392.0,69.0,0.699,0.0,0.49,1.0,1.0,1.1,0.19,11,1.0,0.1551657781442648,1e-06,3e-06,73950.79111976725,178722.05457655372,0.161553,0.189892,0,3,0.578599,0.38858,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.071032,0.352143,0.0,0.0,0.581751508390585,0.5055445051856932
LITE,LONG,0.45706897896582366,4.570689789658236,5.68,5.0493,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,5.3,NEUTRAL,ema_pullback,,,1200.0,800.0,34.81,10.13,71075.0,70944.0,0.998,46514.0,41667.0,53838.0,74.6,1.048,2.11,0.45,0.21,1.2,1.61,0.1,5,1.0,24.25786342476904,6.5e-05,1.1e-05,835458.0343123459,51661.06468341823,0.279047,0.35169,0,0,0.470428,0.359971,,,,,,,,,,,,,,,,,,,,,,,,
ASPI,LONG,0.4285714285714286,4.2857142857142865,5.96,5.5909,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,8.3,NEUTRAL,retest_and_confirm,,,10.0,5.0,83.32,8.34,122924.0,30247.0,0.246,21363.0,53336.0,78472.0,48.2,1.212,1.75,0.45,1.0,1.4,1.31,0.06,1,0.7,99.0,0.000461,0.0,1.8525521165614533e-20,0.0,24.32,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SMH,LONG,0.423834289569241,4.23834289569241,5.47,5.0202,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.3,NEGATIVE,trend_continuation,-17618759.08,,605.0,405.0,31.03,12.29,365164.0,774830.0,2.122,442040.0,343754.0,354200.0,73.3,0.387,2.33,0.0,0.0,1.4,1.74,0.0,14,1.0,2.5063587739718316,1.1e-05,7e-06,22003.65493700515,15802.43790231382,1.985273,16.447795,1,2,0.114059,0.236979,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.150398,0.292652,0.0,0.0,0.5548691424183435,0.5798336526996704
ACN,LONG,0.42051605870148656,4.205160587014865,4.8,4.8226,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.4,NEUTRAL,trend_continuation,,,300.0,170.0,52.29,13.7,79134.0,50306.0,0.636,28954.0,27676.0,72810.0,65.4,0.411,0.0,0.91,1.0,1.4,1.48,0.01,15,1.0,99.0,1.7e-05,4e-06,16.917290495065618,3.047292608241559e-09,1.195088,0.132953,2,1,0.005491,0.263629,,,,,,,,,,,,,,,,,,,,,,,,
LYB,LONG,0.378994676083472,3.7899467608347197,5.25,4.65,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.9,NEUTRAL,trend_continuation,,,90.0,60.0,31.64,12.24,74597.0,76758.0,1.029,33150.0,47937.0,70268.0,82.0,0.543,1.79,0.41,1.0,1.4,0.52,0.12,9,1.0,0.44888639496630056,1.9e-05,9e-06,12581.691416460244,56057.35240607947,1.000491,0.527435,2,0,0.341021,0.4017,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.077735,0.51576,0.0,0.0,0.6281132136723354,0.658730806589319
EQT,LONG,0.36484958474578516,3.6484958474578515,3.9,4.3342,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.7,NEGATIVE,bounce_and_fail,-4201397.28,57.86,70.0,50.0,20.9,13.64,122462.0,128036.0,1.046,58542.0,78538.0,113418.0,68.4,0.384,0.0,0.44,0.78,1.0,1.36,0.31,8,1.0,0.0723409664261586,3.5e-05,1.2e-05,22.079816443761125,305.218709875806,1.144573,0.77243,0,1,0.040314,0.101984,,,,,,,,,,,,,,,,,,,,,,,,
TER,SHORT,0.5983468213431635,5.983468213431635,2.61,4.6747,watchlist_reeval_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",4.5,NEUTRAL,bounce_and_fail,,,440.0,310.0,17.24,17.4,37112.0,21959.0,0.592,24123.0,12587.0,22361.0,94.7,0.795,0.0,0.0,1.0,1.0,0.59,0.03,16,1.0,99.0,1.4e-05,5.7e-05,70819.79268753357,11.89474201542191,1.262217,2.573788,1,1,5e-06,6e-06,,,,,,,,,,,,,,,,,,,,,,,,
CORZ,LONG,0.562176869816524,5.621768698165241,4.62,5.5969,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",7.0,POSITIVE,unknown,16177750.14,19.74,27.0,12.0,36.78,39.21,1069725.0,508906.0,0.476,418153.0,543777.0,616701.0,46.7,0.848,1.8,0.07,1.0,0.0,1.64,0.12,7,1.0,2.393879232551451,5.7e-05,1e-05,11217.586513104561,11714.86259683681,924.298209,0.112517,1,1,0.01282,0.004475,,,,,,,,,,,,,,,,,,,,,,,,
LULU,LONG,0.42631052842103145,4.263105284210314,4.57,5.3626,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",9.3,NEGATIVE,trend_continuation,-6156903.13,166.4,300.0,150.0,80.33,9.83,162040.0,144722.0,0.893,54787.0,75125.0,176850.0,40.9,0.426,0.0,0.64,1.0,1.4,1.51,0.02,7,1.0,0.1584201050637024,5.1e-05,2.4e-05,3108.73053025938,26164.4444603739,0.845747,0.508844,2,0,0.287668,0.035159,,,,,,,,,,,,,,,,,,,,,,,,
PGY,LONG,0.3957223503501407,3.9572235035014067,6.17,4.7296,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",4.5,NEUTRAL,trend_continuation,,,20.0,10.0,35.59,32.2,69049.0,76693.0,1.111,43147.0,780.0,101815.0,83.6,1.071,2.07,0.0,1.0,1.4,1.47,0.22,2,1.0,99.0,7.6e-05,2.6e-05,197.25636348601972,1.2595283579845413e-26,0.474057,1.238876,1,1,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.221728,0.019209,0.0,0.0,0.5933121640932627,0.639984062741766
GOOG,LONG,0.3732855,3.732855,6.13,4.9254,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",6.1,NEGATIVE,trend_continuation,-27401584.48,336.4,350.0,305.0,4.05,9.33,901742.0,673612.0,0.747,424464.0,377031.0,773859.0,63.3,0.352,2.5,0.0,0.52,1.4,1.62,0.09,4,1.0,99.0,1e-06,0.0,76679.30746268173,0.0,23.251068,,0,0,0.145997,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.331067,0.0,0.0,0.0,0.4567544707208565,0.25381016901233877
LQDA,LONG,0.3659934930161365,3.6599349301613646,5.62,5.056,watchlist_reeval_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target, trend_aligned",momentum_aligned,7.7,NEUTRAL,ema_pullback,,,55.0,35.0,45.39,7.48,112721.0,20618.0,0.183,31522.0,12556.0,89261.0,45.7,1.228,1.71,0.92,1.0,1.2,0.33,0.47,5,1.0,2.4920219469139063e-10,5.3e-05,3e-05,1.4785166837682585e-08,88.9950037718912,0.622518,0.250393,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.022662,0.513527,0.0,0.0,,
CPNG,LONG,0.3539856853946994,3.539856853946994,5.82,4.4159,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.5,POSITIVE,trend_continuation,3520462.24,21.25,25.0,20.0,17.67,5.86,310021.0,142274.0,0.459,112562.0,134034.0,205699.0,86.7,0.564,2.12,0.26,1.0,1.4,1.01,0.04,6,1.0,99.0,1.5e-05,0.0,29983.801772968287,0.0,0.340249,,2,0,0.56998,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.409304,0.0,0.0,0.0,0.6967794106707436,0.3498356837330293
W,SHORT,0.6557827857142857,6.557827857142858,4.05,5.5539,watchlist_reeval_failed,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target","confirmation_volume, trend_aligned",5.3,NEUTRAL,resistance_ema_confluence,,,92.5,75.0,15.19,6.61,64294.0,70386.0,1.095,53429.0,14148.0,67103.0,87.7,0.85,0.0,0.55,0.88,1.6,0.94,0.08,10,1.0,99.0,9.8e-05,0.000202,1.0051679500952265e-06,2.1243994308725864e-13,1.812352,3.270557,1,2,0.000136,0.250959,,,,,,,,,,,,,,,,,,,,,,,,
BITX,SHORT,0.46584940009271114,4.658494000927112,4.33,5.0882,watchlist_reeval_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target",trend_aligned,7.3,NEUTRAL,ema_rally,,,20.0,14.0,10.07,22.95,140135.0,54605.0,0.39,45408.0,64046.0,85286.0,50.0,0.859,0.0,0.45,1.0,1.2,1.1,0.58,2,1.0,0.0,0.0,0.000123,0.0,1.0435030095934254e-17,,1.289264,0,0,0.0,0.327716,,,,,,,,,,,,,,,,,,,,,,,,
TSLL,SHORT,0.4338616269244188,4.338616269244188,6.34,5.1713,watchlist_reeval_failed,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.5,POSITIVE,unknown,3058527.42,13.23,35.0,10.0,164.58,24.41,395285.0,151636.0,0.384,201526.0,127952.0,217443.0,39.1,0.891,1.86,0.6,1.0,1.6,0.69,0.59,3,1.0,0.0,0.0,1.9e-05,0.0,8897.176358999852,,5.464605,0,1,0.0,0.048413,,,,,,,,,,,,,,,,,,,,,,,,
ACMR,SHORT,0.3581383424226826,3.581383424226826,4.67,4.2317,watchlist_reeval_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target",trend_aligned,5.2,NEUTRAL,ema_rally,,,60.0,45.0,22.17,8.37,38207.0,13269.0,0.347,27201.0,6315.0,17960.0,78.3,0.845,0.0,0.68,1.0,1.2,1.24,0.55,4,1.0,0.7970472243375115,1.8e-05,4.2e-05,0.000115591200193054,4.834142681618015e-05,0.120273,0.946634,1,0,0.0,0.007111,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.030797,0.023234,0.0,0.0,0.5445232228534875,0.6723096748518705
WGS,SHORT,0.3554095514395986,3.5540955143959865,5.89,4.504,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.8,NEUTRAL,trend_continuation,,,74.0,60.0,8.07,12.38,9256.0,5051.0,0.546,7156.0,3824.0,3327.0,80.4,1.109,1.85,0.85,0.9,1.4,0.73,0.15,2,1.0,0.0,0.0,5.2e-05,0.0,6.372018736411496,,,0,1,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.836565,0.0,0.0,0.34275825604327853,0.5803881023256007
CRDO,SHORT,0.33620729881988176,3.3620729881988174,1.57,3.632,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.4,NEGATIVE,unknown,-1343621.7,161.26,200.0,60.0,20.58,63.83,103432.0,98959.0,0.957,87197.0,48203.0,66991.0,56.2,0.894,0.0,0.0,1.0,0.0,0.31,0.26,8,1.0,0.054436900468115446,1.5e-05,2.3e-05,1426.1806376584389,26198.784747007692,0.208854,0.724107,1,2,0.153675,0.158597,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.396574,0.207346,0.0,0.0,0.6003963255152579,0.7522148471917532
NN,LONG,0.3749630657830665,3.749630657830665,7.29,5.6418,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,7.9,NEUTRAL,trend_continuation,,,30.0,15.0,26.85,36.58,255906.0,25154.0,0.098,46865.0,141574.0,93423.0,49.1,0.227,2.2,0.0,1.0,1.4,1.91,0.79,3,1.0,0.9490263544556029,3.9e-05,2.3e-05,23671.52175602423,49885.91021711531,0.015522,0.300638,1,0,0.448373,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2e-06,2e-06,0.754823,0.795174,0.0,0.0,0.7006061135156366,0.6671329284418769
AG,LONG,0.3660691781496637,3.660691781496637,4.09,4.3373,watchlist_reeval_failed,"not_extended, room_to_target, support_ema_confluence","confirmation_volume, momentum_aligned, trend_aligned",6.4,POSITIVE,support_ema_confluence,5572897.89,21.18,25.0,10.0,18.18,52.73,570889.0,313862.0,0.55,121401.0,228193.0,535157.0,56.1,0.8,0.0,0.91,1.0,1.6,0.34,0.23,5,0.7,99.0,5.8e-05,5e-06,15970.493209149645,532.2693960626206,0.166912,0.091883,0,0,0.031262,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.162917,0.33842,0.0,0.0,0.7537307320549099,0.5388570553937357
COP,LONG,0.3637606597335433,3.6376065973354335,3.87,3.8998,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",4.6,POSITIVE,retest_and_confirm,17870216.44,117.67,125.0,95.0,6.24,19.26,206390.0,151435.0,0.734,88061.0,104463.0,165301.0,92.3,0.361,0.0,0.38,1.0,1.4,1.07,0.03,12,1.0,51.319485391679486,7e-06,1e-06,2268.7290948642685,221.0397354483314,0.331312,0.12602,1,0,0.522011,0.006172,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.471853,0.332925,0.0,0.0,0.45288134646690825,0.30423576925746854
SNDK,LONG,0.2732940730858911,2.732940730858911,5.07,3.5875,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.5,POSITIVE,trend_continuation,11415934.08,924.96,1000.0,250.0,8.07,72.98,249949.0,251571.0,1.006,191908.0,95370.0,214242.0,84.2,1.12,2.33,0.0,0.07,1.4,1.13,0.15,9,1.0,9.258034572234255,4.8e-05,5e-06,199070.96774892087,10751.254285977395,0.305779,0.194403,1,0,0.113147,0.686612,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2e-06,0.0,0.396852,0.304284,0.0,0.0,0.59277273730126,0.32579414277382185
ETHA,LONG,0.3500924943340589,3.500924943340589,5.14,4.1725,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.4,POSITIVE,ema_pullback,4643427.35,17.48,20.0,10.0,14.48,42.76,781085.0,549410.0,0.703,405189.0,332751.0,592555.0,14.8,0.617,1.66,0.63,1.0,1.2,0.37,0.28,4,1.0,1.3077515539096818,2.4e-05,1.6e-05,6074.903891696886,4645.30428087447,16.403537,14.09355,0,0,0.324405,0.441451,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.272787,0.344663,0.0,0.0,0.5617760984832362,0.6827852486864904
ANET,LONG,0.3236785444820719,3.236785444820719,6.82,4.9644,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",6.5,NEGATIVE,trend_continuation,-1930099.65,166.48,195.0,105.0,17.05,36.97,150837.0,110258.0,0.731,82230.0,57606.0,121259.0,78.0,0.62,2.32,0.0,1.0,1.4,1.9,0.19,5,1.0,99.0,3e-06,2e-06,473.7329356092024,5.774220307873732,66.484809,4.8,2,0,0.22164,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.307546,0.527616,0.0,0.0,0.6051926751026276,0.5058689142638241
GAP,SHORT,0.3006573426283946,3.0065734262839463,1.44,3.5953,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",8.3,NEUTRAL,unknown,,,30.0,22.0,10.4,19.04,43175.0,59165.0,1.37,13058.0,23453.0,65829.0,46.7,0.428,0.0,0.23,1.0,0.0,0.21,0.0,3,1.0,5.902490775845216e-07,6e-06,1.5e-05,2.8606534716365572e-15,2.4232595867351626e-09,0.368322,6.72684,0,0,0.0,1e-06,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.474846,0.365706,0.0,0.0,0.4145065530389754,0.6581527679542841
GM,SHORT,0.28847803404796013,2.884780340479601,3.31,3.3154,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",4.4,POSITIVE,pullback_to_resistance,1619771.85,80.62,85.0,60.0,5.41,25.6,186813.0,141101.0,0.755,45872.0,130624.0,151418.0,93.6,0.423,0.0,0.2,1.0,1.4,0.72,0.0,12,1.0,9.502711783703508e-11,7e-06,1.4e-05,1.4199530518717008e-07,298.85217697685454,0.26618,0.824757,1,1,0.001641,0.012377,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.509044,0.524442,0.0,0.0,0.4451736206405292,0.7084943237136289
AAL,SHORT,0.28716745850505393,2.871674585050539,4.43,4.3248,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,7.8,NEGATIVE,bounce_and_fail,-2271045.44,,15.0,10.0,22.4,18.4,951076.0,1554885.0,1.635,529655.0,636919.0,1339387.0,78.5,0.553,0.0,0.47,1.0,1.0,1.44,0.52,3,1.0,0.29301045611208065,1.4e-05,5.6e-05,8011.545609507672,13671.091666508895,2.115489,0.61761,0,0,0.0,0.301255,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2e-06,0.383992,0.536609,0.0,0.0,0.6421748023988,0.7089420484437089
USAR,LONG,0.5688989379688314,5.688989379688314,6.87,6.2855,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.9,POSITIVE,trend_continuation,2971098.31,21.73,25.0,11.0,14.84,49.47,262236.0,120842.0,0.461,124736.0,128375.0,129967.0,50.7,1.072,1.78,0.22,1.0,1.4,1.47,1.0,5,1.0,99.0,9.6e-05,1e-05,1479.1367962435402,0.658130580925854,2.717762,0.179794,2,0,0.006115,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.00505,0.680236,0.0,0.0,0.46676728033100956,0.42360934818285967
UVXY,LONG,0.49176009911111107,4.917600991111111,4.1,4.9688,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.4,POSITIVE,bounce_and_fail,1516814.27,38.73,50.0,35.0,28.16,10.29,143307.0,63294.0,0.442,106088.0,49135.0,51378.0,46.7,1.043,0.0,0.36,1.0,1.0,1.31,0.43,5,1.0,30.0994308909658,0.001145,0.000311,11.216506371850132,0.5589726802052284,2.127191,75.296392,0,1,0.0,0.037303,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.006668,0.05475,0.0,0.0,0.6500080797195371,0.5
NVAX,LONG,0.3896214174769785,3.896214174769785,4.7,4.5181,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.8,POSITIVE,trend_continuation,588844.09,8.68,10.0,2.0,15.67,76.87,124398.0,62112.0,0.499,27623.0,30976.0,127911.0,67.4,0.808,0.0,0.98,1.0,1.4,1.19,0.13,1,1.0,99.0,4.2e-05,0.0,4.9370737061610775e-15,0.0,524.0,,1,0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.792614,0.0,0.0,0.0,0.6937649667124247,0.3978400915792585
TFIN,LONG,0.3741988672833563,3.7419886728335627,6.41,4.954,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.8,NEUTRAL,trend_continuation,,,70.0,50.0,3.78,25.87,951.0,1187.0,1.248,584.0,505.0,1049.0,41.5,0.488,1.94,0.25,1.0,1.4,1.69,0.13,2,1.0,99.0,9.5e-05,0.0,2439.860127227627,0.0,,,1,0,0.080824,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,0.0,0.447187,0.0,0.0,0.0,0.6037223143260039,0.3978400915792585
ARKK,SHORT,0.4452938898641422,4.452938898641422,0.65,4.0615,watchlist_reeval_failed,none,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, room_to_target, trend_aligned",8.2,NEGATIVE,unknown,-4132340.7,,85.0,70.0,7.94,11.11,241282.0,293470.0,1.216,231003.0,149393.0,154356.0,50.0,0.415,0.0,0.0,0.0,0.0,0.48,0.17,6,1.0,71.30024426186917,4.1e-05,8.9e-05,5834.544862460839,40.91532169954367,0.500381,0.916022,0,1,0.275259,0.510906,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,0.0,0.37537,0.375335,0.0,0.0,0.48329319992928566,0.641750340328295
MNDY,SHORT,0.3662422374918207,3.662422374918207,5.85,4.5062,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target, trend_aligned",momentum_aligned,4.6,NEUTRAL,ema_rally,,,80.0,60.0,19.4,10.45,29496.0,28171.0,0.955,22328.0,273.0,35066.0,95.1,0.952,2.1,0.96,0.73,1.2,0.5,0.35,1,1.0,0.0,0.0,4.1e-05,0.0,0.17177749117548968,,2.920892,0,0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.008995,0.0,0.0,0.37893969352083734,0.6844872909619183
HROW,SHORT,0.35000727482421495,3.5000727482421494,3.4,3.89,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.6,NEUTRAL,ema_rally,,,50.0,30.0,23.61,25.83,30652.0,6599.0,0.215,2208.0,4868.0,30175.0,77.1,0.822,0.0,0.32,1.0,1.2,0.72,0.17,1,1.0,0.0,0.0,3.4e-05,0.0,9.03757539378104e-19,,42.3,0,0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.241437,0.0,0.0,0.37893969352083734,0.7165163738543762
UEC,SHORT,0.337143410833306,3.37143410833306,3.78,4.0197,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.0,NEUTRAL,bounce_and_fail,,,15.0,13.0,1.42,12.1,110264.0,44551.0,0.404,77996.0,3667.0,73152.0,24.2,0.779,0.0,0.61,1.0,1.0,0.96,0.21,1,1.0,0.0,0.0,3e-05,0.0,46.95188118806533,,3.251924,0,0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.047099,0.0,0.0,0.37893969352083734,0.690855170294801
BE,SHORT,0.3161094139756797,3.161094139756797,2.0,3.4205,watchlist_reeval_failed,"momentum_aligned, room_to_target","confirmation_volume, continuation_pattern, not_extended, trend_aligned",6.2,POSITIVE,unknown,5554461.19,218.48,260.0,75.0,19.01,65.67,317541.0,303421.0,0.956,173944.0,211414.0,235604.0,50.0,1.14,0.0,0.0,1.0,0.0,0.69,0.31,9,1.0,0.014470486019501481,5e-06,2.7e-05,75.0474428074747,2593.121015642989,59.279551,0.936888,0,2,0.106053,0.399463,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.21088,0.42298,0.0,0.0,0.4490783282840407,0.542476098419781
MLM,SHORT,0.39270508110104146,3.9270508110104148,2.83,3.8125,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.0,NEUTRAL,ema_rally,,,680.0,600.0,8.19,4.54,1099.0,1460.0,1.328,812.0,929.0,818.0,91.2,0.326,0.0,0.52,0.41,1.2,0.61,0.09,3,1.0,0.1479074960155103,1e-06,6e-06,7.135832198867861e-06,2.4122618498387543e-05,,,0,2,0.0,0.293018,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.309582,0.310952,0.0,0.0,,
