ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_pattern_vol,price_pattern_candle,price_momentum,price_confirm_vol
SCHW,SHORT,0.42671785831011394,4.267178583101139,0.0,2.5603,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
MRVL,SHORT,0.41032976500898666,4.103297650089867,0.0,2.462,trend_not_aligned,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
ALAB,SHORT,0.4079887478084649,4.079887478084649,5.85,5.0549,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pattern_volume, retest_and_confirm, trend_aligned","bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",6.3,NEUTRAL,unknown,,,200.0,80.0,72.35,31.06,123318.0,108936.0,0.883,50221.0,42515.0,85912.0,1.27,0.52,0.16,1.4,0.23,0.0,1.41,0.86
AEM,SHORT,0.39230151750580955,3.9230151750580955,0.0,2.3538,price_over_extended,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VST,SHORT,0.3890713426626623,3.890713426626623,5.93,5.6844,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pattern_volume, resistance_ema_confluence, trend_aligned","bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",9.8,NEGATIVE,unknown,-29335648.55,,190.0,110.0,30.12,24.67,147327.0,203322.0,1.38,77596.0,82993.0,114246.0,1.37,0.0,0.16,1.6,0.5,0.0,1.44,0.86
HD,SHORT,0.3837692667954338,3.837692667954338,0.0,2.3026,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
CRWD,SHORT,0.377223734339678,3.77223734339678,0.0,2.2633,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
AAOI,SHORT,0.3638829513654974,3.638829513654974,0.0,2.1833,trend_not_aligned,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
XLI,SHORT,0.3598623464542208,3.598623464542208,0.0,2.1592,price_over_extended,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHOO,SHORT,0.35721416485192375,3.5721416485192377,5.71,4.7991,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, pattern_volume, strong_trend, trend_aligned","flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",6.5,NEUTRAL,bounce_and_fail,,,40.0,30.0,25.67,5.75,20513.0,9156.0,0.446,10388.0,185.0,2219.0,2.12,0.22,0.0,1.0,0.5,0.0,1.21,0.66
UVIX,SHORT,0.35620119041545906,3.5620119041545903,0.0,2.1372,trend_not_aligned,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0
GOOG,SHORT,0.34824055913110763,3.4824055913110765,0.0,2.0894,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
SOXS,SHORT,0.3425,3.4250000000000003,5.28,4.4565,price_validation_failed,"ema_rally, not_extended, pattern_volume, room_to_target, trend_aligned","bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, pullback_to_resistance, structural_breakdown, trend_continuation",5.8,NEUTRAL,unknown,,,45.0,38.0,10.67,6.54,23615.0,12543.0,0.531,12023.0,2100.0,3153.0,1.38,0.77,0.71,1.2,0.48,0.0,0.54,0.19
XOP,SHORT,0.3425,3.4250000000000003,0.0,2.055,trend_not_aligned,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VRT,SHORT,0.33742036934485264,3.3742036934485267,0.0,2.0245,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
VIAV,SHORT,0.3293139839069671,3.2931398390696707,0.0,1.9759,trend_not_aligned,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
SHLS,SHORT,0.3272944916900273,3.272944916900273,4.88,4.4005,price_validation_failed,"momentum_aligned, not_extended, room_to_target, strong_trend, trend_aligned, trend_continuation","bounce_and_fail, confirmation_volume, flag_breakdown, pattern_volume, pullback_to_resistance, structural_breakdown",6.5,NEUTRAL,unknown,,,7.0,5.0,14.75,18.03,65758.0,12031.0,0.183,24308.0,3177.0,40779.0,1.93,0.46,0.26,1.4,0.0,0.0,0.65,0.19
TEM,SHORT,0.3228550991779582,3.228550991779582,5.25,4.4493,price_validation_failed,"ema_rally, momentum_aligned, not_extended, pattern_volume, trend_aligned","bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",6.3,NEGATIVE,unknown,-4529278.89,,60.0,45.0,27.77,4.17,179907.0,118709.0,0.66,75331.0,50611.0,130115.0,1.79,0.2,0.0,1.2,0.49,0.03,1.31,0.24
GLXY,SHORT,0.3181224314583622,3.181224314583622,0.0,1.9087,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
CORZ,SHORT,0.317996417368034,3.1799641736803403,0.0,1.908,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
XBI,SHORT,0.308248402532442,3.08248402532442,5.52,4.8372,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pattern_volume, retest_and_confirm, trend_aligned","bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",8.2,NEGATIVE,unknown,-5049317.97,,135.0,110.0,12.21,8.57,321879.0,572626.0,1.779,217210.0,145456.0,255122.0,1.34,0.43,0.05,1.4,0.32,0.2,1.29,0.49
ISRG,SHORT,0.30363152650072195,3.0363152650072194,6.1,4.8882,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, pattern_volume, trend_aligned","bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",7.7,NEUTRAL,unknown,,,520.0,450.0,8.79,5.85,51450.0,57255.0,1.113,16777.0,25820.0,37041.0,1.8,0.61,0.0,1.2,0.44,0.39,1.12,0.54
MU,SHORT,0.29538317820852267,2.953831782085227,0.0,1.7723,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
BRKB,SHORT,0.295038999047619,2.95038999047619,0.0,1.7702,error: No OHLCV data returned for ticker=BRKB,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
SBUX,SHORT,0.29501246853950647,2.950124685395065,0.0,1.7701,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
MSFT,SHORT,0.29162610693054575,2.9162610693054574,0.0,1.7498,price_over_extended,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDX,SHORT,0.287190133733493,2.87190133733493,0.0,1.7231,price_over_extended,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLTR,SHORT,0.28676203950687496,2.8676203950687498,5.33,4.8928,price_validation_failed,"momentum_aligned, not_extended, pattern_volume, retest_and_confirm, room_to_target","bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",9.3,NEGATIVE,unknown,-27065164.12,150.59,160.0,100.0,6.19,33.63,1834671.0,1953104.0,1.065,574830.0,760230.0,1685179.0,0.0,0.94,1.0,1.4,0.5,0.0,1.19,0.31
HOOD,SHORT,0.28479569521460424,2.8479569521460424,5.84,4.096,price_validation_failed,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, trend_aligned","bounce_and_fail, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",4.6,NEGATIVE,flag_breakdown,-43088255.25,,100.0,70.0,41.06,1.26,1191664.0,739203.0,0.62,370112.0,369975.0,766489.0,1.87,0.28,0.0,1.6,0.0,0.27,1.31,0.51
CRK,SHORT,0.28182282919634294,2.8182282919634294,0.0,1.6909,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
DDOG,SHORT,0.2791883809179535,2.7918838091795353,0.0,1.6751,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
COST,SHORT,0.27485655674052895,2.7485655674052896,5.02,4.1403,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pattern_volume, resistance_ema_confluence","bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",6.3,NEUTRAL,unknown,,,1600.0,800.0,64.55,17.72,119753.0,115895.0,0.968,42170.0,41799.0,85547.0,0.0,0.5,0.0,1.6,0.49,0.41,1.43,0.59
KRE,SHORT,0.26879613619047615,2.6879613619047618,0.0,1.6128,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
NEM,LONG,0.34232736195802344,2.5118411725051764,0.0,1.5071,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLV,LONG,0.29415107253830675,1.8603791203311275,0.0,1.1162,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSM,LONG,0.2726510575087494,1.5696459799910158,0.0,0.9418,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
BMNR,LONG,0.27110487366467906,1.5487377674194562,0.0,0.9292,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0
CIA,SHORT,0.589127782069222,9.786034973908489,4.82,8.039,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, pattern_volume, trend_aligned","flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",8.5,NEUTRAL,bounce_and_fail,,,7.5,2.5,61.99,46.0,70.0,21035.0,300.5,60.0,20311.0,616.0,1.68,0.38,0.0,1.0,0.28,0.0,0.92,0.56
LEU,SHORT,0.28676273848710104,3.0090624403053594,6.22,4.1705,watchlist_reeval_failed,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, trend_aligned","bounce_and_fail, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",4.0,NEUTRAL,flag_breakdown,,,640.0,185.0,242.69,0.94,30177.0,21035.0,0.697,7551.0,7961.0,18329.0,1.38,0.35,0.0,1.6,0.0,0.48,1.41,1.0
EXE,LONG,0.2270506807804592,1.1900463341583518,4.56,3.263,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence","bounce_and_fail, flag_breakout, pattern_volume, pullback_to_support, structural_breakout, trend_aligned, trend_continuation",6.5,NEUTRAL,unknown,,,120.0,90.0,11.82,16.14,68608.0,97907.0,1.427,70300.0,54.0,35069.0,0.0,0.92,0.37,1.6,0.0,0.0,0.68,0.99
OKE,LONG,0.18465883144319192,0.13830784280975403,5.59,2.6462,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, pattern_volume, trend_aligned","bounce_and_fail, flag_breakout, pullback_to_support, room_to_target, structural_breakout, trend_continuation",4.5,NEUTRAL,unknown,,,90.0,75.0,0.89,15.93,118086.0,34115.0,0.289,26451.0,17137.0,51978.0,1.84,0.25,0.0,1.2,0.39,0.0,0.91,1.0
ASTS,SHORT,0.29893400347472,1.3138818980400477,4.44,2.9289,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, pattern_volume, retest_and_confirm, room_to_target","bounce_and_fail, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",4.7,POSITIVE,unknown,29083541.71,90.0,150.0,80.0,66.8,11.04,581643.0,300393.0,0.516,155127.0,139772.0,366042.0,0.0,0.96,0.36,1.4,0.34,0.01,0.91,0.47
SM,SHORT,0.28994788768666385,1.0385448924428022,0.0,0.6231,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDXJ,SHORT,0.2560531170424425,0.0,0.0,0.0,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVGO,LONG,0.3238721556621676,1.5903888294411392,0.0,0.9542,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0
LNG,LONG,0.31534403069398415,1.3129976973677582,0.0,0.7878,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVO,LONG,0.3044475852671384,0.9585730912784793,0.0,0.5751,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVNA,LONG,0.2944799133940591,0.6343583552931533,0.0,0.3806,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,LONG,0.2944003412450158,0.6317701417541888,0.0,0.3791,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
SOFI,LONG,0.2798175971504504,0.15744267725063466,0.0,0.0945,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0
IWM,SHORT,0.32494924387203705,0.91493019705257,6.68,3.5615,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, strong_trend, structural_breakdown, trend_aligned","bounce_and_fail, flag_breakdown, pattern_volume, pullback_to_resistance, trend_continuation",5.5,NEGATIVE,structural_breakdown,-5125093520.52,,260.0,240.0,7.34,0.92,3145477.0,8076663.0,2.568,2614724.0,2186139.0,3687778.0,1.96,0.54,0.0,2.0,0.0,0.3,1.25,0.65
DELL,SHORT,0.3129634552198107,0.4920033303974065,0.0,0.2952,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
FDX,SHORT,0.2078851240073546,2.078851240073546,0.0,1.2473,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0
TQQQ,LONG,0.21720191045381462,2.1720191045381463,0.0,1.3032,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
NOW,LONG,0.2150877380952381,2.150877380952381,0.0,1.2905,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0
SNDK,SHORT,0.2446039259371901,2.446039259371901,0.0,1.4676,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0
GS,SHORT,0.23166741666666668,2.316674166666667,3.61,2.5413,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned","bounce_and_fail, flag_breakdown, momentum_aligned, pattern_volume, pullback_to_resistance, structural_breakdown, trend_continuation",1.5,POSITIVE,unknown,26942700.0,813.7,900.0,800.0,10.63,1.66,216115.0,196655.0,0.91,88846.0,65818.0,183984.0,1.81,0.59,0.26,0.0,0.0,0.0,0.55,0.41
XLU,SHORT,0.22806510333333335,2.2806510333333336,0.0,1.3684,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COIN,SHORT,0.21890593755569843,2.189059375556984,5.03,3.6435,watchlist_reeval_failed,"momentum_aligned, not_extended, pattern_volume, retest_and_confirm, room_to_target","bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",5.2,POSITIVE,unknown,5310472.65,197.58,300.0,150.0,51.9,24.05,750163.0,556295.0,0.742,215684.0,274529.0,439001.0,0.0,0.88,1.0,1.4,0.37,0.0,1.11,0.27
NVDA,LONG,0.24709278364557738,2.4709278364557736,0.0,1.4826,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
