ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
UVIX,LONG,0.695858215528485,6.958582155284851,6.36,6.2473,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",4.3,POSITIVE,retest_and_confirm,990128.77,9.43,10.0,5.0,5.94,47.03,188737.0,100413.0,0.532,170899.0,64249.0,54002.0,98.9,2.084,2.54,0.34,0.0,1.4,1.98,0.11,907.9150069874213,4.0,1.0,99.0,0.011166,0.000508,178988.58315989678,97.1245549643811,1.853419,0.408163,1.0,0.0,0.013233,0.0
OXY,LONG,0.6523273041084979,6.5232730410849795,0.0,3.914,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,86.94906894587531,25.0,1.0,5.084708056790116,4.4e-05,7e-06,50461.14567573784,25519.11147864898,5.928761,12.929162,3.0,1.0,0.535907,0.601279
BTDR,LONG,0.6277332438053177,6.277332438053177,0.0,3.7664,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.9,0.0,0.0,0.0,0.0,1.26159065587025,4.0,1.0,8.728262570508557,0.000322,2.3e-05,87928.369563937,30221.949278095723,4.485348,12.120879,0.0,0.0,0.543485,0.0
ONON,LONG,0.613243683062946,6.13243683062946,0.0,3.6795,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.924142394250974,6.0,1.0,10.944991146274303,0.000119,4e-06,55691.086349869016,25441.357423494297,714.603357,3.291339,1.0,1.0,0.396962,0.0
GDX,LONG,0.6011796460128548,6.011796460128548,0.0,3.6071,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.746797465820578,11.0,1.0,1.919224586848527,0.0,0.0,109027.12378471694,99413.82990333333,6.488787,0.420135,2.0,0.0,0.671924,0.524098
HII,LONG,0.5707129182922994,5.707129182922994,0.0,3.4243,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3.4055713548497297,14.0,1.0,0.6900285898888106,4.4e-05,6.3e-05,68236.08951375812,74166.58945039529,2.655894,2.789836,0.0,5.0,0.782224,0.307588
ADMA,LONG,0.5605235112499889,5.605235112499889,0.0,3.3631,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.000359,0.0,410903.3175290877,0.0,2001.2,,0.0,0.0,0.0,0.0
IBIT,LONG,0.5563818486169512,5.563818486169511,0.0,3.3383,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.63,0.0,0.0,0.0,0.0,7.553913915047915,19.0,1.0,20.69225002003308,2.8e-05,8e-06,69815.66691403299,9447.202076624622,0.465185,0.171179,8.0,1.0,0.475847,0.350656
XOP,LONG,0.5507530690563229,5.507530690563229,0.0,3.3045,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,232.92912524904375,5.0,1.0,99.0,0.0,0.0,78625.1670139499,0.0,6.639228,,2.0,0.0,0.525393,0.0
IREN,LONG,0.534497624407514,5.3449762440751405,0.0,3.207,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.9173620554483124,7.0,1.0,0.3149419837929991,2.2e-05,7e-05,77565.57365439036,184713.95759997732,12.646506,36.590974,2.0,0.0,0.51539,0.301306
VRT,LONG,0.5039566360923733,5.0395663609237324,4.45,4.7948,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.7,NEGATIVE,ema_pullback,-6644203.51,253.56,260.0,190.0,2.54,25.07,197868.0,214479.0,1.084,169668.0,88865.0,153814.0,90.9,0.712,1.84,0.86,0.39,1.2,0.16,0.0,1872.1759758146793,10.0,1.0,99.0,1.3e-05,7e-06,45723.602179554095,80.44647691164884,369.001191,5.027447,0.0,0.0,0.093745,0.347327
BE,LONG,0.5020236987987916,5.020236987987916,0.0,3.0121,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.39,0.0,0.0,0.0,0.0,2.644145191884517,10.0,1.0,5.010067210056597,5.4e-05,1.4e-05,237947.13126831705,110818.86722895567,0.679674,0.147873,1.0,0.0,0.584104,0.14577
GOOGL,LONG,0.4993647658585707,4.993647658585707,0.0,2.9962,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.6711309054599421,11.0,1.0,1.8227921128541926,1e-06,0.0,131441.17290166323,60091.49917807869,4.184016,0.22661,0.0,1.0,0.669591,0.708564
CTRA,LONG,0.4958147669130056,4.958147669130056,0.0,2.9749,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,56.64197141965229,2.0,1.0,99.0,0.000115,0.0,18740.527609960965,0.0,134.233264,,0.0,0.0,0.017348,0.0
QBTS,LONG,0.4901143836067625,4.901143836067625,0.0,2.9407,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,350.32463543394323,5.0,1.0,99.0,3.1e-05,2.6e-05,35896.52928315148,153.69970729586367,3.367118,4.073161,0.0,0.0,0.485679,0.365993
CRWD,LONG,0.4868240044759917,4.868240044759917,0.0,2.9209,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.46,0.0,0.0,0.0,0.0,334.67734851518725,8.0,1.0,99.0,2.4e-05,0.0,171878.30477662367,0.0,0.503807,,2.0,0.0,0.474773,0.0
UNH,LONG,0.4780130392013321,4.780130392013321,0.0,2.8681,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.23,0.0,0.0,0.0,0.0,10.806288830473205,20.0,1.0,0.6572751984295623,6e-06,3e-06,18359.14661309791,34139.363580396544,1.541323,0.172898,2.0,5.0,0.62706,0.442935
LRCX,LONG,0.4691696549597957,4.691696549597957,0.0,2.815,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,415.9347629860252,8.0,1.0,67.30135140873907,2e-06,3e-06,79536.19181307148,709.0751387444835,46.33223,0.548263,0.0,2.0,0.005682,0.580288
SYRE,LONG,0.46800792539816033,4.680079253981603,0.0,2.808,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.000145,0.0,496829.158747414,0.0,68.111111,,0.0,0.0,0.0,0.0
RGTI,LONG,0.4532154099023833,4.532154099023833,0.0,2.7193,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,20579.758352165973,3.0,1.0,0.3104308129912377,2.7e-05,4.9e-05,32575.798477637447,209874.77476056438,3.525551,0.242855,1.0,0.0,0.000103,0.0
LQD,LONG,0.4531308760866822,4.531308760866822,0.0,2.7188,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4456.42576930315,3.0,1.0,5.016043540275415,4e-06,2.8e-05,103292.82170832902,10296.244528078552,11.280899,0.074538,0.0,0.0,0.0,0.002475
LMT,LONG,0.453053,4.53053,0.0,2.7183,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,272.17520346105306,11.0,1.0,0.003175561972048977,3e-06,5e-06,7.6438616612989785,4212.406504742872,85.071429,90.142943,0.0,1.0,0.702742,0.00479
GEV,LONG,0.4484033684534462,4.484033684534462,0.0,2.6904,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,8.826772285384484,22.0,1.0,0.28957566666800405,5e-06,9e-06,13164.010410629116,31472.070059483558,1.594438,1.558394,2.0,3.0,0.543938,0.652966
PYPL,LONG,0.44166722603799047,4.4166722603799045,0.0,2.65,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.8137749957761082,6.0,1.0,0.48173640240619187,4e-06,9e-06,50341.21332749659,52249.75014971958,73.241613,27.622897,1.0,2.0,0.01704,0.671957
ARM,LONG,0.44098898919543594,4.409889891954359,0.0,2.6459,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8449184111461063,23.0,1.0,4.444834186744239,1e-05,5e-06,16398.20650785483,3381.8335324399063,2.529205,12.202393,0.0,8.0,0.393955,0.844611
MOD,LONG,0.44009515937265997,4.4009515937265995,5.73,5.0195,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,5.5,NEUTRAL,support_ema_confluence,,,300.0,155.0,38.98,28.19,14264.0,6705.0,0.47,9951.0,6112.0,4906.0,94.2,0.8,1.86,0.76,0.33,1.6,1.17,0.03,1.0468302431911036,5.0,1.0,23.64697216645417,7.8e-05,3e-06,13834.681552033486,2340.2034653146,5.10628,4.859903,0.0,0.0,0.693927,0.0
CRWV,LONG,0.4197276090232907,4.197276090232907,0.0,2.5184,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.5656858303944765,5.0,1.0,0.8022671155858055,6.5e-05,5.8e-05,543278.0716797799,1015767.8056199865,0.54742,0.653772,0.0,0.0,0.369976,0.158045
LITE,LONG,0.418868199257779,4.1886819925777905,0.0,2.5132,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,35.13224646358889,13.0,1.0,0.45168885150068006,1.4e-05,1.6e-05,24920.406735053704,124136.15028925816,0.64547,5.339286,1.0,1.0,0.665575,0.231639
NET,LONG,0.41702532749328153,4.170253274932815,4.86,4.9831,price_validation_failed,"ema_pullback, not_extended, trend_aligned","confirmation_volume, momentum_aligned, room_to_target",7.2,NEUTRAL,ema_pullback,,,250.0,160.0,20.11,23.13,108938.0,71512.0,0.656,50266.0,48865.0,81319.0,54.7,0.558,2.13,0.92,0.17,1.2,0.14,0.3,5.194309512887205,6.0,0.7,96.11458238239484,4e-06,1e-06,29072.518523690156,1512.388536841592,2.382915,0.107822,0.0,0.0,0.387948,0.0
GSAT,LONG,0.397085830201525,3.97085830201525,5.64,5.0974,price_validation_failed,"confirmation_volume, not_extended, room_to_target, support_ema_confluence, trend_aligned",momentum_aligned,7.1,NEUTRAL,support_ema_confluence,,,105.0,28.0,74.13,53.57,33056.0,18582.0,0.562,27210.0,7474.0,16954.0,33.4,0.678,1.54,0.99,0.38,1.6,0.4,0.74,1.3885381899239813,3.0,1.0,2.591515192189883,1.8e-05,6e-06,40149.79594625133,30985.57636648384,9.146341,12.979381,0.0,0.0,0.499442,0.0
YPF,LONG,0.3908410665840425,3.908410665840425,0.0,2.345,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,87.86818543330287,4.0,0.7,99.0,4e-06,7e-06,37815.649500099484,103.60111843034748,27.272727,3.19022,0.0,0.0,0.0,0.590945
SMCI,LONG,0.3905871291655058,3.905871291655058,0.0,2.3435,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2559724008951283,5.0,1.0,7.454304099120831,2.4e-05,3e-06,67294.23782175808,36110.272361813004,1.333524,0.423662,3.0,1.0,0.594047,0.0
WULF,LONG,0.38673149944264545,3.8673149944264544,4.34,4.5357,price_validation_failed,"ema_pullback, not_extended, trend_aligned","confirmation_volume, momentum_aligned, room_to_target",6.5,POSITIVE,ema_pullback,4913350.6,15.27,20.0,11.0,30.85,28.03,1160081.0,623082.0,0.537,633097.0,555046.0,595020.0,46.1,0.985,1.53,0.89,0.0,1.2,0.49,0.23,35.685124317689464,5.0,1.0,2.5979833957540857,6.3e-05,1.6e-05,74074.3077309463,42768.34939669368,0.318737,0.508196,1.0,0.0,0.021165,0.381363
UPRO,LONG,0.3810990476190476,3.8109904761904763,0.0,2.2866,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1038.6843419659992,6.0,1.0,0.0006089758311279894,0.0,0.0,5.120064240656168,4203.832056169135,72.9,20.05822,1.0,2.0,0.45372,0.110526
UAL,LONG,0.37730145749327026,3.7730145749327026,0.0,2.2638,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.75,0.0,0.0,0.0,0.0,14.058299251742856,5.0,1.0,1.651482578447788,1e-05,6e-06,131477.21800116805,53074.419198432064,0.298996,0.084475,2.0,1.0,0.464368,0.383904
ADBE,LONG,0.36481722938138483,3.6481722938138486,0.0,2.1889,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,196.82986007074544,12.0,1.0,12.053963347264832,6e-06,8e-06,31477.201358808103,2611.3569829255043,0.4633,0.402998,1.0,2.0,0.531775,0.090595
DIA,LONG,0.36258000060970363,3.6258000060970366,0.0,2.1755,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,25.868681951834713,6.0,1.0,0.39357184750434926,0.0,0.0,97382.69094388378,247433.07114416416,0.606085,0.355164,0.0,0.0,0.503386,0.135455
NFLX,LONG,0.35993125697590017,3.5993125697590016,0.0,2.1596,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4.4711223209254864,8.0,1.0,1.1997481694081267,1e-06,1e-06,44785.65405591885,37329.21224461048,0.093608,0.079647,2.0,1.0,0.460958,0.571833
GLD,LONG,0.35583333333333333,3.5583333333333336,0.0,2.135,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.145559860681761,5.0,1.0,1.9151949756997952,0.0,0.0,630985.3122479593,219641.8015759824,0.205913,0.276935,1.0,1.0,0.035818,0.303668
BMNR,LONG,0.3529981488480225,3.529981488480225,0.0,2.118,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.51,0.0,0.0,0.0,0.0,155.96039074824327,3.0,1.0,0.01275836499841361,1.6e-05,5e-06,200.8149073699422,31479.724462329108,2.56127,0.307424,0.0,0.0,0.494268,0.0
INTC,LONG,0.35073978832226615,3.5073978832226613,0.0,2.1044,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,15.458938456194815,13.0,1.0,1.368993414241916,2e-06,4e-06,60098.25724742555,19510.93137230487,0.478561,0.110357,0.0,2.0,0.514851,0.581898
IONQ,LONG,0.34525844002328127,3.4525844002328125,0.0,2.0716,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.23,0.0,0.0,0.0,0.0,3.240649357279749,2.0,1.0,3.240649357279749,2.2e-05,9e-06,221143.2834083715,68240.42314593474,0.339929,0.16517,0.0,0.0,0.0,0.0
KOD,LONG,0.33810070048123225,3.3810070048123224,0.0,2.0286,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,6.2e-05,0.0,36700.739622303605,0.0,5.578947,,0.0,0.0,0.0,0.0
HIMS,LONG,0.3378266155146891,3.3782661551468913,0.0,2.027,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.8,0.0,0.0,0.0,0.0,106.7146683905389,2.0,1.0,0.00937078299620765,1.6e-05,6e-06,169.9611747865818,18137.3504066165,3.345178,0.508577,0.0,0.0,0.0,0.0
META,LONG,0.3360975006095249,3.3609750060952495,0.0,2.0166,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3.5001557410224517,3.0,1.0,0.39178144683737764,0.0,0.0,89152.56316292736,113778.43933474112,1.14922,0.118747,0.0,1.0,0.0,0.222937
AAPL,LONG,0.33022580507805976,3.3022580507805976,0.0,1.9814,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1.2728408271049232,16.0,1.0,0.3485243876166695,0.0,1e-06,184974.2084977825,122477.3855829277,0.688049,0.53232,1.0,1.0,0.48914,0.648991
BABA,LONG,0.32523723459103826,3.2523723459103824,0.0,1.9514,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.08,0.0,0.0,0.0,0.0,9.187868374210428,13.0,1.0,1.2857032142179337,3e-06,2e-06,19812.678620455536,13208.566154764134,0.27542,0.776672,1.0,1.0,0.241201,0.539396
GS,LONG,0.3115043900383314,3.115043900383314,0.0,1.869,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,20.037000044770355,9.0,1.0,1.2573774597975849,1e-06,1e-06,13595.184408634397,13515.416853049619,0.385674,0.26726,3.0,1.0,0.09819,0.506093
AVGO,LONG,0.3075234666485037,3.075234666485037,0.0,1.8451,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,27.997238675318876,9.0,1.0,1.757761753003606,0.0,0.0,59728.775038994245,16990.008724712454,0.101577,0.05986,0.0,3.0,0.04383,0.527383
XLK,LONG,0.2963483222476958,2.963483222476958,0.0,1.7781,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,148.22688928492727,8.0,1.0,0.1442811774338079,0.0,0.0,18318.78029468849,76179.50152822655,0.322683,1.20079,1.0,2.0,0.441385,0.184145
HII,SHORT,0.6556666684901027,6.556666684901026,0.0,3.934,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3.4055713548497297,14.0,1.0,0.6900285898888106,4.4e-05,6.3e-05,68236.08951375812,74166.58945039529,2.655894,2.789836,0.0,5.0,0.782224,0.307588
IREN,SHORT,0.5917161702631761,5.917161702631761,5.85,6.1136,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target",7.0,NEGATIVE,resistance_ema_confluence,-7327304.02,37.28,50.0,25.0,33.74,33.13,941030.0,706400.0,0.751,498396.0,382652.0,766382.0,16.5,0.96,1.56,0.42,0.0,1.6,1.97,0.31,2.9173620554483124,7.0,1.0,0.3149419837929991,2.2e-05,7e-05,77565.57365439036,184713.95759997732,12.646506,36.590974,2.0,0.0,0.51539,0.301306
SATS,SHORT,0.5636151850536042,5.6361518505360415,0.0,3.3817,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.98,0.0,0.0,0.0,0.0,1.2917445893271056,5.0,1.0,0.0,0.0,5.5e-05,0.0,145580.40776697817,,4.812977,0.0,2.0,0.0,0.683552
ARM,SHORT,0.5499464644829979,5.499464644829979,0.0,3.2997,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1.8449184111461063,23.0,1.0,4.444834186744239,1e-05,5e-06,16398.20650785483,3381.8335324399063,2.529205,12.202393,0.0,8.0,0.393955,0.844611
FAS,SHORT,0.5492556251141223,5.492556251141223,5.75,5.3913,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",4.6,NEUTRAL,retest_and_confirm,,,167.91,80.0,43.76,31.51,34310.0,20695.0,0.603,25669.0,2047.0,27289.0,100.0,0.737,2.42,0.51,0.01,1.4,1.4,0.0,116.08705817111375,4.0,1.0,0.0,0.0,0.000158,0.0,1022.5832238393964,,52.791667,0.0,2.0,0.0,0.500801
NUGT,SHORT,0.5377962744392333,5.377962744392333,0.0,3.2268,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,384.702199137133,3.0,1.0,0.0,0.0,0.000276,0.0,457.3281878821426,,10.753754,0.0,0.0,0.0,0.039391
LITE,SHORT,0.5303348705453503,5.303348705453503,0.0,3.182,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,35.13224646358889,13.0,1.0,0.45168885150068006,1.4e-05,1.6e-05,24920.406735053704,124136.15028925816,0.64547,5.339286,1.0,1.0,0.665575,0.231639
OXY,SHORT,0.5245824799962466,5.245824799962467,0.0,3.1475,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,86.94906894587531,25.0,1.0,5.084708056790116,4.4e-05,7e-06,50461.14567573784,25519.11147864898,5.928761,12.929162,3.0,1.0,0.535907,0.601279
PYPL,SHORT,0.5232011170590684,5.232011170590684,5.41,5.219,price_validation_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.9,POSITIVE,ema_rally,11632233.76,45.1,90.0,40.0,99.16,11.48,1401575.0,579015.0,0.413,314092.0,444573.0,1221925.0,68.0,0.428,1.53,1.0,1.0,1.2,0.59,0.09,2.8137749957761082,6.0,1.0,0.48173640240619187,4e-06,9e-06,50341.21332749659,52249.75014971958,73.241613,27.622897,1.0,2.0,0.01704,0.671957
GEV,SHORT,0.5153040733396427,5.153040733396427,0.0,3.0918,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.79,0.0,0.0,0.0,0.0,8.826772285384484,22.0,1.0,0.28957566666800405,5e-06,9e-06,13164.010410629116,31472.070059483558,1.594438,1.558394,2.0,3.0,0.543938,0.652966
STX,SHORT,0.47845419646090254,4.7845419646090255,4.65,4.8073,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target","confirmation_volume, trend_aligned",5.1,NEUTRAL,resistance_ema_confluence,,,420.0,200.0,10.82,47.23,68273.0,76882.0,1.126,44029.0,29621.0,71505.0,96.5,0.767,0.0,0.64,0.27,1.6,1.95,0.2,75.7930977969742,4.0,1.0,0.0,0.0,1.1e-05,0.0,69675.56433536435,,4.063836,0.0,0.0,0.0,0.006869
RBRK,SHORT,0.46736204789631763,4.673620478963176,5.2,5.1568,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.3,NEUTRAL,trend_continuation,,,65.0,45.0,37.09,5.09,60334.0,17582.0,0.291,40096.0,3672.0,34148.0,53.2,0.631,2.03,0.25,0.0,1.4,1.52,0.0,33.83593778973891,3.0,0.7,0.0,0.0,3.4e-05,0.0,46344.39483795792,,14.486897,0.0,1.0,0.0,0.040665
DIS,SHORT,0.45753942857142854,4.575394285714285,0.0,2.7452,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,314.6143864231408,12.0,1.0,0.05401839612396146,4e-06,8e-06,118.81882918267345,1571.1423952421148,0.486345,13.791894,0.0,1.0,0.409931,0.590552
UNH,SHORT,0.45177289862343173,4.517728986234317,0.0,2.7106,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,10.806288830473205,20.0,1.0,0.6572751984295623,6e-06,3e-06,18359.14661309791,34139.363580396544,1.541323,0.172898,2.0,5.0,0.62706,0.442935
