ticker,direction,pattern,flow_score_raw,flow_score_scaled,price_score,final_score,options_context_score,gamma_regime,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,regime_score,agg_premium_alignment,agg_volume_unusualness,source,checks_passed,checks_failed,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,streak_bonus,freight_train,freight_train_reason
CCK,LONG,flow_promoted,0.9400000000000001,9.4,,9.4,,,,,,,,,,,,,,,,,105.42,102.86,109.26,113.1,1.5,5,,,,flow_promoted,,,,,,,,,,False,
IREN,SHORT,flow_promoted,0.9199999999999999,9.2,,9.2,,,,,,,,,,,,,,,,,54.72,59.91,46.94,39.16,1.5,15,,,,flow_promoted,,,,,,,,,,False,
RKLB,SHORT,flow_promoted,0.9199999999999999,9.2,,9.2,,,,,,,,,,,,,,,,,95.12,105.42,79.67,64.21,1.5,10,,,,flow_promoted,,,,,,,,,,False,
ONDS,SHORT,flow_promoted,0.9099999999999999,9.1,,9.1,,,,,,,,,,,,,,,,,8.53,9.42,7.19,5.85,1.5,10,,,,flow_promoted,,,,,,,,,,False,
VKTX,LONG,flow_promoted,0.8699999999999999,8.7,,8.7,,,,,,,,,,,,,,,,,34.81,33.14,37.32,39.83,1.5,5,,,,flow_promoted,,,,,,,,,,False,
AMR,SHORT,flow_promoted,0.85,8.5,,8.5,,,,,,,,,,,,,,,,,166.68,178.09,149.57,132.45,1.5,5,,,,flow_promoted,,,,,,,,,,False,
FOXA,SHORT,flow_promoted,0.85,8.5,,8.5,,,,,,,,,,,,,,,,,48.79,51.52,44.7,40.61,1.5,15,,,,flow_promoted,,,,,,,,,,False,
