ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
OXY,LONG,0.6611850870672417,6.611850870672416,0.0,3.9671,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,86.94885285386437,26.0,1.0,5.084708251643606,5.4e-05,7e-06,49191.41010796847,26259.03692281051,5.626327,12.929162,3.0,1.0,0.535907,0.601279
BTDR,LONG,0.628895537519585,6.288955375195851,0.0,3.7734,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.87,0.0,0.0,0.0,0.0,1.2615906558702497,4.0,1.0,8.728262570508559,0.000322,2.3e-05,90477.84852829785,31098.233284368103,4.485348,12.120879,0.0,0.0,0.543485,0.0
ONON,LONG,0.6144059692339358,6.144059692339358,0.0,3.6864,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.9241423942509748,6.0,1.0,10.944991146274305,0.000119,4e-06,57305.84679471216,26179.028392462053,714.603357,3.291339,1.0,1.0,0.396962,0.0
GDX,LONG,0.6023419422489379,6.023419422489379,0.0,3.6141,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.01,0.0,0.0,0.0,0.0,4.7467974658205785,11.0,1.0,1.9192245868485267,0.0,0.0,112188.36014122395,102296.32925322515,6.488787,0.420135,2.0,0.0,0.671924,0.524098
HII,LONG,0.57187520824585,5.718752082458501,0.0,3.4313,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3.4055713548497297,14.0,1.0,0.6900285898888103,4.4e-05,6.3e-05,70214.59173878879,76317.04624380457,2.655894,2.789836,0.0,5.0,0.782224,0.307588
ADMA,LONG,0.5605235112499889,5.605235112499889,0.0,3.3631,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.000359,0.0,422817.4400088039,0.0,2001.2,,0.0,0.0,0.0,0.0
IBIT,LONG,0.5575441389504202,5.575441389504202,0.0,3.3453,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.63,0.0,0.0,0.0,0.0,7.553913915047916,19.0,1.0,20.692250020033075,2.8e-05,8e-06,71839.96891193053,9721.123259126556,0.465185,0.171179,8.0,1.0,0.475847,0.350656
IREN,LONG,0.5356599163807866,5.356599163807866,0.0,3.214,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.917362055448313,7.0,1.0,0.31494198379299904,2.2e-05,7e-05,79814.58383587287,190069.7301641729,12.646506,36.590974,2.0,0.0,0.51539,0.301306
VRT,LONG,0.5051189177782718,5.051189177782717,4.5,4.3156,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",2.2,POSITIVE,ema_pullback,4120648.72,254.48,260.0,190.0,2.24,25.29,197868.0,214479.0,1.084,169668.0,88865.0,153814.0,89.2,0.704,1.84,0.88,0.37,1.2,0.2,0.0,1872.17597581468,10.0,1.0,99.0,1.3e-05,7e-06,47049.35588691485,82.77901874837708,369.001191,5.027447,0.0,0.0,0.093745,0.347327
BE,LONG,0.5020236987987916,5.020236987987916,0.0,3.0121,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.43,0.0,0.0,0.0,0.0,2.644145191884518,10.0,1.0,5.010067210056597,5.4e-05,1.4e-05,244846.39721407605,114032.05510285431,0.679674,0.147873,1.0,0.0,0.584104,0.14577
GOOGL,LONG,0.500527063886811,5.00527063886811,0.0,3.0032,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.671130905459942,11.0,1.0,1.8227921128541924,1e-06,0.0,135252.3035643333,61833.849387131726,4.184016,0.22661,0.0,1.0,0.669591,0.708564
CTRA,LONG,0.4969770125189571,4.969770125189571,0.0,2.9819,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,56.64197141965235,2.0,1.0,99.0,0.000115,0.0,19283.908331786784,0.0,134.233264,,0.0,0.0,0.017348,0.0
QBTS,LONG,0.4912766584324272,4.912766584324272,0.0,2.9477,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,350.3246354339434,5.0,1.0,99.0,3.1e-05,2.6e-05,36937.347471351946,158.15622312258193,3.367118,4.073161,0.0,0.0,0.485679,0.365993
CRWD,LONG,0.4879863045551628,4.879863045551628,0.0,2.9279,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.48,0.0,0.0,0.0,0.0,334.67734851518725,8.0,1.0,99.0,2.4e-05,0.0,176861.90818734502,0.0,0.503807,,2.0,0.0,0.474773,0.0
UNH,LONG,0.47917528353727246,4.791752835372725,0.0,2.8751,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.22,0.0,0.0,0.0,0.0,10.806288830473205,20.0,1.0,0.6572751984295624,6e-06,3e-06,18891.469210751384,35129.232831203,1.541323,0.172898,2.0,5.0,0.62706,0.442935
SYRE,LONG,0.46800792539816033,4.680079253981603,0.0,2.808,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.000145,0.0,511234.69697573944,0.0,68.111111,,0.0,0.0,0.0,0.0
RGTI,LONG,0.45437768147425456,4.543776814742546,0.0,2.7263,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,20579.758352165984,3.0,1.0,0.31043081299123776,2.7e-05,4.9e-05,33520.33223139487,215960.08404192154,3.525551,0.242855,1.0,0.0,0.000103,0.0
LQD,LONG,0.45429317173932454,4.5429317173932455,0.0,2.7258,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4456.425769303162,3.0,1.0,5.016043540275419,4e-06,2.8e-05,106287.79224424202,10594.783656762878,11.280899,0.074538,0.0,0.0,0.0,0.002475
LMT,LONG,0.453053,4.53053,0.0,2.7183,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,272.17520346105306,11.0,1.0,0.0031755619720489742,3e-06,5e-06,7.8654950727748405,4334.545034394211,85.071429,90.142943,0.0,1.0,0.702742,0.00479
GEV,LONG,0.44956558816137765,4.495655881613777,0.0,2.6974,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,8.826772285384484,22.0,1.0,0.28957566666800405,5e-06,9e-06,13545.700276993826,32384.601259362105,1.594438,1.558394,2.0,3.0,0.543938,0.652966
PYPL,LONG,0.4428295100224935,4.4282951002249344,0.0,2.657,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.8137749957761073,6.0,1.0,0.4817364024061918,4e-06,9e-06,51800.85445419266,53764.72921234119,73.241613,27.622897,1.0,2.0,0.01704,0.671957
ARM,LONG,0.4421512260686936,4.421512260686936,0.0,2.6529,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8449184111461057,23.0,1.0,4.444834186744238,1e-05,5e-06,16873.671738841753,3479.889637593275,2.529205,12.202393,0.0,8.0,0.393955,0.844611
MOD,LONG,0.44125738329967057,4.4125738329967055,5.72,5.0223,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,5.5,NEUTRAL,support_ema_confluence,,,300.0,155.0,38.73,28.32,14264.0,6705.0,0.47,9951.0,6112.0,4906.0,94.2,0.8,1.86,0.74,0.32,1.6,1.18,0.02,1.0468302431911038,5.0,1.0,23.646972166454166,7.8e-05,3e-06,14235.817496785567,2408.0575553737303,5.10628,4.859903,0.0,0.0,0.693927,0.0
MSFT,LONG,0.4211105185369873,4.211105185369873,0.0,2.5267,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.881867167501111,8.0,1.0,14.181613384645159,0.0,0.0,70015.6232356125,34559.492587771645,0.321199,0.239885,1.0,0.0,0.749755,0.0
LITE,LONG,0.42003046002487304,4.200304600248731,0.0,2.5202,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,35.13224646358888,13.0,1.0,0.4516888515006801,1.4e-05,1.6e-05,25642.9727631675,127735.47216283243,0.64547,5.339286,1.0,1.0,0.665575,0.231639
NET,LONG,0.41818759482678963,4.181875948267896,4.81,4.9539,price_validation_failed,"ema_pullback, not_extended, trend_aligned","confirmation_volume, momentum_aligned, room_to_target",7.1,NEUTRAL,ema_pullback,,,250.0,160.0,20.37,22.96,108938.0,71512.0,0.656,50266.0,48865.0,81319.0,57.3,0.568,2.13,0.94,0.19,1.2,0.09,0.26,5.194309512887205,6.0,0.7,96.11458238239486,4e-06,1e-06,29915.4748389809,1556.2401717546486,2.382915,0.107822,0.0,0.0,0.387948,0.0
RIOT,LONG,0.40138741694858754,4.0138741694858755,0.0,2.4083,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.67,0.0,0.0,0.0,0.0,30.755140403195593,6.0,1.0,0.06223658738882882,4.9e-05,2.5e-05,155.4705953960579,2498.0578453754383,4.265633,1.22953,0.0,0.0,0.04488,0.593899
GSAT,LONG,0.3982481084085633,3.9824810840856326,5.64,5.0832,price_validation_failed,"confirmation_volume, not_extended, room_to_target, support_ema_confluence, trend_aligned",momentum_aligned,7.0,NEUTRAL,support_ema_confluence,,,105.0,28.0,73.14,53.83,33056.0,18582.0,0.562,27210.0,7474.0,16954.0,32.3,0.673,1.56,0.98,0.35,1.6,0.43,0.71,1.3885381899239815,3.0,1.0,2.5915151921898825,1.8e-05,6e-06,41313.93740248424,31884.001704480175,9.146341,12.979381,0.0,0.0,0.499442,0.0
YPF,LONG,0.39200334302959094,3.9200334302959092,0.0,2.352,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,87.86818543330287,4.0,0.7,99.0,4e-06,7e-06,38912.1124892607,106.60502801530082,27.272727,3.19022,0.0,0.0,0.0,0.590945
SMCI,LONG,0.3917494188840353,3.917494188840353,0.0,2.3505,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2559724008951283,5.0,1.0,7.454304099120831,2.4e-05,3e-06,69245.43110101609,37157.28802058557,1.333524,0.423662,3.0,1.0,0.594047,0.0
WULF,LONG,0.3878937907196702,3.878937907196702,4.43,4.5685,price_validation_failed,"ema_pullback, not_extended, trend_aligned","confirmation_volume, momentum_aligned, room_to_target",6.5,POSITIVE,ema_pullback,5573789.78,15.4,20.0,11.0,30.04,28.48,1160081.0,623082.0,0.537,633097.0,555046.0,595020.0,46.3,0.988,1.54,0.92,0.0,1.2,0.55,0.22,35.68512431768947,5.0,1.0,2.5979833957540857,6.3e-05,1.6e-05,76222.08882021483,44008.41568779008,0.318737,0.508196,1.0,0.0,0.021165,0.381363
UPRO,LONG,0.3810990476190476,3.8109904761904763,0.0,2.2866,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1038.6843419659983,6.0,1.0,0.0006089758311279901,0.0,0.0,5.268520263922217,4325.721970084982,72.9,20.05822,1.0,2.0,0.45372,0.110526
XLV,LONG,0.3798260715210719,3.798260715210719,0.0,2.279,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,184.93382851994758,4.0,1.0,7.356310935434455,0.0,0.0,12267.55155699323,1667.6227615532027,81.519314,0.025966,0.0,2.0,0.005464,0.004123
UAL,LONG,0.3784637555239004,3.7846375552390037,0.0,2.2708,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.74,0.0,0.0,0.0,0.0,14.058299251742852,5.0,1.0,1.651482578447788,1e-05,6e-06,135289.39378981295,54613.30950156318,0.298996,0.084475,2.0,1.0,0.464368,0.383904
