ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,source
CMG,SHORT,0.8358441377884018,9.661710837146197,8.0,8.997,33.37,37.37,25.36,21.36,2.0,5,fresh
QQQ,SHORT,0.6333769520732364,6.753967289098892,8.0,7.2524,582.06,619.41,507.35,470.0,2.0,5,fresh
IWM,SHORT,0.619255201606143,6.551156998321242,8.0,7.1307,242.22,268.75,189.15,162.62,2.0,5,fresh
HOOD,SHORT,0.6136521385713716,6.47068830246265,8.0,7.0824,70.89,79.4,53.88,45.37,2.0,5,fresh
ORCL,SHORT,0.5528286583522038,5.597168568623526,9.0,6.9583,149.68,167.64,113.76,95.8,2.0,5,fresh
LEU,SHORT,0.5433816247557609,5.461494479554654,9.0,6.8769,186.76,209.17,141.94,119.53,2.0,5,fresh
AMAT,LONG,0.5694367225012882,5.261338936684251,8.0,6.3568,357.06,314.21,442.75,485.6,2.0,5,fresh
