ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
KORU,LONG,0.8378346428571429,8.37834642857143,6.22,7.1152,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.3,NEUTRAL,trend_continuation,,,565.0,320.0,20.46,31.78,6340.0,10415.0,1.643,12698.0,3021.0,1036.0,74.0,1.45,1.84,0.12,1.0,1.4,1.82,0.04,147865064.4353773,33,1.0,7.999408202569642,0.002911,0.000299,229.295734923206,286.64087282050383,124.469025,25.767857,27,1,0.629685,0.381616,,,,
DAVE,LONG,0.7178519200000001,7.178519200000001,6.57,6.5003,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",4.7,NEUTRAL,trend_continuation,,,240.0,210.0,4.4,8.65,18417.0,5687.0,0.309,16013.0,413.0,7678.0,75.0,0.768,2.0,0.0,1.0,1.4,1.86,0.32,9469436612.634048,19,1.0,1.8313175282297304e-08,0.000872,0.000465,6.214771570086232e-05,7352.814678113176,2.856607,15.628246,2,1,0.120377,0.435115,,,,
CORZ,LONG,0.6853829537619747,6.853829537619747,4.71,5.5599,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",3.6,POSITIVE,unknown,22649089.17,19.12,20.0,12.0,4.58,37.25,1266194.0,684413.0,0.541,848349.0,541749.0,560509.0,65.3,0.896,1.76,0.19,1.0,0.0,1.6,0.16,1.7820801734967315,9,1.0,13.3124556444467,0.000126,5e-06,3409.695887229004,2049.0259518130965,577.951656,0.060521,2,1,0.654086,0.0,,,,
FLY,LONG,0.6439133728408091,6.439133728408091,7.5,6.9096,poor_rr (0.5:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.2,NEUTRAL,trend_continuation,,,45.0,25.0,5.63,41.32,121346.0,44530.0,0.367,118147.0,1599.0,46130.0,57.3,1.12,2.63,0.1,1.0,1.4,1.89,0.48,3.831300055484406,4,1.0,99.0,9.7e-05,0.0,0.0009594940614738921,0.0,11.099102,,1,0,0.337214,0.0,42.6,37.49,45.0,0.47
WING,LONG,0.6325000000000001,6.325000000000001,4.18,5.3565,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.7,NEUTRAL,trend_continuation,,,250.0,140.0,35.44,24.15,15548.0,15720.0,1.011,11180.0,3656.0,16432.0,96.7,0.891,0.0,0.9,1.0,1.4,0.66,0.23,1.0175815113921323e+26,7,1.0,99.0,0.000124,3.9e-05,503.3775913712312,3.3853187381567375e-13,3.366529,1.79511,1,0,0.051981,0.0,,,,
KOD,LONG,0.6291241988575452,6.291241988575452,4.03,5.2946,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",4.7,NEUTRAL,unknown,,,45.0,35.0,10.99,13.68,8929.0,7957.0,0.891,7553.0,1613.0,7720.0,3.7,0.897,2.67,0.57,0.47,0.0,0.32,0.0,3.892994262195596e+25,4,1.0,41.08568262295988,8e-05,2.5e-05,48144.28480701871,1171.801993624764,7.299678,24.390244,1,1,0.0,0.0,,,,
SEZL,LONG,0.6271335714285715,6.271335714285716,4.45,5.3907,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, support_ema_confluence","room_to_target, trend_aligned",4.6,NEUTRAL,support_ema_confluence,,,75.0,50.0,3.33,31.11,21971.0,13800.0,0.628,16095.0,0.0,19676.0,84.0,1.026,0.0,0.5,0.08,1.6,1.88,0.39,79783.05556869475,4,0.7,99.0,0.00014,0.0,163.8759028238885,0.0,29.139961,,0,0,0.49987,0.0,,,,
ANET,LONG,0.6153123268927074,6.153123268927074,5.9,5.6466,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.0,NEGATIVE,trend_continuation,-2478635.53,159.22,160.0,105.0,0.55,34.02,171991.0,141466.0,0.823,139818.0,46081.0,127558.0,84.3,0.637,2.13,0.0,0.18,1.4,1.94,0.26,75736149.40059829,23,1.0,99.0,2.2e-05,4e-06,21869.00380558472,239.9013369652527,16.300494,1.344088,7,2,0.22164,3e-06,,,,
WOLF,LONG,0.6151067619047619,6.151067619047619,7.3,6.6455,poor_rr (1.1:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.9,NEUTRAL,trend_continuation,,,30.0,15.0,12.82,43.59,30286.0,12410.0,0.41,15992.0,19816.0,6888.0,70.8,1.406,2.27,0.08,1.0,1.4,1.55,1.0,5.864536048797359e+26,3,1.0,99.0,0.000194,2.8e-05,0.00026193679011304427,4.466453747296168e-31,3.880682,0.81831,0,0,0.404828,0.0,26.59,23.4,30.0,1.07
SANM,LONG,0.6005145484156116,6.005145484156116,7.12,6.0586,price_validation_failed,"confirmation_volume, momentum_aligned, pullback_to_support, room_to_target, trend_aligned",not_extended,4.6,NEUTRAL,pullback_to_support,,,180.0,145.0,9.22,12.02,9264.0,1191.0,0.129,9019.0,0.0,1436.0,98.8,0.812,2.12,0.0,1.0,1.4,1.7,0.9,8.542792753888085,6,1.0,23.80636429709074,7e-05,8e-06,0.001462580974340867,0.00012287310704722787,329.75,361.5,2,2,0.309784,0.368627,,,,
