ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
LOW,LONG,0.5177928486342851,5.177928486342851,6.39,5.626,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.6,NEUTRAL,trend_continuation,,,250.0,195.0,14.45,10.73,60358.0,63318.0,1.049,26475.0,50977.0,46224.0,74.7,0.334,1.53,0.84,1.0,1.4,1.33,0.3,False,default,2.5,False,4,1.0,99.0,1.9e-05,0.0,1.8204359356183684e-13,0.0,2.900899,0,0,0.00021,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.352121,0.0,0.0,0.0,1.0,0.5177928486342851,0.5177928486342851,n/a,2026-08-18,2026-08-18,False,
TMUS,LONG,0.494480801789496,4.94480801789496,5.1,5.5224,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",7.6,NEUTRAL,retest_and_confirm,,,195.0,150.0,5.98,18.47,133864.0,61657.0,0.461,71553.0,26239.0,97729.0,41.1,0.295,0.0,0.75,0.83,1.4,1.98,0.14,False,default,2.5,False,1,1.0,99.0,1e-05,0.0,1710069.6165404464,0.0,46.463918,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.350883,0.0,0.0,0.0,1.0,0.494480801789496,0.494480801789496,n/a,2026-08-18,2026-08-18,False,
SILJ,LONG,0.43945076900194135,4.394507690019413,6.01,4.8203,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,4.1,POSITIVE,trend_continuation,6256575.45,28.86,61.0,27.5,111.22,4.78,607642.0,128783.0,0.212,298273.0,70364.0,367788.0,0.5,0.522,2.08,0.81,1.0,1.4,0.21,0.51,False,sustained_trend,5.0,False,1,0.7,99.0,0.000659,0.0,580669.9324362335,0.0,3.562044,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000223,0.0,0.368656,0.0,0.0,0.0,1.0,0.43945076900194135,0.43945076900194135,n/a,2026-08-18,2026-08-18,False,
CRCL,LONG,0.3857090583757128,3.857090583757128,4.42,4.4345,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.9,POSITIVE,trend_continuation,5814009.77,72.49,80.0,65.0,10.36,10.33,464638.0,332497.0,0.716,207174.0,210097.0,379864.0,25.9,0.78,0.0,0.68,1.0,1.4,1.04,0.3,False,default,2.5,False,4,1.0,99.0,0.000129,0.0,0.5496372830880998,0.0,2.526018,3,0,0.473826,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.691588,0.0,0.0,0.0,1.0,0.3857090583757128,0.3857090583757128,n/a,2026-08-18,2026-08-18,False,
AXTI,LONG,0.3842446108497516,3.8424461084975157,6.95,5.2862,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.4,NEGATIVE,trend_continuation,-147472.12,,100.0,45.0,23.02,44.64,159264.0,113210.0,0.711,124446.0,35215.0,112813.0,7.8,1.262,2.24,0.83,1.0,1.4,0.66,0.82,False,sustained_trend,5.0,False,5,1.0,4.282272302891829,0.000482,8.7e-05,0.00010371453411131,9.687803743005445e-05,7.165034,1,0,0.258543,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.132846,0.206201,0.0,0.0,1.0,0.3842446108497516,0.3842446108497516,n/a,2026-08-18,2026-08-18,False,1.199161
STX,LONG,0.37620777166610236,3.7620777166610235,5.02,4.867,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",7.4,NEGATIVE,trend_continuation,-1303658.44,915.28,1200.0,500.0,31.4,45.25,113161.0,162694.0,1.438,64647.0,62174.0,149034.0,27.6,0.738,1.66,0.9,0.0,1.4,0.77,0.28,False,sustained_trend,5.0,False,10,1.0,99.0,1.9e-05,2e-06,2339.328051899603,1.4893167334192905e-08,15.853113,1,0,0.000485,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.169739,0.046979,0.0,0.0,1.0,0.37620777166610236,0.37620777166610236,n/a,2026-08-18,2026-08-18,False,5.472222
COST,LONG,0.37008842895226596,3.7008842895226595,6.11,4.3834,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,3.5,POSITIVE,support_ema_confluence,20238196.23,968.0,1000.0,900.0,3.34,7.0,157637.0,196216.0,1.245,157553.0,77734.0,118566.0,19.4,0.205,1.56,0.64,0.35,1.6,1.77,0.19,False,default,2.5,False,5,1.0,99.0,1.2e-05,0.0,0.2100622907306347,0.0,2.845185,2,0,0.04091,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.415256,0.0,0.0,0.0,1.0,0.37008842895226596,0.37008842895226596,n/a,2026-08-18,2026-08-18,False,
NXPI,LONG,0.3681879718053547,3.6818797180535467,1.51,3.9139,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",8.1,NEUTRAL,unknown,,,350.0,210.0,55.74,6.55,111537.0,34424.0,0.309,20037.0,26897.0,99027.0,40.0,0.435,0.0,0.3,1.0,0.0,0.13,0.08,False,default,2.5,False,2,1.0,99.0,2.1e-05,6e-06,3.4847381716285016e-28,1.2615828099061974e-33,2.3,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.060541,0.374462,0.0,0.0,1.0,0.3681879718053547,0.3681879718053547,n/a,2026-08-18,2026-08-18,False,1.207493
CORZ,LONG,0.3568794216633662,3.568794216633662,1.89,3.3114,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.8,POSITIVE,unknown,1193998.97,19.0,30.0,19.0,57.85,0.03,1165529.0,549994.0,0.472,388402.0,667487.0,659634.0,3.1,0.734,0.0,0.52,1.0,0.0,0.15,0.22,False,default,2.5,False,1,1.0,99.0,0.000176,0.0,68676.57200957334,0.0,298.507463,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.013224,0.0,0.0,0.0,1.0,0.3568794216633662,0.3568794216633662,n/a,2026-08-18,2026-08-18,False,
BURL,LONG,0.35513109917780933,3.5513109917780934,2.98,3.9697,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",6.5,NEUTRAL,ema_pullback,,,480.0,305.0,42.95,9.17,6535.0,24329.0,3.723,10987.0,15731.0,4146.0,67.6,0.456,0.0,0.37,0.33,1.2,0.26,0.81,False,default,2.5,False,1,1.0,99.0,2.9e-05,0.0,29138.015826950643,0.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.106936,0.0,0.0,0.0,1.0,0.35513109917780933,0.35513109917780933,n/a,2026-08-18,2026-08-18,False,
