ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio,bullish_score_z_shadow,bearish_score_z_shadow
LION,SHORT,0.38005334376589367,3.800533437658937,3.48,4.1243,watchlist_reeval_failed,"confirmation_volume, room_to_target, shooting_star_at_resistance","momentum_aligned, not_extended, trend_aligned",5.9,NEUTRAL,unknown,,,17.0,8.0,38.66,34.75,124301.0,24723.0,0.199,18752.0,80946.0,49326.0,76.0,0.77,0.0,0.0,1.0,1.2,0.28,1.0,2,1.0,0.0,0.0,0.0001,0.0,3.7369973909227503,,0.163182,0,2,0.0,0.09405,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.274528,0.0,0.0,,,,,,
CM,SHORT,0.375,3.75,0.0,2.25,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1e-06,0.0,6.2153452380451816e-27,,25.103448,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.452756,0.0,0.0,,,,,,
THC,SHORT,0.3559834744456233,3.559834744456233,5.69,4.5269,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.2,NEUTRAL,ema_rally,,,210.0,180.0,7.85,7.56,5993.0,6141.0,1.025,4959.0,2506.0,4669.0,97.9,0.531,2.21,0.78,0.12,1.2,1.26,0.11,1,1.0,0.0,0.0,1e-05,0.0,8.581745921600237e-11,,3.47651,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.290249,0.0,0.0,,,,,,
INOD,SHORT,0.35299805766621684,3.5299805766621684,3.21,3.808,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",5.4,NEUTRAL,ema_rally,,,50.0,40.0,6.97,14.42,27025.0,13130.0,0.486,19156.0,5154.0,15845.0,69.4,1.017,0.0,0.23,1.0,1.2,0.4,0.39,4,1.0,0.0,0.0,0.000331,0.0,2.329098872575209e-19,,0.381383,0,0,0.0,1.2e-05,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.553245,0.0,0.0,,,,,,
WMG,SHORT,0.3492857142857143,3.492857142857143,0.57,3.3574,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.2,NEUTRAL,unknown,,,36.0,24.0,18.81,20.79,18916.0,238.0,0.013,148.0,17406.0,1600.0,54.0,0.359,0.0,0.0,0.2,0.0,0.36,0.0,1,0.7,0.0,0.0,3.1e-05,0.0,53.83051176495643,,26.410256,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.649599,0.0,0.0,,,,,,
CNC,LONG,0.4856408604073658,4.856408604073658,5.89,4.9752,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.9,POSITIVE,trend_continuation,4536638.24,38.54,40.0,20.0,3.75,48.13,267854.0,76507.0,0.286,25674.0,63012.0,255675.0,81.2,0.584,1.75,0.39,1.0,1.4,1.35,0.0,7,1.0,22.33758568439564,3.7e-05,1.7e-05,1.5810694876086084e-11,1.7695169813193998e-12,2.430559,2.871044,3,1,0.023518,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.595843,0.413698,0.0,0.0,,,,,,
KRE,LONG,0.4406023233011959,4.406023233011959,6.55,5.948,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,8.9,NEGATIVE,trend_continuation,-61953770.89,,75.0,50.0,5.6,29.6,526516.0,1164267.0,2.211,354225.0,648692.0,687866.0,41.8,0.271,2.07,0.28,1.0,1.4,1.71,0.09,5,1.0,6.388716376120775,0.0,0.0,19.280844436656746,12.07181117554263,41.997613,0.75142,2,0,0.60489,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.259757,0.546142,0.0,0.0,,,,,,
MRVL,LONG,0.43971939710107133,4.397193971010713,0.0,2.6383,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0,99.0,4e-06,2e-06,77818.6563709475,24.291200037028293,3.151912,0.234407,2,1,0.606987,0.47655,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2e-06,0.0,0.477356,0.277199,0.0,0.0,,,,,,
ISRG,LONG,0.32781496233525087,3.2781496233525087,4.91,4.3321,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,6.1,NEUTRAL,ema_pullback,,,520.0,430.0,11.0,8.21,41804.0,39117.0,0.936,19600.0,20762.0,40559.0,75.0,0.411,0.0,0.87,1.0,1.2,1.43,0.41,5,1.0,99.0,3e-06,0.0,9.694623790487823,1.1206791545904201e-29,2.352879,0.232759,1,0,0.499094,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.423689,0.553946,0.0,0.0,,,,,,
BBBY,LONG,0.31811511061086256,3.1811511061086257,6.36,4.6186,watchlist_reeval_failed,"momentum_aligned, room_to_target, support_ema_confluence, trend_aligned","confirmation_volume, not_extended",5.6,NEUTRAL,support_ema_confluence,,,7.5,5.0,31.46,12.36,40394.0,14200.0,0.352,12340.0,22316.0,19938.0,84.8,1.04,1.72,0.0,1.0,1.6,1.78,0.26,1,1.0,99.0,0.000208,0.0,29.815983765695456,0.0,0.591981,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.790474,0.0,0.0,0.0,,,,,,
ALB,LONG,0.27396563681152525,2.7396563681152526,6.02,4.5158,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.7,NEUTRAL,trend_continuation,,,260.0,70.0,32.03,64.45,92299.0,107411.0,1.164,21270.0,70573.0,107867.0,60.2,0.652,1.9,0.59,1.0,1.4,0.82,0.31,6,1.0,17.998310934040003,2.1e-05,1.1e-05,5.716265817037662,0.15880006290552948,2.17699,3.022672,1,1,0.24599,0.02375,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.224251,0.241316,0.0,0.0,,,,,,
APLD,LONG,0.25792300892073905,2.5792300892073907,6.66,4.1076,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.1,POSITIVE,trend_continuation,5916469.57,31.64,33.0,25.0,4.15,21.1,482696.0,195771.0,0.406,182973.0,148961.0,346533.0,23.8,1.014,1.67,0.26,1.0,1.4,1.85,0.48,2,1.0,1.0380092875702116,6e-06,3e-06,14.26337526495572,13.741086361899182,24.733333,0.415695,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,6.7e-05,0.326491,0.0,0.0,,,,,,
AR,SHORT,0.35894424755586624,3.5894424755586622,5.06,4.5927,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.4,NEUTRAL,bounce_and_fail,,,37.0,30.0,0.76,18.3,77575.0,101906.0,1.314,59634.0,73156.0,46691.0,83.6,0.468,1.9,0.32,0.8,1.0,0.82,0.22,7,1.0,99.0,4.1e-05,6.3e-05,13.195632849397997,8.186626668734193e-17,4643.479849,2.125439,0,0,7e-06,0.270444,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.030481,0.207107,0.0,0.0,,,,,,
SOXL,SHORT,0.3043244063360821,3.043244063360821,2.61,3.1446,watchlist_reeval_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",4.2,POSITIVE,bounce_and_fail,6750837.57,94.09,100.0,20.0,6.16,78.77,479743.0,457669.0,0.954,397157.0,52313.0,487942.0,69.4,1.125,0.0,0.0,1.0,1.0,0.32,0.29,2,1.0,0.0,0.0,1.6e-05,0.0,44.0127217719998,,119.198718,0,0,0.0,0.484639,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.40172,0.0,0.0,,,,,,
CRWV,SHORT,0.25330921079879287,2.5330921079879287,2.57,3.4175,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target","continuation_pattern, not_extended, trend_aligned",6.9,NEGATIVE,unknown,-10301074.59,,150.0,35.0,27.82,70.17,921753.0,814091.0,0.883,613721.0,486570.0,635553.0,66.0,0.94,0.0,0.0,1.0,0.0,0.83,0.74,3,1.0,0.0,0.0,4e-06,0.0,60663.504895804006,0.017054,2.151785,0,0,0.0,0.411209,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.174566,0.0,0.0,,,,,,
IGV,SHORT,0.2471203960756354,2.471203960756354,3.17,3.3866,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",6.0,NEGATIVE,ema_rally,-36647741.19,85.5,90.0,80.0,5.31,6.39,700594.0,575165.0,0.821,412444.0,320044.0,543271.0,82.8,0.358,0.0,0.27,1.0,1.2,0.28,0.43,6,1.0,0.05180834609285278,1.3e-05,0.000289,27.974887907375457,269.98437527071275,0.264429,0.597707,1,1,0.471072,0.084525,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.400576,0.187359,0.0,0.0,,,,,,
DLTR,SHORT,0.24089435548906477,2.4089435548906475,5.4,4.3245,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",7.5,NEUTRAL,trend_continuation,,,135.0,100.0,25.75,6.85,33043.0,33018.0,0.999,16485.0,19860.0,29716.0,41.7,0.38,1.91,0.83,0.81,1.4,0.19,0.25,7,1.0,0.8254566171376378,8e-06,1.9e-05,0.0011780316680848357,0.0010703454702772183,0.618534,0.709593,1,2,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.646359,0.639089,0.0,0.0,,,,,,
