ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio,bullish_score_z_shadow,bearish_score_z_shadow
ATI,LONG,0.5500885843057788,5.500885843057787,5.28,5.4144,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.4,NEUTRAL,trend_continuation,,,200.0,145.0,22.67,11.06,11938.0,5055.0,0.423,6895.0,2224.0,7874.0,86.9,0.538,1.79,0.38,0.13,1.4,1.59,0.0,5,1.0,99.0,2.3e-05,0.0,6.411177587297183e-08,0.0,7.472731,,0,0,0.002446,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.304925,0.0,0.0,0.0,,,,,,
DOV,LONG,0.5472213300213942,5.472213300213942,6.39,5.9531,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",confirmation_volume,6.5,NEUTRAL,unknown,,,270.0,210.0,21.62,5.41,6043.0,2570.0,0.425,2658.0,3007.0,2948.0,86.3,0.314,1.66,0.34,0.94,1.4,1.94,0.12,4,1.0,99.0,1.1e-05,1e-06,2.476498592419863e-10,8.016587212063446e-25,9.21819,1.123596,0,0,0.420384,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.367616,0.631344,0.0,0.0,,,,,,
BOOT,LONG,0.5426105641932177,5.426105641932177,4.46,4.6911,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",3.2,NEUTRAL,retest_and_confirm,,,165.0,100.0,0.39,39.16,1388.0,805.0,0.58,1785.0,4.0,404.0,89.4,0.61,0.0,0.58,1.0,1.4,1.46,0.03,4,1.0,99.0,7.3e-05,5e-06,1.0773059390106908e-12,2.4338123133626155e-21,65.244167,268.0,0,0,9e-06,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.763403,0.623421,0.0,0.0,,,,,,
SEZL,LONG,0.541253014686439,5.41253014686439,5.53,5.4253,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",5.3,NEUTRAL,trend_continuation,,,105.0,50.0,29.53,38.32,16621.0,12595.0,0.758,9646.0,8037.0,11533.0,77.4,0.918,1.7,0.0,0.2,1.4,1.76,0.47,4,0.7,99.0,0.000123,0.0,0.004809790093288227,0.0,29.139961,,0,0,0.49987,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.042323,0.0,0.0,0.0,,,,,,
REAL,LONG,0.5270550086376622,5.2705500863766215,5.95,5.4603,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,5.2,NEUTRAL,support_ema_confluence,,,15.0,10.0,28.48,14.35,69568.0,18087.0,0.26,55411.0,99.0,32145.0,87.7,1.0,1.88,0.05,1.0,1.6,1.26,0.17,2,1.0,99.0,0.001385,0.0,1.8130956465718767e-24,0.0,13.938264,,0,0,0.047673,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.115894,0.0,0.0,0.0,,,,,,
SUN,LONG,0.5114994530821066,5.1149945308210665,5.49,5.0045,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.0,NEUTRAL,trend_continuation,,,65.0,62.5,2.0,1.92,8787.0,4084.0,0.465,754.0,6210.0,5907.0,7.9,0.2,1.56,0.75,0.77,1.4,0.94,0.07,1,1.0,99.0,1e-05,0.0,38.913999880223784,0.0,14.754717,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.419964,0.0,0.0,0.0,,,,,,
IMVT,LONG,0.5114994530821066,5.1149945308210665,5.05,4.9125,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.2,NEUTRAL,trend_continuation,,,30.0,22.0,4.17,23.61,26508.0,3883.0,0.146,14429.0,10198.0,5764.0,0.0,0.343,1.85,0.0,0.01,1.4,1.69,0.09,1,1.0,99.0,3.9e-05,0.0,1.0541747539282635e-27,0.0,52.736842,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.386964,0.0,0.0,0.0,,,,,,
VSAT,LONG,0.49859074162953737,4.985907416295373,5.9,4.683,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",2.1,NEUTRAL,trend_continuation,,,,,,,,,,33156.0,20737.0,13213.0,,,2.51,0.0,0.0,1.4,1.69,0.31,4,1.0,99.0,5.3e-05,4e-06,0.20540191506599467,1.0774480890664074e-12,108.793175,0.024794,0,0,0.10262,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.128881,0.030732,0.0,0.0,,,,,,
CENX,LONG,0.49567779934486816,4.956777993448681,5.24,5.2704,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.1,NEUTRAL,trend_continuation,,,65.0,45.0,6.93,25.97,32823.0,10555.0,0.322,4787.0,25698.0,12893.0,85.3,0.829,1.69,0.96,0.6,1.4,0.59,0.0,1,1.0,99.0,0.000135,0.0,275.3785814649733,0.0,26.338346,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.196359,0.0,0.0,0.0,,,,,,
ZTS,LONG,0.4956480223017188,4.956480223017188,6.65,5.0732,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,3.0,NEUTRAL,retest_and_confirm,,,125.0,105.0,1.96,14.36,43650.0,10815.0,0.248,,,,88.8,0.408,1.63,0.52,1.0,1.4,1.83,0.28,3,1.0,99.0,6e-06,0.0,0.00023500379551599475,0.0,5.576784,,0,0,0.399255,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.435878,0.0,0.0,0.0,,,,,,
ROK,LONG,0.4796607548598844,4.796607548598844,6.03,4.9273,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",3.6,NEUTRAL,trend_continuation,,,430.0,320.0,3.45,23.01,5629.0,10770.0,1.913,11627.0,2478.0,2294.0,90.0,0.408,2.25,0.0,0.62,1.4,1.73,0.02,8,1.0,99.0,3.5e-05,4e-06,0.00090433343279776,3.213755170616637e-10,1.387993,0.851332,0,0,1.3e-05,0.030972,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.329061,0.630731,0.0,0.0,,,,,,
SMMT,LONG,0.4534837255811759,4.534837255811759,7.82,6.1134,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,7.5,NEUTRAL,trend_continuation,,,35.0,20.0,40.39,19.78,43568.0,25745.0,0.591,16665.0,27813.0,24835.0,59.0,0.952,2.93,0.0,1.0,1.4,1.8,0.69,4,0.7,99.0,1.9e-05,0.0,9.822745146419777,0.0,125.003496,,0,0,0.135007,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.351794,0.0,0.0,0.0,,,,,,
TT,LONG,0.4498434660615612,4.4984346606156125,5.37,4.3202,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",2.3,NEUTRAL,trend_continuation,,,,,,,,,,,,,94.1,0.351,2.16,0.0,0.0,1.4,1.81,0.0,8,1.0,99.0,5e-06,2e-06,0.08587983720798922,3.171218564412382e-10,1.622619,2.08894,0,1,0.214773,0.630056,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.424504,0.28137,0.0,0.0,,,,,,
TSEM,LONG,0.44650960280654306,4.465096028065431,7.78,5.1665,"wall_proximity (0.9%, 0.2 ATR)","confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.0,NEUTRAL,trend_continuation,,,230.0,200.0,0.88,12.28,66967.0,46180.0,0.69,55365.0,45989.0,11793.0,98.8,0.962,2.76,0.18,1.0,1.4,2.0,0.45,7,1.0,99.0,0.000239,2.7e-05,0.014164775265104589,2.4406142251730105e-08,186.585831,0.440824,0,0,0.342829,0.478095,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.357831,0.317425,0.0,0.0,,,,,,
BBIO,LONG,0.4380246333195209,4.380246333195209,4.75,4.8151,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.0,NEUTRAL,trend_continuation,,,95.0,45.0,24.3,41.12,19558.0,22950.0,1.173,9641.0,7488.0,25379.0,21.0,0.506,2.06,0.65,0.25,1.4,0.39,0.0,1,1.0,99.0,2e-05,0.0,0.002562716990435561,0.0,4.545455,,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.580714,0.0,0.0,0.0,,,,,,
PCT,LONG,0.43608631867839937,4.360863186783994,4.12,4.1764,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",3.8,POSITIVE,trend_continuation,607628.5,6.66,10.0,5.0,48.92,25.54,311352.0,154399.0,0.496,103342.0,84576.0,277833.0,94.7,1.109,0.0,0.41,1.0,1.4,1.13,0.19,4,1.0,0.0001943841104600521,0.000379,2.5e-05,0.0009263585377650421,14.296825016807402,2.583168,0.167915,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.112248,0.179247,0.0,0.0,,,,,,
VOYA,LONG,0.4216666666666667,4.216666666666667,6.57,5.2193,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.7,NEUTRAL,trend_continuation,,,80.0,65.0,6.1,13.8,14413.0,4993.0,0.346,18546.0,9.0,851.0,87.6,0.368,1.98,0.26,1.0,1.4,1.71,0.23,4,1.0,99.0,0.000171,0.0,0.03281624329053493,0.0,22.785441,,0,0,1e-06,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.915194,0.0,0.0,0.0,,,,,,
PRKS,LONG,0.4153394126984127,4.153394126984127,4.87,4.7977,watchlist_reeval_failed,"not_extended, room_to_target, support_ema_confluence, trend_aligned","confirmation_volume, momentum_aligned",6.3,NEUTRAL,support_ema_confluence,,,40.0,35.0,13.72,0.5,1915.0,150.0,0.078,57.0,1695.0,313.0,98.8,0.742,1.73,0.91,0.27,1.6,0.18,0.18,2,1.0,99.0,6.7e-05,0.0,24.152449534733435,0.0,29.694444,,0,0,0.446974,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.331027,0.0,0.0,0.0,,,,,,
EXE,LONG,0.40382409121800117,4.038240912180012,1.81,3.8421,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.4,NEUTRAL,unknown,,,120.0,90.0,25.26,6.05,45564.0,87846.0,1.928,69157.0,29343.0,34910.0,57.5,0.332,0.0,0.13,1.0,0.0,0.59,0.09,5,1.0,99.0,2.4e-05,3e-06,4.013679017434875,2.607171509276357e-13,250.30512,0.268608,0,0,0.0,2e-06,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.219936,0.236396,0.0,0.0,,,,,,
B,LONG,0.403144149750673,4.03144149750673,4.07,4.4167,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.9,POSITIVE,ema_pullback,9313114.44,42.79,50.0,30.0,16.85,29.89,463582.0,301853.0,0.651,62279.0,211203.0,491953.0,63.1,0.499,0.0,0.87,1.0,1.2,0.69,0.32,19,1.0,99.0,3.5e-05,1.1e-05,2.6689070975638405,0.0013047896231457446,0.767301,1.539485,2,2,0.016737,0.037582,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.025269,0.344064,0.0,0.0,,,,,,
DEO,LONG,0.39055555555555554,3.9055555555555554,4.55,4.3378,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.1,NEUTRAL,trend_continuation,,,85.0,70.0,3.12,15.08,16537.0,11478.0,0.694,1993.0,17224.0,8798.0,79.5,0.344,0.0,0.04,1.0,1.4,1.81,0.3,2,1.0,99.0,1e-06,0.0,0.07147950249119257,0.0,3.30942,,0,0,0.00239,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.508818,0.0,0.0,0.0,,,,,,
VICR,LONG,0.37962904559706107,3.7962904559706105,5.83,4.4471,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",4.0,NEUTRAL,trend_continuation,,,230.0,155.0,2.31,31.05,4532.0,3017.0,0.666,2660.0,2453.0,2436.0,96.8,1.15,1.81,0.0,0.0,1.4,1.99,0.62,4,1.0,20.9522328079398,3.3e-05,1.5e-05,6.1210610403977205e-09,8.764308457967533e-10,3.234951,2.386364,0,0,0.026341,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.270112,0.192191,0.0,0.0,,,,,,
LCID,LONG,0.37696661094630685,3.7696661094630683,2.07,3.6858,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.9,NEGATIVE,unknown,-283989.06,,10.0,5.0,42.65,28.67,204752.0,277077.0,1.353,247497.0,37834.0,196498.0,85.2,0.977,0.0,0.0,1.0,0.0,0.07,1.0,4,1.0,56.07464124686605,0.000183,2.3e-05,1.9003737528025109,0.10167022261111945,3.239116,0.665159,0,0,0.038063,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.076531,0.026014,0.0,0.0,,,,,,
NPO,LONG,0.375,3.75,5.34,4.197,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.6,NEUTRAL,trend_continuation,,,290.0,270.0,3.06,4.04,705.0,1377.0,1.953,1160.0,613.0,309.0,95.6,0.505,1.71,0.31,0.0,1.4,1.65,0.26,1,1.0,99.0,0.00011,0.0,1.673303947654437e-17,0.0,18.181818,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.53186,0.0,0.0,0.0,,,,,,
SW,LONG,0.375,3.75,6.18,4.789,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.3,NEUTRAL,trend_continuation,,,45.0,35.0,5.26,18.13,12642.0,2106.0,0.167,10916.0,1621.0,2211.0,92.5,0.494,1.66,0.52,1.0,1.4,1.44,0.15,1,1.0,99.0,4e-06,0.0,1.807293970215957e-24,0.0,12.0,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.468314,0.0,0.0,0.0,,,,,,
BTDR,SHORT,0.5579179213360749,5.5791792133607485,2.14,4.3316,watchlist_reeval_failed,"momentum_aligned, room_to_target","confirmation_volume, continuation_pattern, not_extended, trend_aligned",4.5,POSITIVE,unknown,2082110.34,12.54,15.0,7.5,19.62,40.19,413116.0,241098.0,0.584,140972.0,332452.0,180790.0,88.5,1.132,0.0,0.0,1.0,0.0,0.84,0.31,4,1.0,0.003597764387635793,3.2e-05,0.001437,0.1795783476517634,16.637957011017622,0.026152,512.974709,0,0,0.0,0.314303,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.441526,0.136181,0.0,0.0,,,,,,
RELY,SHORT,0.5576105641932176,5.576105641932177,1.37,4.2791,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.4,NEUTRAL,unknown,,,30.0,17.5,48.04,13.64,20883.0,10571.0,0.506,6520.0,11688.0,13246.0,83.9,0.679,0.0,0.0,1.0,0.0,0.18,0.18,6,1.0,0.7687676227536498,3.7e-05,8.7e-05,9.102521727090808,11.840407240989771,2.37037,5.672811,0,1,0.418294,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.497528,0.49344,0.0,0.0,,,,,,
WCC,SHORT,0.5270550086376622,5.2705500863766215,1.44,3.9873,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.6,NEUTRAL,unknown,,,330.0,270.0,2.95,15.77,4413.0,1213.0,0.275,2877.0,1919.0,830.0,94.9,0.519,0.0,0.0,1.0,0.0,0.34,0.09,2,1.0,0.0,0.0,4.2e-05,0.0,8.840587115807475,,26.248208,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.33967,0.0,0.0,,,,,,
AXSM,SHORT,0.5270550086376622,5.2705500863766215,1.4,3.9353,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.4,NEUTRAL,unknown,,,200.0,140.0,5.49,26.16,14586.0,9765.0,0.669,9088.0,5435.0,9828.0,97.7,0.765,0.0,0.0,1.0,0.0,0.22,0.18,4,1.0,5.546455747553757e-23,1.4e-05,0.000115,1.2974673112189926e-25,0.0023392728082095226,22.083333,54.236111,0,0,0.383748,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.526566,0.190368,0.0,0.0,,,,,,
CDNS,SHORT,0.5132065770821066,5.132065770821066,0.9,4.036,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.0,NEUTRAL,unknown,,,330.0,265.0,4.86,15.79,39495.0,46737.0,1.183,16000.0,48812.0,21420.0,93.5,0.52,0.0,0.0,0.34,0.0,0.24,0.32,14,1.0,1.596918891262211e-19,2e-06,0.000195,6.60607392712642e-19,1.6547049354284868,0.455913,0.745693,0,1,0.61199,0.007701,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.587038,0.408417,0.0,0.0,,,,,,
NXST,SHORT,0.5032045744787734,5.032045744787734,4.11,4.629,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, trend_aligned","momentum_aligned, room_to_target",4.4,NEUTRAL,ema_rally,,,220.0,160.0,7.61,21.74,1972.0,906.0,0.459,1747.0,2.0,1129.0,97.0,0.467,1.73,0.75,0.0,1.2,0.04,0.39,1,1.0,0.0,0.0,1.2e-05,0.0,1.0284315820577096e-19,,6.833333,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.670606,0.0,0.0,,,,,,
SIRI,SHORT,0.490604375738742,4.90604375738742,0.0,2.9436,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,3.2e-05,0.0,7.833572536425223e-12,,54.806452,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.498151,0.0,0.0,,,,,,
LC,SHORT,0.47509970703629767,4.750997070362977,1.2,3.6755,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.7,NEUTRAL,unknown,,,22.0,14.0,24.12,21.02,11815.0,7848.0,0.664,6532.0,5064.0,8067.0,95.9,0.73,0.0,0.0,1.0,0.0,0.02,0.17,1,0.7,0.0,0.0,2e-05,0.0,17.855951572772955,,3.460123,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.365999,0.0,0.0,,,,,,
DB,SHORT,0.47413640833255943,4.741364083325594,2.76,4.2987,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",5.5,NEUTRAL,unknown,,,40.0,20.0,19.69,40.16,38809.0,38121.0,0.982,17069.0,20564.0,39297.0,83.6,0.427,0.0,0.27,1.0,0.0,1.18,0.31,3,1.0,0.0,0.0,4e-06,0.0,0.003445341980910177,,20.304842,0,0,0.0,0.49678,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.845843,0.0,0.0,,,,,,
TFC,SHORT,0.4672716440703631,4.672716440703631,1.34,4.0384,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.5,NEUTRAL,unknown,,,55.0,42.5,7.81,16.69,75404.0,69688.0,0.924,33983.0,45141.0,65968.0,66.8,0.277,0.0,0.0,1.0,0.0,0.23,0.1,6,1.0,1.282662141303823e-07,5e-06,1.1e-05,1.5357488382025272e-09,0.011973136095226466,0.788525,2.663428,0,0,0.0,0.131272,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.445758,0.830748,0.0,0.0,,,,,,
HUN,SHORT,0.447993452288054,4.47993452288054,2.17,3.991,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.5,NEUTRAL,unknown,,,15.0,8.0,9.21,41.75,63667.0,65875.0,1.035,94133.0,257.0,35152.0,71.2,0.688,0.0,0.6,1.0,0.0,0.57,0.0,9,1.0,0.5049384165238828,7.8e-05,0.000121,1.4014787183595195e-12,1.387771926730823e-12,1.075309,0.35514,1,0,0.412398,0.724611,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.177448,0.393115,0.0,0.0,,,,,,
VFC,SHORT,0.4466263295161209,4.466263295161209,1.73,3.6921,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.7,POSITIVE,unknown,79026.54,20.96,30.0,10.0,42.99,52.34,170120.0,227060.0,1.335,52901.0,24172.0,320107.0,71.3,0.584,0.0,0.0,1.0,0.0,0.54,0.19,2,1.0,0.0,0.0,4.5e-05,0.0,0.41203439605536496,,7.207143,0,1,0.0,0.134591,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.73547,0.0,0.0,,,,,,
LYV,SHORT,0.4432168882515555,4.432168882515555,4.85,4.8111,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.7,NEUTRAL,trend_continuation,,,180.0,120.0,14.89,23.41,68564.0,74448.0,1.086,17983.0,26573.0,98456.0,87.7,0.409,0.0,0.88,1.0,1.4,1.57,0.0,2,1.0,0.0,0.0,3.8e-05,0.0,247.42578448979492,,81.767857,0,0,0.0,0.024999,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.337332,0.0,0.0,,,,,,
PWR,SHORT,0.391915088273824,3.91915088273824,1.37,3.3506,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.9,NEUTRAL,unknown,,,620.0,550.0,2.31,9.24,13405.0,10699.0,0.798,8829.0,5862.0,9413.0,92.1,0.467,0.0,0.23,1.0,0.0,0.09,0.05,14,1.0,6.29171805409185,8e-06,1.2e-05,0.022687043746516707,0.0036058582968068755,3.734366,2.068976,0,1,0.040095,0.026148,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.394805,0.509483,0.0,0.0,,,,,,
