ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
ASHR,LONG,0.519147000838503,5.191470008385029,2.8,3.9357,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",2.5,POSITIVE,bounce_and_fail,868928.79,34.81,36.0,33.0,3.4,5.21,314897.0,313244.0,0.995,182925.0,15018.0,430198.0,92.1,0.231,0.0,0.4,1.0,1.0,0.19,0.22,False,default,2.5,False,3,0.7,2.075445054770828,0.001455,0.000795,9.55081657748603e-12,9.203632305785746e-12,44.727941,2.746432,0,0,0.419051,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.701194,0.35274,0.0,0.0,1.0,0.519147000838503,0.519147000838503,n/a,2026-07-08,2026-07-08,False,,,,
ITT,LONG,0.5065163738543761,5.065163738543761,3.33,4.1316,price_validation_failed,"not_extended, pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",3.0,NEUTRAL,pullback_to_support,,,190.0,180.0,3.12,2.3,5157.0,7336.0,1.423,8539.0,3527.0,427.0,92.1,0.402,0.0,0.53,0.94,1.4,0.34,0.12,False,default,2.5,False,1,1.0,99.0,3.4e-05,0.0,8.794407278657233e-53,0.0,8.426966,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.55878,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-08,2026-07-08,False,,,,
MLM,LONG,0.5065163738543761,5.065163738543761,2.18,4.2466,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.3,NEUTRAL,unknown,,,680.0,560.0,19.38,1.69,2767.0,1256.0,0.454,1407.0,509.0,2107.0,95.0,0.349,0.0,0.59,1.0,0.0,0.34,0.25,False,default,2.5,False,1,1.0,99.0,1.7e-05,0.0,2.7828705943188407e-56,0.0,21.4,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.793696,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-08,2026-07-08,False,,,,
POWL,LONG,0.504177422788218,5.04177422788218,2.38,4.3149,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.4,NEUTRAL,bounce_and_fail,,,300.0,195.0,29.8,15.63,22293.0,13319.0,0.597,8686.0,7867.0,19059.0,91.7,0.934,0.0,0.18,1.0,1.0,0.2,0.0,False,default,2.5,False,4,1.0,99.0,0.000245,6.7e-05,8.519867190776908e-28,2.358330092678847e-44,5.068985,28.25,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.488437,0.748581,0.0,0.0,1.0,0.504177422788218,0.504177422788218,n/a,2026-07-08,2026-07-08,False,,,,
WING,LONG,0.5026735996063596,5.0267359960635964,3.68,4.6374,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",5.1,NEUTRAL,trend_continuation,,,180.0,150.0,16.28,3.1,17288.0,20310.0,1.175,10186.0,7685.0,19727.0,82.5,0.817,0.0,0.72,1.0,1.4,0.11,0.45,False,default,2.5,False,1,1.0,99.0,6.6e-05,0.0,239765.0231385372,0.0,354.333333,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.065958,0.0,0.0,0.0,1.0,0.5026735996063596,0.5026735996063596,n/a,2026-07-08,2026-07-08,False,,,,
ALHC,LONG,0.4808020881400903,4.808020881400903,5.48,5.108,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,5.3,NEUTRAL,trend_continuation,,,25.0,17.5,20.6,15.58,22454.0,4122.0,0.184,3455.0,10412.0,12709.0,100.0,0.802,2.3,0.7,0.53,1.4,0.1,0.46,False,default,2.5,False,1,0.7,99.0,0.000109,0.0,3.338669899815173e-54,0.0,64.655172,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.396701,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-07-08,2026-07-08,False,,,,
NVT,LONG,0.4737112948608299,4.737112948608299,3.49,4.4756,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.3,NEUTRAL,ema_pullback,,,185.0,140.0,20.57,8.76,23853.0,8083.0,0.339,13585.0,9888.0,8463.0,96.2,0.614,0.0,0.56,1.0,1.2,0.73,0.0,False,default,2.5,False,1,1.0,99.0,4.8e-05,0.0,2.506051804530524e-39,0.0,13.8,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.443869,0.0,0.0,0.0,1.0,0.4737112948608299,0.4737112948608299,n/a,2026-07-08,2026-07-08,False,,,,
COPX,LONG,0.443474445547188,4.43474445547188,2.87,4.7984,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",8.6,NEGATIVE,bounce_and_fail,-1559589.5,,100.0,65.0,37.4,10.69,259627.0,81178.0,0.313,142856.0,105496.0,92453.0,33.1,0.464,0.0,0.22,1.0,1.0,0.46,0.19,False,default,2.5,False,1,1.0,99.0,0.001122,0.0,3.703657845857601e-28,0.0,4.79854,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.120091,0.0,0.0,0.0,1.0,0.443474445547188,0.443474445547188,n/a,2026-07-08,2026-07-08,False,,,,
WULF,LONG,0.41082946169264767,4.108294616926477,4.06,4.1121,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,4.2,POSITIVE,bounce_and_fail,8878455.1,22.06,30.0,17.0,36.09,22.89,1678050.0,720756.0,0.43,982044.0,501512.0,915250.0,91.5,1.099,0.0,0.61,1.0,1.0,0.98,0.47,False,default,2.5,False,1,1.0,99.0,0.000459,0.0,271603.62078188424,0.0,51.683628,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.191769,0.0,0.0,0.0,1.0,0.41082946169264767,0.41082946169264767,n/a,2026-07-08,2026-07-08,False,,,,
MKSI,LONG,0.40713165462399403,4.07131654623994,5.19,4.6127,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.1,NEUTRAL,ema_pullback,,,490.0,185.0,39.47,47.34,8709.0,8013.0,0.92,8200.0,1996.0,6526.0,99.4,0.877,1.77,0.69,1.0,1.2,0.45,0.08,False,default,2.5,False,3,0.7,1.906822390485015,3e-05,1.5e-05,3.1268819220575787e-13,3.2796782098433744e-13,31.642857,5.823529,1,0,0.356828,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.322731,0.62643,0.0,0.0,1.0,0.40713165462399403,0.40713165462399403,n/a,2026-07-08,2026-07-08,False,,,,
